                    ************************************************************************************************
                    *  Z= 30 A= 64: Positive-Parity Spin-dependent Level Density [MeV-1] for Zn 64 and ldmodel= 5  *
 180.00  4.578  1.85E+26 8.21E+24 1.73E+26 9.44E+22 9.48E+22 2.81E+23 2.78E+23 4.59E+23 4.16E+23 5.43E+23 4.98E+23 5.92E+23 5.10E+23 5.52E+23 4.87E+23 4.85E+23 4.15E+23 3.95E+23 3.30E+23 3.03E+23 2.41E+23 2.08E+23 1.66E+23 1.38E+23 1.08E+23 8.71E+22 6.57E+22 5.10E+22 3.73E+22 2.78E+22 1.96E+22 1.42E+22 9.83E+21
 190.00  4.703  1.21E+27 5.32E+25 1.13E+27 5.98E+23 6.01E+23 1.79E+24 1.76E+24 2.91E+24 2.65E+24 3.46E+24 3.18E+24 3.78E+24 3.27E+24 3.55E+24 3.14E+24 3.14E+24 2.71E+24 2.58E+24 2.17E+24 2.01E+24 1.60E+24 1.39E+24 1.12E+24 9.36E+23 7.38E+23 6.00E+23 4.56E+23 3.57E+23 2.63E+23 1.98E+23 1.41E+23 1.03E+23 7.26E+22
 200.00  4.826  6.55E+27 2.76E+26 5.96E+27 3.05E+24 3.06E+24 9.09E+24 8.98E+24 1.49E+25 1.35E+25 1.77E+25 1.63E+25 1.94E+25 1.69E+25 1.83E+25 1.63E+25 1.63E+25 1.41E+25 1.35E+25 1.15E+25 1.06E+25 8.53E+24 7.42E+24 5.99E+24 5.05E+24 4.01E+24 3.28E+24 2.51E+24 1.98E+24 1.47E+24 1.11E+24 8.01E+23 5.92E+23 4.20E+23

                    ************************************************************************************************
                    *  Z= 30 A= 64: Negative-Parity Spin-dependent Level Density [MeV-1] for Zn 64 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.171  1.41E-01 0.00E+00 9.00E-28 2.75E-01 1.00E-30 1.46E-01 1.00E-30 1.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.241  5.51E-01 0.00E+00 9.00E-28 7.25E-01 1.00E-30 3.85E-01 1.00E-30 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.296  6.84E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.341  8.53E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 5.31E-01 1.00E-30 1.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.381  1.26E+00 0.00E+00 9.00E-28 1.51E-01 2.75E-01 5.66E-01 2.35E-02 6.60E-01 1.00E-30 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.418  2.64E+00 0.00E+00 9.00E-28 5.51E-01 1.00E+00 2.06E+00 3.78E-01 1.00E+00 1.00E-30 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.451  4.47E+00 0.00E+00 9.00E-28 6.96E-01 1.15E+00 2.49E+00 1.15E+00 1.29E+00 1.46E-01 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.483  7.30E+00 0.00E+00 9.00E-28 1.08E+00 1.53E+00 4.13E+00 1.38E+00 2.19E+00 5.31E-01 3.85E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.512  1.03E+01 0.00E+00 9.00E-28 9.29E-01 1.26E+00 3.63E+00 2.43E+00 2.61E+00 8.22E-01 1.46E-01 1.00E-30 1.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.540  1.38E+01 3.13E+00 4.25E+00 9.51E-01 8.32E-01 2.96E+00 2.97E+00 2.92E+00 1.59E+00 6.76E-01 1.00E-30 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.566  1.92E+01 5.25E+00 1.99E+01 2.18E+00 1.41E+00 3.89E+00 2.94E+00 3.57E+00 1.72E+00 1.28E+00 1.46E-01 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.591  2.63E+01 7.87E+00 3.84E+01 2.80E+00 1.44E+00 4.36E+00 4.25E+00 3.66E+00 2.26E+00 2.47E+00 5.31E-01 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.615  3.74E+01 9.89E+00 6.16E+01 3.64E+00 3.32E+00 1.00E+01 5.42E+00 5.75E+00 2.50E+00 3.80E+00 8.22E-01 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.638  5.16E+01 1.25E+01 8.56E+01 4.21E+00 3.84E+00 1.12E+01 9.01E+00 8.49E+00 2.58E+00 4.33E+00 1.59E+00 5.31E-01 1.00E-30 1.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.661  7.01E+01 1.25E+01 1.22E+02 6.19E+00 4.70E+00 1.39E+01 1.11E+01 1.35E+01 4.39E+00 4.40E+00 1.83E+00 8.22E-01 1.00E-30 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.682  9.04E+01 1.20E+01 1.29E+02 6.23E+00 5.70E+00 1.33E+01 1.16E+01 1.64E+01 5.95E+00 4.16E+00 2.80E+00 1.72E+00 1.46E-01 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.703  1.14E+02 3.30E+01 1.61E+02 6.72E+00 5.28E+00 1.17E+01 1.08E+01 1.75E+01 1.14E+01 6.48E+00 3.03E+00 2.38E+00 5.31E-01 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.724  1.46E+02 4.46E+01 2.84E+02 7.60E+00 7.82E+00 1.81E+01 9.69E+00 1.91E+01 1.40E+01 9.61E+00 3.21E+00 3.45E+00 8.22E-01 3.85E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.744  1.90E+02 8.06E+01 4.28E+02 8.35E+00 9.56E+00 2.50E+01 1.44E+01 1.97E+01 1.58E+01 1.51E+01 5.39E+00 4.23E+00 1.59E+00 1.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.763  2.60E+02 1.10E+02 7.12E+02 2.20E+01 1.50E+01 4.64E+01 2.85E+01 2.70E+01 1.91E+01 2.16E+01 6.95E+00 4.78E+00 1.83E+00 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.800  5.14E+02 1.87E+02 1.35E+03 3.60E+01 2.62E+01 7.64E+01 6.05E+01 6.26E+01 3.14E+01 2.87E+01 1.53E+01 1.06E+01 2.66E+00 1.55E+00 3.38E-01 3.38E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.836  9.13E+02 3.44E+02 2.51E+03 3.83E+01 3.65E+01 9.96E+01 7.75E+01 1.08E+02 6.14E+01 4.70E+01 2.15E+01 1.78E+01 4.65E+00 3.31E+00 8.68E-01 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.870  1.53E+03 5.97E+02 4.52E+03 4.75E+01 4.84E+01 1.34E+02 9.86E+01 1.40E+02 9.97E+01 9.12E+01 3.73E+01 2.53E+01 1.16E+01 6.55E+00 1.65E+00 5.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.903  2.51E+03 9.02E+02 7.55E+03 7.47E+01 7.83E+01 2.14E+02 1.57E+02 2.03E+02 1.39E+02 1.50E+02 7.65E+01 4.40E+01 1.98E+01 1.31E+01 2.76E+00 1.21E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.934  4.03E+03 1.45E+03 1.24E+04 1.10E+02 1.16E+02 3.22E+02 2.67E+02 3.28E+02 2.06E+02 2.02E+02 1.28E+02 9.17E+01 3.13E+01 2.21E+01 5.93E+00 2.48E+00 3.38E-01 3.38E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.965  6.51E+03 2.70E+03 2.14E+04 1.69E+02 1.63E+02 4.63E+02 3.95E+02 5.02E+02 3.33E+02 3.04E+02 1.79E+02 1.59E+02 6.44E+01 3.03E+01 1.50E+01 4.35E+00 1.21E+00 8.30E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.995  1.06E+04 4.69E+03 3.75E+04 2.69E+02 2.66E+02 7.45E+02 5.76E+02 7.58E+02 5.30E+02 5.09E+02 2.86E+02 2.33E+02 1.24E+02 5.60E+01 2.60E+01 1.02E+01 2.92E+00 1.34E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.024  1.72E+04 7.10E+03 6.14E+04 4.17E+02 4.23E+02 1.18E+03 9.08E+02 1.18E+03 8.19E+02 7.96E+02 4.76E+02 3.61E+02 1.92E+02 1.22E+02 4.19E+01 2.32E+01 5.81E+00 1.85E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.052  2.68E+04 1.06E+04 9.56E+04 5.64E+02 5.70E+02 1.61E+03 1.33E+03 1.78E+03 1.25E+03 1.19E+03 7.37E+02 5.83E+02 2.86E+02 2.11E+02 8.38E+01 3.87E+01 1.11E+01 3.47E+00 6.37E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.079  4.12E+04 1.65E+04 1.48E+05 7.33E+02 7.55E+02 2.12E+03 1.81E+03 2.48E+03 1.85E+03 1.82E+03 1.12E+03 9.08E+02 4.72E+02 3.16E+02 1.62E+02 6.75E+01 2.40E+01 7.73E+00 2.57E+00 6.37E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.132  1.07E+05 3.68E+04 3.44E+05 1.68E+03 1.76E+03 4.97E+03 4.18E+03 5.45E+03 3.97E+03 3.99E+03 2.67E+03 2.21E+03 1.24E+03 8.32E+02 4.30E+02 2.29E+02 8.40E+01 3.64E+01 9.45E+00 4.32E+00 3.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.182  2.51E+05 8.32E+04 7.84E+05 3.37E+03 3.49E+03 9.89E+03 8.35E+03 1.14E+04 8.67E+03 8.89E+03 5.81E+03 4.92E+03 2.96E+03 2.04E+03 1.16E+03 5.99E+02 2.77E+02 1.13E+02 4.38E+01 1.63E+01 4.18E+00 1.20E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.230  5.47E+05 1.66E+05 1.66E+06 6.66E+03 6.88E+03 1.95E+04 1.69E+04 2.31E+04 1.76E+04 1.84E+04 1.27E+04 1.09E+04 6.67E+03 4.83E+03 2.82E+03 1.57E+03 7.23E+02 3.57E+02 1.30E+02 4.94E+01 1.51E+01 4.35E+00 3.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.277  1.14E+06 3.39E+05 3.43E+06 1.27E+04 1.31E+04 3.75E+04 3.23E+04 4.47E+04 3.49E+04 3.71E+04 2.61E+04 2.30E+04 1.47E+04 1.05E+04 6.43E+03 3.77E+03 1.86E+03 9.25E+02 4.05E+02 1.53E+02 5.33E+01 1.52E+01 3.41E+00 1.15E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.322  2.30E+06 6.49E+05 6.79E+06 2.32E+04 2.40E+04 6.85E+04 5.96E+04 8.36E+04 6.63E+04 7.12E+04 5.13E+04 4.62E+04 2.99E+04 2.27E+04 1.41E+04 8.37E+03 4.38E+03 2.29E+03 1.04E+03 4.47E+02 1.61E+02 5.17E+01 1.53E+01 4.32E+00 3.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.365  4.47E+06 1.22E+06 1.31E+07 4.15E+04 4.27E+04 1.22E+05 1.08E+05 1.52E+05 1.21E+05 1.32E+05 9.72E+04 8.89E+04 5.94E+04 4.57E+04 2.92E+04 1.80E+04 9.57E+03 5.30E+03 2.51E+03 1.13E+03 4.60E+02 1.67E+02 5.57E+01 1.46E+01 3.36E+00 3.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.407  8.40E+06 2.18E+06 2.41E+07 7.35E+04 7.57E+04 2.17E+05 1.91E+05 2.71E+05 2.18E+05 2.40E+05 1.78E+05 1.65E+05 1.12E+05 8.85E+04 5.79E+04 3.69E+04 2.05E+04 1.16E+04 5.67E+03 2.67E+03 1.16E+03 4.32E+02 1.54E+02 4.55E+01 1.26E+01 3.70E+00 3.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.448  1.53E+07 3.79E+06 4.31E+07 1.22E+05 1.25E+05 3.61E+05 3.22E+05 4.63E+05 3.79E+05 4.23E+05 3.17E+05 2.99E+05 2.06E+05 1.66E+05 1.10E+05 7.26E+04 4.14E+04 2.42E+04 1.23E+04 6.05E+03 2.72E+03 1.10E+03 4.14E+02 1.34E+02 4.11E+01 1.19E+01 2.11E+00 3.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.487  2.71E+07 6.49E+06 7.53E+07 2.00E+05 2.05E+05 5.92E+05 5.29E+05 7.63E+05 6.30E+05 7.14E+05 5.46E+05 5.24E+05 3.67E+05 3.00E+05 2.03E+05 1.37E+05 8.04E+04 4.87E+04 2.53E+04 1.29E+04 6.01E+03 2.55E+03 1.02E+03 3.64E+02 1.19E+02 3.18E+01 7.38E+00 1.29E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.526  4.66E+07 1.07E+07 1.27E+08 3.21E+05 3.29E+05 9.54E+05 8.51E+05 1.23E+06 1.03E+06 1.17E+06 9.03E+05 8.84E+05 6.31E+05 5.25E+05 3.62E+05 2.50E+05 1.49E+05 9.34E+04 4.99E+04 2.61E+04 1.26E+04 5.45E+03 2.30E+03 8.26E+02 2.90E+02 8.44E+01 2.14E+01 4.35E+00 3.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.619  2.02E+08 3.36E+07 4.23E+08 9.35E+05 9.54E+05 2.76E+06 2.52E+06 3.70E+06 3.14E+06 3.67E+06 2.90E+06 2.91E+06 2.13E+06 1.86E+06 1.32E+06 9.70E+05 6.10E+05 4.05E+05 2.28E+05 1.28E+05 6.57E+04 3.08E+04 1.39E+04 5.61E+03 2.23E+03 7.47E+02 2.35E+02 6.87E+01 1.68E+01 1.85E+00 4.35E-01 1.00E-30 1.00E-30
  25.00  1.706  6.38E+08 9.32E+07 1.24E+09 2.43E+06 2.48E+06 7.20E+06 6.60E+06 9.79E+06 8.43E+06 9.96E+06 8.03E+06 8.26E+06 6.25E+06 5.67E+06 4.14E+06 3.18E+06 2.08E+06 1.47E+06 8.62E+05 5.19E+05 2.80E+05 1.42E+05 6.77E+04 2.97E+04 1.25E+04 4.59E+03 1.60E+03 5.43E+02 1.45E+02 2.89E+01 5.65E+00 4.35E-01 1.00E-30
  30.00  1.869  5.80E+09 5.46E+08 7.84E+09 1.27E+07 1.29E+07 3.77E+07 3.48E+07 5.25E+07 4.57E+07 5.55E+07 4.58E+07 4.89E+07 3.83E+07 3.63E+07 2.76E+07 2.30E+07 1.60E+07 1.23E+07 7.86E+06 5.33E+06 3.14E+06 1.83E+06 9.63E+05 4.87E+05 2.28E+05 9.76E+04 3.88E+04 1.49E+04 4.87E+03 1.49E+03 3.98E+02 1.11E+02 1.95E+01
  40.00  2.158  2.39E+11 1.23E+10 1.89E+11 2.62E+08 2.65E+08 7.76E+08 7.19E+08 1.09E+09 9.56E+08 1.17E+09 9.84E+08 1.06E+09 8.51E+08 8.29E+08 6.51E+08 5.68E+08 4.17E+08 3.46E+08 2.39E+08 1.83E+08 1.21E+08 8.42E+07 5.18E+07 3.30E+07 1.87E+07 1.06E+07 5.24E+06 2.63E+06 1.12E+06 4.56E+05 1.70E+05 5.74E+04 1.76E+04
  50.00  2.413  5.02E+12 2.51E+11 3.94E+12 5.23E+09 5.27E+09 1.55E+10 1.44E+10 2.19E+10 1.93E+10 2.37E+10 2.00E+10 2.17E+10 1.75E+10 1.70E+10 1.36E+10 1.19E+10 8.86E+09 7.37E+09 5.21E+09 4.01E+09 2.73E+09 1.95E+09 1.26E+09 8.45E+08 5.20E+08 3.27E+08 1.87E+08 1.12E+08 5.75E+07 3.02E+07 1.42E+07 6.46E+06 2.57E+06
  60.00  2.643  1.20E+14 6.04E+12 9.85E+13 1.09E+11 1.09E+11 3.23E+11 3.15E+11 5.16E+11 4.41E+11 5.49E+11 4.75E+11 5.37E+11 4.19E+11 4.20E+11 3.40E+11 3.04E+11 2.33E+11 1.95E+11 1.44E+11 1.15E+11 7.75E+10 5.58E+10 3.75E+10 2.57E+10 1.66E+10 1.08E+10 6.47E+09 3.96E+09 2.24E+09 1.26E+09 6.53E+08 3.48E+08 1.71E+08
  70.00  2.855  2.32E+15 1.15E+14 1.94E+15 1.95E+12 1.96E+12 5.81E+12 5.69E+12 9.35E+12 8.06E+12 1.01E+13 8.84E+12 1.01E+13 7.99E+12 8.09E+12 6.65E+12 6.03E+12 4.73E+12 4.03E+12 3.04E+12 2.48E+12 1.72E+12 1.27E+12 8.77E+11 6.17E+11 4.12E+11 2.75E+11 1.72E+11 1.08E+11 6.36E+10 3.71E+10 2.02E+10 1.12E+10 5.92E+09
  80.00  3.052  3.78E+16 1.85E+15 3.23E+16 2.99E+13 3.01E+13 8.89E+13 8.72E+13 1.44E+14 1.25E+14 1.57E+14 1.39E+14 1.59E+14 1.28E+14 1.31E+14 1.09E+14 1.01E+14 7.99E+13 6.94E+13 5.34E+13 4.43E+13 3.15E+13 2.39E+13 1.70E+13 1.22E+13 8.41E+12 5.79E+12 3.74E+12 2.44E+12 1.49E+12 9.05E+11 5.16E+11 2.98E+11 1.66E+11
  90.00  3.237  5.33E+17 2.58E+16 4.63E+17 3.97E+14 3.99E+14 1.18E+15 1.16E+15 1.91E+15 1.67E+15 2.12E+15 1.88E+15 2.17E+15 1.76E+15 1.82E+15 1.53E+15 1.43E+15 1.15E+15 1.02E+15 7.94E+14 6.72E+14 4.86E+14 3.77E+14 2.73E+14 2.02E+14 1.43E+14 1.01E+14 6.69E+13 4.50E+13 2.84E+13 1.79E+13 1.06E+13 6.39E+12 3.71E+12
 100.00  3.412  6.61E+18 3.16E+17 5.83E+18 4.67E+15 4.70E+15 1.39E+16 1.37E+16 2.25E+16 1.98E+16 2.52E+16 2.26E+16 2.62E+16 2.15E+16 2.24E+16 1.90E+16 1.80E+16 1.46E+16 1.30E+16 1.03E+16 8.84E+15 6.51E+15 5.13E+15 3.79E+15 2.87E+15 2.06E+15 1.49E+15 1.01E+15 6.98E+14 4.54E+14 2.95E+14 1.80E+14 1.13E+14 6.76E+13
 110.00  3.579  7.36E+19 3.48E+18 6.57E+19 4.95E+16 4.97E+16 1.48E+17 1.45E+17 2.39E+17 2.12E+17 2.71E+17 2.43E+17 2.83E+17 2.35E+17 2.46E+17 2.10E+17 2.00E+17 1.65E+17 1.48E+17 1.19E+17 1.03E+17 7.71E+16 6.18E+16 4.62E+16 3.55E+16 2.60E+16 1.92E+16 1.33E+16 9.39E+15 6.24E+15 4.16E+15 2.62E+15 1.68E+15 1.04E+15
 120.00  3.738  7.47E+20 3.49E+19 6.73E+20 4.80E+17 4.82E+17 1.43E+18 1.41E+18 2.31E+18 2.06E+18 2.65E+18 2.39E+18 2.79E+18 2.33E+18 2.46E+18 2.11E+18 2.03E+18 1.68E+18 1.53E+18 1.24E+18 1.08E+18 8.22E+17 6.68E+17 5.06E+17 3.95E+17 2.93E+17 2.20E+17 1.55E+17 1.12E+17 7.55E+16 5.15E+16 3.32E+16 2.19E+16 1.38E+16
 130.00  3.890  6.98E+21 3.23E+20 6.34E+21 4.29E+18 4.31E+18 1.28E+19 1.26E+19 2.08E+19 1.85E+19 2.38E+19 2.16E+19 2.54E+19 2.13E+19 2.26E+19 1.95E+19 1.89E+19 1.57E+19 1.45E+19 1.18E+19 1.05E+19 7.99E+18 6.57E+18 5.04E+18 3.99E+18 2.99E+18 2.28E+18 1.63E+18 1.20E+18 8.22E+17 5.72E+17 3.76E+17 2.53E+17 1.64E+17
 140.00  4.037  6.05E+22 2.77E+21 5.53E+22 3.56E+19 3.58E+19 1.06E+20 1.05E+20 1.72E+20 1.55E+20 2.00E+20 1.82E+20 2.14E+20 1.81E+20 1.92E+20 1.67E+20 1.63E+20 1.37E+20 1.27E+20 1.04E+20 9.29E+19 7.18E+19 5.97E+19 4.61E+19 3.70E+19 2.80E+19 2.17E+19 1.57E+19 1.16E+19 8.14E+18 5.76E+18 3.85E+18 2.64E+18 1.73E+18
