                    ************************************************************************************************
                    *  Z= 39 A= 87: Positive-Parity Spin-dependent Level Density [MeV-1] for Y  87 and ldmodel= 1  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
 160.00  3.642  1.69E+34 7.90E+32 1.75E+34 8.92E+30 1.75E+31 2.56E+31 3.28E+31 3.89E+31 4.39E+31 4.76E+31 4.99E+31 5.10E+31 5.09E+31 4.97E+31 4.76E+31 4.47E+31 4.13E+31 3.75E+31 3.36E+31 2.96E+31 2.57E+31 2.20E+31 1.85E+31 1.54E+31 1.27E+31 1.03E+31 8.19E+30 6.46E+30 5.03E+30 3.87E+30 2.93E+30 2.20E+30 1.63E+30
 170.00  3.754  2.38E+35 1.11E+34 2.49E+35 1.21E+32 2.39E+32 3.48E+32 4.47E+32 5.31E+32 6.00E+32 6.52E+32 6.86E+32 7.03E+32 7.03E+32 6.89E+32 6.62E+32 6.25E+32 5.80E+32 5.30E+32 4.77E+32 4.22E+32 3.69E+32 3.18E+32 2.70E+32 2.26E+32 1.87E+32 1.52E+32 1.23E+32 9.77E+31 7.67E+31 5.95E+31 4.56E+31 3.45E+31 2.58E+31
 180.00  3.863  3.12E+36 1.44E+35 3.28E+36 1.53E+33 3.02E+33 4.41E+33 5.66E+33 6.74E+33 7.63E+33 8.30E+33 8.76E+33 9.00E+33 9.03E+33 8.88E+33 8.56E+33 8.12E+33 7.56E+33 6.94E+33 6.27E+33 5.58E+33 4.90E+33 4.25E+33 3.63E+33 3.06E+33 2.55E+33 2.09E+33 1.70E+33 1.36E+33 1.08E+33 8.43E+32 6.51E+32 4.97E+32 3.75E+32
 190.00  3.969  3.81E+37 1.75E+36 4.04E+37 1.81E+34 3.57E+34 5.22E+34 6.71E+34 8.00E+34 9.07E+34 9.89E+34 1.05E+35 1.08E+35 1.08E+35 1.07E+35 1.03E+35 9.83E+34 9.20E+34 8.48E+34 7.69E+34 6.88E+34 6.07E+34 5.29E+34 4.54E+34 3.85E+34 3.23E+34 2.67E+34 2.18E+34 1.76E+34 1.40E+34 1.11E+34 8.61E+33 6.63E+33 5.04E+33
 200.00  4.072  4.38E+38 2.00E+37 4.65E+38 2.02E+35 3.97E+35 5.81E+35 7.48E+35 8.93E+35 1.01E+36 1.11E+36 1.17E+36 1.21E+36 1.22E+36 1.21E+36 1.17E+36 1.12E+36 1.05E+36 9.71E+35 8.85E+35 7.95E+35 7.05E+35 6.17E+35 5.33E+35 4.54E+35 3.83E+35 3.18E+35 2.62E+35 2.13E+35 1.71E+35 1.35E+35 1.06E+35 8.24E+34 6.32E+34

                    ************************************************************************************************
                    *  Z= 39 A= 87: Negative-Parity Spin-dependent Level Density [MeV-1] for Y  87 and ldmodel= 1  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.144  2.45E+00 4.89E+00 2.84E+01 6.23E-01 1.02E+00 1.08E+00 8.97E-01 6.07E-01 3.45E-01 1.66E-01 6.82E-02 2.41E-02 7.34E-03 1.93E-03 4.40E-04 8.69E-05 1.49E-05 2.21E-06 2.85E-07 3.20E-08 3.13E-09 2.66E-10 1.96E-11 1.26E-12 7.07E-14 3.45E-15 1.47E-16 5.42E-18 1.75E-19 4.91E-21 1.20E-22 2.57E-24 4.77E-26
   0.50  0.204  5.75E+00 6.61E+00 3.83E+01 8.41E-01 1.37E+00 1.46E+00 1.21E+00 8.20E-01 4.65E-01 2.24E-01 9.21E-02 3.25E-02 9.91E-03 2.61E-03 5.94E-04 1.17E-04 2.01E-05 2.98E-06 3.85E-07 4.32E-08 4.22E-09 3.58E-10 2.65E-11 1.70E-12 9.54E-14 4.65E-15 1.98E-16 7.32E-18 2.36E-19 6.63E-21 1.62E-22 3.46E-24 6.44E-26
   0.75  0.249  1.02E+01 8.91E+00 5.17E+01 1.13E+00 1.85E+00 1.97E+00 1.63E+00 1.11E+00 6.27E-01 3.02E-01 1.24E-01 4.39E-02 1.34E-02 3.52E-03 8.01E-04 1.58E-04 2.71E-05 4.02E-06 5.19E-07 5.83E-08 5.69E-09 4.83E-10 3.57E-11 2.30E-12 1.29E-13 6.28E-15 2.67E-16 9.87E-18 3.18E-19 8.94E-21 2.19E-22 4.67E-24 8.68E-26
   1.00  0.288  1.62E+01 1.20E+01 6.96E+01 1.53E+00 2.49E+00 2.66E+00 2.20E+00 1.49E+00 8.45E-01 4.07E-01 1.67E-01 5.91E-02 1.80E-02 4.74E-03 1.08E-03 2.13E-04 3.65E-05 5.42E-06 7.00E-07 7.86E-08 7.67E-09 6.51E-10 4.81E-11 3.10E-12 1.73E-13 8.46E-15 3.59E-16 1.33E-17 4.29E-19 1.20E-20 2.95E-22 6.29E-24 1.17E-25
   1.25  0.322  2.43E+01 1.62E+01 9.38E+01 2.06E+00 3.35E+00 3.58E+00 2.96E+00 2.01E+00 1.14E+00 5.48E-01 2.25E-01 7.96E-02 2.43E-02 6.38E-03 1.45E-03 2.87E-04 4.91E-05 7.30E-06 9.43E-07 1.06E-07 1.03E-08 8.77E-10 6.48E-11 4.17E-12 2.33E-13 1.14E-14 4.84E-16 1.79E-17 5.77E-19 1.62E-20 3.97E-22 8.47E-24 1.58E-25
   1.50  0.353  3.52E+01 2.18E+01 1.26E+02 2.77E+00 4.51E+00 4.82E+00 3.99E+00 2.70E+00 1.53E+00 7.37E-01 3.03E-01 1.07E-01 3.26E-02 8.59E-03 1.96E-03 3.86E-04 6.61E-05 9.82E-06 1.27E-06 1.42E-07 1.39E-08 1.18E-09 8.72E-11 5.61E-12 3.14E-13 1.53E-14 6.51E-16 2.41E-17 7.77E-19 2.18E-20 5.34E-22 1.14E-23 2.12E-25
   1.75  0.381  4.98E+01 2.93E+01 1.73E+02 3.61E+00 5.93E+00 6.39E+00 5.38E+00 3.71E+00 2.16E+00 1.07E+00 4.55E-01 1.67E-01 5.31E-02 1.47E-02 3.51E-03 7.34E-04 1.33E-04 2.12E-05 2.93E-06 3.54E-07 3.74E-08 3.45E-09 2.78E-10 1.96E-11 1.21E-12 6.53E-14 3.08E-15 1.27E-16 4.60E-18 1.46E-19 4.03E-21 9.77E-23 2.07E-24
   2.00  0.407  6.95E+01 3.94E+01 2.41E+02 4.60E+00 7.64E+00 8.39E+00 7.24E+00 5.17E+00 3.13E+00 1.63E+00 7.30E-01 2.85E-01 9.71E-02 2.89E-02 7.54E-03 1.72E-03 3.46E-04 6.10E-05 9.44E-06 1.29E-06 1.54E-07 1.63E-08 1.51E-09 1.24E-10 8.94E-12 5.68E-13 3.18E-14 1.57E-15 6.83E-17 2.62E-18 8.87E-20 2.64E-21 6.96E-23
   2.25  0.432  9.59E+01 5.29E+01 3.34E+02 5.88E+00 9.86E+00 1.10E+01 9.72E+00 7.14E+00 4.48E+00 2.43E+00 1.15E+00 4.73E-01 1.71E-01 5.46E-02 1.53E-02 3.81E-03 8.34E-04 1.62E-04 2.77E-05 4.20E-06 5.65E-07 6.72E-08 7.09E-09 6.64E-10 5.51E-11 4.05E-12 2.64E-13 1.53E-14 7.86E-16 3.59E-17 1.45E-18 5.21E-20 1.66E-21
   2.50  0.455  1.31E+02 7.11E+01 4.62E+02 7.53E+00 1.27E+01 1.44E+01 1.30E+01 9.81E+00 6.36E+00 3.58E+00 1.77E+00 7.66E-01 2.93E-01 9.95E-02 2.99E-02 7.98E-03 1.89E-03 3.99E-04 7.49E-05 1.25E-05 1.86E-06 2.47E-07 2.93E-08 3.09E-09 2.91E-10 2.44E-11 1.83E-12 1.22E-13 7.29E-15 3.88E-16 1.85E-17 7.84E-19 2.97E-20
   2.75  0.478  1.79E+02 9.55E+01 6.38E+02 9.67E+00 1.65E+01 1.89E+01 1.74E+01 1.34E+01 8.95E+00 5.22E+00 2.68E+00 1.22E+00 4.90E-01 1.76E-01 5.61E-02 1.60E-02 4.07E-03 9.28E-04 1.89E-04 3.45E-05 5.64E-06 8.26E-07 1.08E-07 1.27E-08 1.34E-09 1.27E-10 1.08E-11 8.22E-13 5.61E-14 3.44E-15 1.89E-16 9.35E-18 4.14E-19
   3.00  0.499  2.43E+02 1.28E+02 8.80E+02 1.24E+01 2.13E+01 2.48E+01 2.31E+01 1.83E+01 1.25E+01 7.53E+00 4.01E+00 1.89E+00 7.99E-01 3.01E-01 1.02E-01 3.08E-02 8.38E-03 2.05E-03 4.50E-04 8.89E-05 1.58E-05 2.53E-06 3.65E-07 4.74E-08 5.55E-09 5.85E-10 5.56E-11 4.76E-12 3.68E-13 2.56E-14 1.61E-15 9.13E-17 4.67E-18
   3.25  0.519  3.29E+02 1.72E+02 1.21E+03 1.60E+01 2.76E+01 3.25E+01 3.08E+01 2.48E+01 1.74E+01 1.08E+01 5.93E+00 2.91E+00 1.28E+00 5.06E-01 1.80E-01 5.75E-02 1.66E-02 4.32E-03 1.02E-03 2.16E-04 4.15E-05 7.21E-06 1.13E-06 1.61E-07 2.07E-08 2.41E-09 2.54E-10 2.43E-11 2.10E-12 1.64E-13 1.17E-14 7.50E-16 4.36E-17
   3.50  0.539  4.45E+02 2.31E+02 1.67E+03 2.06E+01 3.58E+01 4.26E+01 4.09E+01 3.36E+01 2.41E+01 1.53E+01 8.68E+00 4.41E+00 2.02E+00 8.31E-01 3.09E-01 1.04E-01 3.17E-02 8.76E-03 2.19E-03 4.99E-04 1.03E-04 1.92E-05 3.27E-06 5.05E-07 7.09E-08 9.05E-09 1.05E-09 1.11E-10 1.06E-11 9.24E-13 7.33E-14 5.29E-15 3.47E-16
   3.75  0.558  6.00E+02 3.10E+02 2.29E+03 2.66E+01 4.65E+01 5.58E+01 5.43E+01 4.53E+01 3.32E+01 2.16E+01 1.26E+01 6.61E+00 3.13E+00 1.34E+00 5.21E-01 1.84E-01 5.89E-02 1.72E-02 4.55E-03 1.10E-03 2.42E-04 4.86E-05 8.88E-06 1.48E-06 2.25E-07 3.12E-08 3.95E-09 4.56E-10 4.81E-11 4.63E-12 4.06E-13 3.26E-14 2.39E-15
   4.00  0.576  8.08E+02 4.16E+02 3.14E+03 3.44E+01 6.04E+01 7.31E+01 7.20E+01 6.10E+01 4.56E+01 3.03E+01 1.81E+01 9.80E+00 4.79E+00 2.13E+00 8.61E-01 3.17E-01 1.06E-01 3.26E-02 9.12E-03 2.33E-03 5.45E-04 1.17E-04 2.28E-05 4.07E-06 6.67E-07 1.00E-07 1.37E-08 1.72E-09 1.98E-10 2.09E-11 2.02E-12 1.78E-13 1.45E-14
   4.25  0.594  1.09E+03 5.58E+02 4.30E+03 4.45E+01 7.86E+01 9.57E+01 9.54E+01 8.20E+01 6.23E+01 4.24E+01 2.59E+01 1.44E+01 7.26E+00 3.34E+00 1.40E+00 5.36E-01 1.88E-01 6.03E-02 1.77E-02 4.77E-03 1.18E-03 2.67E-04 5.56E-05 1.06E-05 1.86E-06 3.00E-07 4.43E-08 6.02E-09 7.52E-10 8.62E-11 9.08E-12 8.80E-13 7.83E-14
   4.50  0.611  1.46E+03 7.48E+02 5.88E+03 5.76E+01 1.02E+02 1.25E+02 1.26E+02 1.10E+02 8.50E+01 5.89E+01 3.69E+01 2.10E+01 1.09E+01 5.16E+00 2.24E+00 8.90E-01 3.25E-01 1.09E-01 3.35E-02 9.47E-03 2.46E-03 5.90E-04 1.30E-04 2.64E-05 4.93E-06 8.48E-07 1.34E-07 1.96E-08 2.64E-09 3.28E-10 3.74E-11 3.95E-12 3.83E-13
   4.75  0.628  1.96E+03 1.00E+03 8.04E+03 7.47E+01 1.33E+02 1.64E+02 1.67E+02 1.48E+02 1.16E+02 8.16E+01 5.22E+01 3.04E+01 1.62E+01 7.89E+00 3.53E+00 1.45E+00 5.50E-01 1.92E-01 6.16E-02 1.82E-02 4.98E-03 1.26E-03 2.92E-04 6.27E-05 1.24E-05 2.27E-06 3.85E-07 6.01E-08 8.68E-09 1.16E-09 1.43E-10 1.63E-11 1.71E-12
   5.00  0.644  2.64E+03 1.34E+03 1.10E+04 9.70E+01 1.73E+02 2.16E+02 2.21E+02 1.97E+02 1.57E+02 1.13E+02 7.34E+01 4.37E+01 2.38E+01 1.19E+01 5.51E+00 2.34E+00 9.18E-01 3.32E-01 1.11E-01 3.43E-02 9.80E-03 2.59E-03 6.33E-04 1.43E-04 3.00E-05 5.82E-06 1.05E-06 1.74E-07 2.68E-08 3.83E-09 5.07E-10 6.22E-11 7.07E-12
   5.50  0.675  5.05E+03 2.42E+03 2.05E+04 1.64E+02 2.95E+02 3.71E+02 3.87E+02 3.53E+02 2.88E+02 2.13E+02 1.43E+02 8.89E+01 5.07E+01 2.67E+01 1.30E+01 5.85E+00 2.44E+00 9.45E-01 3.40E-01 1.13E-01 3.51E-02 1.01E-02 2.71E-03 6.74E-04 1.56E-04 3.36E-05 6.74E-06 1.26E-06 2.18E-07 3.53E-08 5.31E-09 7.44E-10 9.70E-11
   6.00  0.705  9.39E+03 4.34E+03 3.80E+04 2.77E+02 5.02E+02 6.38E+02 6.75E+02 6.27E+02 5.23E+02 3.97E+02 2.77E+02 1.77E+02 1.05E+02 5.78E+01 2.95E+01 1.40E+01 6.17E+00 2.54E+00 9.72E-01 3.47E-01 1.16E-01 3.59E-02 1.04E-02 2.82E-03 7.15E-04 1.69E-04 3.73E-05 7.69E-06 1.48E-06 2.67E-07 4.50E-08 7.09E-09 1.04E-09
   6.50  0.734  1.72E+04 7.78E+03 7.03E+04 4.71E+02 8.57E+02 1.10E+03 1.18E+03 1.11E+03 9.47E+02 7.36E+02 5.27E+02 3.49E+02 2.14E+02 1.22E+02 6.51E+01 3.23E+01 1.50E+01 6.49E+00 2.63E+00 9.98E-01 3.54E-01 1.18E-01 3.67E-02 1.07E-02 2.94E-03 7.53E-04 1.81E-04 4.09E-05 8.66E-06 1.72E-06 3.21E-07 5.60E-08 9.19E-09
   7.00  0.762  3.11E+04 1.39E+04 1.30E+05 8.01E+02 1.47E+03 1.90E+03 2.06E+03 1.97E+03 1.71E+03 1.36E+03 9.94E+02 6.77E+02 4.29E+02 2.53E+02 1.40E+02 7.24E+01 3.51E+01 1.59E+01 6.80E+00 2.72E+00 1.02E+00 3.62E-01 1.20E-01 3.75E-02 1.10E-02 3.04E-03 7.91E-04 1.94E-04 4.45E-05 9.65E-06 1.97E-06 3.77E-07 6.82E-08
   7.50  0.789  5.61E+04 2.50E+04 2.39E+05 1.37E+03 2.51E+03 3.27E+03 3.58E+03 3.48E+03 3.06E+03 2.48E+03 1.86E+03 1.30E+03 8.46E+02 5.16E+02 2.95E+02 1.58E+02 7.98E+01 3.78E+01 1.69E+01 7.10E+00 2.81E+00 1.05E+00 3.69E-01 1.22E-01 3.83E-02 1.13E-02 3.15E-03 8.28E-04 2.06E-04 4.81E-05 1.06E-05 2.22E-06 4.38E-07
   8.00  0.814  1.01E+05 4.45E+04 4.36E+05 2.34E+03 4.31E+03 5.65E+03 6.24E+03 6.12E+03 5.45E+03 4.48E+03 3.41E+03 2.43E+03 1.61E+03 1.01E+03 5.91E+02 3.26E+02 1.69E+02 8.29E+01 3.83E+01 1.67E+01 6.86E+00 2.67E+00 9.80E-01 3.40E-01 1.12E-01 3.46E-02 1.01E-02 2.81E-03 7.39E-04 1.83E-04 4.31E-05 9.57E-06 2.01E-06
   8.50  0.840  1.78E+05 7.79E+04 7.77E+05 3.95E+03 7.31E+03 9.63E+03 1.07E+04 1.06E+04 9.53E+03 7.92E+03 6.12E+03 4.42E+03 3.00E+03 1.91E+03 1.14E+03 6.45E+02 3.44E+02 1.73E+02 8.22E+01 3.70E+01 1.57E+01 6.32E+00 2.41E+00 8.69E-01 2.97E-01 9.60E-02 2.94E-02 8.55E-03 2.35E-03 6.14E-04 1.52E-04 3.56E-05 7.92E-06
   9.00  0.864  3.13E+05 1.34E+05 1.36E+06 6.59E+03 1.22E+04 1.62E+04 1.81E+04 1.80E+04 1.64E+04 1.38E+04 1.08E+04 7.89E+03 5.43E+03 3.52E+03 2.15E+03 1.24E+03 6.76E+02 3.48E+02 1.70E+02 7.86E+01 3.44E+01 1.43E+01 5.63E+00 2.10E+00 7.45E-01 2.50E-01 7.99E-02 2.42E-02 6.95E-03 1.90E-03 4.91E-04 1.21E-04 2.83E-05
   9.50  0.888  5.40E+05 2.27E+05 2.35E+06 1.09E+04 2.02E+04 2.68E+04 3.01E+04 3.02E+04 2.77E+04 2.35E+04 1.86E+04 1.38E+04 9.65E+03 6.35E+03 3.95E+03 2.32E+03 1.29E+03 6.81E+02 3.41E+02 1.61E+02 7.27E+01 3.10E+01 1.26E+01 4.85E+00 1.78E+00 6.18E-01 2.04E-01 6.43E-02 1.92E-02 5.46E-03 1.48E-03 3.79E-04 9.28E-05
  10.00  0.911  9.21E+05 3.81E+05 4.00E+06 1.77E+04 3.29E+04 4.38E+04 4.95E+04 4.99E+04 4.61E+04 3.95E+04 3.16E+04 2.38E+04 1.68E+04 1.12E+04 7.10E+03 4.25E+03 2.41E+03 1.30E+03 6.62E+02 3.21E+02 1.48E+02 6.50E+01 2.71E+01 1.07E+01 4.06E+00 1.46E+00 4.98E-01 1.62E-01 5.02E-02 1.48E-02 4.16E-03 1.11E-03 2.83E-04
  11.00  0.955  2.98E+06 1.03E+06 1.11E+07 4.53E+04 8.46E+04 1.13E+05 1.29E+05 1.32E+05 1.24E+05 1.08E+05 8.77E+04 6.73E+04 4.87E+04 3.34E+04 2.17E+04 1.34E+04 7.86E+03 4.38E+03 2.33E+03 1.18E+03 5.66E+02 2.60E+02 1.14E+02 4.75E+01 1.89E+01 7.17E+00 2.60E+00 8.98E-01 2.96E-01 9.33E-02 2.80E-02 8.05E-03 2.21E-03
  12.00  0.997  8.29E+06 2.66E+06 2.95E+07 1.12E+05 2.09E+05 2.82E+05 3.24E+05 3.34E+05 3.16E+05 2.79E+05 2.31E+05 1.81E+05 1.33E+05 9.36E+04 6.23E+04 3.95E+04 2.38E+04 1.37E+04 7.52E+03 3.94E+03 1.97E+03 9.39E+02 4.28E+02 1.86E+02 7.77E+01 3.09E+01 1.18E+01 4.29E+00 1.49E+00 4.97E-01 1.58E-01 4.83E-02 1.41E-02
  13.00  1.038  2.15E+07 6.62E+06 7.52E+07 2.66E+05 5.01E+05 6.78E+05 7.82E+05 8.13E+05 7.78E+05 6.95E+05 5.84E+05 4.63E+05 3.49E+05 2.49E+05 1.70E+05 1.10E+05 6.80E+04 4.02E+04 2.27E+04 1.22E+04 6.31E+03 3.12E+03 1.47E+03 6.66E+02 2.89E+02 1.20E+02 4.76E+01 1.81E+01 6.62E+00 2.32E+00 7.76E-01 2.50E-01 7.69E-02
  14.00  1.077  5.34E+07 1.59E+07 1.85E+08 6.16E+05 1.16E+06 1.58E+06 1.83E+06 1.92E+06 1.85E+06 1.67E+06 1.42E+06 1.14E+06 8.74E+05 6.35E+05 4.40E+05 2.91E+05 1.84E+05 1.11E+05 6.44E+04 3.57E+04 1.90E+04 9.65E+03 4.71E+03 2.20E+03 9.88E+02 4.25E+02 1.76E+02 6.96E+01 2.65E+01 9.66E+00 3.39E+00 1.14E+00 3.68E-01
  15.00  1.115  1.28E+08 3.72E+07 4.41E+08 1.39E+06 2.62E+06 3.57E+06 4.17E+06 4.39E+06 4.28E+06 3.90E+06 3.35E+06 2.73E+06 2.11E+06 1.56E+06 1.10E+06 7.40E+05 4.77E+05 2.94E+05 1.74E+05 9.89E+04 5.38E+04 2.81E+04 1.41E+04 6.80E+03 3.15E+03 1.40E+03 5.97E+02 2.45E+02 9.68E+01 3.67E+01 1.34E+01 4.69E+00 1.58E+00
  16.00  1.152  2.97E+08 8.44E+07 1.02E+09 3.04E+06 5.76E+06 7.88E+06 9.24E+06 9.79E+06 9.60E+06 8.83E+06 7.66E+06 6.31E+06 4.94E+06 3.70E+06 2.64E+06 1.81E+06 1.19E+06 7.47E+05 4.51E+05 2.62E+05 1.46E+05 7.79E+04 4.01E+04 1.98E+04 9.44E+03 4.32E+03 1.90E+03 8.05E+02 3.28E+02 1.29E+02 4.87E+01 1.77E+01 6.20E+00
  17.00  1.187  6.71E+08 1.87E+08 2.30E+09 6.53E+06 1.24E+07 1.70E+07 2.00E+07 2.13E+07 2.10E+07 1.95E+07 1.71E+07 1.42E+07 1.12E+07 8.52E+06 6.17E+06 4.29E+06 2.86E+06 1.83E+06 1.12E+06 6.64E+05 3.78E+05 2.06E+05 1.09E+05 5.50E+04 2.68E+04 1.26E+04 5.71E+03 2.49E+03 1.05E+03 4.23E+02 1.65E+02 6.21E+01 2.25E+01
  18.00  1.222  1.48E+09 4.05E+08 5.07E+09 1.37E+07 2.61E+07 3.59E+07 4.25E+07 4.54E+07 4.51E+07 4.20E+07 3.71E+07 3.11E+07 2.49E+07 1.91E+07 1.40E+07 9.86E+06 6.66E+06 4.33E+06 2.71E+06 1.63E+06 9.42E+05 5.25E+05 2.82E+05 1.46E+05 7.29E+04 3.51E+04 1.63E+04 7.28E+03 3.14E+03 1.31E+03 5.26E+02 2.04E+02 7.62E+01
  19.00  1.255  3.20E+09 8.61E+08 1.09E+10 2.84E+07 5.40E+07 7.44E+07 8.83E+07 9.49E+07 9.47E+07 8.88E+07 7.90E+07 6.68E+07 5.40E+07 4.18E+07 3.10E+07 2.21E+07 1.51E+07 9.96E+06 6.32E+06 3.86E+06 2.27E+06 1.29E+06 7.07E+05 3.73E+05 1.90E+05 9.36E+04 4.44E+04 2.03E+04 9.00E+03 3.84E+03 1.59E+03 6.32E+02 2.43E+02
  20.00  1.288  6.79E+09 1.79E+09 2.31E+10 5.76E+07 1.10E+08 1.52E+08 1.80E+08 1.95E+08 1.95E+08 1.84E+08 1.65E+08 1.40E+08 1.14E+08 8.94E+07 6.70E+07 4.83E+07 3.35E+07 2.23E+07 1.44E+07 8.91E+06 5.33E+06 3.08E+06 1.71E+06 9.21E+05 4.79E+05 2.40E+05 1.16E+05 5.45E+04 2.47E+04 1.08E+04 4.56E+03 1.86E+03 7.36E+02
  22.50  1.366  5.89E+10 1.04E+10 1.39E+11 3.15E+08 6.02E+08 8.36E+08 1.00E+09 1.09E+09 1.10E+09 1.06E+09 9.58E+08 8.31E+08 6.90E+08 5.50E+08 4.21E+08 3.11E+08 2.21E+08 1.52E+08 1.01E+08 6.45E+07 3.99E+07 2.39E+07 1.38E+07 7.74E+06 4.19E+06 2.20E+06 1.11E+06 5.47E+05 2.60E+05 1.20E+05 5.34E+04 2.31E+04 9.66E+03
  25.00  1.440  3.35E+11 5.53E+10 7.58E+11 1.58E+09 3.03E+09 4.23E+09 5.09E+09 5.58E+09 5.71E+09 5.52E+09 5.07E+09 4.45E+09 3.76E+09 3.05E+09 2.38E+09 1.79E+09 1.30E+09 9.17E+08 6.23E+08 4.10E+08 2.61E+08 1.61E+08 9.62E+07 5.57E+07 3.12E+07 1.70E+07 8.95E+06 4.57E+06 2.27E+06 1.09E+06 5.09E+05 2.30E+05 1.01E+05
  30.00  1.577  1.27E+13 1.24E+12 1.79E+13 3.24E+10 6.23E+10 8.74E+10 1.06E+11 1.18E+11 1.22E+11 1.20E+11 1.13E+11 1.01E+11 8.74E+10 7.29E+10 5.86E+10 4.56E+10 3.44E+10 2.51E+10 1.78E+10 1.22E+10 8.14E+09 5.26E+09 3.31E+09 2.02E+09 1.20E+09 6.91E+08 3.87E+08 2.11E+08 1.12E+08 5.76E+07 2.88E+07 1.41E+07 6.66E+06
  40.00  1.821  6.42E+15 3.20E+14 4.99E+15 7.23E+12 1.40E+13 1.98E+13 2.44E+13 2.75E+13 2.91E+13 2.93E+13 2.82E+13 2.61E+13 2.33E+13 2.02E+13 1.70E+13 1.38E+13 1.09E+13 8.40E+12 6.29E+12 4.59E+12 3.26E+12 2.25E+12 1.52E+12 9.99E+11 6.40E+11 4.00E+11 2.44E+11 1.45E+11 8.45E+10 4.79E+10 2.65E+10 1.43E+10 7.55E+09
  50.00  2.036  8.87E+17 4.40E+16 7.29E+17 8.89E+14 1.72E+15 2.46E+15 3.05E+15 3.48E+15 3.73E+15 3.81E+15 3.74E+15 3.54E+15 3.24E+15 2.88E+15 2.48E+15 2.08E+15 1.70E+15 1.36E+15 1.06E+15 8.01E+14 5.94E+14 4.30E+14 3.04E+14 2.10E+14 1.42E+14 9.38E+13 6.06E+13 3.83E+13 2.37E+13 1.43E+13 8.48E+12 4.91E+12 2.79E+12
  60.00  2.230  7.81E+19 3.86E+18 6.71E+19 7.11E+16 1.38E+17 1.98E+17 2.47E+17 2.84E+17 3.08E+17 3.19E+17 3.17E+17 3.04E+17 2.83E+17 2.56E+17 2.26E+17 1.94E+17 1.62E+17 1.33E+17 1.06E+17 8.31E+16 6.35E+16 4.75E+16 3.48E+16 2.50E+16 1.75E+16 1.21E+16 8.13E+15 5.37E+15 3.48E+15 2.21E+15 1.37E+15 8.36E+14 5.00E+14
  70.00  2.409  4.88E+21 2.40E+20 4.35E+21 4.10E+18 7.99E+18 1.15E+19 1.44E+19 1.67E+19 1.82E+19 1.90E+19 1.91E+19 1.85E+19 1.75E+19 1.61E+19 1.44E+19 1.26E+19 1.07E+19 8.95E+18 7.31E+18 5.85E+18 4.58E+18 3.52E+18 2.65E+18 1.95E+18 1.41E+18 1.00E+18 6.99E+17 4.78E+17 3.21E+17 2.11E+17 1.36E+17 8.65E+16 5.39E+16
  80.00  2.575  2.33E+23 1.14E+22 2.13E+23 1.82E+20 3.55E+20 5.11E+20 6.44E+20 7.49E+20 8.22E+20 8.64E+20 8.75E+20 8.59E+20 8.19E+20 7.61E+20 6.90E+20 6.11E+20 5.30E+20 4.50E+20 3.74E+20 3.05E+20 2.43E+20 1.91E+20 1.47E+20 1.11E+20 8.21E+19 5.98E+19 4.28E+19 3.00E+19 2.07E+19 1.41E+19 9.37E+18 6.13E+18 3.95E+18
  90.00  2.732  8.85E+24 4.31E+23 8.32E+24 6.48E+21 1.27E+22 1.83E+22 2.31E+22 2.70E+22 2.98E+22 3.15E+22 3.22E+22 3.18E+22 3.06E+22 2.87E+22 2.63E+22 2.36E+22 2.07E+22 1.78E+22 1.50E+22 1.24E+22 1.01E+22 8.04E+21 6.30E+21 4.85E+21 3.67E+21 2.73E+21 1.99E+21 1.43E+21 1.01E+21 7.03E+20 4.80E+20 3.23E+20 2.14E+20
 100.00  2.879  2.79E+26 1.35E+25 2.68E+26 1.93E+23 3.77E+23 5.46E+23 6.92E+23 8.11E+23 8.99E+23 9.56E+23 9.80E+23 9.76E+23 9.46E+23 8.95E+23 8.28E+23 7.49E+23 6.64E+23 5.78E+23 4.93E+23 4.13E+23 3.40E+23 2.75E+23 2.19E+23 1.71E+23 1.32E+23 9.97E+22 7.42E+22 5.43E+22 3.92E+22 2.78E+22 1.94E+22 1.33E+22 9.03E+21
