                    ************************************************************************************************
                    *  Z= 28 A= 60: Positive-Parity Spin-dependent Level Density [MeV-1] for Ni 60 and ldmodel= 5  *
 180.00  5.032  7.83E+20 9.29E+23 6.46E+20 4.13E+17 4.17E+17 1.23E+18 1.22E+18 2.01E+18 1.83E+18 2.38E+18 2.13E+18 2.35E+18 2.15E+18 2.23E+18 1.94E+18 1.89E+18 1.58E+18 1.46E+18 1.17E+18 1.07E+18 8.28E+17 7.10E+17 5.45E+17 4.51E+17 3.37E+17 2.60E+17 1.88E+17 1.39E+17 1.00E+17 7.42E+16 5.09E+16 3.61E+16 2.41E+16
 190.00  5.170  3.66E+21 5.73E+24 3.02E+21 1.86E+18 1.88E+18 5.57E+18 5.49E+18 9.07E+18 8.27E+18 1.08E+19 9.68E+18 1.07E+19 9.85E+18 1.02E+19 8.92E+18 8.75E+18 7.36E+18 6.83E+18 5.52E+18 5.04E+18 3.94E+18 3.41E+18 2.62E+18 2.19E+18 1.66E+18 1.29E+18 9.42E+17 7.02E+17 5.10E+17 3.81E+17 2.65E+17 1.89E+17 1.28E+17
 200.00  5.304  1.45E+22 2.84E+25 1.15E+22 6.85E+18 6.94E+18 2.05E+19 2.03E+19 3.35E+19 3.06E+19 4.00E+19 3.60E+19 4.00E+19 3.67E+19 3.83E+19 3.35E+19 3.29E+19 2.77E+19 2.58E+19 2.11E+19 1.93E+19 1.52E+19 1.32E+19 1.03E+19 8.60E+18 6.55E+18 5.14E+18 3.78E+18 2.84E+18 2.09E+18 1.57E+18 1.10E+18 7.92E+17 5.43E+17

                    ************************************************************************************************
                    *  Z= 28 A= 60: Negative-Parity Spin-dependent Level Density [MeV-1] for Ni 60 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.188  1.18E-01 0.00E+00 9.00E-28 4.00E-02 1.00E-30 2.15E-01 1.00E-30 2.15E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.265  3.34E-01 0.00E+00 9.00E-28 1.77E-01 1.00E-30 4.95E-01 1.00E-30 1.90E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.325  9.47E-01 0.00E+00 9.00E-28 1.83E-01 2.07E-01 1.38E+00 5.95E-01 1.71E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.375  1.76E+00 0.00E+00 9.00E-28 5.62E-01 2.03E-01 1.32E+00 8.67E-01 1.56E-01 1.00E-30 1.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.419  2.72E+00 0.00E+00 9.00E-28 5.44E-01 1.87E-01 1.35E+00 9.56E-01 6.81E-01 1.00E-30 1.44E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.459  3.61E+00 0.00E+00 9.00E-28 3.81E-01 1.73E-01 9.17E-01 8.96E-01 7.92E-01 2.49E-01 1.33E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.496  4.70E+00 0.00E+00 9.00E-28 8.66E-01 3.26E-01 6.02E-01 4.75E-01 1.47E+00 4.80E-01 1.24E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.530  6.45E+00 0.00E+00 9.00E-28 1.19E+00 8.29E-01 1.38E+00 7.16E-01 1.92E+00 8.59E-01 1.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.563  8.58E+00 0.00E+00 9.00E-28 1.26E+00 9.13E-01 2.33E+00 9.01E-01 1.54E+00 1.04E+00 5.17E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.593  1.10E+01 0.00E+00 9.00E-28 1.20E+00 8.67E-01 2.38E+00 1.34E+00 2.09E+00 9.99E-01 6.11E-01 1.00E-30 9.59E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.622  1.35E+01 0.00E+00 9.00E-28 1.20E+00 5.93E-01 2.03E+00 1.82E+00 2.26E+00 1.03E+00 9.39E-01 1.81E-01 9.73E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.650  1.62E+01 0.00E+00 9.00E-28 1.37E+00 5.48E-01 2.29E+00 1.83E+00 2.18E+00 9.25E-01 1.30E+00 3.55E-01 9.21E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.676  2.02E+01 0.00E+00 2.85E+00 1.58E+00 1.13E+00 3.51E+00 2.63E+00 2.90E+00 1.54E+00 1.46E+00 6.45E-01 8.74E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.702  2.53E+01 2.47E+00 3.45E+00 2.24E+00 1.70E+00 4.47E+00 3.24E+00 3.16E+00 1.76E+00 2.09E+00 8.70E-01 1.60E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.726  3.17E+01 2.84E+00 9.38E+00 2.35E+00 2.39E+00 5.26E+00 3.68E+00 4.57E+00 2.04E+00 2.42E+00 9.94E-01 4.53E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.750  3.88E+01 6.39E+00 1.61E+01 2.24E+00 2.60E+00 5.50E+00 3.79E+00 5.51E+00 2.91E+00 2.37E+00 1.17E+00 5.21E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.773  4.75E+01 9.63E+00 1.54E+01 3.49E+00 3.73E+00 6.75E+00 3.77E+00 6.30E+00 4.42E+00 2.58E+00 1.08E+00 8.79E-01 1.34E-01 6.71E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.796  5.95E+01 8.27E+00 2.67E+01 3.88E+00 4.34E+00 1.00E+01 6.12E+00 7.96E+00 5.98E+00 3.11E+00 1.50E+00 1.28E+00 3.76E-01 6.89E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.817  7.48E+01 1.84E+01 5.34E+01 4.34E+00 4.59E+00 1.25E+01 8.92E+00 8.34E+00 6.65E+00 4.72E+00 1.77E+00 1.51E+00 5.59E-01 6.59E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.839  9.33E+01 4.31E+01 7.49E+01 4.34E+00 4.72E+00 1.41E+01 1.13E+01 1.10E+01 7.28E+00 6.13E+00 2.41E+00 1.74E+00 7.03E-01 9.26E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.880  1.46E+02 7.76E+01 1.16E+02 5.49E+00 6.22E+00 1.81E+01 1.60E+01 1.83E+01 1.05E+01 8.99E+00 4.70E+00 2.29E+00 9.40E-01 3.52E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.919  2.23E+02 9.89E+01 1.91E+02 9.07E+00 9.84E+00 2.32E+01 2.00E+01 2.58E+01 1.76E+01 1.28E+01 7.72E+00 3.92E+00 1.20E+00 7.28E-01 5.01E-02 2.50E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.956  3.33E+02 2.28E+02 3.31E+02 1.28E+01 1.36E+01 2.99E+01 2.51E+01 3.38E+01 2.57E+01 1.99E+01 1.04E+01 7.41E+00 2.29E+00 1.10E+00 2.39E-01 4.99E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.992  4.83E+02 3.33E+02 5.06E+02 1.49E+01 1.73E+01 4.14E+01 3.37E+01 4.31E+01 3.30E+01 2.88E+01 1.55E+01 1.03E+01 5.10E+00 1.74E+00 5.07E-01 6.79E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  1.027  6.96E+02 5.89E+02 8.30E+02 1.84E+01 2.21E+01 5.71E+01 4.82E+01 5.78E+01 4.19E+01 3.93E+01 2.38E+01 1.48E+01 8.02E+00 3.09E+00 9.27E-01 2.07E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.061  1.00E+03 1.03E+03 1.32E+03 2.67E+01 3.09E+01 7.68E+01 6.58E+01 8.21E+01 5.90E+01 5.24E+01 3.41E+01 2.33E+01 1.11E+01 5.76E+00 1.68E+00 5.26E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.094  1.44E+03 1.66E+03 2.06E+03 3.85E+01 4.32E+01 1.04E+02 8.77E+01 1.13E+02 8.58E+01 7.15E+01 4.57E+01 3.46E+01 1.70E+01 9.15E+00 2.99E+00 1.18E+00 1.18E-01 1.76E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.125  2.04E+03 2.82E+03 3.25E+03 4.79E+01 5.29E+01 1.33E+02 1.14E+02 1.48E+02 1.14E+02 9.91E+01 6.06E+01 4.62E+01 2.55E+01 1.29E+01 5.22E+00 1.92E+00 4.01E-01 3.54E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.156  2.84E+03 4.48E+03 4.98E+03 5.49E+01 6.29E+01 1.62E+02 1.43E+02 1.89E+02 1.44E+02 1.34E+02 8.39E+01 6.00E+01 3.53E+01 1.91E+01 8.03E+00 2.87E+00 9.14E-01 1.02E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.186  3.93E+03 7.31E+03 7.48E+03 6.72E+01 7.84E+01 2.00E+02 1.78E+02 2.37E+02 1.84E+02 1.76E+02 1.14E+02 8.16E+01 4.75E+01 2.74E+01 1.14E+01 4.67E+00 1.47E+00 2.57E-01 1.25E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.244  7.82E+03 1.67E+04 1.56E+04 1.15E+02 1.31E+02 3.28E+02 2.86E+02 3.79E+02 3.03E+02 2.90E+02 1.98E+02 1.57E+02 8.99E+01 5.40E+01 2.51E+01 1.20E+01 3.49E+00 1.17E+00 2.20E-01 2.41E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.299  1.48E+04 3.65E+04 3.06E+04 1.91E+02 2.16E+02 5.50E+02 4.86E+02 6.36E+02 5.08E+02 4.79E+02 3.37E+02 2.74E+02 1.71E+02 1.06E+02 5.19E+01 2.66E+01 1.03E+01 3.36E+00 8.97E-01 1.35E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.352  2.64E+04 7.22E+04 5.54E+04 2.88E+02 3.21E+02 8.34E+02 7.50E+02 1.02E+03 8.27E+02 7.96E+02 5.59E+02 4.55E+02 2.93E+02 1.94E+02 9.99E+01 5.46E+01 2.20E+01 8.79E+00 2.45E+00 6.24E-01 9.09E-02 8.93E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.403  4.56E+04 1.40E+05 9.83E+04 4.31E+02 4.81E+02 1.25E+03 1.12E+03 1.54E+03 1.28E+03 1.28E+03 9.32E+02 7.64E+02 4.97E+02 3.41E+02 1.88E+02 1.07E+02 4.90E+01 2.05E+01 7.61E+00 2.70E+00 5.26E-01 1.69E-01 2.42E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.453  7.68E+04 2.69E+05 1.72E+05 6.47E+02 7.14E+02 1.86E+03 1.68E+03 2.31E+03 1.93E+03 1.96E+03 1.46E+03 1.26E+03 8.32E+02 5.67E+02 3.27E+02 2.00E+02 9.37E+01 4.46E+01 1.71E+01 6.47E+00 2.17E+00 6.76E-01 1.39E-01 2.91E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.500  1.26E+05 4.81E+05 2.81E+05 1.01E+03 1.11E+03 2.91E+03 2.61E+03 3.59E+03 2.98E+03 3.00E+03 2.25E+03 1.98E+03 1.36E+03 9.57E+02 5.51E+02 3.48E+02 1.77E+02 8.41E+01 3.58E+01 1.49E+01 4.56E+00 1.50E+00 5.23E-01 1.45E-01 1.70E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.546  2.02E+05 8.11E+05 4.43E+05 1.50E+03 1.64E+03 4.33E+03 3.93E+03 5.48E+03 4.62E+03 4.66E+03 3.48E+03 3.07E+03 2.14E+03 1.58E+03 9.36E+02 5.91E+02 3.11E+02 1.61E+02 7.14E+01 2.98E+01 1.02E+01 3.60E+00 1.00E+00 3.72E-01 8.98E-02 1.20E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.591  3.17E+05 1.36E+06 6.87E+05 2.12E+03 2.31E+03 6.19E+03 5.68E+03 8.02E+03 6.80E+03 7.08E+03 5.39E+03 4.75E+03 3.34E+03 2.49E+03 1.55E+03 1.01E+03 5.42E+02 2.91E+02 1.37E+02 6.23E+01 2.22E+01 8.04E+00 2.81E+00 9.09E-01 2.87E-01 6.44E-02 1.09E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.635  4.88E+05 2.25E+06 1.05E+06 3.04E+03 3.28E+03 8.77E+03 8.00E+03 1.14E+04 9.76E+03 1.04E+04 8.00E+03 7.24E+03 5.10E+03 3.84E+03 2.43E+03 1.66E+03 9.10E+02 5.07E+02 2.51E+02 1.19E+02 4.70E+01 1.86E+01 6.36E+00 2.18E+00 7.21E-01 1.94E-01 5.10E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.677  7.36E+05 3.65E+06 1.57E+06 4.24E+03 4.55E+03 1.23E+04 1.13E+04 1.60E+04 1.38E+04 1.47E+04 1.15E+04 1.06E+04 7.69E+03 5.81E+03 3.72E+03 2.56E+03 1.48E+03 8.27E+02 4.16E+02 2.10E+02 8.62E+01 3.41E+01 1.22E+01 4.44E+00 1.27E+00 3.58E-01 1.00E-01 1.64E-02 3.67E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.779  2.21E+06 1.06E+07 3.87E+06 9.66E+03 1.03E+04 2.82E+04 2.59E+04 3.73E+04 3.24E+04 3.53E+04 2.77E+04 2.61E+04 1.95E+04 1.56E+04 1.04E+04 7.49E+03 4.43E+03 2.70E+03 1.46E+03 7.78E+02 3.48E+02 1.54E+02 6.09E+01 2.37E+01 8.10E+00 2.46E+00 6.59E-01 1.74E-01 3.87E-02 1.50E-03 1.00E-30 1.00E-30 1.00E-30
  25.00  1.875  5.45E+06 2.89E+07 8.81E+06 1.93E+04 2.06E+04 5.64E+04 5.23E+04 7.63E+04 6.70E+04 7.52E+04 6.06E+04 5.91E+04 4.49E+04 3.69E+04 2.51E+04 1.90E+04 1.19E+04 7.58E+03 4.23E+03 2.44E+03 1.17E+03 5.61E+02 2.38E+02 9.90E+01 3.60E+01 1.24E+01 3.75E+00 1.12E+00 2.40E-01 1.04E-01 1.69E-02 1.33E-03 1.00E-30
  30.00  2.054  3.09E+07 1.63E+08 3.63E+07 7.07E+04 7.47E+04 2.06E+05 1.92E+05 2.82E+05 2.49E+05 2.84E+05 2.34E+05 2.39E+05 1.88E+05 1.63E+05 1.16E+05 9.41E+04 6.24E+04 4.37E+04 2.64E+04 1.68E+04 8.90E+03 4.76E+03 2.28E+03 1.07E+03 4.34E+02 1.70E+02 6.10E+01 2.04E+01 5.93E+00 1.55E+00 2.92E-01 2.37E-02 2.41E-01
  40.00  2.372  5.72E+08 3.32E+09 4.13E+08 6.72E+05 6.98E+05 1.96E+06 1.83E+06 2.74E+06 2.46E+06 2.87E+06 2.42E+06 2.51E+06 2.02E+06 1.85E+06 1.40E+06 1.20E+06 8.48E+05 6.59E+05 4.39E+05 3.18E+05 1.93E+05 1.23E+05 6.96E+04 4.04E+04 1.98E+04 9.84E+03 4.35E+03 1.83E+03 6.79E+02 2.46E+02 8.09E+01 2.33E+01 6.10E+00
  50.00  2.652  5.90E+09 5.78E+10 4.18E+09 6.37E+06 6.55E+06 1.85E+07 1.73E+07 2.62E+07 2.36E+07 2.76E+07 2.33E+07 2.41E+07 1.97E+07 1.82E+07 1.39E+07 1.20E+07 8.66E+06 6.82E+06 4.75E+06 3.55E+06 2.25E+06 1.55E+06 9.48E+05 6.11E+05 3.41E+05 1.98E+05 1.03E+05 5.36E+04 2.46E+04 1.12E+04 4.64E+03 1.77E+03 6.31E+02
  60.00  2.905  9.43E+10 1.62E+12 7.17E+10 9.10E+07 9.29E+07 2.70E+08 2.66E+08 4.35E+08 3.73E+08 4.65E+08 3.86E+08 3.89E+08 3.35E+08 3.14E+08 2.48E+08 2.15E+08 1.59E+08 1.27E+08 8.81E+07 6.92E+07 4.48E+07 3.26E+07 2.05E+07 1.40E+07 8.44E+06 5.12E+06 2.86E+06 1.62E+06 8.88E+05 4.95E+05 2.43E+05 1.21E+05 5.48E+04
  70.00  3.138  1.02E+12 2.76E+13 7.79E+11 9.03E+08 9.22E+08 2.69E+09 2.66E+09 4.33E+09 3.74E+09 4.69E+09 3.96E+09 4.05E+09 3.53E+09 3.34E+09 2.68E+09 2.36E+09 1.79E+09 1.46E+09 1.04E+09 8.32E+08 5.55E+08 4.13E+08 2.69E+08 1.87E+08 1.17E+08 7.32E+07 4.26E+07 2.50E+07 1.44E+07 8.45E+06 4.46E+06 2.40E+06 1.21E+06
  80.00  3.355  9.71E+12 4.04E+14 7.49E+12 8.03E+09 8.19E+09 2.40E+10 2.36E+10 3.85E+10 3.36E+10 4.25E+10 3.61E+10 3.74E+10 3.28E+10 3.16E+10 2.57E+10 2.31E+10 1.78E+10 1.48E+10 1.07E+10 8.76E+09 6.00E+09 4.57E+09 3.06E+09 2.19E+09 1.42E+09 9.15E+08 5.54E+08 3.36E+08 2.03E+08 1.23E+08 6.79E+07 3.83E+07 2.03E+07
  90.00  3.558  8.25E+13 5.16E+15 6.45E+13 6.42E+10 6.54E+10 1.91E+11 1.89E+11 3.09E+11 2.71E+11 3.44E+11 2.95E+11 3.10E+11 2.74E+11 2.67E+11 2.19E+11 2.00E+11 1.56E+11 1.32E+11 9.70E+10 8.09E+10 5.68E+10 4.41E+10 3.02E+10 2.22E+10 1.47E+10 9.81E+09 6.12E+09 3.84E+09 2.39E+09 1.51E+09 8.64E+08 5.07E+08 2.80E+08
 100.00  3.751  6.38E+14 5.85E+16 5.04E+14 4.69E+11 4.76E+11 1.40E+12 1.38E+12 2.26E+12 2.00E+12 2.55E+12 2.20E+12 2.33E+12 2.07E+12 2.04E+12 1.69E+12 1.56E+12 1.23E+12 1.06E+12 7.94E+11 6.71E+11 4.78E+11 3.78E+11 2.65E+11 1.98E+11 1.35E+11 9.19E+10 5.88E+10 3.81E+10 2.43E+10 1.58E+10 9.36E+09 5.66E+09 3.25E+09
 110.00  3.934  4.53E+15 5.99E+17 3.61E+15 3.17E+12 3.22E+12 9.47E+12 9.34E+12 1.53E+13 1.36E+13 1.74E+13 1.51E+13 1.61E+13 1.44E+13 1.43E+13 1.20E+13 1.12E+13 8.90E+12 7.74E+12 5.89E+12 5.05E+12 3.66E+12 2.93E+12 2.08E+12 1.59E+12 1.10E+12 7.66E+11 5.03E+11 3.35E+11 2.18E+11 1.45E+11 8.85E+10 5.50E+10 3.26E+10
 120.00  4.109  2.99E+16 5.61E+18 2.40E+16 2.00E+13 2.03E+13 5.97E+13 5.88E+13 9.67E+13 8.63E+13 1.11E+14 9.67E+13 1.04E+14 9.31E+13 9.34E+13 7.87E+13 7.40E+13 5.96E+13 5.24E+13 4.02E+13 3.48E+13 2.55E+13 2.08E+13 1.50E+13 1.16E+13 8.19E+12 5.81E+12 3.89E+12 2.65E+12 1.76E+12 1.19E+12 7.46E+11 4.76E+11 2.88E+11
 130.00  4.276  1.86E+17 4.85E+19 1.50E+17 1.18E+14 1.20E+14 3.54E+14 3.49E+14 5.72E+14 5.13E+14 6.60E+14 5.81E+14 6.27E+14 5.65E+14 5.71E+14 4.84E+14 4.58E+14 3.72E+14 3.30E+14 2.56E+14 2.24E+14 1.66E+14 1.37E+14 1.00E+14 7.87E+13 5.61E+13 4.06E+13 2.77E+13 1.91E+13 1.29E+13 8.94E+12 5.71E+12 3.72E+12 2.31E+12
 140.00  4.438  1.08E+18 3.91E+20 8.81E+17 6.63E+14 6.72E+14 1.98E+15 1.96E+15 3.21E+15 2.89E+15 3.73E+15 3.29E+15 3.57E+15 3.24E+15 3.28E+15 2.80E+15 2.67E+15 2.19E+15 1.96E+15 1.53E+15 1.35E+15 1.02E+15 8.45E+14 6.26E+14 4.96E+14 3.59E+14 2.64E+14 1.82E+14 1.27E+14 8.80E+13 6.18E+13 4.01E+13 2.68E+13 1.69E+13
