                    ************************************************************************************************
                    *  Z= 33 A= 73: Positive-Parity Spin-dependent Level Density [MeV-1] for As 73 and ldmodel= 2  *
 170.00  4.013  4.16E+29 1.85E+28 3.91E+29 2.31E+26 4.54E+26 6.60E+26 8.42E+26 9.94E+26 1.11E+27 1.20E+27 1.24E+27 1.26E+27 1.24E+27 1.19E+27 1.13E+27 1.04E+27 9.48E+26 8.46E+26 7.42E+26 6.40E+26 5.44E+26 4.55E+26 3.74E+26 3.04E+26 2.43E+26 1.91E+26 1.48E+26 1.13E+26 8.55E+25 6.36E+25 4.66E+25 3.37E+25 2.40E+25
 180.00  4.129  3.48E+30 1.53E+29 3.29E+30 1.87E+27 3.67E+27 5.34E+27 6.82E+27 8.07E+27 9.05E+27 9.75E+27 1.02E+28 1.03E+28 1.02E+28 9.85E+27 9.34E+27 8.68E+27 7.92E+27 7.11E+27 6.27E+27 5.44E+27 4.65E+27 3.91E+27 3.24E+27 2.65E+27 2.13E+27 1.69E+27 1.32E+27 1.02E+27 7.77E+26 5.83E+26 4.32E+26 3.15E+26 2.27E+26
 190.00  4.242  2.76E+31 1.21E+30 2.62E+31 1.43E+28 2.81E+28 4.10E+28 5.24E+28 6.21E+28 6.97E+28 7.53E+28 7.87E+28 8.00E+28 7.93E+28 7.70E+28 7.32E+28 6.83E+28 6.26E+28 5.64E+28 5.00E+28 4.37E+28 3.75E+28 3.18E+28 2.65E+28 2.18E+28 1.76E+28 1.41E+28 1.11E+28 8.64E+27 6.63E+27 5.02E+27 3.75E+27 2.76E+27 2.01E+27
 200.00  4.352  2.08E+32 9.03E+30 1.98E+32 1.05E+29 2.05E+29 2.99E+29 3.83E+29 4.54E+29 5.12E+29 5.53E+29 5.79E+29 5.90E+29 5.87E+29 5.72E+29 5.46E+29 5.11E+29 4.70E+29 4.26E+29 3.79E+29 3.32E+29 2.87E+29 2.44E+29 2.05E+29 1.70E+29 1.38E+29 1.11E+29 8.83E+28 6.92E+28 5.35E+28 4.08E+28 3.07E+28 2.28E+28 1.68E+28

                    ************************************************************************************************
                    *  Z= 33 A= 73: Negative-Parity Spin-dependent Level Density [MeV-1] for As 73 and ldmodel= 2  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.154  1.66E+00 3.31E+00 1.64E+01 5.42E-01 8.29E-01 7.95E-01 5.67E-01 3.17E-01 1.42E-01 5.20E-02 1.55E-02 3.83E-03 7.78E-04 1.31E-04 1.83E-05 2.12E-06 2.05E-07 1.64E-08 1.10E-09 6.10E-11 2.83E-12 1.09E-13 3.53E-15 9.48E-17 2.13E-18 3.99E-20 6.23E-22 8.14E-24 8.87E-26 8.07E-28 6.14E-30 1.00E-30 1.00E-30
   0.50  0.218  4.53E+00 5.75E+00 2.84E+01 9.40E-01 1.44E+00 1.38E+00 9.84E-01 5.50E-01 2.47E-01 9.02E-02 2.70E-02 6.64E-03 1.35E-03 2.27E-04 3.18E-05 3.68E-06 3.55E-07 2.85E-08 1.90E-09 1.06E-10 4.91E-12 1.90E-13 6.12E-15 1.65E-16 3.69E-18 6.92E-20 1.08E-21 1.41E-23 1.54E-25 1.40E-27 1.07E-29 1.00E-30 1.00E-30
   0.75  0.267  9.31E+00 9.56E+00 4.79E+01 1.53E+00 2.36E+00 2.28E+00 1.65E+00 9.41E-01 4.32E-01 1.62E-01 4.99E-02 1.27E-02 2.69E-03 4.73E-04 6.92E-05 8.45E-06 8.60E-07 7.32E-08 5.21E-09 3.10E-10 1.55E-11 6.44E-13 2.25E-14 6.58E-16 1.61E-17 3.31E-19 5.70E-21 8.22E-23 9.94E-25 1.01E-26 8.58E-29 1.00E-30 1.00E-30
   1.00  0.308  1.69E+01 1.51E+01 7.88E+01 2.27E+00 3.55E+00 3.54E+00 2.67E+00 1.60E+00 7.85E-01 3.18E-01 1.07E-01 3.01E-02 7.11E-03 1.41E-03 2.37E-04 3.34E-05 3.99E-06 4.02E-07 3.43E-08 2.48E-09 1.52E-10 7.85E-12 3.44E-13 1.28E-14 4.04E-16 1.08E-17 2.44E-19 4.70E-21 7.66E-23 1.06E-24 1.24E-26 1.24E-28 1.05E-30
   1.25  0.344  2.85E+01 2.33E+01 1.26E+02 3.29E+00 5.23E+00 5.36E+00 4.19E+00 2.63E+00 1.36E+00 5.90E-01 2.14E-01 6.58E-02 1.71E-02 3.79E-03 7.15E-04 1.15E-04 1.57E-05 1.84E-06 1.84E-07 1.57E-08 1.15E-09 7.20E-11 3.85E-12 1.77E-13 6.94E-15 2.34E-16 6.74E-18 1.66E-19 3.52E-21 6.39E-23 9.94E-25 1.32E-26 1.51E-28
   1.50  0.377  4.61E+01 3.51E+01 1.98E+02 4.70E+00 7.58E+00 7.93E+00 6.40E+00 4.19E+00 2.28E+00 1.05E+00 4.07E-01 1.35E-01 3.83E-02 9.31E-03 1.95E-03 3.50E-04 5.41E-05 7.22E-06 8.30E-07 8.24E-08 7.05E-09 5.22E-10 3.33E-11 1.84E-12 8.77E-14 3.62E-15 1.29E-16 3.97E-18 1.06E-19 2.44E-21 4.86E-23 8.38E-25 1.25E-26
   1.75  0.407  7.21E+01 5.21E+01 3.03E+02 6.61E+00 1.08E+01 1.15E+01 9.55E+00 6.49E+00 3.69E+00 1.78E+00 7.36E-01 2.61E-01 8.00E-02 2.12E-02 4.85E-03 9.65E-04 1.66E-04 2.49E-05 3.25E-06 3.68E-07 3.62E-08 3.11E-09 2.32E-10 1.51E-11 8.55E-13 4.22E-14 1.82E-15 6.82E-17 2.23E-18 6.35E-20 1.58E-21 3.42E-23 6.46E-25
   2.00  0.435  1.10E+02 7.61E+01 4.57E+02 9.17E+00 1.51E+01 1.65E+01 1.40E+01 9.81E+00 5.80E+00 2.94E+00 1.28E+00 4.83E-01 1.58E-01 4.52E-02 1.12E-02 2.44E-03 4.64E-04 7.72E-05 1.12E-05 1.43E-06 1.60E-07 1.57E-08 1.35E-09 1.01E-10 6.71E-12 3.89E-13 1.98E-14 8.86E-16 3.48E-17 1.20E-18 3.63E-20 9.65E-22 2.25E-23
   2.25  0.462  1.65E+02 1.09E+02 6.77E+02 1.26E+01 2.09E+01 2.31E+01 2.01E+01 1.45E+01 8.91E+00 4.70E+00 2.15E+00 8.58E-01 2.99E-01 9.13E-02 2.45E-02 5.76E-03 1.19E-03 2.18E-04 3.51E-05 4.97E-06 6.22E-07 6.87E-08 6.69E-09 5.75E-10 4.37E-11 2.93E-12 1.74E-13 9.09E-15 4.21E-16 1.72E-17 6.22E-19 1.99E-20 5.61E-22
   2.50  0.487  2.43E+02 1.56E+02 9.89E+02 1.71E+01 2.87E+01 3.21E+01 2.85E+01 2.11E+01 1.34E+01 7.34E+00 3.51E+00 1.47E+00 5.41E-01 1.76E-01 5.04E-02 1.28E-02 2.86E-03 5.69E-04 1.00E-04 1.56E-05 2.17E-06 2.66E-07 2.91E-08 2.82E-09 2.42E-10 1.85E-11 1.26E-12 7.62E-14 4.09E-15 1.95E-16 8.28E-18 3.13E-19 1.05E-20
   2.75  0.510  3.52E+02 2.18E+02 1.43E+03 2.29E+01 3.88E+01 4.41E+01 3.99E+01 3.03E+01 1.97E+01 1.12E+01 5.57E+00 2.44E+00 9.45E-01 3.24E-01 9.88E-02 2.68E-02 6.45E-03 1.38E-03 2.64E-04 4.51E-05 6.85E-06 9.29E-07 1.12E-07 1.21E-08 1.17E-09 1.01E-10 7.78E-12 5.35E-13 3.29E-14 1.81E-15 8.87E-17 3.89E-18 1.53E-19
   3.00  0.533  5.03E+02 3.03E+02 2.03E+03 3.05E+01 5.20E+01 5.99E+01 5.51E+01 4.27E+01 2.86E+01 1.67E+01 8.63E+00 3.94E+00 1.60E+00 5.77E-01 1.86E-01 5.35E-02 1.38E-02 3.17E-03 6.52E-04 1.20E-04 1.99E-05 2.95E-06 3.93E-07 4.69E-08 5.02E-09 4.83E-10 4.16E-11 3.23E-12 2.24E-13 1.40E-14 7.86E-16 3.96E-17 1.79E-18
   3.25  0.555  7.12E+02 4.17E+02 2.87E+03 4.03E+01 6.92E+01 8.05E+01 7.52E+01 5.95E+01 4.08E+01 2.46E+01 1.31E+01 6.22E+00 2.63E+00 9.95E-01 3.37E-01 1.03E-01 2.80E-02 6.87E-03 1.52E-03 3.01E-04 5.39E-05 8.67E-06 1.26E-06 1.64E-07 1.94E-08 2.06E-09 1.97E-10 1.70E-11 1.32E-12 9.29E-14 5.89E-15 3.37E-16 1.74E-17
   3.50  0.576  9.96E+02 5.68E+02 4.00E+03 5.28E+01 9.12E+01 1.07E+02 1.02E+02 8.19E+01 5.75E+01 3.56E+01 1.95E+01 9.60E+00 4.22E+00 1.67E+00 5.92E-01 1.89E-01 5.46E-02 1.42E-02 3.35E-03 7.11E-04 1.36E-04 2.37E-05 3.72E-06 5.29E-07 6.80E-08 7.91E-09 8.34E-10 7.95E-11 6.87E-12 5.38E-13 3.81E-14 2.45E-15 1.42E-16
   3.75  0.596  1.38E+03 7.68E+02 5.52E+03 6.88E+01 1.19E+02 1.42E+02 1.36E+02 1.12E+02 7.99E+01 5.07E+01 2.87E+01 1.45E+01 6.62E+00 2.72E+00 1.01E+00 3.38E-01 1.03E-01 2.82E-02 7.04E-03 1.59E-03 3.26E-04 6.07E-05 1.03E-05 1.58E-06 2.20E-07 2.78E-08 3.20E-09 3.35E-10 3.19E-11 2.76E-12 2.17E-13 1.55E-14 1.01E-15
   4.00  0.616  1.90E+03 1.03E+03 7.57E+03 8.89E+01 1.55E+02 1.86E+02 1.81E+02 1.50E+02 1.10E+02 7.13E+01 4.14E+01 2.16E+01 1.02E+01 4.34E+00 1.67E+00 5.86E-01 1.87E-01 5.40E-02 1.42E-02 3.40E-03 7.41E-04 1.47E-04 2.66E-05 4.39E-06 6.59E-07 9.03E-08 1.13E-08 1.29E-09 1.34E-10 1.27E-11 1.10E-12 8.66E-14 6.24E-15
   4.25  0.634  2.58E+03 1.37E+03 1.03E+04 1.14E+02 2.01E+02 2.42E+02 2.38E+02 2.01E+02 1.49E+02 9.90E+01 5.89E+01 3.16E+01 1.54E+01 6.77E+00 2.71E+00 9.90E-01 3.29E-01 9.97E-02 2.76E-02 6.96E-03 1.61E-03 3.39E-04 6.52E-05 1.15E-05 1.85E-06 2.73E-07 3.68E-08 4.54E-09 5.12E-10 5.29E-11 5.00E-12 4.33E-13 3.43E-14
   4.50  0.653  3.49E+03 1.81E+03 1.39E+04 1.46E+02 2.58E+02 3.13E+02 3.11E+02 2.67E+02 2.01E+02 1.36E+02 8.28E+01 4.56E+01 2.28E+01 1.04E+01 4.30E+00 1.63E+00 5.64E-01 1.79E-01 5.18E-02 1.37E-02 3.34E-03 7.44E-04 1.52E-04 2.85E-05 4.90E-06 7.72E-07 1.12E-07 1.48E-08 1.81E-09 2.02E-10 2.08E-11 1.96E-12 1.70E-13
   4.75  0.671  4.68E+03 2.38E+03 1.86E+04 1.86E+02 3.29E+02 4.03E+02 4.04E+02 3.51E+02 2.69E+02 1.85E+02 1.15E+02 6.49E+01 3.33E+01 1.56E+01 6.69E+00 2.62E+00 9.44E-01 3.11E-01 9.42E-02 2.62E-02 6.69E-03 1.57E-03 3.39E-04 6.73E-05 1.23E-05 2.06E-06 3.19E-07 4.54E-08 5.94E-09 7.16E-10 7.95E-11 8.12E-12 7.64E-13
   5.00  0.688  6.24E+03 3.11E+03 2.47E+04 2.35E+02 4.19E+02 5.16E+02 5.22E+02 4.58E+02 3.57E+02 2.50E+02 1.58E+02 9.12E+01 4.80E+01 2.31E+01 1.02E+01 4.14E+00 1.54E+00 5.29E-01 1.67E-01 4.84E-02 1.29E-02 3.19E-03 7.25E-04 1.52E-04 2.93E-05 5.23E-06 8.59E-07 1.30E-07 1.83E-08 2.36E-09 2.82E-10 3.10E-11 3.15E-12
   5.50  0.722  1.15E+04 5.23E+03 4.30E+04 3.72E+02 6.66E+02 8.31E+02 8.55E+02 7.67E+02 6.13E+02 4.43E+02 2.91E+02 1.75E+02 9.62E+01 4.87E+01 2.27E+01 9.78E+00 3.89E+00 1.43E+00 4.84E-01 1.52E-01 4.42E-02 1.19E-02 2.97E-03 6.86E-04 1.47E-04 2.92E-05 5.36E-06 9.15E-07 1.45E-07 2.12E-08 2.89E-09 3.64E-10 4.27E-11
   6.00  0.754  2.01E+04 8.60E+03 7.32E+04 5.78E+02 1.04E+03 1.31E+03 1.37E+03 1.25E+03 1.03E+03 7.61E+02 5.16E+02 3.21E+02 1.84E+02 9.76E+01 4.78E+01 2.17E+01 9.12E+00 3.56E+00 1.29E+00 4.35E-01 1.36E-01 3.96E-02 1.07E-02 2.71E-03 6.34E-04 1.38E-04 2.81E-05 5.32E-06 9.38E-07 1.54E-07 2.35E-08 3.35E-09 4.44E-10
   6.50  0.785  3.40E+04 1.39E+04 1.22E+05 8.86E+02 1.60E+03 2.04E+03 2.16E+03 2.01E+03 1.68E+03 1.28E+03 8.90E+02 5.72E+02 3.40E+02 1.87E+02 9.59E+01 4.56E+01 2.02E+01 8.32E+00 3.20E+00 1.15E+00 3.83E-01 1.20E-01 3.49E-02 9.50E-03 2.42E-03 5.74E-04 1.27E-04 2.64E-05 5.13E-06 9.30E-07 1.58E-07 2.50E-08 3.71E-09
   7.00  0.814  5.61E+04 2.21E+04 2.00E+05 1.34E+03 2.44E+03 3.13E+03 3.35E+03 3.16E+03 2.69E+03 2.09E+03 1.50E+03 9.90E+02 6.08E+02 3.47E+02 1.84E+02 9.15E+01 4.24E+01 1.84E+01 7.44E+00 2.82E+00 1.00E+00 3.33E-01 1.04E-01 3.02E-02 8.26E-03 2.12E-03 5.09E-04 1.15E-04 2.43E-05 4.81E-06 8.96E-07 1.56E-07 2.56E-08
   7.50  0.843  9.07E+04 3.46E+04 3.22E+05 2.00E+03 3.65E+03 4.72E+03 5.12E+03 4.89E+03 4.24E+03 3.36E+03 2.46E+03 1.67E+03 1.05E+03 6.22E+02 3.42E+02 1.77E+02 8.52E+01 3.86E+01 1.64E+01 6.53E+00 2.44E+00 8.60E-01 2.84E-01 8.82E-02 2.58E-02 7.08E-03 1.83E-03 4.44E-04 1.02E-04 2.18E-05 4.42E-06 8.42E-07 1.51E-07
   8.00  0.870  1.44E+05 5.35E+04 5.10E+05 2.95E+03 5.41E+03 7.05E+03 7.71E+03 7.46E+03 6.56E+03 5.30E+03 3.96E+03 2.75E+03 1.78E+03 1.08E+03 6.16E+02 3.29E+02 1.65E+02 7.76E+01 3.44E+01 1.44E+01 5.64E+00 2.09E+00 7.28E-01 2.39E-01 7.42E-02 2.17E-02 5.98E-03 1.55E-03 3.81E-04 8.82E-05 1.93E-05 3.97E-06 7.73E-07
   8.50  0.897  2.26E+05 8.17E+04 7.98E+05 4.30E+03 7.93E+03 1.04E+04 1.15E+04 1.12E+04 1.00E+04 8.21E+03 6.26E+03 4.44E+03 2.95E+03 1.84E+03 1.08E+03 5.93E+02 3.08E+02 1.50E+02 6.93E+01 3.01E+01 1.24E+01 4.80E+00 1.76E+00 6.09E-01 1.99E-01 6.16E-02 1.80E-02 4.98E-03 1.30E-03 3.23E-04 7.55E-05 1.67E-05 3.51E-06
   9.00  0.923  3.49E+05 1.23E+05 1.23E+06 6.22E+03 1.15E+04 1.52E+04 1.69E+04 1.67E+04 1.51E+04 1.26E+04 9.73E+03 7.05E+03 4.78E+03 3.05E+03 1.84E+03 1.04E+03 5.57E+02 2.81E+02 1.34E+02 6.08E+01 2.60E+01 1.05E+01 4.03E+00 1.46E+00 5.03E-01 1.64E-01 5.06E-02 1.48E-02 4.11E-03 1.08E-03 2.70E-04 6.37E-05 1.43E-05
   9.50  0.949  5.33E+05 1.84E+05 1.88E+06 8.92E+03 1.65E+04 2.19E+04 2.46E+04 2.46E+04 2.24E+04 1.89E+04 1.49E+04 1.10E+04 7.62E+03 4.97E+03 3.06E+03 1.78E+03 9.81E+02 5.11E+02 2.53E+02 1.18E+02 5.24E+01 2.21E+01 8.81E+00 3.34E+00 1.20E+00 4.11E-01 1.33E-01 4.11E-02 1.20E-02 3.35E-03 8.85E-04 2.22E-04 5.31E-05
  10.00  0.973  8.05E+05 2.72E+05 2.85E+06 1.27E+04 2.36E+04 3.14E+04 3.54E+04 3.57E+04 3.30E+04 2.82E+04 2.25E+04 1.69E+04 1.19E+04 7.94E+03 5.00E+03 2.98E+03 1.69E+03 9.05E+02 4.60E+02 2.22E+02 1.02E+02 4.46E+01 1.85E+01 7.30E+00 2.74E+00 9.78E-01 3.32E-01 1.07E-01 3.31E-02 9.69E-03 2.70E-03 7.18E-04 1.82E-04
  11.00  1.021  1.96E+06 5.80E+05 6.31E+06 2.53E+04 4.73E+04 6.34E+04 7.24E+04 7.40E+04 6.95E+04 6.07E+04 4.97E+04 3.83E+04 2.78E+04 1.92E+04 1.25E+04 7.78E+03 4.59E+03 2.58E+03 1.38E+03 7.01E+02 3.40E+02 1.58E+02 6.95E+01 2.93E+01 1.18E+01 4.51E+00 1.65E+00 5.77E-01 1.93E-01 6.14E-02 1.87E-02 5.44E-03 1.51E-03
  12.00  1.066  4.39E+06 1.21E+06 1.35E+07 5.09E+04 9.55E+04 1.29E+05 1.48E+05 1.52E+05 1.44E+05 1.27E+05 1.06E+05 8.24E+04 6.09E+04 4.27E+04 2.85E+04 1.80E+04 1.09E+04 6.26E+03 3.44E+03 1.80E+03 8.99E+02 4.29E+02 1.96E+02 8.53E+01 3.55E+01 1.42E+01 5.39E+00 1.96E+00 6.84E-01 2.28E-01 7.27E-02 2.22E-02 6.47E-03
  13.00  1.110  9.32E+06 2.46E+06 2.79E+07 1.00E+05 1.88E+05 2.54E+05 2.93E+05 3.04E+05 2.91E+05 2.59E+05 2.17E+05 1.72E+05 1.29E+05 9.17E+04 6.21E+04 4.01E+04 2.47E+04 1.45E+04 8.15E+03 4.37E+03 2.24E+03 1.10E+03 5.17E+02 2.32E+02 9.99E+01 4.12E+01 1.62E+01 6.13E+00 2.22E+00 7.69E-01 2.55E-01 8.13E-02 2.48E-02
  14.00  1.152  1.91E+07 4.88E+06 5.62E+07 1.92E+05 3.61E+05 4.90E+05 5.67E+05 5.92E+05 5.70E+05 5.13E+05 4.34E+05 3.47E+05 2.64E+05 1.90E+05 1.31E+05 8.60E+04 5.39E+04 3.23E+04 1.85E+04 1.02E+04 5.33E+03 2.68E+03 1.29E+03 5.97E+02 2.64E+02 1.12E+02 4.56E+01 1.78E+01 6.67E+00 2.39E+00 8.25E-01 2.73E-01 8.65E-02
  15.00  1.192  3.79E+07 9.43E+06 1.11E+08 3.60E+05 6.78E+05 9.23E+05 1.07E+06 1.13E+06 1.09E+06 9.90E+05 8.46E+05 6.84E+05 5.25E+05 3.84E+05 2.68E+05 1.79E+05 1.14E+05 6.94E+04 4.05E+04 2.27E+04 1.22E+04 6.25E+03 3.08E+03 1.46E+03 6.63E+02 2.89E+02 1.21E+02 4.86E+01 1.88E+01 6.96E+00 2.48E+00 8.48E-01 2.79E-01
  16.00  1.231  7.37E+07 1.79E+07 2.13E+08 6.62E+05 1.25E+06 1.71E+06 1.99E+06 2.10E+06 2.05E+06 1.87E+06 1.61E+06 1.31E+06 1.02E+06 7.55E+05 5.33E+05 3.60E+05 2.33E+05 1.44E+05 8.58E+04 4.89E+04 2.67E+04 1.40E+04 7.06E+03 3.42E+03 1.59E+03 7.10E+02 3.05E+02 1.26E+02 5.00E+01 1.91E+01 7.00E+00 2.47E+00 8.39E-01
  17.00  1.269  1.40E+08 3.32E+07 4.01E+08 1.20E+06 2.27E+06 3.10E+06 3.64E+06 3.85E+06 3.78E+06 3.47E+06 3.01E+06 2.48E+06 1.94E+06 1.45E+06 1.04E+06 7.09E+05 4.65E+05 2.92E+05 1.76E+05 1.02E+05 5.68E+04 3.04E+04 1.56E+04 7.71E+03 3.66E+03 1.67E+03 7.36E+02 3.11E+02 1.27E+02 4.97E+01 1.87E+01 6.80E+00 2.38E+00
  18.00  1.306  2.61E+08 6.06E+07 7.41E+08 2.13E+06 4.04E+06 5.54E+06 6.52E+06 6.94E+06 6.83E+06 6.31E+06 5.52E+06 4.57E+06 3.62E+06 2.73E+06 1.97E+06 1.36E+06 9.05E+05 5.77E+05 3.53E+05 2.07E+05 1.17E+05 6.38E+04 3.34E+04 1.68E+04 8.14E+03 3.80E+03 1.71E+03 7.38E+02 3.08E+02 1.24E+02 4.78E+01 1.78E+01 6.40E+00
  19.00  1.342  4.79E+08 1.09E+08 1.35E+09 3.74E+06 7.10E+06 9.76E+06 1.15E+07 1.23E+07 1.22E+07 1.13E+07 9.94E+06 8.31E+06 6.62E+06 5.04E+06 3.68E+06 2.57E+06 1.73E+06 1.11E+06 6.90E+05 4.11E+05 2.36E+05 1.30E+05 6.94E+04 3.55E+04 1.75E+04 8.34E+03 3.82E+03 1.69E+03 7.19E+02 2.95E+02 1.17E+02 4.47E+01 1.64E+01
  20.00  1.376  8.64E+08 1.93E+08 2.42E+09 6.48E+06 1.23E+07 1.70E+07 2.01E+07 2.15E+07 2.14E+07 2.00E+07 1.76E+07 1.48E+07 1.19E+07 9.15E+06 6.73E+06 4.76E+06 3.23E+06 2.10E+06 1.32E+06 7.98E+05 4.64E+05 2.60E+05 1.41E+05 7.32E+04 3.67E+04 1.78E+04 8.30E+03 3.74E+03 1.62E+03 6.81E+02 2.76E+02 1.08E+02 4.06E+01
  22.50  1.460  4.66E+09 7.59E+08 9.81E+09 2.43E+07 4.62E+07 6.39E+07 7.61E+07 8.22E+07 8.25E+07 7.79E+07 6.98E+07 5.96E+07 4.86E+07 3.80E+07 2.86E+07 2.06E+07 1.43E+07 9.58E+06 6.18E+06 3.84E+06 2.30E+06 1.33E+06 7.45E+05 4.02E+05 2.10E+05 1.05E+05 5.13E+04 2.41E+04 1.10E+04 4.81E+03 2.04E+03 8.39E+02 3.33E+02
  25.00  1.539  1.86E+10 2.79E+09 3.69E+10 8.51E+07 1.63E+08 2.26E+08 2.70E+08 2.93E+08 2.97E+08 2.83E+08 2.57E+08 2.22E+08 1.84E+08 1.46E+08 1.11E+08 8.20E+07 5.81E+07 3.97E+07 2.62E+07 1.67E+07 1.03E+07 6.12E+06 3.52E+06 1.96E+06 1.05E+06 5.49E+05 2.76E+05 1.35E+05 6.36E+04 2.90E+04 1.28E+04 5.50E+03 2.28E+03
  30.00  1.686  3.37E+11 3.18E+10 4.40E+11 8.95E+08 1.72E+09 2.40E+09 2.89E+09 3.18E+09 3.26E+09 3.16E+09 2.91E+09 2.57E+09 2.18E+09 1.78E+09 1.39E+09 1.06E+09 7.74E+08 5.48E+08 3.76E+08 2.49E+08 1.60E+08 9.97E+07 6.01E+07 3.52E+07 1.99E+07 1.10E+07 5.85E+06 3.03E+06 1.52E+06 7.40E+05 3.50E+05 1.61E+05 7.16E+04
  40.00  1.946  5.06E+13 2.51E+12 3.73E+13 6.22E+10 1.20E+11 1.69E+11 2.06E+11 2.30E+11 2.41E+11 2.39E+11 2.26E+11 2.05E+11 1.80E+11 1.52E+11 1.24E+11 9.85E+10 7.57E+10 5.64E+10 4.08E+10 2.87E+10 1.96E+10 1.30E+10 8.39E+09 5.27E+09 3.22E+09 1.92E+09 1.11E+09 6.25E+08 3.43E+08 1.84E+08 9.55E+07 4.84E+07 2.39E+07
  50.00  2.176  2.55E+15 1.25E+14 1.96E+15 2.80E+12 5.41E+12 7.67E+12 9.45E+12 1.07E+13 1.13E+13 1.14E+13 1.10E+13 1.02E+13 9.14E+12 7.93E+12 6.67E+12 5.44E+12 4.32E+12 3.33E+12 2.51E+12 1.83E+12 1.31E+12 9.08E+11 6.15E+11 4.06E+11 2.62E+11 1.64E+11 1.01E+11 6.04E+10 3.53E+10 2.01E+10 1.12E+10 6.09E+09 3.23E+09
  60.00  2.384  9.22E+16 4.48E+15 7.34E+16 9.21E+13 1.79E+14 2.54E+14 3.15E+14 3.59E+14 3.84E+14 3.92E+14 3.83E+14 3.61E+14 3.29E+14 2.91E+14 2.50E+14 2.09E+14 1.70E+14 1.35E+14 1.04E+14 7.86E+13 5.79E+13 4.16E+13 2.92E+13 2.00E+13 1.34E+13 8.80E+12 5.64E+12 3.53E+12 2.16E+12 1.29E+12 7.58E+11 4.34E+11 2.43E+11
  70.00  2.575  2.58E+18 1.24E+17 2.12E+18 2.38E+15 4.63E+15 6.61E+15 8.24E+15 9.44E+15 1.02E+16 1.05E+16 1.04E+16 9.89E+15 9.15E+15 8.22E+15 7.18E+15 6.11E+15 5.07E+15 4.10E+15 3.24E+15 2.51E+15 1.89E+15 1.40E+15 1.01E+15 7.13E+14 4.93E+14 3.34E+14 2.21E+14 1.44E+14 9.12E+13 5.68E+13 3.46E+13 2.07E+13 1.21E+13
  80.00  2.753  5.89E+19 2.82E+18 4.96E+19 5.06E+16 9.85E+16 1.41E+17 1.77E+17 2.04E+17 2.21E+17 2.29E+17 2.29E+17 2.21E+17 2.06E+17 1.88E+17 1.66E+17 1.44E+17 1.21E+17 9.97E+16 8.03E+16 6.32E+16 4.87E+16 3.68E+16 2.72E+16 1.97E+16 1.40E+16 9.71E+15 6.62E+15 4.42E+15 2.89E+15 1.86E+15 1.17E+15 7.23E+14 4.38E+14
  90.00  2.920  1.14E+21 5.38E+19 9.76E+20 9.15E+17 1.78E+18 2.56E+18 3.22E+18 3.72E+18 4.07E+18 4.25E+18 4.27E+18 4.15E+18 3.92E+18 3.60E+18 3.22E+18 2.82E+18 2.41E+18 2.01E+18 1.65E+18 1.32E+18 1.03E+18 7.95E+17 5.99E+17 4.42E+17 3.21E+17 2.28E+17 1.59E+17 1.09E+17 7.31E+16 4.82E+16 3.12E+16 1.98E+16 1.24E+16
 100.00  3.078  1.90E+22 8.91E+20 1.66E+22 1.44E+19 2.81E+19 4.05E+19 5.10E+19 5.92E+19 6.50E+19 6.82E+19 6.89E+19 6.75E+19 6.43E+19 5.96E+19 5.39E+19 4.76E+19 4.12E+19 3.48E+19 2.88E+19 2.34E+19 1.86E+19 1.46E+19 1.12E+19 8.38E+18 6.19E+18 4.48E+18 3.19E+18 2.23E+18 1.53E+18 1.03E+18 6.83E+17 4.45E+17 2.84E+17
 110.00  3.228  2.79E+23 1.30E+22 2.48E+23 2.01E+20 3.93E+20 5.66E+20 7.15E+20 8.34E+20 9.18E+20 9.68E+20 9.85E+20 9.70E+20 9.30E+20 8.69E+20 7.92E+20 7.07E+20 6.17E+20 5.27E+20 4.42E+20 3.63E+20 2.93E+20 2.32E+20 1.80E+20 1.37E+20 1.03E+20 7.59E+19 5.49E+19 3.91E+19 2.73E+19 1.88E+19 1.27E+19 8.43E+18 5.51E+18
 120.00  3.371  3.69E+24 1.70E+23 3.31E+24 2.52E+21 4.94E+21 7.13E+21 9.03E+21 1.06E+22 1.17E+22 1.23E+22 1.26E+22 1.25E+22 1.21E+22 1.13E+22 1.04E+22 9.37E+21 8.25E+21 7.11E+21 6.02E+21 5.00E+21 4.08E+21 3.27E+21 2.57E+21 1.99E+21 1.51E+21 1.13E+21 8.29E+20 5.99E+20 4.26E+20 2.98E+20 2.05E+20 1.39E+20 9.23E+19
