                    ************************************************************************************************
                    *  Z= 32 A= 72: Positive-Parity Spin-dependent Level Density [MeV-1] for Ge 72 and ldmodel= 1  *
 180.00  3.873  2.96E+32 1.33E+31 2.85E+32 8.98E+28 2.66E+29 4.31E+29 5.79E+29 7.06E+29 8.06E+29 8.79E+29 9.22E+29 9.38E+29 9.28E+29 8.96E+29 8.46E+29 7.82E+29 7.08E+29 6.30E+29 5.49E+29 4.71E+29 3.97E+29 3.29E+29 2.68E+29 2.15E+29 1.70E+29 1.32E+29 1.01E+29 7.62E+28 5.66E+28 4.14E+28 2.98E+28 2.11E+28 1.48E+28
 190.00  3.979  2.77E+33 1.23E+32 2.68E+33 8.11E+29 2.40E+30 3.90E+30 5.25E+30 6.40E+30 7.32E+30 8.00E+30 8.42E+30 8.59E+30 8.52E+30 8.26E+30 7.83E+30 7.27E+30 6.61E+30 5.91E+30 5.18E+30 4.47E+30 3.79E+30 3.16E+30 2.60E+30 2.10E+30 1.67E+30 1.31E+30 1.01E+30 7.67E+29 5.74E+29 4.24E+29 3.08E+29 2.21E+29 1.56E+29
 200.00  4.082  2.44E+34 1.08E+33 2.38E+34 6.94E+30 2.06E+31 3.34E+31 4.50E+31 5.49E+31 6.30E+31 6.89E+31 7.27E+31 7.44E+31 7.40E+31 7.20E+31 6.85E+31 6.38E+31 5.83E+31 5.23E+31 4.62E+31 4.00E+31 3.41E+31 2.86E+31 2.37E+31 1.92E+31 1.54E+31 1.22E+31 9.46E+30 7.25E+30 5.48E+30 4.08E+30 2.99E+30 2.17E+30 1.55E+30

                    ************************************************************************************************
                    *  Z= 32 A= 72: Negative-Parity Spin-dependent Level Density [MeV-1] for Ge 72 and ldmodel= 1  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.144  3.34E-01 6.69E-01 3.80E+00 6.36E-02 1.57E-01 1.77E-01 1.38E-01 8.15E-02 3.76E-02 1.38E-02 4.07E-03 9.71E-04 1.88E-04 2.96E-05 3.80E-06 3.98E-07 3.42E-08 2.40E-09 1.38E-10 6.49E-12 2.51E-13 7.95E-15 2.07E-16 4.41E-18 7.72E-20 1.11E-21 1.31E-23 1.27E-25 1.02E-27 6.65E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.204  7.79E-01 8.89E-01 5.05E+00 8.46E-02 2.09E-01 2.36E-01 1.84E-01 1.08E-01 5.00E-02 1.84E-02 5.42E-03 1.29E-03 2.50E-04 3.93E-05 5.05E-06 5.30E-07 4.54E-08 3.19E-09 1.83E-10 8.63E-12 3.33E-13 1.06E-14 2.75E-16 5.86E-18 1.03E-19 1.48E-21 1.75E-23 1.69E-25 1.35E-27 8.85E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.250  1.37E+00 1.18E+00 6.71E+00 1.12E-01 2.78E-01 3.13E-01 2.44E-01 1.44E-01 6.65E-02 2.44E-02 7.20E-03 1.72E-03 3.32E-04 5.23E-05 6.72E-06 7.04E-07 6.04E-08 4.24E-09 2.44E-10 1.15E-11 4.43E-13 1.40E-14 3.65E-16 7.79E-18 1.37E-19 1.96E-21 2.32E-23 2.25E-25 1.80E-27 1.18E-29 1.00E-30 1.00E-30 1.00E-30
   1.00  0.289  2.16E+00 1.57E+00 8.93E+00 1.49E-01 3.69E-01 4.17E-01 3.25E-01 1.92E-01 8.84E-02 3.25E-02 9.57E-03 2.28E-03 4.42E-04 6.95E-05 8.93E-06 9.36E-07 8.03E-08 5.64E-09 3.24E-10 1.53E-11 5.90E-13 1.87E-14 4.86E-16 1.04E-17 1.82E-19 2.61E-21 3.08E-23 2.99E-25 2.39E-27 1.56E-29 1.00E-30 1.00E-30 1.00E-30
   1.25  0.323  3.20E+00 2.09E+00 1.19E+01 1.99E-01 4.91E-01 5.54E-01 4.32E-01 2.55E-01 1.18E-01 4.32E-02 1.27E-02 3.03E-03 5.87E-04 9.25E-05 1.19E-05 1.25E-06 1.07E-07 7.49E-09 4.31E-10 2.03E-11 7.84E-13 2.48E-14 6.46E-16 1.38E-17 2.41E-19 3.47E-21 4.10E-23 3.98E-25 3.17E-27 2.08E-29 1.00E-30 1.00E-30 1.00E-30
   1.50  0.354  4.59E+00 2.78E+00 1.58E+01 2.64E-01 6.52E-01 7.36E-01 5.75E-01 3.39E-01 1.56E-01 5.74E-02 1.69E-02 4.03E-03 7.81E-04 1.23E-04 1.58E-05 1.66E-06 1.42E-07 9.96E-09 5.73E-10 2.70E-11 1.04E-12 3.30E-14 8.58E-16 1.83E-17 3.21E-19 4.62E-21 5.45E-23 5.29E-25 4.22E-27 2.77E-29 1.00E-30 1.00E-30 1.00E-30
   1.75  0.382  6.44E+00 3.69E+00 2.10E+01 3.51E-01 8.67E-01 9.79E-01 7.64E-01 4.50E-01 2.08E-01 7.63E-02 2.25E-02 5.36E-03 1.04E-03 1.63E-04 2.10E-05 2.20E-06 1.89E-07 1.32E-08 7.62E-10 3.59E-11 1.39E-12 4.39E-14 1.14E-15 2.44E-17 4.27E-19 6.14E-21 7.25E-23 7.04E-25 5.61E-27 3.68E-29 1.00E-30 1.00E-30 1.00E-30
   2.00  0.408  8.89E+00 4.91E+00 2.79E+01 4.67E-01 1.15E+00 1.30E+00 1.02E+00 5.99E-01 2.76E-01 1.01E-01 2.99E-02 7.13E-03 1.38E-03 2.17E-04 2.79E-05 2.93E-06 2.51E-07 1.76E-08 1.01E-09 4.77E-11 1.84E-12 5.84E-14 1.52E-15 3.24E-17 5.67E-19 8.16E-21 9.64E-23 9.36E-25 7.46E-27 4.89E-29 1.00E-30 1.00E-30 1.00E-30
   2.25  0.433  1.22E+01 6.53E+00 3.71E+01 6.21E-01 1.53E+00 1.73E+00 1.35E+00 7.96E-01 3.67E-01 1.35E-01 3.98E-02 9.48E-03 1.83E-03 2.89E-04 3.71E-05 3.89E-06 3.34E-07 2.34E-08 1.35E-09 6.34E-11 2.45E-12 7.76E-14 2.02E-15 4.31E-17 7.54E-19 1.08E-20 1.28E-22 1.24E-24 9.92E-27 6.50E-29 1.00E-30 1.00E-30 1.00E-30
   2.50  0.456  1.65E+01 8.68E+00 4.93E+01 8.26E-01 2.04E+00 2.30E+00 1.80E+00 1.06E+00 4.88E-01 1.79E-01 5.29E-02 1.26E-02 2.44E-03 3.84E-04 4.93E-05 5.17E-06 4.44E-07 3.11E-08 1.79E-09 8.43E-11 3.26E-12 1.03E-13 2.68E-15 5.72E-17 1.00E-18 1.44E-20 1.70E-22 1.65E-24 1.32E-26 8.64E-29 1.00E-30 1.00E-30 1.00E-30
   2.75  0.479  2.23E+01 1.15E+01 6.71E+01 1.05E+00 2.61E+00 3.00E+00 2.41E+00 1.47E+00 7.09E-01 2.74E-01 8.61E-02 2.20E-02 4.62E-03 7.95E-04 1.13E-04 1.31E-05 1.26E-06 1.00E-07 6.59E-09 3.58E-10 1.61E-11 5.97E-13 1.84E-14 4.68E-16 9.87E-18 1.73E-19 2.50E-21 3.00E-23 2.99E-25 2.46E-27 1.69E-29 1.00E-30 1.00E-30
   3.00  0.500  3.00E+01 1.54E+01 9.25E+01 1.30E+00 3.28E+00 3.87E+00 3.22E+00 2.07E+00 1.07E+00 4.46E-01 1.53E-01 4.35E-02 1.02E-02 2.01E-03 3.28E-04 4.46E-05 5.08E-06 4.84E-07 3.86E-08 2.58E-09 1.44E-10 6.76E-12 2.66E-13 8.78E-15 2.43E-16 5.65E-18 1.10E-19 1.81E-21 2.49E-23 2.87E-25 2.79E-27 2.27E-29 1.00E-30
   3.25  0.520  4.02E+01 2.04E+01 1.27E+02 1.62E+00 4.13E+00 4.98E+00 4.29E+00 2.89E+00 1.57E+00 7.04E-01 2.62E-01 8.13E-02 2.12E-02 4.64E-03 8.57E-04 1.34E-04 1.76E-05 1.97E-06 1.86E-07 1.48E-08 1.01E-09 5.78E-11 2.81E-12 1.16E-13 4.08E-15 1.22E-16 3.07E-18 6.59E-20 1.20E-21 1.86E-23 2.45E-25 2.73E-27 2.59E-29
   3.50  0.540  5.37E+01 2.71E+01 1.75E+02 2.02E+00 5.21E+00 6.41E+00 5.69E+00 3.98E+00 2.28E+00 1.08E+00 4.31E-01 1.45E-01 4.13E-02 9.99E-03 2.06E-03 3.61E-04 5.42E-05 6.93E-06 7.59E-07 7.11E-08 5.70E-09 3.91E-10 2.30E-11 1.16E-12 5.00E-14 1.85E-15 5.88E-17 1.60E-18 3.73E-20 7.47E-22 1.28E-23 1.89E-25 2.39E-27
   3.75  0.559  7.18E+01 3.61E+01 2.39E+02 2.54E+00 6.60E+00 8.26E+00 7.52E+00 5.46E+00 3.26E+00 1.63E+00 6.91E-01 2.49E-01 7.68E-02 2.03E-02 4.60E-03 8.97E-04 1.51E-04 2.18E-05 2.72E-06 2.93E-07 2.73E-08 2.19E-09 1.52E-10 9.12E-12 4.73E-13 2.12E-14 8.24E-16 2.77E-17 8.03E-19 2.02E-20 4.39E-22 8.26E-24 1.34E-25
   4.00  0.577  9.58E+01 4.80E+01 3.27E+02 3.19E+00 8.37E+00 1.06E+01 9.92E+00 7.42E+00 4.61E+00 2.42E+00 1.08E+00 4.15E-01 1.37E-01 3.92E-02 9.68E-03 2.07E-03 3.85E-04 6.22E-05 8.72E-06 1.06E-06 1.13E-07 1.04E-08 8.41E-10 5.90E-11 3.60E-12 1.92E-13 8.91E-15 3.61E-16 1.27E-17 3.91E-19 1.05E-20 2.46E-22 5.02E-24
   4.25  0.595  1.28E+02 6.38E+01 4.46E+02 4.03E+00 1.06E+01 1.37E+01 1.31E+01 1.00E+01 6.46E+00 3.53E+00 1.66E+00 6.74E-01 2.37E-01 7.26E-02 1.94E-02 4.51E-03 9.18E-04 1.63E-04 2.55E-05 3.48E-06 4.16E-07 4.36E-08 4.01E-09 3.23E-10 2.29E-11 1.42E-12 7.74E-14 3.70E-15 1.56E-16 5.74E-18 1.86E-19 5.30E-21 1.33E-22
   4.50  0.612  1.70E+02 8.48E+01 6.08E+02 5.10E+00 1.35E+01 1.77E+01 1.72E+01 1.35E+01 8.99E+00 5.11E+00 2.51E+00 1.07E+00 3.98E-01 1.30E-01 3.71E-02 9.33E-03 2.06E-03 4.01E-04 6.86E-05 1.04E-05 1.38E-06 1.62E-07 1.68E-08 1.54E-09 1.24E-10 8.85E-12 5.58E-13 3.10E-14 1.53E-15 6.64E-17 2.55E-18 8.66E-20 2.60E-21
   4.75  0.629  2.26E+02 1.13E+02 8.29E+02 6.47E+00 1.73E+01 2.28E+01 2.25E+01 1.82E+01 1.24E+01 7.30E+00 3.73E+00 1.67E+00 6.53E-01 2.26E-01 6.87E-02 1.85E-02 4.40E-03 9.26E-04 1.73E-04 2.86E-05 4.19E-06 5.46E-07 6.30E-08 6.46E-09 5.89E-10 4.76E-11 3.42E-12 2.19E-13 1.24E-14 6.25E-16 2.80E-17 1.12E-18 3.96E-20
   5.00  0.645  3.01E+02 1.50E+02 1.13E+03 8.22E+00 2.21E+01 2.94E+01 2.95E+01 2.43E+01 1.71E+01 1.03E+01 5.48E+00 2.55E+00 1.05E+00 3.82E-01 1.23E-01 3.52E-02 8.97E-03 2.03E-03 4.10E-04 7.37E-05 1.18E-05 1.69E-06 2.15E-07 2.45E-08 2.49E-09 2.26E-10 1.83E-11 1.32E-12 8.55E-14 4.94E-15 2.55E-16 1.17E-17 4.84E-19
   5.50  0.677  5.66E+02 2.65E+02 2.08E+03 1.34E+01 3.62E+01 4.92E+01 5.07E+01 4.33E+01 3.18E+01 2.04E+01 1.15E+01 5.76E+00 2.57E+00 1.02E+00 3.65E-01 1.17E-01 3.34E-02 8.60E-03 1.99E-03 4.14E-04 7.75E-05 1.31E-05 1.98E-06 2.70E-07 3.33E-08 3.69E-09 3.68E-10 3.32E-11 2.69E-12 1.97E-13 1.30E-14 7.75E-16 4.16E-17
   6.00  0.707  1.04E+03 4.69E+02 3.82E+03 2.18E+01 5.96E+01 8.23E+01 8.68E+01 7.65E+01 5.84E+01 3.92E+01 2.34E+01 1.25E+01 5.96E+00 2.56E+00 9.95E-01 3.49E-01 1.11E-01 3.17E-02 8.24E-03 1.94E-03 4.14E-04 8.02E-05 1.41E-05 2.25E-06 3.25E-07 4.27E-08 5.10E-09 5.53E-10 5.45E-11 4.88E-12 3.97E-13 2.93E-14 1.97E-15
   6.50  0.736  1.86E+03 8.28E+02 7.01E+03 3.59E+01 9.87E+01 1.38E+02 1.49E+02 1.35E+02 1.06E+02 7.41E+01 4.63E+01 2.60E+01 1.32E+01 6.08E+00 2.54E+00 9.63E-01 3.33E-01 1.05E-01 3.01E-02 7.88E-03 1.88E-03 4.11E-04 8.19E-05 1.49E-05 2.48E-06 3.78E-07 5.26E-08 6.68E-09 7.78E-10 8.27E-11 8.05E-12 7.17E-13 5.84E-14
   7.00  0.764  3.33E+03 1.46E+03 1.28E+04 5.93E+01 1.64E+02 2.32E+02 2.54E+02 2.35E+02 1.91E+02 1.38E+02 8.99E+01 5.29E+01 2.83E+01 1.38E+01 6.14E+00 2.50E+00 9.30E-01 3.18E-01 9.94E-02 2.85E-02 7.53E-03 1.82E-03 4.05E-04 8.29E-05 1.56E-05 2.69E-06 4.27E-07 6.24E-08 8.39E-09 1.04E-09 1.18E-10 1.23E-11 1.19E-12
   7.50  0.791  5.92E+03 2.59E+03 2.34E+04 9.85E+01 2.74E+02 3.91E+02 4.35E+02 4.11E+02 3.42E+02 2.55E+02 1.72E+02 1.05E+02 5.90E+01 3.02E+01 1.42E+01 6.15E+00 2.45E+00 8.97E-01 3.03E-01 9.43E-02 2.71E-02 7.18E-03 1.76E-03 3.98E-04 8.31E-05 1.61E-05 2.86E-06 4.73E-07 7.21E-08 1.02E-08 1.33E-09 1.60E-10 1.78E-11
   8.00  0.816  1.05E+04 4.58E+03 4.26E+04 1.64E+02 4.58E+02 6.60E+02 7.44E+02 7.16E+02 6.10E+02 4.67E+02 3.25E+02 2.06E+02 1.20E+02 6.44E+01 3.18E+01 1.45E+01 6.12E+00 2.39E+00 8.62E-01 2.88E-01 8.94E-02 2.57E-02 6.85E-03 1.69E-03 3.89E-04 8.29E-05 1.64E-05 3.01E-06 5.13E-07 8.13E-08 1.20E-08 1.63E-09 2.08E-10
   8.50  0.842  1.86E+04 8.09E+03 7.75E+04 2.75E+02 7.69E+02 1.12E+03 1.27E+03 1.25E+03 1.08E+03 8.47E+02 6.05E+02 3.97E+02 2.39E+02 1.33E+02 6.88E+01 3.29E+01 1.46E+01 6.00E+00 2.29E+00 8.17E-01 2.70E-01 8.33E-02 2.39E-02 6.38E-03 1.59E-03 3.69E-04 7.97E-05 1.61E-05 3.01E-06 5.28E-07 8.62E-08 1.31E-08 1.86E-09
   9.00  0.866  3.27E+04 1.41E+04 1.38E+05 4.60E+02 1.29E+03 1.89E+03 2.17E+03 2.14E+03 1.89E+03 1.50E+03 1.09E+03 7.32E+02 4.52E+02 2.59E+02 1.38E+02 6.79E+01 3.12E+01 1.33E+01 5.31E+00 1.97E+00 6.83E-01 2.21E-01 6.67E-02 1.88E-02 4.95E-03 1.22E-03 2.80E-04 6.02E-05 1.21E-05 2.27E-06 3.99E-07 6.55E-08 1.01E-08
   9.50  0.890  5.68E+04 2.41E+04 2.40E+05 7.57E+02 2.13E+03 3.13E+03 3.62E+03 3.62E+03 3.22E+03 2.60E+03 1.92E+03 1.31E+03 8.29E+02 4.86E+02 2.65E+02 1.35E+02 6.37E+01 2.81E+01 1.16E+01 4.48E+00 1.62E+00 5.46E-01 1.72E-01 5.10E-02 1.41E-02 3.66E-03 8.89E-04 2.02E-04 4.31E-05 8.61E-06 1.61E-06 2.83E-07 4.65E-08
  10.00  0.913  9.71E+04 4.04E+04 4.09E+05 1.23E+03 3.46E+03 5.11E+03 5.95E+03 5.98E+03 5.38E+03 4.40E+03 3.31E+03 2.30E+03 1.48E+03 8.85E+02 4.94E+02 2.57E+02 1.25E+02 5.70E+01 2.43E+01 9.70E+00 3.63E+00 1.27E+00 4.18E-01 1.29E-01 3.73E-02 1.01E-02 2.59E-03 6.19E-04 1.39E-04 2.94E-05 5.83E-06 1.09E-06 1.90E-07
  11.00  0.957  3.13E+05 1.08E+05 1.13E+06 3.09E+03 8.75E+03 1.30E+04 1.53E+04 1.56E+04 1.43E+04 1.20E+04 9.22E+03 6.59E+03 4.38E+03 2.72E+03 1.58E+03 8.60E+02 4.39E+02 2.10E+02 9.46E+01 4.00E+01 1.59E+01 5.97E+00 2.10E+00 6.98E-01 2.18E-01 6.41E-02 1.78E-02 4.65E-03 1.14E-03 2.65E-04 5.81E-05 1.20E-05 2.33E-06
  12.00  1.000  8.58E+05 2.73E+05 2.92E+06 7.39E+03 2.10E+04 3.14E+04 3.73E+04 3.85E+04 3.58E+04 3.05E+04 2.40E+04 1.76E+04 1.20E+04 7.69E+03 4.62E+03 2.61E+03 1.38E+03 6.92E+02 3.26E+02 1.45E+02 6.06E+01 2.40E+01 8.95E+00 3.15E+00 1.05E+00 3.30E-01 9.82E-02 2.76E-02 7.32E-03 1.84E-03 4.36E-04 9.80E-05 2.08E-05
  13.00  1.041  2.17E+06 6.56E+05 7.21E+06 1.70E+04 4.83E+04 7.26E+04 8.69E+04 9.07E+04 8.55E+04 7.39E+04 5.92E+04 4.43E+04 3.10E+04 2.03E+04 1.26E+04 7.31E+03 4.01E+03 2.08E+03 1.02E+03 4.71E+02 2.06E+02 8.53E+01 3.34E+01 1.24E+01 4.36E+00 1.45E+00 4.58E-01 1.37E-01 3.87E-02 1.04E-02 2.64E-03 6.38E-04 1.46E-04
  14.00  1.080  5.20E+06 1.51E+06 1.70E+07 3.75E+04 1.07E+05 1.61E+05 1.95E+05 2.05E+05 1.95E+05 1.71E+05 1.39E+05 1.06E+05 7.56E+04 5.08E+04 3.21E+04 1.92E+04 1.08E+04 5.80E+03 2.93E+03 1.41E+03 6.39E+02 2.75E+02 1.13E+02 4.37E+01 1.61E+01 5.62E+00 1.86E+00 5.88E-01 1.76E-01 5.00E-02 1.35E-02 3.47E-03 8.45E-04
  15.00  1.118  1.19E+07 3.37E+06 3.86E+07 8.03E+04 2.30E+05 3.48E+05 4.21E+05 4.47E+05 4.30E+05 3.81E+05 3.15E+05 2.43E+05 1.77E+05 1.21E+05 7.81E+04 4.78E+04 2.77E+04 1.52E+04 7.92E+03 3.92E+03 1.84E+03 8.21E+02 3.48E+02 1.40E+02 5.38E+01 1.96E+01 6.81E+00 2.25E+00 7.06E-01 2.11E-01 6.01E-02 1.63E-02 4.20E-03
  16.00  1.155  2.65E+07 7.27E+06 8.47E+07 1.67E+05 4.78E+05 7.26E+05 8.85E+05 9.46E+05 9.18E+05 8.22E+05 6.86E+05 5.38E+05 3.96E+05 2.76E+05 1.82E+05 1.14E+05 6.73E+04 3.78E+04 2.02E+04 1.03E+04 4.97E+03 2.29E+03 1.00E+03 4.18E+02 1.66E+02 6.30E+01 2.27E+01 7.82E+00 2.56E+00 8.01E-01 2.39E-01 6.79E-02 1.84E-02
  17.00  1.190  5.69E+07 1.52E+07 1.81E+08 3.38E+05 9.70E+05 1.48E+06 1.81E+06 1.95E+06 1.90E+06 1.72E+06 1.45E+06 1.15E+06 8.61E+05 6.08E+05 4.08E+05 2.59E+05 1.57E+05 9.00E+04 4.92E+04 2.57E+04 1.27E+04 6.02E+03 2.72E+03 1.17E+03 4.80E+02 1.88E+02 7.03E+01 2.51E+01 8.54E+00 2.78E+00 8.63E-01 2.56E-01 7.26E-02
  18.00  1.225  1.19E+08 3.11E+07 3.75E+08 6.69E+05 1.92E+06 2.94E+06 3.61E+06 3.91E+06 3.85E+06 3.51E+06 2.99E+06 2.39E+06 1.81E+06 1.30E+06 8.84E+05 5.72E+05 3.52E+05 2.06E+05 1.15E+05 6.13E+04 3.11E+04 1.51E+04 6.99E+03 3.09E+03 1.31E+03 5.27E+02 2.04E+02 7.51E+01 2.65E+01 8.93E+00 2.88E+00 8.88E-01 2.62E-01
  19.00  1.258  2.43E+08 6.21E+07 7.59E+08 1.30E+06 3.73E+06 5.72E+06 7.06E+06 7.67E+06 7.60E+06 6.98E+06 6.00E+06 4.86E+06 3.72E+06 2.70E+06 1.86E+06 1.22E+06 7.64E+05 4.55E+05 2.59E+05 1.41E+05 7.31E+04 3.62E+04 1.72E+04 7.79E+03 3.38E+03 1.40E+03 5.57E+02 2.12E+02 7.71E+01 2.68E+01 8.95E+00 2.86E+00 8.75E-01
  20.00  1.291  4.86E+08 1.21E+08 1.50E+09 2.47E+06 7.11E+06 1.09E+07 1.35E+07 1.48E+07 1.47E+07 1.36E+07 1.18E+07 9.63E+06 7.45E+06 5.47E+06 3.82E+06 2.54E+06 1.61E+06 9.77E+05 5.65E+05 3.13E+05 1.66E+05 8.38E+04 4.06E+04 1.88E+04 8.37E+03 3.56E+03 1.45E+03 5.68E+02 2.13E+02 7.63E+01 2.62E+01 8.65E+00 2.73E+00
  22.50  1.369  3.48E+09 5.99E+08 7.66E+09 1.15E+07 3.31E+07 5.10E+07 6.37E+07 7.02E+07 7.08E+07 6.65E+07 5.86E+07 4.88E+07 3.86E+07 2.91E+07 2.09E+07 1.43E+07 9.37E+06 5.88E+06 3.53E+06 2.03E+06 1.12E+06 5.94E+05 3.02E+05 1.47E+05 6.88E+04 3.09E+04 1.33E+04 5.53E+03 2.20E+03 8.43E+02 3.10E+02 1.10E+02 3.72E+01
  25.00  1.443  1.69E+10 2.69E+09 3.53E+10 4.87E+07 1.41E+08 2.18E+08 2.74E+08 3.05E+08 3.10E+08 2.95E+08 2.64E+08 2.23E+08 1.80E+08 1.38E+08 1.02E+08 7.13E+07 4.80E+07 3.10E+07 1.92E+07 1.14E+07 6.53E+06 3.58E+06 1.89E+06 9.61E+05 4.70E+05 2.21E+05 9.99E+04 4.35E+04 1.82E+04 7.37E+03 2.86E+03 1.07E+03 3.86E+02
  30.00  1.581  4.50E+11 4.33E+10 5.96E+11 7.14E+08 2.07E+09 3.23E+09 4.10E+09 4.62E+09 4.78E+09 4.63E+09 4.24E+09 3.68E+09 3.06E+09 2.43E+09 1.85E+09 1.35E+09 9.46E+08 6.39E+08 4.16E+08 2.61E+08 1.57E+08 9.16E+07 5.15E+07 2.79E+07 1.46E+07 7.37E+06 3.59E+06 1.69E+06 7.69E+05 3.38E+05 1.43E+05 5.88E+04 2.33E+04
  40.00  1.826  1.20E+14 5.96E+12 8.82E+13 8.50E+10 2.48E+11 3.90E+11 5.01E+11 5.75E+11 6.09E+11 6.06E+11 5.72E+11 5.15E+11 4.45E+11 3.69E+11 2.95E+11 2.28E+11 1.69E+11 1.22E+11 8.47E+10 5.70E+10 3.72E+10 2.35E+10 1.43E+10 8.50E+09 4.89E+09 2.72E+09 1.47E+09 7.71E+08 3.92E+08 1.94E+08 9.27E+07 4.31E+07 1.94E+07
  50.00  2.041  9.39E+15 4.63E+14 7.26E+15 5.92E+12 1.73E+13 2.74E+13 3.55E+13 4.12E+13 4.43E+13 4.49E+13 4.33E+13 4.00E+13 3.55E+13 3.04E+13 2.51E+13 2.01E+13 1.55E+13 1.16E+13 8.48E+12 5.99E+12 4.11E+12 2.74E+12 1.77E+12 1.12E+12 6.84E+11 4.08E+11 2.36E+11 1.33E+11 7.30E+10 3.90E+10 2.03E+10 1.02E+10 5.04E+09
  60.00  2.236  4.95E+17 2.43E+16 3.98E+17 2.83E+14 8.30E+14 1.32E+15 1.72E+15 2.02E+15 2.19E+15 2.25E+15 2.21E+15 2.07E+15 1.88E+15 1.64E+15 1.39E+15 1.14E+15 9.09E+14 7.04E+14 5.30E+14 3.88E+14 2.76E+14 1.92E+14 1.30E+14 8.54E+13 5.48E+13 3.43E+13 2.09E+13 1.24E+13 7.21E+12 4.08E+12 2.25E+12 1.21E+12 6.36E+11
  70.00  2.415  1.94E+19 9.43E+17 1.61E+19 1.02E+16 2.99E+16 4.77E+16 6.26E+16 7.38E+16 8.10E+16 8.40E+16 8.33E+16 7.94E+16 7.30E+16 6.50E+16 5.61E+16 4.70E+16 3.83E+16 3.04E+16 2.35E+16 1.77E+16 1.30E+16 9.28E+15 6.48E+15 4.42E+15 2.94E+15 1.91E+15 1.21E+15 7.52E+14 4.55E+14 2.69E+14 1.56E+14 8.80E+13 4.86E+13
  80.00  2.582  5.97E+20 2.89E+19 5.08E+20 2.92E+17 8.58E+17 1.37E+18 1.81E+18 2.15E+18 2.37E+18 2.48E+18 2.48E+18 2.39E+18 2.23E+18 2.01E+18 1.76E+18 1.50E+18 1.25E+18 1.01E+18 7.95E+17 6.12E+17 4.60E+17 3.38E+17 2.42E+17 1.70E+17 1.16E+17 7.79E+16 5.11E+16 3.27E+16 2.05E+16 1.26E+16 7.56E+15 4.44E+15 2.56E+15
  90.00  2.738  1.52E+22 7.28E+20 1.32E+22 6.94E+18 2.04E+19 3.28E+19 4.33E+19 5.16E+19 5.73E+19 6.04E+19 6.09E+19 5.93E+19 5.58E+19 5.09E+19 4.52E+19 3.91E+19 3.29E+19 2.70E+19 2.17E+19 1.70E+19 1.30E+19 9.78E+18 7.17E+18 5.14E+18 3.61E+18 2.48E+18 1.67E+18 1.10E+18 7.10E+17 4.49E+17 2.78E+17 1.69E+17 1.00E+17
 100.00  2.887  3.26E+23 1.55E+22 2.89E+23 1.41E+20 4.14E+20 6.66E+20 8.83E+20 1.06E+21 1.18E+21 1.25E+21 1.27E+21 1.24E+21 1.18E+21 1.09E+21 9.77E+20 8.55E+20 7.29E+20 6.08E+20 4.95E+20 3.94E+20 3.07E+20 2.34E+20 1.75E+20 1.28E+20 9.17E+19 6.44E+19 4.43E+19 2.99E+19 1.98E+19 1.28E+19 8.16E+18 5.09E+18 3.12E+18
 110.00  3.027  6.09E+24 2.88E+23 5.49E+24 2.49E+21 7.33E+21 1.18E+22 1.57E+22 1.88E+22 2.11E+22 2.25E+22 2.30E+22 2.27E+22 2.17E+22 2.02E+22 1.83E+22 1.61E+22 1.39E+22 1.17E+22 9.68E+21 7.81E+21 6.18E+21 4.78E+21 3.63E+21 2.70E+21 1.97E+21 1.41E+21 9.89E+20 6.81E+20 4.60E+20 3.05E+20 1.98E+20 1.27E+20 7.95E+19
 120.00  3.162  1.01E+26 4.72E+24 9.19E+25 3.90E+22 1.15E+23 1.86E+23 2.47E+23 2.98E+23 3.35E+23 3.58E+23 3.68E+23 3.66E+23 3.52E+23 3.30E+23 3.01E+23 2.68E+23 2.34E+23 1.99E+23 1.66E+23 1.36E+23 1.08E+23 8.51E+22 6.55E+22 4.95E+22 3.66E+22 2.66E+22 1.90E+22 1.33E+22 9.17E+21 6.20E+21 4.11E+21 2.68E+21 1.72E+21
 130.00  3.291  1.49E+27 6.94E+25 1.38E+27 5.51E+23 1.63E+24 2.63E+24 3.51E+24 4.23E+24 4.78E+24 5.13E+24 5.30E+24 5.29E+24 5.12E+24 4.83E+24 4.44E+24 3.99E+24 3.50E+24 3.01E+24 2.53E+24 2.09E+24 1.69E+24 1.34E+24 1.05E+24 8.01E+23 6.01E+23 4.43E+23 3.21E+23 2.29E+23 1.60E+23 1.10E+23 7.42E+22 4.93E+22 3.22E+22
 140.00  3.415  2.00E+28 9.27E+26 1.87E+28 7.09E+24 2.09E+25 3.39E+25 4.53E+25 5.47E+25 6.20E+25 6.68E+25 6.92E+25 6.94E+25 6.76E+25 6.41E+25 5.93E+25 5.36E+25 4.74E+25 4.11E+25 3.49E+25 2.91E+25 2.38E+25 1.91E+25 1.50E+25 1.16E+25 8.84E+24 6.60E+24 4.85E+24 3.50E+24 2.48E+24 1.73E+24 1.19E+24 8.01E+23 5.32E+23
