                    ************************************************************************************************
                    *  Z= 25 A= 53: Positive-Parity Spin-dependent Level Density [MeV-1] for Mn 53 and ldmodel= 1  *
 170.00  5.101  9.36E+26 4.10E+25 6.75E+26 8.39E+23 1.63E+24 2.32E+24 2.87E+24 3.27E+24 3.51E+24 3.58E+24 3.50E+24 3.31E+24 3.02E+24 2.67E+24 2.30E+24 1.92E+24 1.57E+24 1.24E+24 9.64E+23 7.28E+23 5.37E+23 3.87E+23 2.72E+23 1.87E+23 1.26E+23 8.26E+22 5.31E+22 3.33E+22 2.05E+22 1.23E+22 7.22E+21 4.15E+21 2.33E+21
 180.00  5.248  7.18E+27 3.12E+26 5.21E+27 6.20E+24 1.20E+25 1.72E+25 2.13E+25 2.44E+25 2.62E+25 2.68E+25 2.64E+25 2.50E+25 2.30E+25 2.05E+25 1.77E+25 1.49E+25 1.23E+25 9.83E+24 7.68E+24 5.86E+24 4.37E+24 3.18E+24 2.27E+24 1.58E+24 1.07E+24 7.14E+23 4.65E+23 2.96E+23 1.85E+23 1.13E+23 6.73E+22 3.94E+22 2.25E+22
 190.00  5.392  5.21E+28 2.25E+27 3.81E+28 4.34E+25 8.44E+25 1.21E+26 1.50E+26 1.72E+26 1.85E+26 1.90E+26 1.88E+26 1.79E+26 1.65E+26 1.48E+26 1.29E+26 1.10E+26 9.07E+25 7.32E+25 5.77E+25 4.45E+25 3.34E+25 2.46E+25 1.77E+25 1.25E+25 8.58E+24 5.78E+24 3.81E+24 2.46E+24 1.56E+24 9.64E+23 5.84E+23 3.47E+23 2.02E+23
 200.00  5.532  3.60E+29 1.54E+28 2.64E+29 2.90E+26 5.64E+26 8.06E+26 1.01E+27 1.15E+27 1.25E+27 1.29E+27 1.27E+27 1.22E+27 1.13E+27 1.02E+27 8.94E+26 7.63E+26 6.36E+26 5.17E+26 4.11E+26 3.19E+26 2.42E+26 1.80E+26 1.31E+26 9.29E+25 6.47E+25 4.41E+25 2.94E+25 1.92E+25 1.23E+25 7.73E+24 4.75E+24 2.86E+24 1.69E+24

                    ************************************************************************************************
                    *  Z= 25 A= 53: Negative-Parity Spin-dependent Level Density [MeV-1] for Mn 53 and ldmodel= 1  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.196  1.28E+00 2.56E+00 1.49E+01 3.26E-01 5.31E-01 5.67E-01 4.69E-01 3.18E-01 1.80E-01 8.69E-02 3.58E-02 1.27E-02 3.86E-03 1.02E-03 2.32E-04 4.58E-05 7.84E-06 1.17E-06 1.51E-07 1.70E-08 1.66E-09 1.41E-10 1.05E-11 6.74E-13 3.78E-14 1.85E-15 7.87E-17 2.92E-18 9.43E-20 2.66E-21 6.52E-23 1.39E-24 2.60E-26
   0.50  0.277  2.78E+00 3.00E+00 1.74E+01 3.82E-01 6.23E-01 6.65E-01 5.51E-01 3.73E-01 2.12E-01 1.02E-01 4.20E-02 1.48E-02 4.53E-03 1.19E-03 2.72E-04 5.37E-05 9.20E-06 1.37E-06 1.77E-07 1.99E-08 1.95E-09 1.66E-10 1.23E-11 7.90E-13 4.44E-14 2.17E-15 9.23E-17 3.42E-18 1.11E-19 3.12E-21 7.65E-23 1.64E-24 3.05E-26
   0.75  0.339  4.54E+00 3.53E+00 2.05E+01 4.48E-01 7.31E-01 7.80E-01 6.46E-01 4.38E-01 2.48E-01 1.20E-01 4.92E-02 1.74E-02 5.31E-03 1.40E-03 3.19E-04 6.30E-05 1.08E-05 1.61E-06 2.08E-07 2.34E-08 2.28E-09 1.94E-10 1.44E-11 9.27E-13 5.20E-14 2.54E-15 1.08E-16 4.02E-18 1.30E-19 3.66E-21 8.97E-23 1.92E-24 3.58E-26
   1.00  0.391  6.61E+00 4.14E+00 2.40E+01 5.26E-01 8.58E-01 9.15E-01 7.58E-01 5.13E-01 2.91E-01 1.40E-01 5.78E-02 2.04E-02 6.23E-03 1.64E-03 3.74E-04 7.39E-05 1.27E-05 1.89E-06 2.44E-07 2.74E-08 2.68E-09 2.28E-10 1.69E-11 1.09E-12 6.11E-14 2.98E-15 1.27E-16 4.71E-18 1.52E-19 4.29E-21 1.05E-22 2.25E-24 4.20E-26
   1.25  0.437  9.04E+00 4.85E+00 2.82E+01 6.17E-01 1.01E+00 1.07E+00 8.89E-01 6.02E-01 3.42E-01 1.65E-01 6.78E-02 2.40E-02 7.31E-03 1.93E-03 4.39E-04 8.67E-05 1.49E-05 2.21E-06 2.86E-07 3.22E-08 3.15E-09 2.68E-10 1.98E-11 1.28E-12 7.16E-14 3.50E-15 1.49E-16 5.53E-18 1.79E-19 5.03E-21 1.24E-22 2.64E-24 4.93E-26
   1.50  0.479  1.19E+01 5.69E+00 3.31E+01 7.24E-01 1.18E+00 1.26E+00 1.04E+00 7.07E-01 4.01E-01 1.93E-01 7.95E-02 2.81E-02 8.58E-03 2.26E-03 5.15E-04 1.02E-04 1.74E-05 2.60E-06 3.36E-07 3.77E-08 3.69E-09 3.14E-10 2.32E-11 1.50E-12 8.41E-14 4.11E-15 1.75E-16 6.49E-18 2.10E-19 5.90E-21 1.45E-22 3.10E-24 5.78E-26
   1.75  0.518  1.52E+01 6.68E+00 3.88E+01 8.50E-01 1.39E+00 1.48E+00 1.22E+00 8.29E-01 4.71E-01 2.27E-01 9.33E-02 3.30E-02 1.01E-02 2.65E-03 6.04E-04 1.19E-04 2.05E-05 3.05E-06 3.94E-07 4.43E-08 4.33E-09 3.68E-10 2.73E-11 1.76E-12 9.86E-14 4.82E-15 2.05E-16 7.61E-18 2.46E-19 6.93E-21 1.70E-22 3.64E-24 6.79E-26
   2.00  0.553  1.91E+01 7.84E+00 4.55E+01 9.97E-01 1.63E+00 1.73E+00 1.44E+00 9.73E-01 5.52E-01 2.66E-01 1.09E-01 3.87E-02 1.18E-02 3.11E-03 7.09E-04 1.40E-04 2.40E-05 3.57E-06 4.62E-07 5.20E-08 5.08E-09 4.32E-10 3.20E-11 2.06E-12 1.16E-13 5.66E-15 2.41E-16 8.93E-18 2.89E-19 8.13E-21 2.00E-22 4.27E-24 7.96E-26
   2.25  0.587  2.37E+01 9.20E+00 5.34E+01 1.17E+00 1.91E+00 2.04E+00 1.69E+00 1.14E+00 6.48E-01 3.12E-01 1.28E-01 4.54E-02 1.39E-02 3.65E-03 8.32E-04 1.64E-04 2.82E-05 4.19E-06 5.42E-07 6.10E-08 5.96E-09 5.07E-10 3.75E-11 2.42E-12 1.36E-13 6.64E-15 2.83E-16 1.05E-17 3.39E-19 9.54E-21 2.34E-22 5.01E-24 9.34E-26
   2.50  0.619  2.91E+01 1.08E+01 6.26E+01 1.37E+00 2.24E+00 2.39E+00 1.98E+00 1.34E+00 7.60E-01 3.66E-01 1.51E-01 5.33E-02 1.63E-02 4.28E-03 9.76E-04 1.93E-04 3.31E-05 4.92E-06 6.36E-07 7.15E-08 6.99E-09 5.95E-10 4.40E-11 2.84E-12 1.59E-13 7.79E-15 3.31E-16 1.23E-17 3.97E-19 1.12E-20 2.75E-22 5.88E-24 1.10E-25
   2.75  0.649  3.55E+01 1.27E+01 7.35E+01 1.61E+00 2.63E+00 2.80E+00 2.32E+00 1.57E+00 8.92E-01 4.30E-01 1.77E-01 6.26E-02 1.91E-02 5.02E-03 1.15E-03 2.26E-04 3.88E-05 5.77E-06 7.47E-07 8.39E-08 8.21E-09 6.98E-10 5.17E-11 3.33E-12 1.87E-13 9.14E-15 3.89E-16 1.44E-17 4.66E-19 1.31E-20 3.22E-22 6.90E-24 1.29E-25
   3.00  0.678  4.29E+01 1.49E+01 8.68E+01 1.87E+00 3.05E+00 3.27E+00 2.72E+00 1.86E+00 1.06E+00 5.18E-01 2.16E-01 7.75E-02 2.40E-02 6.43E-03 1.49E-03 3.01E-04 5.27E-05 8.04E-06 1.07E-06 1.23E-07 1.24E-08 1.09E-09 8.29E-11 5.53E-12 3.21E-13 1.63E-14 7.20E-16 2.78E-17 9.36E-19 2.75E-20 7.07E-22 1.58E-23 3.10E-25
   3.25  0.705  5.16E+01 1.74E+01 1.03E+02 2.16E+00 3.54E+00 3.82E+00 3.20E+00 2.20E+00 1.28E+00 6.29E-01 2.66E-01 9.71E-02 3.07E-02 8.39E-03 1.99E-03 4.12E-04 7.42E-05 1.16E-05 1.59E-06 1.90E-07 1.98E-08 1.80E-09 1.43E-10 9.95E-12 6.04E-13 3.20E-14 1.49E-15 6.02E-17 2.14E-18 6.62E-20 1.80E-21 4.26E-23 8.85E-25
   3.50  0.732  6.18E+01 2.05E+01 1.22E+02 2.50E+00 4.11E+00 4.45E+00 3.76E+00 2.61E+00 1.53E+00 7.63E-01 3.28E-01 1.22E-01 3.91E-02 1.09E-02 2.65E-03 5.62E-04 1.04E-04 1.68E-05 2.37E-06 2.92E-07 3.14E-08 2.97E-09 2.45E-10 1.77E-11 1.12E-12 6.21E-14 3.01E-15 1.28E-16 4.78E-18 1.56E-19 4.47E-21 1.12E-22 2.46E-24
   3.75  0.758  7.38E+01 2.40E+01 1.44E+02 2.89E+00 4.77E+00 5.19E+00 4.41E+00 3.09E+00 1.83E+00 9.24E-01 4.03E-01 1.52E-01 4.97E-02 1.42E-02 3.52E-03 7.63E-04 1.45E-04 2.40E-05 3.49E-06 4.43E-07 4.94E-08 4.83E-09 4.14E-10 3.11E-11 2.05E-12 1.19E-13 6.02E-15 2.68E-16 1.05E-17 3.60E-19 1.09E-20 2.88E-22 6.69E-24
   4.00  0.782  8.79E+01 2.82E+01 1.70E+02 3.35E+00 5.54E+00 6.05E+00 5.18E+00 3.66E+00 2.19E+00 1.12E+00 4.94E-01 1.89E-01 6.30E-02 1.83E-02 4.64E-03 1.03E-03 2.00E-04 3.42E-05 5.10E-06 6.69E-07 7.70E-08 7.79E-09 6.92E-10 5.40E-11 3.70E-12 2.23E-13 1.18E-14 5.51E-16 2.26E-17 8.15E-19 2.59E-20 7.22E-22 1.77E-23
   4.25  0.806  1.04E+02 3.30E+01 2.02E+02 3.88E+00 6.43E+00 7.06E+00 6.08E+00 4.33E+00 2.61E+00 1.35E+00 6.05E-01 2.35E-01 7.97E-02 2.36E-02 6.11E-03 1.39E-03 2.76E-04 4.83E-05 7.42E-06 1.00E-06 1.19E-07 1.24E-08 1.14E-09 9.26E-11 6.60E-12 4.14E-13 2.29E-14 1.12E-15 4.79E-17 1.81E-18 6.03E-20 1.77E-21 4.59E-23
   4.50  0.830  1.24E+02 3.88E+01 2.38E+02 4.49E+00 7.47E+00 8.23E+00 7.13E+00 5.12E+00 3.12E+00 1.63E+00 7.40E-01 2.92E-01 1.01E-01 3.03E-02 8.01E-03 1.86E-03 3.79E-04 6.80E-05 1.07E-05 1.49E-06 1.83E-07 1.97E-08 1.87E-09 1.57E-10 1.16E-11 7.60E-13 4.38E-14 2.22E-15 9.98E-17 3.95E-18 1.38E-19 4.26E-21 1.16E-22
   4.75  0.853  1.47E+02 4.55E+01 2.82E+02 5.20E+00 8.67E+00 9.60E+00 8.36E+00 6.05E+00 3.72E+00 1.97E+00 9.04E-01 3.62E-01 1.27E-01 3.89E-02 1.05E-02 2.48E-03 5.18E-04 9.52E-05 1.54E-05 2.20E-06 2.78E-07 3.10E-08 3.04E-09 2.64E-10 2.03E-11 1.38E-12 8.24E-14 4.37E-15 2.05E-16 8.47E-18 3.10E-19 1.00E-20 2.88E-22
   5.00  0.875  1.73E+02 5.34E+01 3.33E+02 6.03E+00 1.01E+01 1.12E+01 9.81E+00 7.15E+00 4.43E+00 2.37E+00 1.10E+00 4.48E-01 1.59E-01 4.97E-02 1.36E-02 3.30E-03 7.04E-04 1.33E-04 2.20E-05 3.24E-06 4.20E-07 4.82E-08 4.90E-09 4.40E-10 3.50E-11 2.46E-12 1.53E-13 8.45E-15 4.13E-16 1.79E-17 6.85E-19 2.32E-20 6.99E-22
   5.50  0.917  2.47E+02 7.35E+01 4.66E+02 8.09E+00 1.36E+01 1.52E+01 1.35E+01 9.96E+00 6.29E+00 3.44E+00 1.64E+00 6.82E-01 2.50E-01 8.07E-02 2.30E-02 5.78E-03 1.29E-03 2.54E-04 4.43E-05 6.85E-06 9.40E-07 1.14E-07 1.24E-08 1.18E-09 1.01E-10 7.61E-12 5.11E-13 3.04E-14 1.61E-15 7.58E-17 3.17E-18 1.18E-19 3.89E-21
   6.00  0.958  3.48E+02 1.01E+02 6.51E+02 1.09E+01 1.83E+01 2.07E+01 1.85E+01 1.39E+01 8.91E+00 4.96E+00 2.41E+00 1.03E+00 3.89E-01 1.30E-01 3.82E-02 9.99E-03 2.32E-03 4.77E-04 8.72E-05 1.42E-05 2.05E-06 2.64E-07 3.02E-08 3.08E-09 2.79E-10 2.26E-11 1.63E-12 1.04E-13 5.96E-15 3.04E-16 1.38E-17 5.58E-19 2.01E-20
   6.50  0.997  4.87E+02 1.39E+02 9.10E+02 1.46E+01 2.47E+01 2.81E+01 2.54E+01 1.93E+01 1.26E+01 7.14E+00 3.55E+00 1.56E+00 6.03E-01 2.07E-01 6.30E-02 1.71E-02 4.11E-03 8.82E-04 1.69E-04 2.87E-05 4.37E-06 5.92E-07 7.17E-08 7.74E-09 7.47E-10 6.44E-11 4.96E-12 3.41E-13 2.10E-14 1.15E-15 5.65E-17 2.48E-18 9.74E-20
   7.00  1.035  6.79E+02 1.92E+02 1.27E+03 1.96E+01 3.34E+01 3.82E+01 3.49E+01 2.68E+01 1.77E+01 1.02E+01 5.20E+00 2.33E+00 9.27E-01 3.27E-01 1.03E-01 2.88E-02 7.20E-03 1.61E-03 3.20E-04 5.71E-05 9.10E-06 1.30E-06 1.66E-07 1.89E-08 1.93E-09 1.77E-10 1.45E-11 1.07E-12 7.04E-14 4.15E-15 2.20E-16 1.04E-17 4.43E-19
   7.50  1.071  9.42E+02 2.64E+02 1.77E+03 2.64E+01 4.51E+01 5.20E+01 4.79E+01 3.72E+01 2.50E+01 1.47E+01 7.59E+00 3.48E+00 1.42E+00 5.14E-01 1.66E-01 4.82E-02 1.25E-02 2.89E-03 5.99E-04 1.11E-04 1.86E-05 2.78E-06 3.73E-07 4.49E-08 4.85E-09 4.71E-10 4.11E-11 3.22E-12 2.26E-13 1.43E-14 8.12E-16 4.15E-17 1.90E-18
   8.00  1.106  1.31E+03 3.63E+02 2.47E+03 3.56E+01 6.10E+01 7.07E+01 6.57E+01 5.16E+01 3.51E+01 2.09E+01 1.10E+01 5.17E+00 2.15E+00 8.02E-01 2.67E-01 7.97E-02 2.13E-02 5.12E-03 1.10E-03 2.14E-04 3.72E-05 5.82E-06 8.20E-07 1.04E-07 1.18E-08 1.21E-09 1.12E-10 9.33E-12 6.99E-13 4.72E-14 2.87E-15 1.57E-16 7.74E-18
   8.50  1.141  1.81E+03 5.00E+02 3.45E+03 4.79E+01 8.24E+01 9.61E+01 9.00E+01 7.15E+01 4.93E+01 2.98E+01 1.60E+01 7.65E+00 3.26E+00 1.24E+00 4.26E-01 1.31E-01 3.61E-02 8.97E-03 2.01E-03 4.04E-04 7.32E-05 1.20E-05 1.76E-06 2.35E-07 2.81E-08 3.04E-09 2.97E-10 2.62E-11 2.08E-12 1.49E-13 9.68E-15 5.67E-16 3.00E-17
   9.00  1.174  2.49E+03 6.88E+02 4.81E+03 6.46E+01 1.11E+02 1.31E+02 1.23E+02 9.90E+01 6.90E+01 4.24E+01 2.32E+01 1.13E+01 4.91E+00 1.92E+00 6.74E-01 2.13E-01 6.06E-02 1.55E-02 3.60E-03 7.52E-04 1.42E-04 2.42E-05 3.72E-06 5.18E-07 6.52E-08 7.41E-09 7.63E-10 7.10E-11 5.98E-12 4.56E-13 3.14E-14 1.96E-15 1.11E-16
   9.50  1.206  3.44E+03 9.48E+02 6.71E+03 8.71E+01 1.51E+02 1.78E+02 1.69E+02 1.37E+02 9.66E+01 6.02E+01 3.34E+01 1.66E+01 7.36E+00 2.94E+00 1.06E+00 3.44E-01 1.01E-01 2.66E-02 6.38E-03 1.38E-03 2.70E-04 4.79E-05 7.70E-06 1.12E-06 1.47E-07 1.76E-08 1.91E-09 1.87E-10 1.66E-11 1.34E-12 9.81E-14 6.51E-15 3.92E-16
  10.00  1.237  4.75E+03 1.30E+03 9.35E+03 1.17E+02 2.04E+02 2.42E+02 2.31E+02 1.89E+02 1.35E+02 8.54E+01 4.81E+01 2.42E+01 1.10E+01 4.49E+00 1.65E+00 5.51E-01 1.66E-01 4.52E-02 1.12E-02 2.50E-03 5.08E-04 9.36E-05 1.56E-05 2.37E-06 3.27E-07 4.09E-08 4.64E-09 4.79E-10 4.49E-11 3.82E-12 2.96E-13 2.08E-14 1.33E-15
  11.00  1.297  9.69E+03 2.47E+03 1.81E+04 2.14E+02 3.73E+02 4.47E+02 4.34E+02 3.61E+02 2.63E+02 1.71E+02 9.89E+01 5.15E+01 2.42E+01 1.03E+01 3.97E+00 1.39E+00 4.40E-01 1.27E-01 3.33E-02 7.94E-03 1.73E-03 3.41E-04 6.15E-05 1.01E-05 1.51E-06 2.06E-07 2.56E-08 2.91E-09 3.01E-10 2.84E-11 2.44E-12 1.92E-13 1.37E-14
  12.00  1.355  1.91E+04 4.69E+03 3.52E+04 3.90E+02 6.85E+02 8.27E+02 8.13E+02 6.87E+02 5.11E+02 3.39E+02 2.02E+02 1.08E+02 5.27E+01 2.33E+01 9.34E+00 3.41E+00 1.14E+00 3.45E-01 9.55E-02 2.42E-02 5.59E-03 1.18E-03 2.28E-04 4.03E-05 6.50E-06 9.61E-07 1.30E-07 1.61E-08 1.82E-09 1.89E-10 1.79E-11 1.56E-12 1.24E-13
  13.00  1.410  3.68E+04 8.88E+03 6.81E+04 7.13E+02 1.26E+03 1.53E+03 1.52E+03 1.31E+03 9.89E+02 6.70E+02 4.09E+02 2.26E+02 1.13E+02 5.18E+01 2.16E+01 8.21E+00 2.86E+00 9.10E-01 2.65E-01 7.09E-02 1.74E-02 3.90E-03 8.02E-04 1.52E-04 2.63E-05 4.18E-06 6.10E-07 8.19E-08 1.01E-08 1.14E-09 1.18E-10 1.13E-11 9.90E-13
  14.00  1.464  7.05E+04 1.68E+04 1.32E+05 1.30E+03 2.31E+03 2.83E+03 2.85E+03 2.48E+03 1.91E+03 1.32E+03 8.23E+02 4.66E+02 2.41E+02 1.14E+02 4.90E+01 1.94E+01 7.03E+00 2.34E+00 7.16E-01 2.01E-01 5.19E-02 1.23E-02 2.69E-03 5.42E-04 1.00E-04 1.71E-05 2.68E-06 3.87E-07 5.16E-08 6.32E-09 7.14E-10 7.43E-11 7.12E-12
  15.00  1.515  1.34E+05 3.19E+04 2.55E+05 2.39E+03 4.25E+03 5.25E+03 5.33E+03 4.69E+03 3.67E+03 2.58E+03 1.65E+03 9.56E+02 5.07E+02 2.47E+02 1.10E+02 4.51E+01 1.70E+01 5.89E+00 1.88E+00 5.54E-01 1.50E-01 3.76E-02 8.68E-03 1.85E-03 3.64E-04 6.61E-05 1.11E-05 1.72E-06 2.46E-07 3.25E-08 3.96E-09 4.47E-10 4.66E-11
  16.00  1.565  2.55E+05 6.04E+04 4.93E+05 4.37E+03 7.81E+03 9.71E+03 9.95E+03 8.87E+03 7.05E+03 5.05E+03 3.28E+03 1.95E+03 1.06E+03 5.31E+02 2.45E+02 1.04E+02 4.05E+01 1.46E+01 4.87E+00 1.50E+00 4.27E-01 1.12E-01 2.73E-02 6.16E-03 1.28E-03 2.48E-04 4.43E-05 7.34E-06 1.13E-06 1.60E-07 2.10E-08 2.56E-09 2.90E-10
  17.00  1.613  4.81E+05 1.13E+05 9.42E+05 7.90E+03 1.42E+04 1.77E+04 1.84E+04 1.66E+04 1.34E+04 9.73E+03 6.46E+03 3.93E+03 2.20E+03 1.13E+03 5.36E+02 2.35E+02 9.52E+01 3.57E+01 1.24E+01 3.99E+00 1.19E+00 3.30E-01 8.46E-02 2.01E-02 4.45E-03 9.13E-04 1.74E-04 3.08E-05 5.05E-06 7.71E-07 1.09E-07 1.44E-08 1.76E-09
  18.00  1.660  8.99E+05 2.09E+05 1.77E+06 1.41E+04 2.54E+04 3.20E+04 3.34E+04 3.04E+04 2.49E+04 1.84E+04 1.25E+04 7.73E+03 4.42E+03 2.33E+03 1.14E+03 5.14E+02 2.15E+02 8.37E+01 3.02E+01 1.01E+01 3.15E+00 9.12E-01 2.45E-01 6.14E-02 1.43E-02 3.10E-03 6.25E-04 1.17E-04 2.05E-05 3.34E-06 5.06E-07 7.14E-08 9.38E-09
  19.00  1.705  1.66E+06 3.79E+05 3.28E+06 2.48E+04 4.49E+04 5.68E+04 5.98E+04 5.51E+04 4.56E+04 3.42E+04 2.35E+04 1.49E+04 8.69E+03 4.70E+03 2.35E+03 1.09E+03 4.71E+02 1.89E+02 7.06E+01 2.45E+01 7.94E+00 2.40E+00 6.73E-01 1.76E-01 4.31E-02 9.81E-03 2.08E-03 4.13E-04 7.64E-05 1.32E-05 2.12E-06 3.19E-07 4.47E-08
  20.00  1.749  3.02E+06 6.81E+05 5.98E+06 4.33E+04 7.84E+04 9.98E+04 1.06E+05 9.83E+04 8.22E+04 6.26E+04 4.37E+04 2.81E+04 1.67E+04 9.24E+03 4.73E+03 2.26E+03 1.00E+03 4.13E+02 1.59E+02 5.72E+01 1.92E+01 6.01E+00 1.76E+00 4.80E-01 1.22E-01 2.92E-02 6.50E-03 1.35E-03 2.64E-04 4.80E-05 8.17E-06 1.30E-06 1.94E-07
  22.50  1.856  1.69E+07 2.78E+06 2.54E+07 1.65E+05 3.02E+05 3.88E+05 4.18E+05 3.96E+05 3.39E+05 2.66E+05 1.92E+05 1.28E+05 7.95E+04 4.59E+04 2.48E+04 1.25E+04 5.87E+03 2.58E+03 1.07E+03 4.12E+02 1.49E+02 5.06E+01 1.61E+01 4.81E+00 1.35E+00 3.55E-01 8.77E-02 2.03E-02 4.43E-03 9.05E-04 1.74E-04 3.14E-05 5.32E-06
  25.00  1.956  7.00E+07 1.06E+07 1.00E+08 5.95E+05 1.09E+06 1.42E+06 1.54E+06 1.49E+06 1.30E+06 1.04E+06 7.74E+05 5.33E+05 3.42E+05 2.06E+05 1.16E+05 6.09E+04 3.01E+04 1.40E+04 6.09E+03 2.50E+03 9.64E+02 3.50E+02 1.20E+02 3.85E+01 1.17E+01 3.33E+00 8.96E-01 2.27E-01 5.43E-02 1.22E-02 2.59E-03 5.19E-04 9.80E-05
  30.00  2.143  1.37E+09 1.30E+08 1.30E+09 6.60E+06 1.22E+07 1.61E+07 1.79E+07 1.77E+07 1.59E+07 1.33E+07 1.03E+07 7.42E+06 5.03E+06 3.21E+06 1.93E+06 1.09E+06 5.81E+05 2.93E+05 1.40E+05 6.30E+04 2.68E+04 1.08E+04 4.14E+03 1.50E+03 5.13E+02 1.67E+02 5.12E+01 1.49E+01 4.13E+00 1.08E+00 2.68E-01 6.32E-02 1.41E-02
  40.00  2.474  2.31E+11 1.15E+10 1.25E+11 4.97E+08 9.30E+08 1.25E+09 1.43E+09 1.46E+09 1.37E+09 1.20E+09 9.86E+08 7.61E+08 5.55E+08 3.84E+08 2.52E+08 1.57E+08 9.29E+07 5.24E+07 2.81E+07 1.44E+07 7.03E+06 3.27E+06 1.45E+06 6.15E+05 2.49E+05 9.61E+04 3.54E+04 1.25E+04 4.20E+03 1.35E+03 4.14E+02 1.21E+02 3.40E+01
  50.00  2.766  1.23E+13 6.02E+11 7.02E+12 2.31E+10 4.36E+10 5.93E+10 6.89E+10 7.23E+10 6.99E+10 6.32E+10 5.38E+10 4.34E+10 3.32E+10 2.42E+10 1.68E+10 1.12E+10 7.09E+09 4.31E+09 2.50E+09 1.39E+09 7.42E+08 3.80E+08 1.86E+08 8.75E+07 3.95E+07 1.71E+07 7.10E+06 2.83E+06 1.08E+06 3.98E+05 1.41E+05 4.77E+04 1.55E+04
  60.00  3.030  4.47E+14 2.17E+13 2.67E+14 7.58E+11 1.44E+12 1.97E+12 2.32E+12 2.47E+12 2.44E+12 2.26E+12 1.98E+12 1.65E+12 1.31E+12 9.89E+11 7.17E+11 4.98E+11 3.32E+11 2.13E+11 1.31E+11 7.73E+10 4.39E+10 2.40E+10 1.26E+10 6.41E+09 3.13E+09 1.47E+09 6.66E+08 2.90E+08 1.22E+08 4.94E+07 1.93E+07 7.26E+06 2.63E+06
  70.00  3.273  1.22E+16 5.89E+14 7.58E+15 1.90E+13 3.61E+13 5.00E+13 5.94E+13 6.41E+13 6.42E+13 6.06E+13 5.41E+13 4.61E+13 3.75E+13 2.93E+13 2.19E+13 1.58E+13 1.09E+13 7.28E+12 4.67E+12 2.89E+12 1.73E+12 9.95E+11 5.53E+11 2.97E+11 1.54E+11 7.70E+10 3.72E+10 1.74E+10 7.85E+09 3.42E+09 1.44E+09 5.88E+08 2.32E+08
  80.00  3.499  2.68E+17 1.28E+16 1.71E+17 3.84E+14 7.33E+14 1.02E+15 1.22E+15 1.33E+15 1.35E+15 1.29E+15 1.17E+15 1.02E+15 8.47E+14 6.77E+14 5.20E+14 3.84E+14 2.74E+14 1.89E+14 1.25E+14 8.06E+13 5.00E+13 3.00E+13 1.74E+13 9.79E+12 5.32E+12 2.80E+12 1.43E+12 7.04E+11 3.36E+11 1.56E+11 6.97E+10 3.03E+10 1.27E+10
  90.00  3.711  4.87E+18 2.30E+17 3.18E+18 6.51E+15 1.25E+16 1.74E+16 2.10E+16 2.31E+16 2.36E+16 2.29E+16 2.11E+16 1.86E+16 1.57E+16 1.28E+16 1.00E+16 7.60E+15 5.56E+15 3.93E+15 2.69E+15 1.78E+15 1.14E+15 7.07E+14 4.26E+14 2.48E+14 1.40E+14 7.69E+13 4.09E+13 2.11E+13 1.06E+13 5.13E+12 2.42E+12 1.10E+12 4.90E+11
 100.00  3.912  7.60E+19 3.56E+18 5.06E+19 9.53E+16 1.83E+17 2.56E+17 3.11E+17 3.44E+17 3.55E+17 3.48E+17 3.24E+17 2.89E+17 2.48E+17 2.06E+17 1.64E+17 1.27E+17 9.45E+16 6.83E+16 4.78E+16 3.25E+16 2.14E+16 1.36E+16 8.46E+15 5.09E+15 2.97E+15 1.69E+15 9.30E+14 4.98E+14 2.59E+14 1.31E+14 6.44E+13 3.08E+13 1.43E+13
 110.00  4.103  1.04E+21 4.82E+19 7.03E+20 1.23E+18 2.37E+18 3.33E+18 4.05E+18 4.51E+18 4.69E+18 4.63E+18 4.36E+18 3.94E+18 3.42E+18 2.87E+18 2.32E+18 1.82E+18 1.39E+18 1.02E+18 7.29E+17 5.06E+17 3.41E+17 2.23E+17 1.42E+17 8.76E+16 5.27E+16 3.08E+16 1.75E+16 9.68E+15 5.21E+15 2.73E+15 1.39E+15 6.89E+14 3.32E+14
 120.00  4.285  1.27E+22 5.83E+20 8.71E+21 1.42E+19 2.74E+19 3.86E+19 4.73E+19 5.29E+19 5.54E+19 5.50E+19 5.22E+19 4.76E+19 4.19E+19 3.55E+19 2.92E+19 2.32E+19 1.79E+19 1.34E+19 9.75E+18 6.89E+18 4.73E+18 3.16E+18 2.06E+18 1.30E+18 8.02E+17 4.81E+17 2.81E+17 1.60E+17 8.84E+16 4.77E+16 2.51E+16 1.28E+16 6.41E+15
