                    ************************************************************************************************
                    *  Z= 25 A= 51: Positive-Parity Spin-dependent Level Density [MeV-1] for Mn 51 and ldmodel= 3  *
 170.00  5.729  6.94E+23 2.92E+22 4.96E+23 5.62E+20 1.09E+21 1.56E+21 1.94E+21 2.22E+21 2.40E+21 2.47E+21 2.44E+21 2.32E+21 2.15E+21 1.93E+21 1.68E+21 1.43E+21 1.18E+21 9.56E+20 7.55E+20 5.82E+20 4.38E+20 3.23E+20 2.33E+20 1.64E+20 1.13E+20 7.65E+19 5.05E+19 3.27E+19 2.07E+19 1.29E+19 7.82E+18 4.65E+18 2.71E+18
 180.00  5.895  4.16E+24 1.73E+23 2.99E+24 3.24E+21 6.30E+21 9.02E+21 1.13E+22 1.29E+22 1.40E+22 1.44E+22 1.43E+22 1.37E+22 1.27E+22 1.15E+22 1.01E+22 8.63E+21 7.20E+21 5.87E+21 4.67E+21 3.64E+21 2.77E+21 2.06E+21 1.50E+21 1.07E+21 7.47E+20 5.10E+20 3.42E+20 2.24E+20 1.44E+20 9.07E+19 5.60E+19 3.38E+19 2.01E+19
 190.00  6.057  2.38E+25 9.82E+23 1.72E+25 1.79E+22 3.48E+22 4.99E+22 6.23E+22 7.17E+22 7.78E+22 8.06E+22 8.02E+22 7.72E+22 7.20E+22 6.53E+22 5.77E+22 4.97E+22 4.17E+22 3.43E+22 2.75E+22 2.16E+22 1.66E+22 1.24E+22 9.15E+21 6.59E+21 4.65E+21 3.22E+21 2.18E+21 1.45E+21 9.43E+20 6.01E+20 3.76E+20 2.31E+20 1.39E+20
 200.00  6.214  1.30E+26 5.33E+24 9.45E+25 9.46E+22 1.84E+23 2.64E+23 3.31E+23 3.82E+23 4.15E+23 4.31E+23 4.31E+23 4.16E+23 3.90E+23 3.55E+23 3.16E+23 2.73E+23 2.31E+23 1.91E+23 1.54E+23 1.22E+23 9.45E+22 7.16E+22 5.32E+22 3.87E+22 2.76E+22 1.93E+22 1.32E+22 8.86E+21 5.84E+21 3.77E+21 2.39E+21 1.49E+21 9.07E+20

                    ************************************************************************************************
                    *  Z= 25 A= 51: Negative-Parity Spin-dependent Level Density [MeV-1] for Mn 51 and ldmodel= 3  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.220  2.99E-01 5.97E-01 3.07E+00 9.18E-02 1.43E-01 1.41E-01 1.05E-01 6.18E-02 2.96E-02 1.17E-02 3.80E-03 1.03E-03 2.35E-04 4.48E-05 7.15E-06 9.60E-07 1.08E-07 1.03E-08 8.25E-10 5.56E-11 3.17E-12 1.52E-13 6.16E-15 2.10E-16 6.07E-18 1.48E-19 3.05E-21 5.30E-23 7.78E-25 9.65E-27 1.01E-28 1.00E-30 1.00E-30
   0.50  0.311  6.93E-01 7.88E-01 4.06E+00 1.21E-01 1.89E-01 1.86E-01 1.38E-01 8.16E-02 3.90E-02 1.54E-02 5.02E-03 1.37E-03 3.10E-04 5.91E-05 9.43E-06 1.27E-06 1.43E-07 1.36E-08 1.09E-09 7.34E-11 4.18E-12 2.01E-13 8.12E-15 2.78E-16 8.01E-18 1.95E-19 4.02E-21 6.99E-23 1.03E-24 1.27E-26 1.34E-28 1.18E-30 1.00E-30
   0.75  0.381  1.21E+00 1.04E+00 5.33E+00 1.59E-01 2.48E-01 2.45E-01 1.82E-01 1.07E-01 5.13E-02 2.02E-02 6.60E-03 1.80E-03 4.08E-04 7.77E-05 1.24E-05 1.67E-06 1.88E-07 1.79E-08 1.43E-09 9.66E-11 5.49E-12 2.64E-13 1.07E-14 3.65E-16 1.05E-17 2.57E-19 5.29E-21 9.19E-23 1.35E-24 1.67E-26 1.76E-28 1.56E-30 1.00E-30
   1.00  0.439  1.89E+00 1.36E+00 6.99E+00 2.09E-01 3.25E-01 3.21E-01 2.39E-01 1.41E-01 6.73E-02 2.65E-02 8.66E-03 2.35E-03 5.35E-04 1.02E-04 1.63E-05 2.18E-06 2.46E-07 2.34E-08 1.88E-09 1.27E-10 7.20E-12 3.46E-13 1.40E-14 4.79E-16 1.38E-17 3.37E-19 6.93E-21 1.20E-22 1.77E-24 2.20E-26 2.30E-28 2.04E-30 1.00E-30
   1.25  0.491  2.78E+00 1.78E+00 9.14E+00 2.73E-01 4.25E-01 4.20E-01 3.12E-01 1.84E-01 8.80E-02 3.47E-02 1.13E-02 3.08E-03 6.99E-04 1.33E-04 2.13E-05 2.85E-06 3.22E-07 3.06E-08 2.45E-09 1.65E-10 9.42E-12 4.52E-13 1.83E-14 6.26E-16 1.81E-17 4.40E-19 9.06E-21 1.58E-22 2.31E-24 2.87E-26 3.01E-28 2.67E-30 1.00E-30
   1.50  0.538  3.94E+00 2.32E+00 1.19E+01 3.56E-01 5.54E-01 5.47E-01 4.07E-01 2.40E-01 1.15E-01 4.52E-02 1.48E-02 4.01E-03 9.12E-04 1.74E-04 2.77E-05 3.72E-06 4.20E-07 3.99E-08 3.20E-09 2.16E-10 1.23E-11 5.90E-13 2.39E-14 8.16E-16 2.36E-17 5.74E-19 1.18E-20 2.05E-22 3.02E-24 3.74E-26 3.92E-28 3.48E-30 1.00E-30
   1.75  0.581  5.44E+00 3.01E+00 1.55E+01 4.63E-01 7.21E-01 7.12E-01 5.29E-01 3.12E-01 1.49E-01 5.88E-02 1.92E-02 5.22E-03 1.19E-03 2.26E-04 3.61E-05 4.84E-06 5.47E-07 5.20E-08 4.16E-09 2.81E-10 1.60E-11 7.67E-13 3.11E-14 1.06E-15 3.07E-17 7.47E-19 1.54E-20 2.67E-22 3.93E-24 4.87E-26 5.11E-28 4.53E-30 1.00E-30
   2.00  0.621  7.40E+00 3.92E+00 2.02E+01 6.02E-01 9.37E-01 9.25E-01 6.88E-01 4.05E-01 1.94E-01 7.64E-02 2.49E-02 6.78E-03 1.54E-03 2.93E-04 4.69E-05 6.29E-06 7.10E-07 6.75E-08 5.41E-09 3.65E-10 2.08E-11 9.97E-13 4.04E-14 1.38E-15 3.98E-17 9.70E-19 2.00E-20 3.47E-22 5.10E-24 6.33E-26 6.63E-28 5.88E-30 1.00E-30
   2.25  0.659  9.81E+00 4.81E+00 2.60E+01 6.86E-01 1.09E+00 1.11E+00 8.65E-01 5.40E-01 2.78E-01 1.19E-01 4.29E-02 1.30E-02 3.35E-03 7.31E-04 1.36E-04 2.14E-05 2.89E-06 3.31E-07 3.25E-08 2.72E-09 1.94E-10 1.19E-11 6.20E-13 2.77E-14 1.06E-15 3.45E-17 9.65E-19 2.31E-20 4.73E-22 8.29E-24 1.24E-25 1.60E-27 1.76E-29
   2.50  0.695  1.27E+01 5.84E+00 3.22E+01 8.06E-01 1.29E+00 1.33E+00 1.06E+00 6.77E-01 3.59E-01 1.59E-01 5.96E-02 1.90E-02 5.13E-03 1.19E-03 2.34E-04 3.95E-05 5.72E-06 7.10E-07 7.55E-08 6.91E-09 5.42E-10 3.66E-11 2.12E-12 1.06E-13 4.53E-15 1.67E-16 5.29E-18 1.44E-19 3.39E-21 6.85E-23 1.19E-24 1.78E-26 2.30E-28
   2.75  0.729  1.63E+01 7.08E+00 3.98E+01 9.47E-01 1.53E+00 1.60E+00 1.29E+00 8.44E-01 4.59E-01 2.10E-01 8.18E-02 2.71E-02 7.68E-03 1.87E-03 3.90E-04 7.00E-05 1.08E-05 1.44E-06 1.66E-07 1.64E-08 1.40E-09 1.04E-10 6.61E-12 3.64E-13 1.73E-14 7.13E-16 2.54E-17 7.80E-19 2.07E-20 4.77E-22 9.48E-24 1.63E-25 2.43E-27
   3.00  0.761  2.06E+01 8.58E+00 4.91E+01 1.11E+00 1.81E+00 1.91E+00 1.57E+00 1.05E+00 5.84E-01 2.75E-01 1.11E-01 3.81E-02 1.13E-02 2.87E-03 6.32E-04 1.20E-04 1.97E-05 2.80E-06 3.45E-07 3.68E-08 3.40E-09 2.73E-10 1.90E-11 1.15E-12 6.01E-14 2.74E-15 1.08E-16 3.71E-18 1.11E-19 2.87E-21 6.45E-23 1.26E-24 2.14E-26
   3.25  0.792  2.57E+01 1.04E+01 6.05E+01 1.31E+00 2.14E+00 2.29E+00 1.90E+00 1.29E+00 7.38E-01 3.58E-01 1.48E-01 5.29E-02 1.63E-02 4.33E-03 9.98E-04 2.00E-04 3.47E-05 5.23E-06 6.86E-07 7.84E-08 7.79E-09 6.75E-10 5.09E-11 3.35E-12 1.92E-13 9.57E-15 4.17E-16 1.58E-17 5.24E-19 1.51E-20 3.81E-22 8.39E-24 1.61E-25
   3.50  0.822  3.20E+01 1.25E+01 7.43E+01 1.54E+00 2.53E+00 2.73E+00 2.30E+00 1.59E+00 9.28E-01 4.61E-01 1.97E-01 7.25E-02 2.31E-02 6.40E-03 1.54E-03 3.23E-04 5.91E-05 9.43E-06 1.31E-06 1.60E-07 1.70E-08 1.58E-09 1.28E-10 9.11E-12 5.66E-13 3.08E-14 1.47E-15 6.12E-17 2.23E-18 7.14E-20 2.00E-21 4.90E-23 1.05E-24
   3.75  0.851  3.96E+01 1.51E+01 9.10E+01 1.81E+00 2.99E+00 3.26E+00 2.78E+00 1.96E+00 1.16E+00 5.90E-01 2.59E-01 9.82E-02 3.24E-02 9.31E-03 2.34E-03 5.12E-04 9.82E-05 1.65E-05 2.43E-06 3.13E-07 3.54E-08 3.51E-09 3.05E-10 2.33E-11 1.57E-12 9.23E-14 4.78E-15 2.17E-16 8.68E-18 3.05E-19 9.39E-21 2.55E-22 6.07E-24
   4.00  0.879  4.87E+01 1.82E+01 1.11E+02 2.13E+00 3.54E+00 3.89E+00 3.35E+00 2.39E+00 1.45E+00 7.51E-01 3.37E-01 1.32E-01 4.48E-02 1.33E-02 3.48E-03 7.94E-04 1.59E-04 2.80E-05 4.34E-06 5.91E-07 7.08E-08 7.46E-09 6.93E-10 5.67E-11 4.08E-12 2.59E-13 1.45E-14 7.14E-16 3.10E-17 1.19E-18 4.01E-20 1.20E-21 3.14E-23
   4.25  0.906  5.96E+01 2.19E+01 1.36E+02 2.51E+00 4.18E+00 4.62E+00 4.03E+00 2.92E+00 1.79E+00 9.51E-01 4.37E-01 1.75E-01 6.14E-02 1.89E-02 5.09E-03 1.21E-03 2.53E-04 4.65E-05 7.55E-06 1.08E-06 1.37E-07 1.53E-08 1.50E-09 1.31E-10 1.01E-11 6.86E-13 4.12E-14 2.19E-15 1.03E-16 4.28E-18 1.57E-19 5.12E-21 1.47E-22
   4.50  0.932  7.28E+01 2.63E+01 1.66E+02 2.94E+00 4.93E+00 5.49E+00 4.84E+00 3.55E+00 2.22E+00 1.20E+00 5.62E-01 2.31E-01 8.32E-02 2.63E-02 7.35E-03 1.81E-03 3.93E-04 7.55E-05 1.28E-05 1.92E-06 2.56E-07 3.01E-08 3.14E-09 2.90E-10 2.38E-11 1.72E-12 1.11E-13 6.33E-15 3.20E-16 1.44E-17 5.71E-19 2.02E-20 6.31E-22
   4.75  0.958  8.86E+01 3.16E+01 2.01E+02 3.46E+00 5.81E+00 6.52E+00 5.80E+00 4.30E+00 2.73E+00 1.50E+00 7.19E-01 3.02E-01 1.12E-01 3.64E-02 1.05E-02 2.67E-03 6.01E-04 1.20E-04 2.12E-05 3.34E-06 4.65E-07 5.76E-08 6.33E-09 6.18E-10 5.36E-11 4.13E-12 2.83E-13 1.73E-14 9.36E-16 4.51E-17 1.93E-18 7.37E-20 2.50E-21
   5.00  0.983  1.08E+02 3.79E+01 2.44E+02 4.05E+00 6.84E+00 7.73E+00 6.93E+00 5.20E+00 3.35E+00 1.87E+00 9.14E-01 3.92E-01 1.49E-01 4.97E-02 1.47E-02 3.87E-03 9.03E-04 1.87E-04 3.45E-05 5.65E-06 8.23E-07 1.07E-07 1.23E-08 1.27E-09 1.16E-10 9.50E-12 6.91E-13 4.48E-14 2.59E-15 1.34E-16 6.14E-18 2.52E-19 9.21E-21
   5.50  1.030  1.62E+02 5.41E+01 3.58E+02 5.57E+00 9.46E+00 1.08E+01 9.86E+00 7.56E+00 4.99E+00 2.87E+00 1.45E+00 6.50E-01 2.57E-01 9.04E-02 2.83E-02 7.88E-03 1.96E-03 4.34E-04 8.59E-05 1.52E-05 2.40E-06 3.40E-07 4.30E-08 4.87E-09 4.93E-10 4.47E-11 3.63E-12 2.64E-13 1.72E-14 1.00E-15 5.25E-17 2.46E-18 1.03E-19
   6.00  1.076  2.39E+02 7.70E+01 5.21E+02 7.63E+00 1.30E+01 1.51E+01 1.39E+01 1.09E+01 7.36E+00 4.35E+00 2.27E+00 1.05E+00 4.33E-01 1.59E-01 5.22E-02 1.53E-02 4.03E-03 9.49E-04 2.01E-04 3.80E-05 6.47E-06 9.88E-07 1.36E-07 1.67E-08 1.86E-09 1.85E-10 1.66E-11 1.33E-12 9.67E-14 6.30E-15 3.70E-16 1.95E-17 9.25E-19
   6.50  1.120  3.47E+02 1.09E+02 7.52E+02 1.04E+01 1.79E+01 2.09E+01 1.96E+01 1.56E+01 1.07E+01 6.51E+00 3.49E+00 1.67E+00 7.13E-01 2.73E-01 9.34E-02 2.87E-02 7.95E-03 1.98E-03 4.43E-04 8.93E-05 1.62E-05 2.66E-06 3.93E-07 5.24E-08 6.30E-09 6.83E-10 6.69E-11 5.91E-12 4.72E-13 3.40E-14 2.21E-15 1.30E-16 6.89E-18
   7.00  1.163  5.00E+02 1.53E+02 1.08E+03 1.42E+01 2.45E+01 2.88E+01 2.73E+01 2.21E+01 1.55E+01 9.61E+00 5.30E+00 2.61E+00 1.15E+00 4.55E-01 1.62E-01 5.21E-02 1.51E-02 3.95E-03 9.33E-04 1.99E-04 3.84E-05 6.71E-06 1.06E-06 1.51E-07 1.96E-08 2.30E-09 2.44E-10 2.34E-11 2.04E-12 1.61E-13 1.15E-14 7.44E-16 4.37E-17
   7.50  1.203  7.15E+02 2.14E+02 1.54E+03 1.92E+01 3.34E+01 3.96E+01 3.80E+01 3.11E+01 2.22E+01 1.41E+01 7.93E+00 4.01E+00 1.82E+00 7.45E-01 2.75E-01 9.19E-02 2.78E-02 7.60E-03 1.88E-03 4.23E-04 8.63E-05 1.60E-05 2.68E-06 4.08E-07 5.65E-08 7.10E-09 8.11E-10 8.41E-11 7.93E-12 6.79E-13 5.29E-14 3.75E-15 2.41E-16
   8.00  1.243  1.01E+03 2.98E+02 2.18E+03 2.60E+01 4.53E+01 5.41E+01 5.24E+01 4.35E+01 3.16E+01 2.03E+01 1.17E+01 6.07E+00 2.83E+00 1.20E+00 4.56E-01 1.58E-01 4.96E-02 1.41E-02 3.67E-03 8.64E-04 1.85E-04 3.61E-05 6.41E-06 1.04E-06 1.52E-07 2.04E-08 2.50E-09 2.78E-10 2.82E-11 2.60E-12 2.19E-13 1.68E-14 1.18E-15
   8.50  1.281  1.43E+03 4.13E+02 3.07E+03 3.50E+01 6.13E+01 7.37E+01 7.20E+01 6.04E+01 4.45E+01 2.92E+01 1.72E+01 9.09E+00 4.35E+00 1.89E+00 7.42E-01 2.65E-01 8.64E-02 2.56E-02 6.91E-03 1.70E-03 3.82E-04 7.81E-05 1.46E-05 2.49E-06 3.88E-07 5.52E-08 7.17E-09 8.51E-10 9.23E-11 9.15E-12 8.29E-13 6.86E-14 5.19E-15
   9.00  1.318  1.99E+03 5.69E+02 4.29E+03 4.70E+01 8.25E+01 9.98E+01 9.84E+01 8.35E+01 6.23E+01 4.15E+01 2.49E+01 1.34E+01 6.58E+00 2.93E+00 1.19E+00 4.37E-01 1.47E-01 4.51E-02 1.26E-02 3.24E-03 7.59E-04 1.63E-04 3.18E-05 5.71E-06 9.37E-07 1.41E-07 1.94E-08 2.44E-09 2.82E-10 2.98E-11 2.88E-12 2.56E-13 2.08E-14
   9.50  1.354  2.77E+03 7.80E+02 5.98E+03 6.28E+01 1.11E+02 1.35E+02 1.34E+02 1.15E+02 8.67E+01 5.86E+01 3.57E+01 1.97E+01 9.84E+00 4.48E+00 1.86E+00 7.07E-01 2.45E-01 7.77E-02 2.26E-02 6.00E-03 1.46E-03 3.26E-04 6.68E-05 1.25E-05 2.16E-06 3.42E-07 4.96E-08 6.60E-09 8.07E-10 9.06E-11 9.34E-12 8.84E-13 7.68E-14
  10.00  1.389  3.84E+03 1.07E+03 8.28E+03 8.37E+01 1.48E+02 1.81E+02 1.81E+02 1.57E+02 1.20E+02 8.22E+01 5.08E+01 2.85E+01 1.46E+01 6.78E+00 2.89E+00 1.12E+00 4.01E-01 1.31E-01 3.93E-02 1.08E-02 2.73E-03 6.35E-04 1.35E-04 2.65E-05 4.79E-06 7.93E-07 1.21E-07 1.70E-08 2.19E-09 2.59E-10 2.83E-11 2.85E-12 2.63E-13
  11.00  1.457  7.76E+03 1.96E+03 1.56E+04 1.47E+02 2.62E+02 3.23E+02 3.28E+02 2.88E+02 2.25E+02 1.58E+02 1.01E+02 5.83E+01 3.09E+01 1.50E+01 6.65E+00 2.72E+00 1.02E+00 3.52E-01 1.12E-01 3.28E-02 8.87E-03 2.21E-03 5.07E-04 1.08E-04 2.10E-05 3.80E-06 6.33E-07 9.73E-08 1.38E-08 1.81E-09 2.20E-10 2.46E-11 2.55E-12
  12.00  1.522  1.49E+04 3.55E+03 2.90E+04 2.55E+02 4.56E+02 5.68E+02 5.83E+02 5.21E+02 4.14E+02 2.97E+02 1.94E+02 1.16E+02 6.32E+01 3.17E+01 1.46E+01 6.24E+00 2.45E+00 8.88E-01 2.97E-01 9.21E-02 2.64E-02 6.99E-03 1.71E-03 3.89E-04 8.17E-05 1.59E-05 2.86E-06 4.78E-07 7.40E-08 1.06E-08 1.41E-09 1.74E-10 1.98E-11
  13.00  1.584  2.75E+04 6.31E+03 5.28E+04 4.37E+02 7.85E+02 9.84E+02 1.02E+03 9.24E+02 7.47E+02 5.47E+02 3.65E+02 2.23E+02 1.25E+02 6.49E+01 3.10E+01 1.37E+01 5.60E+00 2.12E+00 7.43E-01 2.42E-01 7.29E-02 2.04E-02 5.30E-03 1.28E-03 2.86E-04 5.95E-05 1.15E-05 2.06E-06 3.45E-07 5.34E-08 7.70E-09 1.03E-09 1.28E-10
  14.00  1.644  4.96E+04 1.11E+04 9.46E+04 7.40E+02 1.33E+03 1.68E+03 1.76E+03 1.61E+03 1.32E+03 9.86E+02 6.71E+02 4.19E+02 2.42E+02 1.29E+02 6.34E+01 2.90E+01 1.23E+01 4.82E+00 1.76E+00 5.99E-01 1.89E-01 5.56E-02 1.52E-02 3.87E-03 9.18E-04 2.03E-04 4.17E-05 7.99E-06 1.43E-06 2.37E-07 3.68E-08 5.31E-09 7.16E-10
  15.00  1.702  8.80E+04 1.92E+04 1.67E+05 1.24E+03 2.24E+03 2.84E+03 3.00E+03 2.78E+03 2.31E+03 1.75E+03 1.21E+03 7.72E+02 4.55E+02 2.48E+02 1.26E+02 5.92E+01 2.59E+01 1.05E+01 4.00E+00 1.41E+00 4.65E-01 1.43E-01 4.10E-02 1.10E-02 2.73E-03 6.37E-04 1.39E-04 2.81E-05 5.34E-06 9.46E-07 1.57E-07 2.42E-08 3.50E-09
  16.00  1.758  1.53E+05 3.27E+04 2.90E+05 2.04E+03 3.71E+03 4.74E+03 5.04E+03 4.71E+03 3.96E+03 3.04E+03 2.14E+03 1.39E+03 8.37E+02 4.68E+02 2.43E+02 1.17E+02 5.29E+01 2.22E+01 8.71E+00 3.19E+00 1.09E+00 3.49E-01 1.04E-01 2.92E-02 7.63E-03 1.87E-03 4.27E-04 9.15E-05 1.83E-05 3.44E-06 6.05E-07 9.95E-08 1.53E-08
  17.00  1.812  2.64E+05 5.51E+04 4.98E+05 3.34E+03 6.09E+03 7.81E+03 8.37E+03 7.89E+03 6.71E+03 5.21E+03 3.73E+03 2.46E+03 1.51E+03 8.61E+02 4.57E+02 2.27E+02 1.05E+02 4.53E+01 1.83E+01 6.94E+00 2.46E+00 8.15E-01 2.53E-01 7.37E-02 2.01E-02 5.14E-03 1.23E-03 2.77E-04 5.84E-05 1.16E-05 2.14E-06 3.73E-07 6.09E-08
  18.00  1.864  4.47E+05 9.19E+04 8.43E+05 5.42E+03 9.89E+03 1.27E+04 1.37E+04 1.31E+04 1.12E+04 8.82E+03 6.39E+03 4.29E+03 2.67E+03 1.55E+03 8.43E+02 4.27E+02 2.03E+02 8.99E+01 3.74E+01 1.46E+01 5.33E+00 1.83E+00 5.88E-01 1.78E-01 5.04E-02 1.34E-02 3.36E-03 7.89E-04 1.74E-04 3.61E-05 7.04E-06 1.29E-06 2.22E-07
  19.00  1.915  7.50E+05 1.51E+05 1.41E+06 8.69E+03 1.59E+04 2.06E+04 2.23E+04 2.14E+04 1.85E+04 1.47E+04 1.08E+04 7.35E+03 4.66E+03 2.76E+03 1.52E+03 7.88E+02 3.82E+02 1.74E+02 7.41E+01 2.97E+01 1.12E+01 3.95E+00 1.31E+00 4.11E-01 1.21E-01 3.34E-02 8.69E-03 2.13E-03 4.90E-04 1.06E-04 2.17E-05 4.16E-06 7.53E-07
  20.00  1.965  1.24E+06 2.47E+05 2.33E+06 1.38E+04 2.53E+04 3.29E+04 3.59E+04 3.46E+04 3.03E+04 2.43E+04 1.80E+04 1.24E+04 7.99E+03 4.80E+03 2.70E+03 1.43E+03 7.06E+02 3.28E+02 1.43E+02 5.89E+01 2.28E+01 8.29E+00 2.84E+00 9.16E-01 2.78E-01 7.96E-02 2.15E-02 5.46E-03 1.31E-03 2.95E-04 6.29E-05 1.26E-05 2.39E-06
  22.50  2.084  5.26E+06 8.04E+05 7.85E+06 4.24E+04 7.82E+04 1.02E+05 1.13E+05 1.11E+05 9.85E+04 8.08E+04 6.15E+04 4.37E+04 2.90E+04 1.81E+04 1.06E+04 5.81E+03 3.01E+03 1.47E+03 6.77E+02 2.94E+02 1.21E+02 4.67E+01 1.71E+01 5.91E+00 1.93E+00 5.97E-01 1.74E-01 4.81E-02 1.26E-02 3.10E-03 7.25E-04 1.60E-04 3.35E-05
  25.00  2.197  1.76E+07 2.48E+06 2.49E+07 1.24E+05 2.30E+05 3.03E+05 3.37E+05 3.35E+05 3.03E+05 2.53E+05 1.97E+05 1.43E+05 9.77E+04 6.27E+04 3.79E+04 2.16E+04 1.16E+04 5.92E+03 2.85E+03 1.30E+03 5.60E+02 2.29E+02 8.84E+01 3.24E+01 1.13E+01 3.71E+00 1.16E+00 3.43E-01 9.63E-02 2.57E-02 6.49E-03 1.56E-03 3.54E-04
  30.00  2.407  2.23E+08 2.05E+07 2.17E+08 9.36E+05 1.75E+06 2.33E+06 2.64E+06 2.67E+06 2.48E+06 2.13E+06 1.72E+06 1.30E+06 9.25E+05 6.23E+05 3.97E+05 2.40E+05 1.37E+05 7.47E+04 3.86E+04 1.90E+04 8.86E+03 3.94E+03 1.67E+03 6.71E+02 2.57E+02 9.40E+01 3.27E+01 1.08E+01 3.42E+00 1.03E+00 2.95E-01 8.06E-02 2.10E-02
  40.00  2.779  1.85E+10 9.15E+08 1.05E+10 3.62E+07 6.81E+07 9.23E+07 1.07E+08 1.11E+08 1.07E+08 9.61E+07 8.12E+07 6.48E+07 4.91E+07 3.53E+07 2.42E+07 1.58E+07 9.90E+06 5.91E+06 3.37E+06 1.84E+06 9.61E+05 4.81E+05 2.30E+05 1.06E+05 4.65E+04 1.96E+04 7.93E+03 3.07E+03 1.14E+03 4.07E+02 1.39E+02 4.56E+01 1.43E+01
  50.00  3.107  5.57E+11 2.69E+10 3.29E+11 9.52E+08 1.80E+09 2.47E+09 2.91E+09 3.09E+09 3.04E+09 2.81E+09 2.45E+09 2.03E+09 1.60E+09 1.21E+09 8.69E+08 6.00E+08 3.97E+08 2.53E+08 1.54E+08 9.04E+07 5.09E+07 2.76E+07 1.44E+07 7.22E+06 3.49E+06 1.62E+06 7.25E+05 3.13E+05 1.30E+05 5.19E+04 2.00E+04 7.41E+03 2.65E+03
  60.00  3.404  1.23E+13 5.86E+11 7.52E+12 1.89E+10 3.60E+10 4.98E+10 5.92E+10 6.38E+10 6.39E+10 6.02E+10 5.38E+10 4.58E+10 3.72E+10 2.90E+10 2.17E+10 1.56E+10 1.08E+10 7.17E+09 4.60E+09 2.84E+09 1.69E+09 9.73E+08 5.40E+08 2.89E+08 1.49E+08 7.46E+07 3.60E+07 1.68E+07 7.55E+06 3.28E+06 1.38E+06 5.60E+05 2.20E+05
  70.00  3.676  2.14E+14 1.01E+13 1.35E+14 3.02E+11 5.78E+11 8.04E+11 9.63E+11 1.05E+12 1.07E+12 1.02E+12 9.29E+11 8.08E+11 6.72E+11 5.38E+11 4.14E+11 3.06E+11 2.19E+11 1.51E+11 1.01E+11 6.47E+10 4.03E+10 2.42E+10 1.41E+10 7.95E+09 4.33E+09 2.29E+09 1.17E+09 5.78E+08 2.77E+08 1.29E+08 5.79E+07 2.52E+07 1.06E+07
  80.00  3.930  3.11E+15 1.45E+14 2.01E+15 4.06E+12 7.78E+12 1.09E+13 1.31E+13 1.44E+13 1.48E+13 1.44E+13 1.33E+13 1.17E+13 9.96E+12 8.13E+12 6.40E+12 4.86E+12 3.57E+12 2.53E+12 1.74E+12 1.16E+12 7.45E+11 4.65E+11 2.81E+11 1.65E+11 9.39E+10 5.18E+10 2.77E+10 1.44E+10 7.26E+09 3.55E+09 1.69E+09 7.78E+08 3.48E+08
  90.00  4.168  3.88E+16 1.79E+15 2.56E+16 4.72E+13 9.06E+13 1.27E+14 1.54E+14 1.71E+14 1.77E+14 1.74E+14 1.62E+14 1.46E+14 1.25E+14 1.04E+14 8.35E+13 6.48E+13 4.86E+13 3.53E+13 2.49E+13 1.70E+13 1.13E+13 7.25E+12 4.53E+12 2.75E+12 1.62E+12 9.28E+11 5.16E+11 2.79E+11 1.47E+11 7.50E+10 3.72E+10 1.80E+10 8.45E+09
 100.00  4.394  4.26E+17 1.93E+16 2.85E+17 4.85E+14 9.33E+14 1.31E+15 1.60E+15 1.79E+15 1.87E+15 1.85E+15 1.74E+15 1.58E+15 1.38E+15 1.16E+15 9.48E+14 7.48E+14 5.72E+14 4.24E+14 3.05E+14 2.13E+14 1.45E+14 9.57E+13 6.14E+13 3.83E+13 2.33E+13 1.37E+13 7.90E+12 4.42E+12 2.41E+12 1.28E+12 6.58E+11 3.31E+11 1.62E+11
 110.00  4.608  4.18E+18 1.88E+17 2.84E+18 4.49E+15 8.65E+15 1.22E+16 1.50E+16 1.68E+16 1.76E+16 1.76E+16 1.68E+16 1.53E+16 1.35E+16 1.16E+16 9.55E+15 7.65E+15 5.94E+15 4.48E+15 3.29E+15 2.34E+15 1.62E+15 1.10E+15 7.20E+14 4.61E+14 2.87E+14 1.74E+14 1.03E+14 5.93E+13 3.33E+13 1.82E+13 9.70E+12 5.04E+12 2.56E+12
 120.00  4.813  3.73E+19 1.65E+18 2.56E+19 3.79E+16 7.31E+16 1.04E+17 1.27E+17 1.43E+17 1.52E+17 1.52E+17 1.46E+17 1.35E+17 1.20E+17 1.04E+17 8.68E+16 7.04E+16 5.55E+16 4.25E+16 3.17E+16 2.30E+16 1.62E+16 1.12E+16 7.47E+15 4.88E+15 3.11E+15 1.93E+15 1.17E+15 6.91E+14 3.98E+14 2.24E+14 1.23E+14 6.58E+13 3.44E+13
