                    ************************************************************************************************
                    *  Z= 26 A= 56: Positive-Parity Spin-dependent Level Density [MeV-1] for Fe 56 and ldmodel= 5  *
 180.00  5.171  1.78E+24 8.32E+22 1.51E+24 1.04E+21 1.07E+21 3.12E+21 3.07E+21 5.03E+21 4.54E+21 5.86E+21 5.29E+21 6.13E+21 5.18E+21 5.48E+21 4.56E+21 4.48E+21 3.72E+21 3.48E+21 2.83E+21 2.41E+21 1.85E+21 1.54E+21 1.17E+21 9.17E+20 6.54E+20 5.04E+20 3.64E+20 2.66E+20 1.69E+20 1.19E+20 7.56E+19 5.29E+19 3.13E+19
 190.00  5.312  1.07E+25 4.93E+23 9.05E+24 6.04E+21 6.20E+21 1.81E+22 1.78E+22 2.92E+22 2.64E+22 3.42E+22 3.10E+22 3.59E+22 3.05E+22 3.24E+22 2.71E+22 2.68E+22 2.23E+22 2.10E+22 1.72E+22 1.47E+22 1.14E+22 9.57E+21 7.30E+21 5.78E+21 4.17E+21 3.24E+21 2.36E+21 1.75E+21 1.12E+21 8.02E+20 5.17E+20 3.67E+20 2.20E+20
 200.00  5.450  5.37E+25 2.36E+24 4.43E+25 2.87E+22 2.93E+22 8.58E+22 8.47E+22 1.38E+23 1.26E+23 1.63E+23 1.48E+23 1.72E+23 1.47E+23 1.57E+23 1.31E+23 1.30E+23 1.09E+23 1.03E+23 8.46E+22 7.32E+22 5.68E+22 4.79E+22 3.69E+22 2.95E+22 2.14E+22 1.68E+22 1.23E+22 9.21E+21 5.98E+21 4.32E+21 2.82E+21 2.02E+21 1.23E+21

                    ************************************************************************************************
                    *  Z= 26 A= 56: Negative-Parity Spin-dependent Level Density [MeV-1] for Fe 56 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.193  2.50E-31 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.273  5.00E-31 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.334  3.06E-01 0.00E+00 9.00E-28 7.52E-01 1.00E-30 2.38E-01 1.00E-30 2.38E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.385  5.26E-01 0.00E+00 9.00E-28 2.48E-01 1.00E-30 3.16E-01 1.00E-30 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.431  6.25E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 7.85E-02 1.00E-30 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.472  7.04E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.510  7.83E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 7.85E-02 1.00E-30 2.38E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.545  8.62E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.578  9.41E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.609  1.02E+00 2.26E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.639  2.02E+00 3.21E+00 9.00E-28 1.23E+00 2.38E-01 7.12E-01 9.92E-01 7.52E-01 1.00E-30 7.85E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.668  4.51E+00 3.84E+00 9.06E+00 1.64E+00 1.07E+00 1.90E+00 1.98E+00 1.47E+00 1.73E-02 5.14E-01 1.00E-30 2.38E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.695  8.07E+00 4.47E+00 1.75E+01 1.64E+00 1.32E+00 2.21E+00 2.50E+00 2.08E+00 2.61E-01 9.22E-01 1.00E-30 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.721  1.29E+01 2.84E+00 2.31E+01 1.65E+00 1.58E+00 3.79E+00 2.58E+00 3.20E+00 1.57E+00 1.00E+00 1.00E-30 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.746  1.79E+01 2.53E+00 2.91E+01 4.21E-01 1.44E+00 3.80E+00 2.30E+00 3.07E+00 2.65E+00 1.24E+00 2.38E-01 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.771  2.21E+01 2.53E+00 2.68E+01 3.74E-02 8.52E-01 3.62E+00 1.45E+00 2.91E+00 3.14E+00 1.51E+00 3.16E-01 7.85E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.795  2.67E+01 2.21E+00 2.58E+01 4.46E-02 6.90E-01 4.36E+00 1.49E+00 2.68E+00 3.71E+00 2.03E+00 5.53E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.818  3.11E+01 1.89E+00 2.82E+01 3.64E-02 4.18E-01 2.75E+00 1.81E+00 1.81E+00 3.37E+00 3.10E+00 1.10E+00 2.38E-01 1.00E-30 2.38E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.840  3.58E+01 1.89E+00 2.79E+01 1.53E+00 3.98E-01 2.55E+00 1.93E+00 1.84E+00 2.47E+00 3.47E+00 1.71E+00 3.16E-01 1.00E-30 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.862  4.17E+01 1.58E+00 2.58E+01 3.58E+00 9.39E-01 2.45E+00 2.62E+00 3.08E+00 2.50E+00 3.47E+00 2.13E+00 5.53E-01 1.00E-30 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.904  6.65E+01 5.34E+01 2.50E+01 6.52E+00 3.36E+00 1.04E+01 6.75E+00 7.65E+00 4.05E+00 3.06E+00 2.93E+00 2.03E+00 3.16E-01 7.85E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.944  1.35E+02 9.38E+01 3.30E+02 5.80E+00 6.06E+00 2.26E+01 1.67E+01 1.65E+01 9.02E+00 7.77E+00 3.80E+00 3.54E+00 1.69E+00 1.16E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.983  2.53E+02 9.21E+01 6.69E+02 8.87E+00 1.13E+01 2.35E+01 2.08E+01 3.25E+01 1.89E+01 1.27E+01 6.96E+00 5.53E+00 2.70E+00 1.63E+00 5.99E-01 2.77E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  1.020  3.91E+02 1.03E+02 8.29E+02 9.40E+00 1.26E+01 2.59E+01 2.07E+01 3.75E+01 2.92E+01 2.16E+01 1.15E+01 8.05E+00 3.70E+00 2.18E+00 1.51E+00 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  1.055  5.48E+02 1.44E+02 1.03E+03 1.51E+01 1.30E+01 2.54E+01 2.16E+01 3.42E+01 3.00E+01 3.43E+01 1.80E+01 1.10E+01 4.66E+00 3.55E+00 1.30E+00 3.92E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.090  7.83E+02 3.83E+02 1.39E+03 3.05E+01 2.20E+01 4.38E+01 3.94E+01 5.18E+01 3.25E+01 4.26E+01 3.28E+01 1.78E+01 8.19E+00 5.49E+00 2.32E+00 8.29E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.124  1.24E+03 6.82E+02 2.94E+03 4.28E+01 3.84E+01 9.27E+01 7.82E+01 9.85E+01 6.29E+01 5.16E+01 4.58E+01 4.04E+01 1.45E+01 8.53E+00 4.47E+00 1.83E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.156  2.04E+03 9.56E+02 5.70E+03 5.29E+01 5.76E+01 1.61E+02 1.36E+02 1.67E+02 1.23E+02 8.25E+01 5.71E+01 6.26E+01 2.82E+01 1.41E+01 6.51E+00 4.36E+00 8.29E-01 2.77E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.188  3.18E+03 1.32E+03 8.87E+03 7.08E+01 7.22E+01 2.07E+02 1.89E+02 2.42E+02 1.88E+02 1.50E+02 8.62E+01 7.30E+01 4.71E+01 2.61E+01 9.78E+00 7.05E+00 1.83E+00 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.219  4.68E+03 1.65E+03 1.28E+04 9.88E+01 8.55E+01 2.07E+02 2.06E+02 3.01E+02 2.30E+02 2.35E+02 1.46E+02 8.71E+01 6.14E+01 4.30E+01 1.67E+01 7.32E+00 3.28E+00 3.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.278  1.08E+04 4.70E+03 2.65E+04 1.78E+02 1.90E+02 4.92E+02 4.15E+02 5.29E+02 4.30E+02 4.44E+02 3.08E+02 2.31E+02 1.33E+02 8.64E+01 4.08E+01 1.74E+01 7.32E+00 3.51E+00 4.15E-01 1.38E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.335  2.48E+04 9.56E+03 6.57E+04 3.56E+02 3.91E+02 1.04E+03 9.26E+02 1.19E+03 9.36E+02 8.75E+02 6.06E+02 5.12E+02 3.22E+02 1.98E+02 1.00E+02 5.27E+01 2.12E+01 9.69E+00 3.23E+00 6.16E-01 3.00E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.390  5.22E+04 1.84E+04 1.36E+05 6.53E+02 6.76E+02 1.82E+03 1.71E+03 2.31E+03 1.88E+03 1.81E+03 1.26E+03 1.00E+03 6.39E+02 4.60E+02 2.21E+02 1.23E+02 5.76E+01 2.27E+01 8.19E+00 2.08E+00 5.23E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.442  1.06E+05 3.69E+04 2.72E+05 1.29E+03 1.36E+03 3.57E+03 3.28E+03 4.30E+03 3.44E+03 3.49E+03 2.54E+03 2.09E+03 1.28E+03 9.10E+02 5.25E+02 2.68E+02 1.27E+02 6.03E+01 2.03E+01 6.53E+00 1.77E+00 5.78E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.493  2.11E+05 7.01E+04 5.47E+05 2.46E+03 2.64E+03 6.84E+03 6.30E+03 8.35E+03 6.73E+03 6.61E+03 4.84E+03 4.21E+03 2.71E+03 1.87E+03 1.08E+03 6.49E+02 2.94E+02 1.52E+02 6.07E+01 2.21E+01 6.06E+00 1.98E+00 3.00E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.542  4.06E+05 1.33E+05 1.06E+06 4.23E+03 4.60E+03 1.20E+04 1.11E+04 1.49E+04 1.24E+04 1.24E+04 9.18E+03 7.73E+03 5.20E+03 3.77E+03 2.17E+03 1.29E+03 6.53E+02 3.17E+02 1.38E+02 5.49E+01 1.65E+01 4.82E+00 9.63E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.589  7.64E+05 2.41E+05 2.00E+06 7.38E+03 8.04E+03 2.13E+04 1.97E+04 2.68E+04 2.22E+04 2.24E+04 1.69E+04 1.46E+04 9.81E+03 7.18E+03 4.31E+03 2.58E+03 1.33E+03 6.95E+02 2.98E+02 1.31E+02 4.14E+01 1.28E+01 2.73E+00 8.76E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.635  1.40E+06 4.21E+05 3.63E+06 1.23E+04 1.33E+04 3.55E+04 3.31E+04 4.58E+04 3.84E+04 3.98E+04 3.00E+04 2.64E+04 1.80E+04 1.35E+04 8.11E+03 5.15E+03 2.70E+03 1.44E+03 6.62E+02 2.89E+02 1.11E+02 3.55E+01 1.03E+01 2.48E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.680  2.50E+06 7.37E+05 6.46E+06 2.09E+04 2.27E+04 6.07E+04 5.70E+04 7.75E+04 6.48E+04 6.87E+04 5.23E+04 4.68E+04 3.22E+04 2.46E+04 1.52E+04 9.70E+03 5.35E+03 2.85E+03 1.37E+03 6.22E+02 2.45E+02 8.64E+01 2.51E+01 5.66E+00 8.76E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.724  4.38E+06 1.23E+06 1.12E+07 3.46E+04 3.77E+04 1.01E+05 9.44E+04 1.30E+05 1.09E+05 1.16E+05 8.87E+04 8.06E+04 5.65E+04 4.35E+04 2.76E+04 1.81E+04 9.98E+03 5.71E+03 2.71E+03 1.31E+03 5.14E+02 1.99E+02 6.13E+01 1.72E+01 3.37E+00 3.00E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.828  2.02E+07 4.11E+06 3.98E+07 1.08E+05 1.16E+05 3.11E+05 2.94E+05 4.09E+05 3.50E+05 3.82E+05 2.99E+05 2.77E+05 2.01E+05 1.62E+05 1.05E+05 7.31E+04 4.23E+04 2.55E+04 1.29E+04 6.59E+03 2.85E+03 1.21E+03 4.36E+02 1.50E+02 3.81E+01 1.24E+01 1.55E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  1.927  6.74E+07 1.20E+07 1.24E+08 3.00E+05 3.22E+05 8.70E+05 8.23E+05 1.16E+06 1.01E+06 1.11E+06 8.90E+05 8.52E+05 6.31E+05 5.27E+05 3.53E+05 2.58E+05 1.55E+05 9.88E+04 5.30E+04 2.88E+04 1.33E+04 6.13E+03 2.37E+03 9.17E+02 2.80E+02 7.75E+01 1.61E+01 4.81E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  30.00  2.111  6.73E+08 7.43E+07 8.55E+08 1.69E+06 1.80E+06 4.91E+06 4.67E+06 6.81E+06 6.00E+06 6.87E+06 5.63E+06 5.65E+06 4.33E+06 3.85E+06 2.72E+06 2.14E+06 1.38E+06 9.72E+05 5.64E+05 3.45E+05 1.77E+05 9.33E+04 4.14E+04 1.81E+04 6.85E+03 2.40E+03 7.09E+02 2.03E+02 6.08E+01 8.22E+00 6.07E-01 1.00E-30 1.00E-30
  40.00  2.438  2.40E+10 1.36E+09 1.79E+10 2.83E+07 3.01E+07 8.29E+07 7.92E+07 1.17E+08 1.04E+08 1.24E+08 1.04E+08 1.09E+08 8.64E+07 8.18E+07 6.08E+07 5.28E+07 3.69E+07 2.96E+07 1.93E+07 1.42E+07 8.48E+06 5.60E+06 3.05E+06 1.76E+06 8.43E+05 4.12E+05 1.68E+05 6.73E+04 2.23E+04 6.82E+03 2.51E+03 5.83E+02 1.09E+02
  50.00  2.725  3.40E+11 1.82E+10 2.49E+11 3.69E+08 3.88E+08 1.08E+09 1.03E+09 1.53E+09 1.36E+09 1.62E+09 1.36E+09 1.43E+09 1.14E+09 1.09E+09 8.22E+08 7.24E+08 5.16E+08 4.25E+08 2.88E+08 2.23E+08 1.42E+08 1.03E+08 6.17E+07 4.18E+07 2.33E+07 1.43E+07 7.23E+06 3.91E+06 1.71E+06 7.67E+05 2.83E+05 9.97E+04 2.86E+04
  60.00  2.985  4.93E+12 2.65E+11 3.69E+12 4.88E+09 5.09E+09 1.45E+10 1.42E+10 2.27E+10 1.93E+10 2.38E+10 2.01E+10 2.19E+10 1.68E+10 1.62E+10 1.20E+10 1.07E+10 7.82E+09 6.49E+09 4.61E+09 3.38E+09 2.18E+09 1.56E+09 9.93E+08 6.67E+08 3.90E+08 2.58E+08 1.53E+08 9.47E+07 4.63E+07 2.65E+07 1.24E+07 6.52E+06 2.48E+06
  70.00  3.225  7.44E+13 4.02E+12 5.67E+13 7.10E+10 7.37E+10 2.12E+11 2.06E+11 3.34E+11 2.85E+11 3.54E+11 3.02E+11 3.31E+11 2.56E+11 2.50E+11 1.88E+11 1.68E+11 1.25E+11 1.04E+11 7.50E+10 5.50E+10 3.58E+10 2.54E+10 1.63E+10 1.07E+10 6.25E+09 4.04E+09 2.40E+09 1.47E+09 7.30E+08 4.33E+08 2.19E+08 1.31E+08 5.91E+07
  80.00  3.447  1.03E+15 5.53E+13 8.03E+14 9.35E+11 9.69E+11 2.79E+12 2.74E+12 4.43E+12 3.81E+12 4.77E+12 4.10E+12 4.53E+12 3.54E+12 3.50E+12 2.67E+12 2.42E+12 1.82E+12 1.55E+12 1.13E+12 8.45E+11 5.62E+11 4.06E+11 2.66E+11 1.77E+11 1.05E+11 6.81E+10 4.09E+10 2.47E+10 1.22E+10 7.05E+09 3.52E+09 2.06E+09 9.34E+08
  90.00  3.656  1.28E+16 6.72E+14 1.01E+16 1.10E+13 1.13E+13 3.28E+13 3.21E+13 5.20E+13 4.51E+13 5.68E+13 4.92E+13 5.47E+13 4.33E+13 4.33E+13 3.35E+13 3.07E+13 2.36E+13 2.03E+13 1.51E+13 1.15E+13 7.84E+12 5.78E+12 3.88E+12 2.64E+12 1.61E+12 1.07E+12 6.60E+11 4.06E+11 2.07E+11 1.20E+11 6.12E+10 3.54E+10 1.61E+10
 100.00  3.854  1.41E+17 7.29E+15 1.13E+17 1.15E+14 1.18E+14 3.43E+14 3.36E+14 5.45E+14 4.76E+14 6.02E+14 5.25E+14 5.88E+14 4.71E+14 4.76E+14 3.72E+14 3.46E+14 2.69E+14 2.34E+14 1.78E+14 1.37E+14 9.56E+13 7.21E+13 4.95E+13 3.45E+13 2.17E+13 1.47E+13 9.31E+12 5.91E+12 3.12E+12 1.87E+12 9.84E+11 5.83E+11 2.75E+11
 110.00  4.042  1.40E+18 7.15E+16 1.13E+18 1.08E+15 1.12E+15 3.25E+15 3.19E+15 5.18E+15 4.55E+15 5.78E+15 5.07E+15 5.71E+15 4.62E+15 4.70E+15 3.72E+15 3.50E+15 2.75E+15 2.42E+15 1.86E+15 1.47E+15 1.04E+15 7.97E+14 5.57E+14 3.97E+14 2.56E+14 1.77E+14 1.15E+14 7.51E+13 4.10E+13 2.53E+13 1.38E+13 8.43E+12 4.13E+12
 120.00  4.222  1.28E+19 6.41E+17 1.04E+19 9.47E+15 9.74E+15 2.83E+16 2.78E+16 4.52E+16 3.98E+16 5.08E+16 4.48E+16 5.08E+16 4.14E+16 4.24E+16 3.39E+16 3.21E+16 2.55E+16 2.28E+16 1.77E+16 1.42E+16 1.02E+16 7.93E+15 5.64E+15 4.09E+15 2.69E+15 1.91E+15 1.27E+15 8.43E+14 4.74E+14 3.01E+14 1.69E+14 1.06E+14 5.41E+13
 130.00  4.394  1.08E+20 5.32E+18 8.85E+19 7.62E+16 7.85E+16 2.28E+17 2.24E+17 3.65E+17 3.23E+17 4.13E+17 3.66E+17 4.17E+17 3.42E+17 3.53E+17 2.85E+17 2.71E+17 2.18E+17 1.97E+17 1.54E+17 1.25E+17 9.11E+16 7.19E+16 5.19E+16 3.83E+16 2.56E+16 1.85E+16 1.25E+16 8.50E+15 4.91E+15 3.19E+15 1.85E+15 1.19E+15 6.24E+14
 140.00  4.560  8.44E+20 4.11E+19 6.99E+20 5.73E+17 5.89E+17 1.71E+18 1.69E+18 2.75E+18 2.45E+18 3.13E+18 2.79E+18 3.19E+18 2.64E+18 2.74E+18 2.23E+18 2.14E+18 1.73E+18 1.58E+18 1.25E+18 1.02E+18 7.52E+17 6.02E+17 4.40E+17 3.30E+17 2.24E+17 1.65E+17 1.13E+17 7.81E+16 4.62E+16 3.06E+16 1.81E+16 1.19E+16 6.45E+15
