                    ************************************************************************************************
                    *  Z= 27 A= 57: Positive-Parity Spin-dependent Level Density [MeV-1] for Co 57 and ldmodel= 5  *
 170.00  5.123  5.09E+23 2.11E+22 4.10E+23 3.11E+20 6.18E+20 9.14E+20 1.20E+21 1.41E+21 1.56E+21 1.64E+21 1.67E+21 1.60E+21 1.57E+21 1.45E+21 1.36E+21 1.18E+21 1.03E+21 8.84E+20 7.33E+20 5.94E+20 4.90E+20 3.73E+20 2.90E+20 2.17E+20 1.61E+20 1.15E+20 8.31E+19 5.61E+19 3.82E+19 2.52E+19 1.65E+19 1.05E+19 6.62E+18
 180.00  5.271  3.19E+24 1.31E+23 2.59E+24 1.89E+21 3.74E+21 5.54E+21 7.26E+21 8.56E+21 9.46E+21 1.00E+22 1.02E+22 9.86E+21 9.68E+21 9.03E+21 8.46E+21 7.42E+21 6.55E+21 5.62E+21 4.70E+21 3.83E+21 3.18E+21 2.45E+21 1.91E+21 1.44E+21 1.09E+21 7.87E+20 5.74E+20 3.92E+20 2.72E+20 1.81E+20 1.21E+20 7.74E+19 4.99E+19
 190.00  5.416  1.92E+25 7.83E+23 1.56E+25 1.09E+22 2.17E+22 3.21E+22 4.21E+22 4.98E+22 5.51E+22 5.84E+22 6.01E+22 5.79E+22 5.71E+22 5.36E+22 5.04E+22 4.44E+22 3.94E+22 3.40E+22 2.86E+22 2.35E+22 1.97E+22 1.52E+22 1.20E+22 9.19E+21 6.96E+21 5.09E+21 3.75E+21 2.59E+21 1.82E+21 1.23E+21 8.30E+20 5.41E+20 3.54E+20
 200.00  5.556  9.61E+25 3.77E+24 7.60E+25 5.16E+22 1.02E+23 1.52E+23 1.99E+23 2.35E+23 2.61E+23 2.77E+23 2.86E+23 2.76E+23 2.73E+23 2.57E+23 2.43E+23 2.14E+23 1.92E+23 1.66E+23 1.41E+23 1.16E+23 9.77E+22 7.61E+22 6.06E+22 4.67E+22 3.56E+22 2.62E+22 1.95E+22 1.37E+22 9.64E+21 6.60E+21 4.51E+21 2.97E+21 1.96E+21

                    ************************************************************************************************
                    *  Z= 27 A= 57: Negative-Parity Spin-dependent Level Density [MeV-1] for Co 57 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.196  7.29E-01 3.48E+00 1.47E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.278  1.20E+00 2.46E+00 1.16E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.340  1.57E+00 1.46E+00 1.35E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.393  1.86E+00 1.46E+00 1.22E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.439  2.11E+00 8.78E-01 1.19E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.481  2.52E+00 1.17E+00 1.72E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.520  3.49E+00 2.19E+00 3.44E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.556  6.04E+00 6.77E+00 7.14E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.589  1.08E+01 1.51E+01 1.28E+02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.621  1.77E+01 2.42E+01 1.78E+02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.652  2.60E+01 3.09E+01 2.19E+02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.681  3.57E+01 3.58E+01 2.74E+02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.708  4.66E+01 4.14E+01 3.23E+02 1.49E-01 2.98E-01 1.49E-01 1.49E-01 1.49E-01 1.49E-01 3.60E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.735  5.87E+01 4.34E+01 3.44E+02 5.91E-01 1.18E+00 1.25E+00 9.54E-01 2.93E-01 2.93E-01 8.56E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.761  7.18E+01 4.29E+01 3.64E+02 8.78E-01 1.76E+00 2.70E+00 2.11E+00 4.42E-01 4.42E-01 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.786  8.55E+01 4.25E+01 3.79E+02 8.78E-01 1.76E+00 3.34E+00 3.30E+00 1.03E+00 7.34E-01 1.15E+00 1.49E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.810  1.02E+02 4.28E+01 4.48E+02 7.29E-01 1.43E+00 3.19E+00 3.77E+00 1.97E+00 1.03E+00 1.08E+00 2.93E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.833  1.25E+02 6.22E+01 6.86E+02 2.87E-01 5.74E-01 1.87E+00 2.90E+00 2.92E+00 1.67E+00 7.29E-01 4.42E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.856  1.58E+02 9.95E+01 1.02E+03 5.10E-01 1.49E-01 5.74E-01 1.64E+00 3.07E+00 2.75E+00 7.34E-01 5.85E-01 1.49E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.879  2.02E+02 1.47E+02 1.36E+03 1.51E+00 4.51E-01 3.85E-01 1.47E+00 2.84E+00 2.98E+00 1.40E+00 9.15E-01 3.67E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.921  3.44E+02 2.37E+02 2.15E+03 3.83E+00 3.64E+00 2.27E+00 3.78E+00 3.24E+00 2.80E+00 3.16E+00 2.22E+00 1.13E+00 2.55E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.962  5.53E+02 3.29E+02 3.00E+03 8.73E+00 1.43E+01 1.06E+01 1.10E+01 7.78E+00 6.39E+00 4.51E+00 4.14E+00 3.22E+00 1.48E+00 2.55E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  1.002  8.37E+02 3.77E+02 3.83E+03 1.19E+01 2.66E+01 3.16E+01 2.82E+01 1.88E+01 2.01E+01 8.12E+00 6.24E+00 5.75E+00 3.12E+00 1.07E+00 1.80E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  1.040  1.24E+03 4.96E+02 5.49E+03 1.19E+01 2.71E+01 4.06E+01 4.25E+01 4.06E+01 3.26E+01 1.61E+01 8.04E+00 7.60E+00 4.32E+00 1.45E+00 9.32E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  1.076  1.91E+03 9.17E+02 9.31E+03 1.62E+01 3.14E+01 4.21E+01 4.65E+01 5.53E+01 5.10E+01 2.93E+01 1.65E+01 9.82E+00 6.47E+00 2.51E+00 1.56E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.111  2.89E+03 1.40E+03 1.40E+04 2.21E+01 4.38E+01 5.75E+01 6.16E+01 6.36E+01 7.11E+01 5.39E+01 3.22E+01 1.47E+01 1.05E+01 5.52E+00 1.78E+00 1.49E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.145  4.32E+03 1.97E+03 1.97E+04 4.41E+01 9.58E+01 1.06E+02 1.04E+02 1.01E+02 9.85E+01 7.73E+01 5.90E+01 3.24E+01 1.76E+01 1.15E+01 4.41E+00 1.20E+00 1.80E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.179  6.34E+03 2.45E+03 2.59E+04 8.79E+01 1.84E+02 2.23E+02 2.18E+02 1.89E+02 1.70E+02 1.14E+02 1.01E+02 6.68E+01 3.44E+01 1.89E+01 1.25E+01 3.69E+00 1.22E+00 1.80E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.211  9.21E+03 3.15E+03 3.58E+04 1.27E+02 2.34E+02 3.09E+02 3.67E+02 3.25E+02 2.76E+02 1.82E+02 1.39E+02 9.95E+01 5.58E+01 2.70E+01 1.64E+01 7.24E+00 2.88E+00 7.82E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.242  1.35E+04 5.10E+03 5.49E+04 1.79E+02 2.98E+02 3.92E+02 4.97E+02 4.78E+02 4.32E+02 2.88E+02 2.07E+02 1.42E+02 9.10E+01 4.91E+01 2.21E+01 1.02E+01 3.92E+00 1.02E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.303  3.05E+04 1.02E+04 1.10E+05 3.11E+02 5.85E+02 6.93E+02 8.43E+02 8.66E+02 8.37E+02 6.60E+02 5.05E+02 2.97E+02 1.83E+02 1.22E+02 6.60E+01 3.00E+01 1.11E+01 1.63E+00 6.00E-01 9.01E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.361  6.41E+04 1.76E+04 2.00E+05 7.52E+02 1.40E+03 1.87E+03 2.13E+03 1.97E+03 1.81E+03 1.41E+03 1.13E+03 7.96E+02 5.19E+02 2.82E+02 1.79E+02 7.89E+01 4.06E+01 1.68E+01 4.99E+00 7.29E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.417  1.30E+05 3.52E+04 3.96E+05 1.33E+03 2.47E+03 3.41E+03 3.98E+03 3.93E+03 3.86E+03 2.99E+03 2.27E+03 1.63E+03 1.16E+03 6.40E+02 3.78E+02 1.90E+02 7.68E+01 2.81E+01 8.87E+00 1.54E+00 1.64E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.470  2.53E+05 6.29E+04 7.22E+05 2.41E+03 5.05E+03 6.57E+03 7.22E+03 7.00E+03 7.26E+03 5.75E+03 4.73E+03 3.29E+03 2.30E+03 1.50E+03 9.08E+02 4.30E+02 2.38E+02 9.41E+01 3.39E+01 7.39E+00 1.61E+00 9.01E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.522  4.80E+05 1.13E+05 1.32E+06 4.63E+03 9.11E+03 1.19E+04 1.40E+04 1.40E+04 1.39E+04 1.07E+04 9.03E+03 6.71E+03 4.74E+03 2.92E+03 1.94E+03 9.92E+02 5.05E+02 2.46E+02 9.74E+01 3.22E+01 7.94E+00 8.93E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.572  8.88E+05 2.01E+05 2.37E+06 7.92E+03 1.57E+04 2.04E+04 2.41E+04 2.55E+04 2.52E+04 2.05E+04 1.69E+04 1.26E+04 9.16E+03 5.97E+03 3.77E+03 2.06E+03 1.05E+03 5.00E+02 2.20E+02 7.35E+01 1.91E+01 2.79E+00 3.07E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.620  1.61E+06 3.51E+05 4.19E+06 1.40E+04 2.66E+04 3.63E+04 4.33E+04 4.38E+04 4.33E+04 3.71E+04 3.11E+04 2.34E+04 1.70E+04 1.13E+04 7.71E+03 4.00E+03 2.29E+03 1.07E+03 5.14E+02 1.97E+02 7.44E+01 1.71E+01 2.67E+00 9.01E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.667  2.84E+06 5.88E+05 7.15E+06 2.33E+04 4.58E+04 6.29E+04 7.48E+04 7.50E+04 7.63E+04 6.38E+04 5.44E+04 4.22E+04 3.16E+04 2.08E+04 1.46E+04 8.07E+03 4.47E+03 2.29E+03 1.05E+03 4.52E+02 1.58E+02 3.80E+01 6.52E+00 8.93E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.713  4.93E+06 9.96E+05 1.22E+07 3.97E+04 7.74E+04 1.03E+05 1.23E+05 1.27E+05 1.30E+05 1.09E+05 9.46E+04 7.29E+04 5.61E+04 3.90E+04 2.64E+04 1.55E+04 9.01E+03 4.62E+03 2.29E+03 9.70E+02 4.21E+02 1.19E+02 2.94E+01 2.81E+00 2.55E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.757  8.40E+06 1.65E+06 2.04E+07 6.46E+04 1.27E+05 1.68E+05 1.98E+05 2.08E+05 2.13E+05 1.83E+05 1.61E+05 1.26E+05 9.80E+04 6.86E+04 4.81E+04 2.78E+04 1.69E+04 8.86E+03 4.55E+03 2.00E+03 8.59E+02 2.90E+02 8.62E+01 1.84E+01 2.34E+00 2.91E-01 3.60E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.864  3.66E+07 5.31E+06 6.81E+07 1.95E+05 3.82E+05 5.19E+05 6.19E+05 6.54E+05 6.81E+05 6.01E+05 5.40E+05 4.36E+05 3.49E+05 2.54E+05 1.85E+05 1.13E+05 7.21E+04 3.99E+04 2.21E+04 1.05E+04 5.01E+03 1.90E+03 6.97E+02 1.97E+02 5.03E+01 6.55E+00 1.30E+00 3.60E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  1.964  1.19E+08 1.55E+07 2.04E+08 5.23E+05 1.03E+06 1.41E+06 1.72E+06 1.83E+06 1.94E+06 1.74E+06 1.59E+06 1.32E+06 1.08E+06 8.17E+05 6.17E+05 3.95E+05 2.61E+05 1.54E+05 8.94E+04 4.55E+04 2.35E+04 9.72E+03 4.05E+03 1.38E+03 4.29E+02 9.39E+01 1.39E+01 7.67E+00 1.01E+00 7.65E-02 1.00E-30 1.00E-30 1.00E-30
  30.00  2.152  1.18E+09 1.02E+08 1.42E+09 2.96E+06 5.81E+06 8.04E+06 9.87E+06 1.08E+07 1.16E+07 1.08E+07 1.02E+07 8.85E+06 7.57E+06 6.02E+06 4.79E+06 3.36E+06 2.36E+06 1.54E+06 9.64E+05 5.51E+05 3.17E+05 1.55E+05 7.35E+04 3.10E+04 1.23E+04 4.20E+03 1.39E+03 2.96E+02 4.32E+01 3.33E+00 4.04E+01 8.24E+00 1.17E+00
  40.00  2.485  4.46E+10 2.11E+09 3.23E+10 5.15E+07 1.02E+08 1.43E+08 1.77E+08 1.97E+08 2.12E+08 2.04E+08 1.98E+08 1.79E+08 1.59E+08 1.33E+08 1.13E+08 8.63E+07 6.66E+07 4.85E+07 3.47E+07 2.31E+07 1.55E+07 9.19E+06 5.38E+06 2.88E+06 1.49E+06 6.81E+05 3.11E+05 1.15E+05 4.11E+04 1.24E+04 3.38E+03 6.93E+02 9.92E+01
  50.00  2.778  6.59E+11 2.96E+10 4.61E+11 7.29E+08 1.44E+09 2.02E+09 2.50E+09 2.77E+09 3.00E+09 2.89E+09 2.77E+09 2.51E+09 2.23E+09 1.88E+09 1.59E+09 1.23E+09 9.60E+08 7.12E+08 5.25E+08 3.67E+08 2.61E+08 1.68E+08 1.09E+08 6.72E+07 4.05E+07 2.27E+07 1.27E+07 6.09E+06 2.84E+06 1.18E+06 4.62E+05 1.55E+05 4.95E+04
  60.00  3.043  9.47E+12 4.26E+11 6.73E+12 9.43E+09 1.86E+10 2.72E+10 3.52E+10 4.01E+10 4.21E+10 4.21E+10 4.04E+10 3.55E+10 3.23E+10 2.74E+10 2.34E+10 1.81E+10 1.42E+10 1.06E+10 7.73E+09 5.42E+09 3.89E+09 2.51E+09 1.66E+09 1.05E+09 6.60E+08 3.95E+08 2.40E+08 1.34E+08 7.46E+07 3.90E+07 1.95E+07 8.88E+06 3.96E+06
  70.00  3.287  1.43E+14 6.45E+12 1.03E+14 1.38E+11 2.73E+11 4.00E+11 5.18E+11 5.92E+11 6.26E+11 6.30E+11 6.08E+11 5.39E+11 4.94E+11 4.23E+11 3.64E+11 2.84E+11 2.25E+11 1.70E+11 1.24E+11 8.75E+10 6.32E+10 4.07E+10 2.69E+10 1.70E+10 1.06E+10 6.26E+09 3.78E+09 2.08E+09 1.18E+09 6.38E+08 3.45E+08 1.78E+08 9.30E+07
  80.00  3.514  1.96E+15 8.79E+13 1.44E+15 1.80E+12 3.55E+12 5.21E+12 6.76E+12 7.77E+12 8.26E+12 8.38E+12 8.16E+12 7.32E+12 6.78E+12 5.87E+12 5.12E+12 4.06E+12 3.26E+12 2.51E+12 1.87E+12 1.34E+12 9.84E+11 6.46E+11 4.36E+11 2.78E+11 1.76E+11 1.05E+11 6.36E+10 3.50E+10 1.97E+10 1.05E+10 5.61E+09 2.85E+09 1.49E+09
  90.00  3.727  2.38E+16 1.06E+15 1.79E+16 2.07E+13 4.09E+13 6.02E+13 7.80E+13 9.00E+13 9.64E+13 9.85E+13 9.67E+13 8.76E+13 8.19E+13 7.19E+13 6.33E+13 5.10E+13 4.17E+13 3.26E+13 2.48E+13 1.82E+13 1.35E+13 9.14E+12 6.30E+12 4.13E+12 2.68E+12 1.64E+12 1.02E+12 5.75E+11 3.29E+11 1.79E+11 9.62E+10 4.91E+10 2.54E+10
 100.00  3.929  2.61E+17 1.15E+16 1.97E+17 2.14E+14 4.23E+14 6.23E+14 8.09E+14 9.36E+14 1.01E+15 1.04E+15 1.02E+15 9.37E+14 8.83E+14 7.83E+14 6.97E+14 5.71E+14 4.72E+14 3.75E+14 2.89E+14 2.15E+14 1.65E+14 1.13E+14 7.98E+13 5.36E+13 3.57E+13 2.25E+13 1.44E+13 8.37E+12 4.94E+12 2.77E+12 1.54E+12 8.10E+11 4.30E+11
 110.00  4.121  2.56E+18 1.12E+17 1.97E+18 2.00E+15 3.97E+15 5.85E+15 7.61E+15 8.84E+15 9.56E+15 9.87E+15 9.82E+15 9.07E+15 8.62E+15 7.70E+15 6.92E+15 5.73E+15 4.79E+15 3.86E+15 3.03E+15 2.30E+15 1.77E+15 1.25E+15 8.96E+14 6.16E+14 4.18E+14 2.71E+14 1.77E+14 1.06E+14 6.46E+13 3.75E+13 2.15E+13 1.18E+13 6.45E+12
 120.00  4.304  2.31E+19 1.00E+18 1.80E+19 1.74E+16 3.43E+16 5.05E+16 6.58E+16 7.67E+16 8.33E+16 8.64E+16 8.64E+16 8.04E+16 7.68E+16 6.93E+16 6.28E+16 5.25E+16 4.44E+16 3.62E+16 2.87E+16 2.21E+16 1.74E+16 1.23E+16 9.05E+15 6.34E+15 4.39E+15 2.90E+15 1.95E+15 1.19E+15 7.47E+14 4.45E+14 2.64E+14 1.49E+14 8.42E+13
