                    ************************************************************************************************
                    *  Z= 28 A= 64: Positive-Parity Spin-dependent Level Density [MeV-1] for Ni 64 and ldmodel= 2  *
 180.00  4.733  1.61E+28 6.98E+26 1.44E+28 5.10E+24 1.51E+25 2.44E+25 3.27E+25 3.96E+25 4.50E+25 4.88E+25 5.08E+25 5.12E+25 5.02E+25 4.79E+25 4.47E+25 4.07E+25 3.64E+25 3.18E+25 2.73E+25 2.30E+25 1.90E+25 1.55E+25 1.23E+25 9.69E+24 7.48E+24 5.67E+24 4.23E+24 3.11E+24 2.24E+24 1.59E+24 1.11E+24 7.66E+23 5.19E+23
 190.00  4.862  1.16E+29 5.02E+27 1.05E+29 3.56E+25 1.05E+26 1.71E+26 2.29E+26 2.78E+26 3.17E+26 3.44E+26 3.59E+26 3.63E+26 3.57E+26 3.42E+26 3.20E+26 2.94E+26 2.63E+26 2.32E+26 2.00E+26 1.70E+26 1.41E+26 1.16E+26 9.30E+25 7.35E+25 5.72E+25 4.38E+25 3.30E+25 2.44E+25 1.78E+25 1.28E+25 9.03E+24 6.28E+24 4.30E+24
 200.00  4.989  8.02E+29 3.43E+28 7.25E+29 2.37E+26 7.02E+26 1.14E+27 1.53E+27 1.86E+27 2.12E+27 2.31E+27 2.41E+27 2.45E+27 2.42E+27 2.32E+27 2.19E+27 2.01E+27 1.81E+27 1.60E+27 1.39E+27 1.19E+27 9.95E+26 8.19E+26 6.64E+26 5.29E+26 4.14E+26 3.20E+26 2.43E+26 1.81E+26 1.33E+26 9.67E+25 6.90E+25 4.85E+25 3.36E+25

                    ************************************************************************************************
                    *  Z= 28 A= 64: Negative-Parity Spin-dependent Level Density [MeV-1] for Ni 64 and ldmodel= 2  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.176  2.21E-01 4.43E-01 2.32E+00 4.92E-02 1.17E-01 1.24E-01 8.73E-02 4.49E-02 1.75E-02 5.23E-03 1.22E-03 2.21E-04 3.14E-05 3.52E-06 3.11E-07 2.17E-08 1.19E-09 5.20E-11 1.79E-12 4.90E-14 1.06E-15 1.82E-17 2.48E-19 2.68E-21 2.29E-23 1.56E-25 8.42E-28 3.61E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.249  4.43E-01 4.43E-01 2.32E+00 4.92E-02 1.17E-01 1.24E-01 8.73E-02 4.49E-02 1.75E-02 5.23E-03 1.22E-03 2.21E-04 3.14E-05 3.52E-06 3.11E-07 2.17E-08 1.19E-09 5.20E-11 1.79E-12 4.90E-14 1.06E-15 1.82E-17 2.48E-19 2.68E-21 2.29E-23 1.56E-25 8.42E-28 3.61E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.306  6.64E-01 4.43E-01 2.32E+00 4.92E-02 1.17E-01 1.24E-01 8.73E-02 4.49E-02 1.75E-02 5.23E-03 1.22E-03 2.21E-04 3.14E-05 3.52E-06 3.11E-07 2.17E-08 1.19E-09 5.20E-11 1.79E-12 4.90E-14 1.06E-15 1.82E-17 2.48E-19 2.68E-21 2.29E-23 1.56E-25 8.42E-28 3.61E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.353  8.85E-01 4.43E-01 2.32E+00 4.92E-02 1.17E-01 1.24E-01 8.73E-02 4.49E-02 1.75E-02 5.23E-03 1.22E-03 2.21E-04 3.14E-05 3.52E-06 3.11E-07 2.17E-08 1.19E-09 5.20E-11 1.79E-12 4.90E-14 1.06E-15 1.82E-17 2.48E-19 2.68E-21 2.29E-23 1.56E-25 8.42E-28 3.61E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.394  1.11E+00 4.43E-01 2.32E+00 4.92E-02 1.17E-01 1.24E-01 8.73E-02 4.49E-02 1.75E-02 5.23E-03 1.22E-03 2.21E-04 3.14E-05 3.52E-06 3.11E-07 2.17E-08 1.19E-09 5.20E-11 1.79E-12 4.90E-14 1.06E-15 1.82E-17 2.48E-19 2.68E-21 2.29E-23 1.56E-25 8.42E-28 3.61E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.432  1.33E+00 4.43E-01 2.32E+00 4.92E-02 1.17E-01 1.24E-01 8.73E-02 4.49E-02 1.75E-02 5.23E-03 1.22E-03 2.21E-04 3.14E-05 3.52E-06 3.11E-07 2.17E-08 1.19E-09 5.20E-11 1.79E-12 4.90E-14 1.06E-15 1.82E-17 2.48E-19 2.68E-21 2.29E-23 1.56E-25 8.42E-28 3.61E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.467  1.54E+00 4.30E-01 2.25E+00 4.78E-02 1.14E-01 1.20E-01 8.48E-02 4.36E-02 1.70E-02 5.08E-03 1.18E-03 2.14E-04 3.05E-05 3.42E-06 3.02E-07 2.10E-08 1.16E-09 5.05E-11 1.74E-12 4.76E-14 1.03E-15 1.77E-17 2.41E-19 2.60E-21 2.23E-23 1.52E-25 8.18E-28 3.51E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.499  1.89E+00 7.00E-01 3.67E+00 7.78E-02 1.86E-01 1.96E-01 1.38E-01 7.10E-02 2.76E-02 8.27E-03 1.92E-03 3.49E-04 4.97E-05 5.57E-06 4.91E-07 3.42E-08 1.89E-09 8.22E-11 2.84E-12 7.75E-14 1.68E-15 2.88E-17 3.92E-19 4.23E-21 3.63E-23 2.47E-25 1.33E-27 5.71E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.529  2.46E+00 1.13E+00 5.93E+00 1.26E-01 3.00E-01 3.17E-01 2.23E-01 1.15E-01 4.47E-02 1.34E-02 3.11E-03 5.64E-04 8.04E-05 9.00E-06 7.95E-07 5.54E-08 3.05E-09 1.33E-10 4.59E-12 1.25E-13 2.71E-15 4.66E-17 6.34E-19 6.84E-21 5.87E-23 3.99E-25 2.15E-27 9.23E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.558  3.33E+00 1.74E+00 9.12E+00 1.94E-01 4.62E-01 4.87E-01 3.43E-01 1.77E-01 6.87E-02 2.06E-02 4.78E-03 8.68E-04 1.24E-04 1.38E-05 1.22E-06 8.52E-08 4.69E-09 2.04E-10 7.05E-12 1.93E-13 4.17E-15 7.16E-17 9.75E-19 1.05E-20 9.02E-23 6.13E-25 3.31E-27 1.42E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.585  4.64E+00 2.62E+00 1.37E+01 2.91E-01 6.95E-01 7.33E-01 5.17E-01 2.66E-01 1.03E-01 3.10E-02 7.19E-03 1.31E-03 1.86E-04 2.08E-05 1.84E-06 1.28E-07 7.06E-09 3.08E-10 1.06E-11 2.90E-13 6.28E-15 1.08E-16 1.47E-18 1.58E-20 1.36E-22 9.23E-25 4.98E-27 2.14E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.611  6.58E+00 3.88E+00 2.03E+01 4.32E-01 1.03E+00 1.09E+00 7.65E-01 3.94E-01 1.53E-01 4.58E-02 1.07E-02 1.93E-03 2.75E-04 3.09E-05 2.72E-06 1.90E-07 1.05E-08 4.56E-10 1.57E-11 4.29E-13 9.30E-15 1.60E-16 2.17E-18 2.35E-20 2.01E-22 1.37E-24 7.38E-27 3.16E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.636  9.39E+00 5.61E+00 2.97E+01 6.14E-01 1.47E+00 1.56E+00 1.11E+00 5.82E-01 2.31E-01 7.07E-02 1.69E-02 3.16E-03 4.66E-04 5.42E-05 4.99E-06 3.64E-07 2.11E-08 9.69E-10 3.54E-11 1.03E-12 2.37E-14 4.37E-16 6.39E-18 7.45E-20 6.92E-22 5.12E-24 3.02E-26 1.42E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.660  1.33E+01 7.74E+00 4.27E+01 7.79E-01 1.90E+00 2.10E+00 1.58E+00 8.88E-01 3.87E-01 1.32E-01 3.60E-02 7.81E-03 1.36E-03 1.91E-04 2.15E-05 1.96E-06 1.44E-07 8.61E-09 4.15E-10 1.62E-11 5.14E-13 1.32E-14 2.75E-16 4.64E-18 6.36E-20 7.08E-22 6.39E-24 4.69E-26 2.79E-28 1.35E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.683  1.85E+01 1.06E+01 6.06E+01 9.84E-01 2.44E+00 2.77E+00 2.19E+00 1.31E+00 6.18E-01 2.33E-01 7.06E-02 1.74E-02 3.49E-03 5.72E-04 7.67E-05 8.45E-06 7.63E-07 5.67E-08 3.46E-09 1.74E-10 7.20E-12 2.45E-13 6.89E-15 1.59E-16 3.04E-18 4.78E-20 6.19E-22 6.62E-24 5.84E-26 4.25E-28 2.55E-30 1.00E-30 1.00E-30
   4.00  0.706  2.57E+01 1.43E+01 8.50E+01 1.24E+00 3.11E+00 3.64E+00 2.99E+00 1.89E+00 9.53E-01 3.89E-01 1.30E-01 3.56E-02 8.06E-03 1.51E-03 2.35E-04 3.05E-05 3.28E-06 2.94E-07 2.20E-08 1.37E-09 7.15E-11 3.11E-12 1.13E-13 3.41E-15 8.65E-17 1.83E-18 3.24E-20 4.78E-22 5.91E-24 6.11E-26 5.29E-28 3.82E-30 1.00E-30
   4.25  0.727  3.52E+01 1.91E+01 1.18E+02 1.55E+00 3.95E+00 4.72E+00 4.02E+00 2.67E+00 1.42E+00 6.23E-01 2.26E-01 6.80E-02 1.71E-02 3.61E-03 6.40E-04 9.53E-05 1.20E-05 1.26E-06 1.13E-07 8.47E-09 5.38E-10 2.89E-11 1.31E-12 5.01E-14 1.62E-15 4.45E-17 1.03E-18 2.02E-20 3.34E-22 4.68E-24 5.56E-26 5.58E-28 4.74E-30
   4.50  0.748  4.80E+01 2.55E+01 1.62E+02 1.94E+00 4.98E+00 6.08E+00 5.35E+00 3.69E+00 2.08E+00 9.66E-01 3.76E-01 1.23E-01 3.39E-02 7.93E-03 1.57E-03 2.65E-04 3.80E-05 4.64E-06 4.82E-07 4.27E-08 3.23E-09 2.09E-10 1.15E-11 5.40E-13 2.17E-14 7.45E-16 2.18E-17 5.47E-19 1.17E-20 2.15E-22 3.36E-24 4.50E-26 5.14E-28
   4.75  0.769  6.48E+01 3.36E+01 2.20E+02 2.41E+00 6.26E+00 7.78E+00 7.02E+00 5.03E+00 2.96E+00 1.45E+00 6.03E-01 2.12E-01 6.35E-02 1.63E-02 3.56E-03 6.69E-04 1.08E-04 1.50E-05 1.78E-06 1.83E-07 1.61E-08 1.22E-09 8.01E-11 4.51E-12 2.19E-13 9.19E-15 3.32E-16 1.03E-17 2.78E-19 6.44E-21 1.29E-22 2.22E-24 3.30E-26
   5.00  0.789  8.68E+01 4.41E+01 2.97E+02 2.99E+00 7.82E+00 9.89E+00 9.14E+00 6.76E+00 4.14E+00 2.14E+00 9.37E-01 3.51E-01 1.13E-01 3.14E-02 7.52E-03 1.56E-03 2.79E-04 4.32E-05 5.81E-06 6.78E-07 6.86E-08 6.03E-09 4.60E-10 3.05E-11 1.75E-12 8.77E-14 3.81E-15 1.44E-16 4.74E-18 1.35E-19 3.37E-21 7.28E-23 1.37E-24
   5.50  0.827  1.61E+02 7.44E+01 5.28E+02 4.56E+00 1.21E+01 1.57E+01 1.51E+01 1.18E+01 7.75E+00 4.34E+00 2.09E+00 8.77E-01 3.20E-01 1.02E-01 2.83E-02 6.91E-03 1.48E-03 2.78E-04 4.60E-05 6.68E-06 8.53E-07 9.60E-08 9.50E-09 8.28E-10 6.36E-11 4.31E-12 2.57E-13 1.35E-14 6.25E-16 2.55E-17 9.19E-19 2.92E-20 8.17E-22
   6.00  0.864  2.84E+02 1.23E+02 9.14E+02 6.85E+00 1.83E+01 2.44E+01 2.43E+01 1.99E+01 1.38E+01 8.26E+00 4.31E+00 1.98E+00 7.97E-01 2.84E-01 8.95E-02 2.50E-02 6.19E-03 1.36E-03 2.66E-04 4.63E-05 7.17E-06 9.87E-07 1.21E-07 1.32E-08 1.29E-09 1.11E-10 8.60E-12 5.92E-13 3.63E-14 1.99E-15 9.70E-17 4.22E-18 1.64E-19
   6.50  0.899  4.82E+02 1.99E+02 1.54E+03 1.02E+01 2.75E+01 3.73E+01 3.82E+01 3.24E+01 2.36E+01 1.49E+01 8.33E+00 4.12E+00 1.81E+00 7.07E-01 2.47E-01 7.72E-02 2.16E-02 5.42E-03 1.22E-03 2.47E-04 4.48E-05 7.30E-06 1.07E-06 1.41E-07 1.67E-08 1.78E-09 1.70E-10 1.47E-11 1.14E-12 7.96E-14 5.00E-15 2.83E-16 1.44E-17
   7.00  0.933  7.98E+02 3.16E+02 2.56E+03 1.50E+01 4.08E+01 5.61E+01 5.89E+01 5.16E+01 3.90E+01 2.60E+01 1.53E+01 8.05E+00 3.80E+00 1.61E+00 6.13E-01 2.11E-01 6.55E-02 1.84E-02 4.66E-03 1.07E-03 2.22E-04 4.18E-05 7.12E-06 1.10E-06 1.54E-07 1.95E-08 2.25E-09 2.34E-10 2.22E-11 1.90E-12 1.48E-13 1.05E-14 6.72E-16
   7.50  0.966  1.29E+03 4.94E+02 4.15E+03 2.18E+01 5.98E+01 8.34E+01 8.93E+01 8.04E+01 6.30E+01 4.36E+01 2.70E+01 1.50E+01 7.51E+00 3.41E+00 1.40E+00 5.23E-01 1.77E-01 5.47E-02 1.54E-02 3.93E-03 9.17E-04 1.95E-04 3.78E-05 6.70E-06 1.08E-06 1.59E-07 2.15E-08 2.64E-09 2.96E-10 3.03E-11 2.84E-12 2.43E-13 1.90E-14
   8.00  0.998  2.06E+03 7.63E+02 6.63E+03 3.14E+01 8.67E+01 1.22E+02 1.34E+02 1.23E+02 9.92E+01 7.12E+01 4.59E+01 2.67E+01 1.41E+01 6.80E+00 2.98E+00 1.20E+00 4.38E-01 1.47E-01 4.51E-02 1.27E-02 3.27E-03 7.73E-04 1.68E-04 3.34E-05 6.11E-06 1.03E-06 1.58E-07 2.24E-08 2.92E-09 3.49E-10 3.83E-11 3.87E-12 3.59E-13
   8.50  1.028  3.22E+03 1.16E+03 1.04E+04 4.49E+01 1.25E+02 1.78E+02 1.97E+02 1.85E+02 1.53E+02 1.14E+02 7.59E+01 4.61E+01 2.55E+01 1.29E+01 6.01E+00 2.56E+00 1.00E+00 3.62E-01 1.20E-01 3.67E-02 1.03E-02 2.68E-03 6.42E-04 1.42E-04 2.89E-05 5.44E-06 9.45E-07 1.51E-07 2.24E-08 3.07E-09 3.88E-10 4.52E-11 4.87E-12
   9.00  1.058  4.97E+03 1.75E+03 1.62E+04 6.38E+01 1.78E+02 2.56E+02 2.87E+02 2.75E+02 2.33E+02 1.77E+02 1.22E+02 7.71E+01 4.45E+01 2.36E+01 1.15E+01 5.19E+00 2.16E+00 8.29E-01 2.95E-01 9.69E-02 2.95E-02 8.31E-03 2.17E-03 5.25E-04 1.18E-04 2.45E-05 4.73E-06 8.47E-07 1.41E-07 2.17E-08 3.09E-09 4.10E-10 5.05E-11
   9.50  1.087  7.59E+03 2.61E+03 2.49E+04 8.98E+01 2.51E+02 3.65E+02 4.15E+02 4.04E+02 3.49E+02 2.72E+02 1.93E+02 1.26E+02 7.53E+01 4.16E+01 2.12E+01 1.00E+01 4.40E+00 1.79E+00 6.76E-01 2.37E-01 7.74E-02 2.35E-02 6.62E-03 1.74E-03 4.25E-04 9.66E-05 2.05E-05 4.04E-06 7.42E-07 1.27E-07 2.03E-08 3.01E-09 4.17E-10
  10.00  1.116  1.15E+04 3.89E+03 3.77E+04 1.29E+02 3.61E+02 5.27E+02 6.04E+02 5.94E+02 5.20E+02 4.12E+02 2.98E+02 1.98E+02 1.21E+02 6.87E+01 3.61E+01 1.76E+01 7.98E+00 3.37E+00 1.32E+00 4.84E-01 1.65E-01 5.24E-02 1.55E-02 4.29E-03 1.11E-03 2.67E-04 6.00E-05 1.26E-05 2.47E-06 4.53E-07 7.74E-08 1.24E-08 1.85E-09
  11.00  1.170  2.83E+04 8.43E+03 8.41E+04 2.64E+02 7.43E+02 1.09E+03 1.26E+03 1.26E+03 1.13E+03 9.11E+02 6.76E+02 4.62E+02 2.93E+02 1.72E+02 9.42E+01 4.80E+01 2.28E+01 1.01E+01 4.20E+00 1.63E+00 5.91E-01 2.01E-01 6.37E-02 1.90E-02 5.28E-03 1.38E-03 3.37E-04 7.73E-05 1.66E-05 3.35E-06 6.32E-07 1.12E-07 1.86E-08
  12.00  1.222  6.37E+04 1.77E+04 1.81E+05 5.26E+02 1.49E+03 2.20E+03 2.57E+03 2.60E+03 2.35E+03 1.94E+03 1.47E+03 1.03E+03 6.71E+02 4.07E+02 2.31E+02 1.22E+02 6.04E+01 2.80E+01 1.22E+01 4.96E+00 1.90E+00 6.80E-01 2.29E-01 7.26E-02 2.16E-02 6.04E-03 1.59E-03 3.92E-04 9.09E-05 1.99E-05 4.08E-06 7.87E-07 1.43E-07
  13.00  1.272  1.36E+05 3.60E+04 3.77E+05 1.02E+03 2.90E+03 4.31E+03 5.08E+03 5.19E+03 4.76E+03 3.99E+03 3.08E+03 2.21E+03 1.47E+03 9.18E+02 5.35E+02 2.93E+02 1.50E+02 7.22E+01 3.27E+01 1.39E+01 5.56E+00 2.09E+00 7.43E-01 2.48E-01 7.81E-02 2.32E-02 6.47E-03 1.70E-03 4.23E-04 9.91E-05 2.19E-05 4.55E-06 8.94E-07
  14.00  1.320  2.78E+05 7.13E+04 7.63E+05 1.95E+03 5.53E+03 8.26E+03 9.80E+03 1.01E+04 9.39E+03 7.98E+03 6.27E+03 4.58E+03 3.12E+03 1.99E+03 1.19E+03 6.69E+02 3.53E+02 1.76E+02 8.24E+01 3.64E+01 1.52E+01 5.96E+00 2.21E+00 7.74E-01 2.56E-01 7.99E-02 2.36E-02 6.56E-03 1.73E-03 4.30E-04 1.01E-04 2.25E-05 4.73E-06
  15.00  1.366  5.55E+05 1.38E+05 1.51E+06 3.63E+03 1.03E+04 1.55E+04 1.85E+04 1.93E+04 1.81E+04 1.56E+04 1.24E+04 9.20E+03 6.39E+03 4.16E+03 2.55E+03 1.47E+03 7.96E+02 4.08E+02 1.97E+02 9.01E+01 3.89E+01 1.59E+01 6.12E+00 2.23E+00 7.71E-01 2.52E-01 7.80E-02 2.28E-02 6.34E-03 1.66E-03 4.14E-04 9.76E-05 2.18E-05
  16.00  1.411  1.08E+06 2.62E+05 2.91E+06 6.65E+03 1.90E+04 2.85E+04 3.43E+04 3.59E+04 3.40E+04 2.96E+04 2.39E+04 1.80E+04 1.27E+04 8.44E+03 5.27E+03 3.11E+03 1.73E+03 9.08E+02 4.51E+02 2.12E+02 9.46E+01 3.99E+01 1.60E+01 6.04E+00 2.17E+00 7.39E-01 2.39E-01 7.31E-02 2.12E-02 5.85E-03 1.53E-03 3.80E-04 8.96E-05
  17.00  1.454  2.06E+06 4.89E+05 5.51E+06 1.20E+04 3.42E+04 5.17E+04 6.24E+04 6.59E+04 6.29E+04 5.53E+04 4.51E+04 3.45E+04 2.47E+04 1.67E+04 1.06E+04 6.37E+03 3.62E+03 1.95E+03 9.94E+02 4.80E+02 2.20E+02 9.57E+01 3.95E+01 1.55E+01 5.75E+00 2.03E+00 6.82E-01 2.17E-01 6.59E-02 1.90E-02 5.19E-03 1.35E-03 3.34E-04
  18.00  1.497  3.85E+06 8.94E+05 1.03E+07 2.13E+04 6.08E+04 9.21E+04 1.12E+05 1.19E+05 1.14E+05 1.01E+05 8.36E+04 6.46E+04 4.69E+04 3.21E+04 2.08E+04 1.27E+04 7.38E+03 4.06E+03 2.12E+03 1.05E+03 4.93E+02 2.20E+02 9.35E+01 3.77E+01 1.45E+01 5.29E+00 1.84E+00 6.08E-01 1.91E-01 5.73E-02 1.63E-02 4.44E-03 1.15E-03
  19.00  1.538  7.07E+06 1.61E+06 1.87E+07 3.72E+04 1.07E+05 1.62E+05 1.97E+05 2.10E+05 2.04E+05 1.82E+05 1.52E+05 1.19E+05 8.74E+04 6.07E+04 3.99E+04 2.48E+04 1.46E+04 8.21E+03 4.37E+03 2.21E+03 1.07E+03 4.88E+02 2.13E+02 8.83E+01 3.49E+01 1.31E+01 4.71E+00 1.61E+00 5.25E-01 1.63E-01 4.82E-02 1.36E-02 3.66E-03
  20.00  1.578  1.28E+07 2.86E+06 3.37E+07 6.43E+04 1.84E+05 2.81E+05 3.43E+05 3.68E+05 3.59E+05 3.23E+05 2.72E+05 2.15E+05 1.60E+05 1.12E+05 7.49E+04 4.73E+04 2.84E+04 1.62E+04 8.79E+03 4.54E+03 2.23E+03 1.05E+03 4.67E+02 1.99E+02 8.08E+01 3.13E+01 1.16E+01 4.07E+00 1.37E+00 4.39E-01 1.35E-01 3.93E-02 1.10E-02
  22.50  1.673  6.95E+07 1.13E+07 1.38E+08 2.39E+05 6.88E+05 1.05E+06 1.30E+06 1.41E+06 1.39E+06 1.28E+06 1.09E+06 8.83E+05 6.74E+05 4.87E+05 3.35E+05 2.19E+05 1.36E+05 8.06E+04 4.56E+04 2.46E+04 1.27E+04 6.25E+03 2.94E+03 1.32E+03 5.70E+02 2.34E+02 9.23E+01 3.47E+01 1.25E+01 4.32E+00 1.42E+00 4.50E-01 1.36E-01
  25.00  1.764  2.79E+08 4.19E+07 5.24E+08 8.36E+05 2.41E+06 3.71E+06 4.60E+06 5.04E+06 5.04E+06 4.68E+06 4.08E+06 3.35E+06 2.61E+06 1.93E+06 1.36E+06 9.14E+05 5.86E+05 3.59E+05 2.10E+05 1.18E+05 6.31E+04 3.24E+04 1.59E+04 7.51E+03 3.39E+03 1.47E+03 6.09E+02 2.43E+02 9.26E+01 3.39E+01 1.19E+01 4.01E+00 1.30E+00
  30.00  1.932  5.08E+09 4.80E+08 6.30E+09 8.71E+06 2.52E+07 3.90E+07 4.90E+07 5.44E+07 5.54E+07 5.27E+07 4.71E+07 3.98E+07 3.21E+07 2.46E+07 1.81E+07 1.27E+07 8.52E+06 5.49E+06 3.40E+06 2.02E+06 1.15E+06 6.32E+05 3.33E+05 1.69E+05 8.24E+04 3.87E+04 1.75E+04 7.59E+03 3.18E+03 1.28E+03 4.96E+02 1.85E+02 6.66E+01
  40.00  2.231  7.55E+11 3.75E+10 5.31E+11 5.87E+08 1.71E+09 2.67E+09 3.40E+09 3.86E+09 4.03E+09 3.94E+09 3.65E+09 3.22E+09 2.71E+09 2.19E+09 1.70E+09 1.27E+09 9.09E+08 6.29E+08 4.20E+08 2.71E+08 1.68E+08 1.01E+08 5.87E+07 3.29E+07 1.79E+07 9.37E+06 4.75E+06 2.33E+06 1.11E+06 5.08E+05 2.26E+05 9.72E+04 4.05E+04
  50.00  2.494  3.67E+13 1.80E+12 2.69E+13 2.51E+10 7.31E+10 1.15E+11 1.48E+11 1.70E+11 1.81E+11 1.81E+11 1.72E+11 1.55E+11 1.35E+11 1.13E+11 9.08E+10 7.05E+10 5.29E+10 3.84E+10 2.70E+10 1.84E+10 1.21E+10 7.73E+09 4.78E+09 2.87E+09 1.67E+09 9.46E+08 5.19E+08 2.76E+08 1.43E+08 7.17E+07 3.49E+07 1.65E+07 7.60E+06
  60.00  2.732  1.25E+15 6.06E+13 9.51E+14 7.70E+11 2.25E+12 3.57E+12 4.62E+12 5.37E+12 5.78E+12 5.86E+12 5.65E+12 5.23E+12 4.64E+12 3.98E+12 3.29E+12 2.63E+12 2.04E+12 1.53E+12 1.12E+12 7.92E+11 5.44E+11 3.64E+11 2.36E+11 1.49E+11 9.15E+10 5.46E+10 3.17E+10 1.79E+10 9.87E+09 5.28E+09 2.75E+09 1.40E+09 6.91E+08
  70.00  2.951  3.25E+16 1.56E+15 2.55E+16 1.84E+13 5.38E+13 8.56E+13 1.12E+14 1.31E+14 1.42E+14 1.46E+14 1.42E+14 1.34E+14 1.21E+14 1.06E+14 8.92E+13 7.30E+13 5.80E+13 4.48E+13 3.36E+13 2.46E+13 1.74E+13 1.21E+13 8.12E+12 5.33E+12 3.41E+12 2.12E+12 1.29E+12 7.63E+11 4.40E+11 2.48E+11 1.36E+11 7.29E+10 3.81E+10
  80.00  3.155  6.84E+17 3.26E+16 5.50E+17 3.58E+14 1.05E+15 1.68E+15 2.20E+15 2.59E+15 2.83E+15 2.93E+15 2.90E+15 2.75E+15 2.52E+15 2.24E+15 1.92E+15 1.61E+15 1.30E+15 1.03E+15 7.89E+14 5.91E+14 4.31E+14 3.06E+14 2.12E+14 1.44E+14 9.49E+13 6.12E+13 3.85E+13 2.36E+13 1.42E+13 8.32E+12 4.76E+12 2.66E+12 1.45E+12
  90.00  3.347  1.21E+19 5.70E+17 9.92E+18 5.90E+15 1.73E+16 2.77E+16 3.65E+16 4.32E+16 4.76E+16 4.96E+16 4.95E+16 4.75E+16 4.41E+16 3.96E+16 3.45E+16 2.92E+16 2.41E+16 1.94E+16 1.52E+16 1.16E+16 8.63E+15 6.28E+15 4.46E+15 3.10E+15 2.10E+15 1.39E+15 9.03E+14 5.72E+14 3.54E+14 2.15E+14 1.27E+14 7.37E+13 4.18E+13
 100.00  3.528  1.84E+20 8.61E+18 1.54E+20 8.45E+16 2.48E+17 3.98E+17 5.25E+17 6.24E+17 6.92E+17 7.26E+17 7.30E+17 7.07E+17 6.62E+17 6.01E+17 5.30E+17 4.55E+17 3.81E+17 3.10E+17 2.47E+17 1.92E+17 1.46E+17 1.08E+17 7.84E+16 5.56E+16 3.86E+16 2.62E+16 1.74E+16 1.13E+16 7.20E+15 4.48E+15 2.74E+15 1.63E+15 9.56E+14
 110.00  3.700  2.47E+21 1.14E+20 2.09E+21 1.07E+18 3.15E+18 5.06E+18 6.70E+18 7.99E+18 8.89E+18 9.39E+18 9.50E+18 9.27E+18 8.75E+18 8.02E+18 7.14E+18 6.20E+18 5.25E+18 4.33E+18 3.50E+18 2.76E+18 2.13E+18 1.60E+18 1.18E+18 8.56E+17 6.05E+17 4.19E+17 2.85E+17 1.89E+17 1.23E+17 7.87E+16 4.92E+16 3.02E+16 1.81E+16
 120.00  3.864  2.97E+22 1.36E+21 2.55E+22 1.22E+19 3.60E+19 5.78E+19 7.67E+19 9.18E+19 1.03E+20 1.09E+20 1.11E+20 1.09E+20 1.03E+20 9.55E+19 8.59E+19 7.53E+19 6.44E+19 5.38E+19 4.39E+19 3.51E+19 2.74E+19 2.10E+19 1.57E+19 1.16E+19 8.32E+18 5.86E+18 4.05E+18 2.75E+18 1.83E+18 1.19E+18 7.61E+17 4.77E+17 2.94E+17
 130.00  4.022  3.24E+23 1.47E+22 2.81E+23 1.27E+20 3.74E+20 6.02E+20 8.00E+20 9.60E+20 1.08E+21 1.15E+21 1.17E+21 1.16E+21 1.11E+21 1.03E+21 9.35E+20 8.26E+20 7.13E+20 6.02E+20 4.97E+20 4.01E+20 3.18E+20 2.46E+20 1.87E+20 1.39E+20 1.02E+20 7.29E+19 5.12E+19 3.53E+19 2.39E+19 1.59E+19 1.03E+19 6.61E+18 4.15E+18
 140.00  4.174  3.25E+24 1.46E+23 2.84E+24 1.21E+21 3.57E+21 5.76E+21 7.67E+21 9.23E+21 1.04E+22 1.11E+22 1.14E+22 1.13E+22 1.09E+22 1.02E+22 9.31E+21 8.29E+21 7.22E+21 6.14E+21 5.12E+21 4.18E+21 3.34E+21 2.62E+21 2.02E+21 1.52E+21 1.12E+21 8.17E+20 5.83E+20 4.08E+20 2.80E+20 1.89E+20 1.25E+20 8.16E+19 5.22E+19
