                    ************************************************************************************************
                    *  Z= 26 A= 58: Positive-Parity Spin-dependent Level Density [MeV-1] for Fe 58 and ldmodel= 5  *
 180.00  4.769  3.63E+22 3.29E+23 3.08E+22 1.97E+19 2.01E+19 5.90E+19 5.81E+19 9.53E+19 8.58E+19 1.11E+20 1.00E+20 1.18E+20 1.00E+20 1.08E+20 9.26E+19 9.17E+19 7.63E+19 7.13E+19 5.77E+19 5.18E+19 4.00E+19 3.38E+19 2.56E+19 2.09E+19 1.55E+19 1.22E+19 8.59E+18 6.45E+18 4.39E+18 3.18E+18 2.08E+18 1.45E+18 9.14E+17
 190.00  4.900  1.93E+23 2.02E+24 1.64E+23 1.01E+20 1.03E+20 3.03E+20 2.99E+20 4.92E+20 4.41E+20 5.74E+20 5.19E+20 6.17E+20 5.23E+20 5.62E+20 4.88E+20 4.84E+20 4.06E+20 3.81E+20 3.09E+20 2.80E+20 2.17E+20 1.85E+20 1.41E+20 1.16E+20 8.67E+19 6.87E+19 4.88E+19 3.73E+19 2.56E+19 1.88E+19 1.24E+19 8.76E+18 5.59E+18
 200.00  5.027  8.61E+23 9.93E+24 7.09E+23 4.26E+20 4.32E+20 1.27E+21 1.25E+21 2.05E+21 1.85E+21 2.41E+21 2.19E+21 2.60E+21 2.22E+21 2.39E+21 2.07E+21 2.07E+21 1.74E+21 1.64E+21 1.34E+21 1.22E+21 9.53E+20 8.14E+20 6.25E+20 5.17E+20 3.89E+20 3.12E+20 2.24E+20 1.72E+20 1.19E+20 8.79E+19 5.89E+19 4.19E+19 2.72E+19

                    ************************************************************************************************
                    *  Z= 26 A= 58: Negative-Parity Spin-dependent Level Density [MeV-1] for Fe 58 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.178  2.10E-01 0.00E+00 9.00E-28 4.21E-01 1.00E-30 1.46E-01 1.00E-30 2.73E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.251  2.74E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 2.54E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.308  3.61E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 2.39E-01 1.00E-30 1.11E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.355  5.80E-01 0.00E+00 9.00E-28 9.70E-03 1.05E-01 4.08E-01 1.00E-30 1.22E-01 1.00E-30 2.27E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.397  1.04E+00 0.00E+00 9.00E-28 1.21E-01 2.17E-01 1.16E+00 2.01E-01 1.00E-30 1.00E-30 2.17E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.435  1.78E+00 0.00E+00 9.00E-28 2.28E-01 2.08E-01 1.62E+00 5.12E-01 1.93E-01 1.00E-30 2.08E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.470  2.66E+00 0.00E+00 9.00E-28 4.86E-01 2.01E-01 1.64E+00 5.99E-01 4.93E-01 1.00E-30 1.08E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.503  3.68E+00 0.00E+00 9.00E-28 7.60E-01 1.13E-01 1.41E+00 7.90E-01 6.61E-01 1.79E-01 1.00E-30 1.00E-30 8.96E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.533  4.82E+00 0.00E+00 9.00E-28 6.39E-01 2.66E-01 8.03E-01 1.01E+00 8.29E-01 4.65E-01 3.36E-01 1.00E-30 1.87E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.562  6.27E+00 0.00E+00 9.00E-28 5.23E-01 6.24E-01 9.36E-01 8.85E-01 9.20E-01 7.51E-01 8.51E-01 1.00E-30 1.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.590  8.27E+00 0.00E+00 1.75E+00 2.93E-01 7.99E-01 1.93E+00 1.07E+00 9.09E-01 1.12E+00 1.11E+00 1.00E-30 1.76E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.616  1.11E+01 2.70E+00 8.13E+00 3.46E-01 1.13E+00 2.45E+00 1.49E+00 1.20E+00 1.10E+00 1.25E+00 2.36E-01 9.17E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.641  1.51E+01 6.13E+00 1.58E+01 1.11E+00 1.32E+00 3.30E+00 1.97E+00 2.00E+00 9.78E-01 1.24E+00 5.67E-01 1.00E-30 1.00E-30 7.68E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.665  1.99E+01 7.88E+00 2.17E+01 1.91E+00 1.05E+00 3.66E+00 2.53E+00 2.55E+00 1.21E+00 9.69E-01 7.16E-01 2.23E-01 1.00E-30 1.62E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.688  2.55E+01 1.03E+01 2.88E+01 2.29E+00 1.28E+00 3.78E+00 2.63E+00 3.17E+00 1.93E+00 9.20E-01 8.57E-01 5.38E-01 1.00E-30 1.57E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.711  3.24E+01 1.14E+01 3.31E+01 3.16E+00 1.68E+00 4.73E+00 2.77E+00 4.12E+00 3.12E+00 1.30E+00 7.63E-01 7.88E-01 1.00E-30 1.53E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.733  4.03E+01 1.04E+01 3.70E+01 3.37E+00 2.08E+00 5.11E+00 3.04E+00 4.83E+00 4.36E+00 1.77E+00 6.64E-01 1.32E+00 2.07E-01 8.04E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.754  5.01E+01 1.17E+01 4.37E+01 3.68E+00 3.15E+00 5.80E+00 3.85E+00 6.22E+00 4.52E+00 2.55E+00 1.05E+00 1.72E+00 5.00E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.775  6.25E+01 1.65E+01 6.40E+01 4.18E+00 3.39E+00 6.28E+00 5.43E+00 8.11E+00 4.57E+00 3.84E+00 1.85E+00 1.74E+00 5.71E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.795  7.78E+01 3.29E+01 1.03E+02 4.35E+00 3.61E+00 6.54E+00 6.55E+00 9.68E+00 5.13E+00 4.85E+00 2.53E+00 1.90E+00 6.13E-01 1.62E-01 1.00E-30 3.23E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.834  1.25E+02 6.13E+01 1.90E+02 6.19E+00 5.31E+00 1.07E+01 9.19E+00 1.45E+01 7.06E+00 7.12E+00 4.08E+00 2.70E+00 9.24E-01 7.69E-01 1.51E-01 1.34E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.871  1.97E+02 9.72E+01 3.26E+02 7.37E+00 8.83E+00 1.76E+01 1.20E+01 2.07E+01 1.06E+01 1.02E+01 6.02E+00 5.18E+00 1.69E+00 1.27E+00 6.78E-01 9.86E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.906  3.03E+02 1.62E+02 5.43E+02 7.84E+00 1.05E+01 2.56E+01 1.96E+01 2.66E+01 1.73E+01 1.63E+01 9.38E+00 7.57E+00 3.32E+00 1.79E+00 8.51E-01 1.14E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.941  4.61E+02 2.78E+02 8.89E+02 1.42E+01 1.25E+01 3.46E+01 3.05E+01 3.67E+01 2.40E+01 2.55E+01 1.37E+01 1.04E+01 5.32E+00 2.99E+00 9.90E-01 5.21E-01 1.00E-30 2.74E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.974  6.86E+02 4.14E+02 1.36E+03 1.73E+01 1.67E+01 4.72E+01 3.95E+01 5.12E+01 3.47E+01 3.73E+01 2.09E+01 1.46E+01 7.70E+00 5.40E+00 1.92E+00 7.34E-01 1.55E-01 1.14E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.005  1.02E+03 7.04E+02 2.25E+03 1.90E+01 2.35E+01 7.03E+01 5.51E+01 6.73E+01 5.28E+01 5.30E+01 2.95E+01 2.30E+01 1.23E+01 8.72E+00 3.14E+00 1.09E+00 6.92E-01 8.47E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.036  1.52E+03 1.16E+03 3.59E+03 2.89E+01 3.12E+01 9.46E+01 8.16E+01 9.66E+01 7.28E+01 7.46E+01 4.45E+01 3.53E+01 1.94E+01 1.28E+01 5.23E+00 2.38E+00 8.62E-01 7.36E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.066  2.22E+03 1.75E+03 5.35E+03 4.15E+01 4.38E+01 1.30E+02 1.12E+02 1.38E+02 1.04E+02 1.03E+02 6.54E+01 5.12E+01 2.77E+01 1.78E+01 7.51E+00 3.89E+00 1.12E+00 3.75E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.096  3.21E+03 2.54E+03 7.94E+03 5.98E+01 6.28E+01 1.70E+02 1.42E+02 1.92E+02 1.44E+02 1.44E+02 8.82E+01 7.38E+01 4.04E+01 2.67E+01 1.14E+01 6.38E+00 2.44E+00 7.58E-01 4.32E-02 2.30E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.124  4.67E+03 4.13E+03 1.23E+04 8.56E+01 9.33E+01 2.37E+02 1.98E+02 2.67E+02 2.00E+02 2.03E+02 1.29E+02 1.08E+02 6.23E+01 3.96E+01 1.97E+01 1.08E+01 3.89E+00 1.11E+00 2.92E-01 8.53E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.179  1.04E+04 9.05E+03 2.64E+04 1.53E+02 1.63E+02 4.23E+02 3.78E+02 5.21E+02 3.83E+02 3.80E+02 2.61E+02 2.17E+02 1.22E+02 8.41E+01 4.39E+01 2.32E+01 8.34E+00 3.63E+00 1.22E+00 8.41E-02 1.96E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.231  2.17E+04 1.97E+04 5.52E+04 2.84E+02 3.07E+02 8.23E+02 7.04E+02 9.33E+02 7.12E+02 7.37E+02 5.05E+02 4.29E+02 2.54E+02 1.78E+02 9.96E+01 5.17E+01 2.18E+01 1.11E+01 3.29E+00 7.80E-01 2.39E-01 9.88E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.282  4.27E+04 3.98E+04 1.08E+05 4.84E+02 5.15E+02 1.39E+03 1.24E+03 1.70E+03 1.32E+03 1.36E+03 9.43E+02 8.20E+02 4.90E+02 3.54E+02 2.00E+02 1.09E+02 4.80E+01 2.44E+01 8.00E+00 2.31E+00 8.77E-01 8.07E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.330  8.20E+04 8.08E+04 2.11E+05 8.27E+02 9.29E+02 2.57E+03 2.24E+03 2.99E+03 2.34E+03 2.50E+03 1.75E+03 1.52E+03 9.61E+02 7.06E+02 4.03E+02 2.30E+02 1.12E+02 5.36E+01 1.91E+01 7.53E+00 1.96E+00 2.08E-01 1.66E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.377  1.51E+05 1.51E+05 3.85E+05 1.39E+03 1.54E+03 4.20E+03 3.73E+03 5.15E+03 4.12E+03 4.37E+03 3.09E+03 2.76E+03 1.79E+03 1.30E+03 7.74E+02 4.61E+02 2.26E+02 1.16E+02 4.54E+01 1.93E+01 5.65E+00 1.32E+00 2.68E-01 8.39E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.422  2.72E+05 2.84E+05 6.96E+05 2.42E+03 2.63E+03 7.24E+03 6.43E+03 8.79E+03 7.02E+03 7.53E+03 5.48E+03 4.94E+03 3.21E+03 2.44E+03 1.47E+03 9.11E+02 4.57E+02 2.38E+02 1.03E+02 4.40E+01 1.35E+01 4.12E+00 1.33E+00 7.69E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.466  4.77E+05 5.05E+05 1.21E+06 3.87E+03 4.21E+03 1.15E+04 1.03E+04 1.45E+04 1.18E+04 1.27E+04 9.25E+03 8.52E+03 5.66E+03 4.31E+03 2.71E+03 1.69E+03 8.78E+02 4.81E+02 2.13E+02 9.25E+01 3.31E+01 1.11E+01 2.88E+00 2.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.508  8.17E+05 8.91E+05 2.05E+06 6.27E+03 6.79E+03 1.87E+04 1.69E+04 2.36E+04 1.90E+04 2.08E+04 1.55E+04 1.44E+04 9.64E+03 7.67E+03 4.83E+03 3.12E+03 1.65E+03 9.43E+02 4.27E+02 1.89E+02 7.22E+01 2.55E+01 6.48E+00 1.55E+00 1.47E-01 7.23E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.550  1.37E+06 1.51E+06 3.39E+06 9.76E+03 1.06E+04 2.91E+04 2.61E+04 3.70E+04 3.03E+04 3.37E+04 2.51E+04 2.37E+04 1.62E+04 1.29E+04 8.38E+03 5.47E+03 3.03E+03 1.76E+03 8.26E+02 3.89E+02 1.58E+02 5.96E+01 1.73E+01 4.67E+00 1.30E+00 5.96E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.590  2.23E+06 2.51E+06 5.45E+06 1.48E+04 1.61E+04 4.44E+04 4.03E+04 5.74E+04 4.72E+04 5.25E+04 3.99E+04 3.81E+04 2.62E+04 2.15E+04 1.40E+04 9.45E+03 5.31E+03 3.21E+03 1.52E+03 7.50E+02 3.19E+02 1.21E+02 3.92E+01 1.21E+01 2.27E+00 2.98E-01 4.88E-02 2.64E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.686  8.44E+06 8.08E+06 1.63E+07 3.92E+04 4.24E+04 1.17E+05 1.07E+05 1.55E+05 1.30E+05 1.48E+05 1.15E+05 1.13E+05 8.06E+04 6.82E+04 4.63E+04 3.29E+04 1.96E+04 1.25E+04 6.43E+03 3.44E+03 1.54E+03 6.60E+02 2.46E+02 8.23E+01 2.26E+01 5.26E+00 1.06E+00 1.42E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  1.777  2.43E+07 2.30E+07 4.34E+07 9.44E+04 1.01E+05 2.82E+05 2.59E+05 3.77E+05 3.20E+05 3.72E+05 2.94E+05 2.94E+05 2.16E+05 1.90E+05 1.32E+05 9.92E+04 6.13E+04 4.16E+04 2.28E+04 1.30E+04 6.36E+03 2.99E+03 1.21E+03 4.63E+02 1.57E+02 4.62E+01 1.07E+01 2.00E+00 6.61E-01 1.11E-01 8.39E-03 1.00E-30 1.00E-30
  30.00  1.947  1.83E+08 1.39E+08 2.30E+08 4.17E+05 4.44E+05 1.24E+06 1.16E+06 1.72E+06 1.48E+06 1.76E+06 1.43E+06 1.50E+06 1.14E+06 1.06E+06 7.72E+05 6.25E+05 4.15E+05 3.11E+05 1.85E+05 1.21E+05 6.58E+04 3.62E+04 1.72E+04 8.03E+03 3.22E+03 1.20E+03 3.78E+02 1.15E+02 2.54E+01 4.28E+00 3.30E-01 4.30E+00 8.79E-01
  40.00  2.248  4.69E+09 2.80E+09 3.54E+09 5.29E+06 5.56E+06 1.58E+07 1.47E+07 2.20E+07 1.92E+07 2.34E+07 1.94E+07 2.08E+07 1.63E+07 1.58E+07 1.20E+07 1.05E+07 7.46E+06 6.20E+06 4.09E+06 3.12E+06 1.96E+06 1.36E+06 7.82E+05 4.87E+05 2.55E+05 1.39E+05 6.18E+04 2.87E+04 1.04E+04 3.71E+03 1.08E+03 2.81E+02 5.78E+01
  50.00  2.514  5.74E+10 4.43E+10 4.22E+10 6.10E+07 6.33E+07 1.81E+08 1.68E+08 2.53E+08 2.22E+08 2.70E+08 2.24E+08 2.41E+08 1.90E+08 1.84E+08 1.41E+08 1.23E+08 8.84E+07 7.42E+07 4.99E+07 3.88E+07 2.52E+07 1.83E+07 1.13E+07 7.77E+06 4.55E+06 2.94E+06 1.57E+06 9.51E+05 4.53E+05 2.34E+05 9.85E+04 4.11E+04 1.35E+04
  60.00  2.754  6.60E+11 6.61E+11 4.94E+11 6.19E+08 6.37E+08 1.84E+09 1.79E+09 2.90E+09 2.45E+09 3.03E+09 2.57E+09 2.88E+09 2.19E+09 2.17E+09 1.69E+09 1.51E+09 1.11E+09 9.09E+08 6.34E+08 4.98E+08 3.23E+08 2.30E+08 1.44E+08 9.83E+07 5.93E+07 3.90E+07 2.17E+07 1.36E+07 7.25E+06 4.27E+06 2.12E+06 1.16E+06 5.17E+05
  70.00  2.974  8.32E+12 1.08E+13 6.46E+12 7.48E+09 7.73E+09 2.23E+10 2.18E+10 3.55E+10 3.02E+10 3.76E+10 3.21E+10 3.62E+10 2.80E+10 2.80E+10 2.22E+10 2.00E+10 1.49E+10 1.25E+10 8.87E+09 7.04E+09 4.68E+09 3.37E+09 2.16E+09 1.48E+09 9.13E+08 5.96E+08 3.36E+08 2.07E+08 1.11E+08 6.49E+07 3.30E+07 1.86E+07 8.93E+06
  80.00  3.180  9.56E+13 1.56E+14 7.54E+13 8.11E+10 8.33E+10 2.42E+11 2.36E+11 3.83E+11 3.31E+11 4.14E+11 3.56E+11 4.06E+11 3.20E+11 3.22E+11 2.58E+11 2.36E+11 1.79E+11 1.53E+11 1.11E+11 8.96E+10 6.07E+10 4.48E+10 2.95E+10 2.07E+10 1.31E+10 8.73E+09 5.08E+09 3.18E+09 1.74E+09 1.02E+09 5.31E+08 2.96E+08 1.43E+08
  90.00  3.372  9.77E+14 1.96E+15 7.81E+14 7.82E+11 8.05E+11 2.34E+12 2.30E+12 3.72E+12 3.23E+12 4.06E+12 3.52E+12 4.04E+12 3.21E+12 3.28E+12 2.65E+12 2.45E+12 1.90E+12 1.64E+12 1.21E+12 9.98E+11 6.92E+11 5.23E+11 3.51E+11 2.53E+11 1.64E+11 1.13E+11 6.75E+10 4.36E+10 2.46E+10 1.49E+10 7.97E+09 4.57E+09 2.29E+09
 100.00  3.555  9.02E+15 2.21E+16 7.29E+15 6.84E+12 7.02E+12 2.05E+13 1.99E+13 3.26E+13 2.84E+13 3.60E+13 3.15E+13 3.62E+13 2.90E+13 2.99E+13 2.45E+13 2.30E+13 1.79E+13 1.57E+13 1.18E+13 9.86E+12 6.96E+12 5.35E+12 3.68E+12 2.72E+12 1.80E+12 1.27E+12 7.81E+11 5.18E+11 3.03E+11 1.89E+11 1.05E+11 6.20E+10 3.22E+10
 110.00  3.728  7.59E+16 2.24E+17 6.20E+16 5.47E+13 5.62E+13 1.63E+14 1.60E+14 2.61E+14 2.29E+14 2.91E+14 2.56E+14 2.96E+14 2.41E+14 2.48E+14 2.05E+14 1.95E+14 1.53E+14 1.36E+14 1.04E+14 8.79E+13 6.31E+13 4.94E+13 3.45E+13 2.59E+13 1.76E+13 1.26E+13 7.97E+12 5.42E+12 3.26E+12 2.09E+12 1.20E+12 7.29E+11 3.94E+11
 120.00  3.894  5.90E+17 2.08E+18 4.85E+17 4.06E+14 4.16E+14 1.21E+15 1.19E+15 1.94E+15 1.71E+15 2.18E+15 1.93E+15 2.24E+15 1.83E+15 1.91E+15 1.59E+15 1.51E+15 1.21E+15 1.09E+15 8.34E+14 7.16E+14 5.21E+14 4.14E+14 2.93E+14 2.24E+14 1.54E+14 1.13E+14 7.31E+13 5.07E+13 3.12E+13 2.06E+13 1.21E+13 7.56E+12 4.22E+12
 130.00  4.053  4.26E+18 1.78E+19 3.54E+18 2.81E+15 2.87E+15 8.37E+15 8.24E+15 1.34E+16 1.19E+16 1.53E+16 1.35E+16 1.58E+16 1.30E+16 1.36E+16 1.14E+16 1.10E+16 8.85E+15 8.00E+15 6.21E+15 5.39E+15 3.96E+15 3.19E+15 2.30E+15 1.78E+15 1.24E+15 9.26E+14 6.10E+14 4.31E+14 2.71E+14 1.82E+14 1.10E+14 7.03E+13 4.03E+13
 140.00  4.206  2.90E+19 1.43E+20 2.42E+19 1.83E+16 1.87E+16 5.45E+16 5.37E+16 8.79E+16 7.80E+16 1.00E+17 8.96E+16 1.04E+17 8.62E+16 9.14E+16 7.70E+16 7.44E+16 6.04E+16 5.51E+16 4.32E+16 3.79E+16 2.81E+16 2.29E+16 1.67E+16 1.31E+16 9.32E+15 7.01E+15 4.69E+15 3.37E+15 2.16E+15 1.48E+15 9.07E+14 5.94E+14 3.49E+14
