                    ************************************************************************************************
                    *  Z= 31 A= 65: Positive-Parity Spin-dependent Level Density [MeV-1] for Ga 65 and ldmodel= 6  *
 170.00  4.370  7.28E+24 2.79E+23 6.62E+24 3.80E+21 7.47E+21 1.09E+22 1.39E+22 1.65E+22 1.85E+22 1.99E+22 2.07E+22 2.10E+22 2.08E+22 2.02E+22 1.90E+22 1.77E+22 1.62E+22 1.45E+22 1.27E+22 1.10E+22 9.36E+21 7.84E+21 6.45E+21 5.24E+21 4.18E+21 3.29E+21 2.54E+21 1.94E+21 1.45E+21 1.07E+21 7.74E+20 5.52E+20 3.88E+20
 180.00  4.497  4.68E+25 1.78E+24 4.28E+25 2.35E+22 4.62E+22 6.74E+22 8.62E+22 1.02E+23 1.15E+23 1.24E+23 1.30E+23 1.32E+23 1.31E+23 1.28E+23 1.21E+23 1.13E+23 1.03E+23 9.31E+22 8.25E+22 7.18E+22 6.15E+22 5.19E+22 4.31E+22 3.52E+22 2.84E+22 2.25E+22 1.75E+22 1.35E+22 1.02E+22 7.62E+21 5.60E+21 4.05E+21 2.88E+21
 190.00  4.620  2.86E+26 1.08E+25 2.62E+26 1.38E+23 2.72E+23 3.96E+23 5.08E+23 6.02E+23 6.78E+23 7.34E+23 7.70E+23 7.85E+23 7.82E+23 7.62E+23 7.27E+23 6.82E+23 6.28E+23 5.69E+23 5.06E+23 4.43E+23 3.82E+23 3.25E+23 2.71E+23 2.24E+23 1.82E+23 1.45E+23 1.14E+23 8.86E+22 6.78E+22 5.10E+22 3.79E+22 2.77E+22 1.99E+22
 200.00  4.740  1.63E+27 6.10E+25 1.50E+27 7.58E+23 1.49E+24 2.17E+24 2.79E+24 3.31E+24 3.74E+24 4.06E+24 4.26E+24 4.36E+24 4.35E+24 4.25E+24 4.08E+24 3.84E+24 3.55E+24 3.23E+24 2.89E+24 2.55E+24 2.20E+24 1.88E+24 1.58E+24 1.32E+24 1.08E+24 8.66E+23 6.88E+23 5.39E+23 4.16E+23 3.16E+23 2.37E+23 1.75E+23 1.27E+23

                    ************************************************************************************************
                    *  Z= 31 A= 65: Negative-Parity Spin-dependent Level Density [MeV-1] for Ga 65 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.168  8.38E-01 1.55E+00 1.95E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.237  2.24E+00 1.46E+00 3.06E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.290  4.33E+00 2.82E+00 4.40E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.335  7.10E+00 4.81E+00 5.59E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.375  1.09E+01 7.67E+00 7.79E+01 3.02E-02 6.40E-02 1.11E-02 1.79E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.410  1.69E+01 1.01E+01 1.20E+02 5.13E-01 1.07E+00 9.15E-02 8.28E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.443  2.67E+01 1.34E+01 1.84E+02 1.78E+00 3.68E+00 5.34E-01 2.12E-01 1.02E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.474  4.17E+01 2.00E+01 2.78E+02 3.14E+00 6.30E+00 1.83E+00 7.66E-01 2.46E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.503  6.26E+01 2.93E+01 3.81E+02 4.32E+00 8.11E+00 5.61E+00 2.09E+00 1.94E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.530  9.05E+01 4.24E+01 4.64E+02 7.48E+00 1.30E+01 1.06E+01 4.31E+00 7.53E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.556  1.27E+02 5.99E+01 5.72E+02 9.15E+00 1.61E+01 1.48E+01 7.31E+00 1.79E+00 1.47E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.581  1.72E+02 6.99E+01 7.08E+02 9.33E+00 1.74E+01 1.83E+01 1.10E+01 3.81E+00 1.37E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.604  2.30E+02 8.80E+01 8.83E+02 9.67E+00 1.80E+01 2.09E+01 1.46E+01 6.84E+00 5.12E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.627  3.00E+02 1.13E+02 1.09E+03 1.15E+01 1.96E+01 2.38E+01 1.75E+01 1.05E+01 1.25E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.649  3.89E+02 1.47E+02 1.39E+03 1.52E+01 2.45E+01 2.93E+01 2.16E+01 1.46E+01 2.49E+00 2.61E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.670  5.02E+02 1.84E+02 1.73E+03 2.17E+01 3.53E+01 4.16E+01 2.82E+01 1.82E+01 4.99E+00 1.33E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.691  6.44E+02 2.33E+02 2.06E+03 3.20E+01 5.27E+01 6.28E+01 3.77E+01 2.29E+01 9.39E+00 7.39E-01 3.46E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.711  8.25E+02 2.86E+02 2.49E+03 4.94E+01 7.37E+01 8.73E+01 5.18E+01 3.07E+01 1.53E+01 1.77E+00 5.83E-02 1.32E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.730  1.06E+03 3.31E+02 3.12E+03 6.71E+01 1.01E+02 1.12E+02 7.39E+01 4.12E+01 2.03E+01 3.24E+00 2.05E-01 5.41E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.749  1.36E+03 3.86E+02 3.90E+03 8.63E+01 1.32E+02 1.43E+02 1.02E+02 5.44E+01 2.63E+01 5.54E+00 5.21E-01 4.86E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.786  2.30E+03 6.00E+02 6.00E+03 1.17E+02 1.94E+02 2.29E+02 1.66E+02 9.08E+01 4.04E+01 1.24E+01 2.09E+00 3.44E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.821  3.77E+03 9.69E+02 9.15E+03 1.84E+02 2.92E+02 3.33E+02 2.65E+02 1.63E+02 7.33E+01 2.74E+01 8.19E+00 1.25E+00 4.20E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.854  5.99E+03 1.49E+03 1.39E+04 2.83E+02 4.88E+02 5.20E+02 3.96E+02 2.57E+02 1.26E+02 5.00E+01 1.56E+01 3.93E+00 3.97E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.887  9.33E+03 2.15E+03 2.04E+04 4.33E+02 7.24E+02 7.50E+02 6.32E+02 4.01E+02 2.09E+02 7.93E+01 2.51E+01 6.74E+00 1.30E+00 1.05E-01 1.67E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.918  1.43E+04 3.18E+03 3.13E+04 5.72E+02 1.01E+03 1.09E+03 8.92E+02 5.72E+02 3.13E+02 1.29E+02 5.00E+01 1.49E+01 3.63E+00 8.50E-01 1.71E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.948  2.15E+04 4.96E+03 4.40E+04 9.06E+02 1.50E+03 1.59E+03 1.35E+03 8.86E+02 5.08E+02 2.25E+02 9.35E+01 3.28E+01 1.18E+01 2.21E+00 5.25E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.977  3.20E+04 6.87E+03 6.49E+04 1.29E+03 2.27E+03 2.30E+03 1.92E+03 1.28E+03 7.40E+02 3.49E+02 1.54E+02 6.23E+01 2.29E+01 5.72E+00 8.34E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.005  4.68E+04 9.97E+03 9.29E+04 1.76E+03 3.12E+03 3.16E+03 2.74E+03 1.79E+03 1.04E+03 5.15E+02 2.42E+02 9.71E+01 3.70E+01 1.25E+01 2.86E+00 2.89E-01 5.30E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.033  6.75E+04 1.44E+04 1.30E+05 2.44E+03 4.26E+03 4.27E+03 3.80E+03 2.51E+03 1.50E+03 7.51E+02 3.75E+02 1.70E+02 7.01E+01 2.56E+01 7.10E+00 1.92E+00 3.62E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.060  9.62E+04 2.00E+04 1.81E+05 3.36E+03 5.96E+03 6.01E+03 5.26E+03 3.62E+03 2.24E+03 1.18E+03 6.24E+02 2.88E+02 1.24E+02 4.69E+01 1.35E+01 2.92E+00 5.71E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.112  2.04E+05 3.75E+04 3.47E+05 6.17E+03 1.08E+04 1.11E+04 9.42E+03 6.79E+03 4.32E+03 2.46E+03 1.41E+03 7.30E+02 3.49E+02 1.47E+02 5.22E+01 1.43E+01 2.98E+00 1.02E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.161  3.94E+05 6.99E+04 6.40E+05 1.04E+04 1.79E+04 1.91E+04 1.59E+04 1.19E+04 7.77E+03 4.70E+03 2.85E+03 1.59E+03 8.16E+02 3.86E+02 1.58E+02 5.72E+01 1.09E+01 3.17E+00 1.13E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.208  7.16E+05 1.21E+05 1.12E+06 1.71E+04 2.93E+04 3.13E+04 2.69E+04 2.08E+04 1.42E+04 9.05E+03 5.96E+03 3.61E+03 2.06E+03 1.09E+03 5.07E+02 2.07E+02 6.59E+01 1.90E+01 6.70E+00 1.12E+00 6.56E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.254  1.24E+06 1.94E+05 1.92E+06 2.62E+04 4.40E+04 4.81E+04 4.23E+04 3.34E+04 2.40E+04 1.65E+04 1.14E+04 7.41E+03 4.59E+03 2.62E+03 1.34E+03 6.29E+02 2.45E+02 7.95E+01 2.14E+01 4.31E+00 2.17E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.298  2.06E+06 3.15E+05 3.26E+06 3.81E+04 6.43E+04 7.20E+04 6.44E+04 5.14E+04 3.88E+04 2.80E+04 2.03E+04 1.39E+04 8.97E+03 5.47E+03 2.98E+03 1.50E+03 6.59E+02 2.43E+02 7.92E+01 2.03E+01 6.10E+00 9.58E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.341  3.31E+06 4.94E+05 5.20E+06 5.36E+04 9.03E+04 1.03E+05 9.49E+04 7.75E+04 6.21E+04 4.74E+04 3.58E+04 2.61E+04 1.78E+04 1.15E+04 6.80E+03 3.65E+03 1.79E+03 7.71E+02 2.81E+02 8.39E+01 2.02E+01 3.62E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.382  5.15E+06 7.19E+05 8.19E+06 7.08E+04 1.19E+05 1.42E+05 1.35E+05 1.16E+05 9.72E+04 7.77E+04 6.03E+04 4.52E+04 3.19E+04 2.11E+04 1.30E+04 7.38E+03 3.81E+03 1.78E+03 7.14E+02 2.48E+02 6.83E+01 1.47E+01 3.75E+00 4.18E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.422  7.82E+06 1.06E+06 1.28E+07 8.87E+04 1.53E+05 1.88E+05 1.86E+05 1.66E+05 1.43E+05 1.18E+05 9.37E+04 7.16E+04 5.19E+04 3.56E+04 2.29E+04 1.38E+04 7.56E+03 3.83E+03 1.71E+03 6.62E+02 2.21E+02 5.94E+01 1.26E+01 2.16E+00 4.85E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.461  1.19E+07 1.55E+06 2.02E+07 1.18E+05 2.09E+05 2.62E+05 2.71E+05 2.52E+05 2.24E+05 1.90E+05 1.55E+05 1.22E+05 9.17E+04 6.49E+04 4.37E+04 2.76E+04 1.60E+04 8.65E+03 4.21E+03 1.76E+03 6.49E+02 2.05E+02 4.45E+01 7.85E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.499  1.78E+07 2.37E+06 3.06E+07 1.55E+05 2.78E+05 3.56E+05 3.80E+05 3.67E+05 3.35E+05 2.91E+05 2.42E+05 1.94E+05 1.49E+05 1.07E+05 7.41E+04 4.79E+04 2.88E+04 1.62E+04 8.32E+03 3.74E+03 1.50E+03 5.19E+02 1.34E+02 2.90E+01 3.81E+00 2.95E+00 2.58E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.590  5.21E+07 5.42E+06 8.06E+07 2.74E+05 5.08E+05 6.81E+05 7.74E+05 7.98E+05 7.70E+05 7.02E+05 6.08E+05 5.05E+05 3.98E+05 2.98E+05 2.15E+05 1.47E+05 9.46E+04 5.82E+04 3.35E+04 1.78E+04 8.72E+03 3.83E+03 1.45E+03 4.97E+02 1.26E+02 2.97E+01 3.23E+00 3.39E+00 1.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  1.676  1.39E+08 1.44E+07 2.28E+08 5.36E+05 1.03E+06 1.43E+06 1.71E+06 1.86E+06 1.89E+06 1.79E+06 1.63E+06 1.40E+06 1.15E+06 9.02E+05 6.78E+05 4.90E+05 3.39E+05 2.25E+05 1.42E+05 8.63E+04 4.87E+04 2.55E+04 1.22E+04 5.52E+03 2.14E+03 6.56E+02 1.55E+02 2.31E+01 2.22E+01 3.65E+00 4.76E-01 2.65E-03 1.00E-30
  30.00  1.836  1.06E+09 7.83E+07 1.29E+09 2.64E+06 5.01E+06 6.96E+06 8.45E+06 9.20E+06 9.37E+06 9.07E+06 8.25E+06 7.18E+06 5.99E+06 4.79E+06 3.64E+06 2.67E+06 1.87E+06 1.25E+06 8.04E+05 4.90E+05 2.87E+05 1.61E+05 8.27E+04 4.14E+04 1.94E+04 7.69E+03 2.98E+03 1.06E+03 2.76E+02 4.90E+01 6.82E+00 5.36E+02 1.68E+02
  40.00  2.120  6.74E+10 2.66E+09 4.80E+10 8.33E+07 1.60E+08 2.27E+08 2.77E+08 3.10E+08 3.25E+08 3.23E+08 3.06E+08 2.79E+08 2.44E+08 2.07E+08 1.68E+08 1.33E+08 1.01E+08 7.42E+07 5.27E+07 3.62E+07 2.39E+07 1.53E+07 9.43E+06 5.57E+06 3.16E+06 1.71E+06 8.83E+05 4.32E+05 2.00E+05 8.63E+04 3.43E+04 1.24E+04 3.96E+03
  50.00  2.370  2.05E+12 8.99E+10 1.71E+12 2.02E+09 3.92E+09 5.56E+09 6.88E+09 7.79E+09 8.29E+09 8.40E+09 8.13E+09 7.58E+09 6.83E+09 5.95E+09 5.02E+09 4.10E+09 3.25E+09 2.50E+09 1.87E+09 1.36E+09 9.55E+08 6.50E+08 4.30E+08 2.74E+08 1.70E+08 1.01E+08 5.81E+07 3.21E+07 1.71E+07 8.66E+06 4.19E+06 1.93E+06 8.32E+05
  60.00  2.596  3.82E+13 1.57E+12 3.07E+13 3.50E+10 6.80E+10 9.70E+10 1.21E+11 1.39E+11 1.48E+11 1.53E+11 1.51E+11 1.42E+11 1.31E+11 1.17E+11 1.01E+11 8.51E+10 6.97E+10 5.56E+10 4.31E+10 3.26E+10 2.39E+10 1.72E+10 1.19E+10 8.09E+09 5.33E+09 3.42E+09 2.12E+09 1.28E+09 7.48E+08 4.23E+08 2.32E+08 1.22E+08 6.21E+07
  70.00  2.804  6.37E+14 2.51E+13 5.15E+14 5.55E+11 1.08E+12 1.55E+12 1.94E+12 2.23E+12 2.42E+12 2.51E+12 2.50E+12 2.39E+12 2.23E+12 2.02E+12 1.78E+12 1.52E+12 1.27E+12 1.04E+12 8.23E+11 6.38E+11 4.83E+11 3.56E+11 2.56E+11 1.79E+11 1.23E+11 8.19E+10 5.32E+10 3.36E+10 2.06E+10 1.23E+10 7.16E+09 4.03E+09 2.20E+09
  80.00  2.998  1.18E+16 4.82E+14 9.97E+15 9.72E+12 1.89E+13 2.72E+13 3.42E+13 3.94E+13 4.29E+13 4.47E+13 4.47E+13 4.33E+13 4.08E+13 3.72E+13 3.31E+13 2.87E+13 2.42E+13 2.00E+13 1.62E+13 1.27E+13 9.77E+12 7.35E+12 5.39E+12 3.86E+12 2.71E+12 1.85E+12 1.24E+12 8.04E+11 5.09E+11 3.14E+11 1.88E+11 1.10E+11 6.21E+10
  90.00  3.180  1.72E+17 6.92E+15 1.45E+17 1.35E+14 2.64E+14 3.79E+14 4.77E+14 5.53E+14 6.05E+14 6.32E+14 6.37E+14 6.21E+14 5.88E+14 5.41E+14 4.86E+14 4.25E+14 3.63E+14 3.04E+14 2.47E+14 1.97E+14 1.55E+14 1.18E+14 8.78E+13 6.41E+13 4.58E+13 3.19E+13 2.18E+13 1.45E+13 9.43E+12 5.99E+12 3.70E+12 2.23E+12 1.31E+12
 100.00  3.352  2.11E+18 8.40E+16 1.80E+18 1.55E+15 3.03E+15 4.36E+15 5.50E+15 6.40E+15 7.03E+15 7.40E+15 7.50E+15 7.36E+15 7.03E+15 6.52E+15 5.92E+15 5.23E+15 4.53E+15 3.83E+15 3.17E+15 2.56E+15 2.03E+15 1.58E+15 1.20E+15 8.95E+14 6.53E+14 4.66E+14 3.26E+14 2.22E+14 1.48E+14 9.69E+13 6.18E+13 3.85E+13 2.35E+13
 110.00  3.515  2.36E+19 9.41E+17 2.06E+19 1.65E+16 3.22E+16 4.65E+16 5.88E+16 6.87E+16 7.58E+16 8.00E+16 8.15E+16 8.05E+16 7.75E+16 7.25E+16 6.62E+16 5.91E+16 5.17E+16 4.42E+16 3.71E+16 3.04E+16 2.45E+16 1.92E+16 1.49E+16 1.13E+16 8.36E+15 6.08E+15 4.33E+15 3.02E+15 2.06E+15 1.38E+15 9.06E+14 5.80E+14 3.63E+14
 120.00  3.671  2.45E+20 9.70E+18 2.15E+20 1.62E+17 3.17E+17 4.59E+17 5.81E+17 6.81E+17 7.54E+17 8.00E+17 8.19E+17 8.14E+17 7.85E+17 7.41E+17 6.82E+17 6.14E+17 5.41E+17 4.68E+17 3.96E+17 3.28E+17 2.67E+17 2.13E+17 1.67E+17 1.28E+17 9.66E+16 7.13E+16 5.18E+16 3.68E+16 2.56E+16 1.75E+16 1.18E+16 7.67E+15 4.92E+15
