                    ************************************************************************************************
                    *  Z= 31 A= 65: Positive-Parity Spin-dependent Level Density [MeV-1] for Ga 65 and ldmodel= 2  *
 170.00  4.692  4.81E+27 2.11E+26 4.14E+27 3.08E+24 6.02E+24 8.71E+24 1.10E+25 1.29E+25 1.43E+25 1.51E+25 1.55E+25 1.54E+25 1.49E+25 1.40E+25 1.29E+25 1.16E+25 1.03E+25 8.91E+24 7.57E+24 6.31E+24 5.16E+24 4.15E+24 3.28E+24 2.55E+24 1.95E+24 1.46E+24 1.08E+24 7.86E+23 5.62E+23 3.95E+23 2.74E+23 1.87E+23 1.25E+23
 180.00  4.828  3.69E+28 1.61E+27 3.20E+28 2.28E+25 4.46E+25 6.45E+25 8.19E+25 9.60E+25 1.06E+26 1.13E+26 1.16E+26 1.16E+26 1.12E+26 1.06E+26 9.85E+25 8.92E+25 7.92E+25 6.90E+25 5.90E+25 4.95E+25 4.09E+25 3.31E+25 2.64E+25 2.07E+25 1.59E+25 1.21E+25 9.01E+24 6.62E+24 4.78E+24 3.40E+24 2.38E+24 1.64E+24 1.11E+24
 190.00  4.960  2.69E+29 1.16E+28 2.34E+29 1.60E+26 3.14E+26 4.54E+26 5.77E+26 6.77E+26 7.53E+26 8.03E+26 8.26E+26 8.26E+26 8.04E+26 7.65E+26 7.11E+26 6.47E+26 5.78E+26 5.06E+26 4.35E+26 3.68E+26 3.05E+26 2.49E+26 2.00E+26 1.58E+26 1.23E+26 9.38E+25 7.06E+25 5.23E+25 3.82E+25 2.74E+25 1.94E+25 1.35E+25 9.29E+24
 200.00  5.089  1.86E+30 7.97E+28 1.63E+30 1.07E+27 2.10E+27 3.05E+27 3.87E+27 4.56E+27 5.08E+27 5.42E+27 5.60E+27 5.61E+27 5.48E+27 5.23E+27 4.88E+27 4.47E+27 4.01E+27 3.53E+27 3.05E+27 2.59E+27 2.16E+27 1.78E+27 1.44E+27 1.14E+27 8.95E+26 6.90E+26 5.23E+26 3.91E+26 2.88E+26 2.09E+26 1.49E+26 1.05E+26 7.29E+25

                    ************************************************************************************************
                    *  Z= 31 A= 65: Negative-Parity Spin-dependent Level Density [MeV-1] for Ga 65 and ldmodel= 2  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.180  1.10E+00 2.20E+00 1.05E+01 3.79E-01 5.70E-01 5.33E-01 3.66E-01 1.95E-01 8.28E-02 2.82E-02 7.79E-03 1.75E-03 3.23E-04 4.86E-05 6.01E-06 6.11E-07 5.11E-08 3.52E-09 1.99E-10 9.32E-12 3.59E-13 1.14E-14 3.00E-16 6.50E-18 1.16E-19 1.72E-21 2.09E-23 2.11E-25 1.76E-27 1.21E-29 1.00E-30 1.00E-30 1.00E-30
   0.50  0.254  2.70E+00 3.19E+00 1.52E+01 5.49E-01 8.27E-01 7.73E-01 5.31E-01 2.83E-01 1.20E-01 4.09E-02 1.13E-02 2.54E-03 4.68E-04 7.05E-05 8.72E-06 8.86E-07 7.41E-08 5.10E-09 2.89E-10 1.35E-11 5.21E-13 1.66E-14 4.35E-16 9.43E-18 1.69E-19 2.49E-21 3.04E-23 3.06E-25 2.55E-27 1.75E-29 1.00E-30 1.00E-30 1.00E-30
   0.75  0.312  4.98E+00 4.57E+00 2.18E+01 7.87E-01 1.18E+00 1.11E+00 7.61E-01 4.06E-01 1.72E-01 5.86E-02 1.62E-02 3.64E-03 6.70E-04 1.01E-04 1.25E-05 1.27E-06 1.06E-07 7.30E-09 4.14E-10 1.94E-11 7.46E-13 2.37E-14 6.23E-16 1.35E-17 2.41E-19 3.57E-21 4.35E-23 4.38E-25 3.65E-27 2.51E-29 1.00E-30 1.00E-30 1.00E-30
   1.00  0.360  8.21E+00 6.46E+00 3.09E+01 1.11E+00 1.68E+00 1.57E+00 1.08E+00 5.74E-01 2.43E-01 8.29E-02 2.29E-02 5.15E-03 9.48E-04 1.43E-04 1.77E-05 1.80E-06 1.50E-07 1.03E-08 5.86E-10 2.74E-11 1.06E-12 3.36E-14 8.81E-16 1.91E-17 3.41E-19 5.04E-21 6.15E-23 6.20E-25 5.16E-27 3.55E-29 1.00E-30 1.00E-30 1.00E-30
   1.25  0.402  1.27E+01 9.04E+00 4.32E+01 1.56E+00 2.34E+00 2.19E+00 1.51E+00 8.03E-01 3.40E-01 1.16E-01 3.20E-02 7.21E-03 1.33E-03 2.00E-04 2.47E-05 2.51E-06 2.10E-07 1.45E-08 8.19E-10 3.83E-11 1.48E-12 4.70E-14 1.23E-15 2.67E-17 4.78E-19 7.05E-21 8.61E-23 8.67E-25 7.22E-27 4.97E-29 1.00E-30 1.00E-30 1.00E-30
   1.50  0.441  1.89E+01 1.23E+01 5.99E+01 2.07E+00 3.14E+00 2.97E+00 2.08E+00 1.14E+00 4.97E-01 1.76E-01 5.06E-02 1.19E-02 2.31E-03 3.69E-04 4.87E-05 5.30E-06 4.78E-07 3.56E-08 2.20E-09 1.13E-10 4.79E-12 1.69E-13 4.93E-15 1.20E-16 2.41E-18 4.03E-20 5.60E-22 6.46E-24 6.19E-26 4.93E-28 3.26E-30 1.00E-30 1.00E-30
   1.75  0.476  2.71E+01 1.64E+01 8.26E+01 2.62E+00 4.03E+00 3.92E+00 2.84E+00 1.63E+00 7.50E-01 2.83E-01 8.77E-02 2.25E-02 4.80E-03 8.52E-04 1.26E-04 1.55E-05 1.60E-06 1.38E-07 9.96E-09 6.01E-10 3.04E-11 1.29E-12 4.58E-14 1.36E-15 3.40E-17 7.12E-19 1.25E-20 1.84E-22 2.28E-24 2.37E-26 2.06E-28 1.51E-30 1.00E-30
   2.00  0.509  3.80E+01 2.17E+01 1.13E+02 3.30E+00 5.15E+00 5.12E+00 3.83E+00 2.28E+00 1.11E+00 4.42E-01 1.47E-01 4.06E-02 9.43E-03 1.84E-03 3.01E-04 4.15E-05 4.83E-06 4.74E-07 3.93E-08 2.75E-09 1.63E-10 8.14E-12 3.44E-13 1.23E-14 3.73E-16 9.55E-18 2.07E-19 3.80E-21 5.91E-23 7.78E-25 8.67E-27 8.18E-29 1.00E-30
   2.25  0.540  5.22E+01 2.85E+01 1.52E+02 4.14E+00 6.54E+00 6.63E+00 5.10E+00 3.15E+00 1.60E+00 6.72E-01 2.37E-01 7.04E-02 1.76E-02 3.74E-03 6.73E-04 1.03E-04 1.33E-05 1.47E-06 1.38E-07 1.10E-08 7.53E-10 4.37E-11 2.16E-12 9.14E-14 3.29E-15 1.01E-16 2.65E-18 5.93E-20 1.13E-21 1.85E-23 2.57E-25 3.05E-27 3.10E-29
   2.50  0.569  7.08E+01 3.72E+01 2.05E+02 5.16E+00 8.25E+00 8.52E+00 6.73E+00 4.30E+00 2.27E+00 1.00E+00 3.73E-01 1.18E-01 3.16E-02 7.25E-03 1.42E-03 2.37E-04 3.40E-05 4.17E-06 4.39E-07 3.96E-08 3.07E-09 2.04E-10 1.17E-11 5.72E-13 2.41E-14 8.73E-16 2.72E-17 7.28E-19 1.68E-20 3.32E-22 5.65E-24 8.27E-26 1.04E-27
   2.75  0.597  9.50E+01 4.83E+01 2.73E+02 6.42E+00 1.04E+01 1.09E+01 8.80E+00 5.79E+00 3.17E+00 1.46E+00 5.72E-01 1.91E-01 5.48E-02 1.35E-02 2.84E-03 5.17E-04 8.10E-05 1.09E-05 1.28E-06 1.29E-07 1.12E-08 8.43E-10 5.48E-11 3.08E-12 1.50E-13 6.32E-15 2.30E-16 7.25E-18 1.98E-19 4.67E-21 9.56E-23 1.69E-24 2.60E-26
   3.00  0.623  1.26E+02 6.23E+01 3.61E+02 7.95E+00 1.30E+01 1.38E+01 1.14E+01 7.71E+00 4.36E+00 2.09E+00 8.59E-01 3.02E-01 9.17E-02 2.40E-02 5.44E-03 1.07E-03 1.82E-04 2.69E-05 3.44E-06 3.84E-07 3.72E-08 3.13E-09 2.29E-10 1.46E-11 8.11E-13 3.92E-14 1.65E-15 6.03E-17 1.92E-18 5.33E-20 1.29E-21 2.72E-23 4.99E-25
   3.25  0.649  1.66E+02 8.00E+01 4.75E+02 9.82E+00 1.61E+01 1.74E+01 1.47E+01 1.02E+01 5.94E+00 2.96E+00 1.26E+00 4.67E-01 1.49E-01 4.15E-02 1.00E-02 2.11E-03 3.87E-04 6.21E-05 8.68E-06 1.06E-06 1.13E-07 1.06E-08 8.65E-10 6.19E-11 3.87E-12 2.12E-13 1.02E-14 4.27E-16 1.57E-17 5.06E-19 1.43E-20 3.53E-22 7.63E-24
   3.50  0.673  2.17E+02 1.02E+02 6.20E+02 1.21E+01 2.00E+01 2.19E+01 1.88E+01 1.33E+01 8.00E+00 4.12E+00 1.83E+00 7.06E-01 2.37E-01 6.96E-02 1.78E-02 4.00E-03 7.88E-04 1.36E-04 2.06E-05 2.74E-06 3.21E-07 3.30E-08 2.98E-09 2.37E-10 1.65E-11 1.02E-12 5.51E-14 2.63E-15 1.10E-16 4.07E-18 1.32E-19 3.79E-21 9.55E-23
   3.75  0.697  2.82E+02 1.30E+02 8.06E+02 1.48E+01 2.47E+01 2.73E+01 2.39E+01 1.73E+01 1.07E+01 5.66E+00 2.61E+00 1.05E+00 3.68E-01 1.14E-01 3.08E-02 7.33E-03 1.54E-03 2.84E-04 4.64E-05 6.68E-06 8.49E-07 9.53E-08 9.45E-09 8.29E-10 6.42E-11 4.40E-12 2.66E-13 1.43E-14 6.75E-16 2.83E-17 1.05E-18 3.44E-20 9.98E-22
   4.00  0.720  3.64E+02 1.64E+02 1.04E+03 1.81E+01 3.04E+01 3.40E+01 3.02E+01 2.23E+01 1.41E+01 7.69E+00 3.66E+00 1.53E+00 5.60E-01 1.81E-01 5.16E-02 1.30E-02 2.89E-03 5.70E-04 9.97E-05 1.54E-05 2.12E-06 2.58E-07 2.79E-08 2.68E-09 2.28E-10 1.73E-11 1.16E-12 6.92E-14 3.67E-15 1.73E-16 7.24E-18 2.69E-19 8.90E-21
   4.25  0.742  4.68E+02 2.07E+02 1.34E+03 2.20E+01 3.72E+01 4.22E+01 3.79E+01 2.85E+01 1.84E+01 1.03E+01 5.08E+00 2.19E+00 8.37E-01 2.82E-01 8.43E-02 2.23E-02 5.26E-03 1.10E-03 2.05E-04 3.40E-05 5.02E-06 6.59E-07 7.72E-08 8.06E-09 7.50E-10 6.22E-11 4.61E-12 3.04E-13 1.79E-14 9.40E-16 4.41E-17 1.84E-18 6.88E-20
   4.50  0.763  5.98E+02 2.60E+02 1.72E+03 2.68E+01 4.55E+01 5.20E+01 4.74E+01 3.63E+01 2.40E+01 1.38E+01 6.97E+00 3.11E+00 1.23E+00 4.31E-01 1.35E-01 3.75E-02 9.29E-03 2.06E-03 4.06E-04 7.17E-05 1.13E-05 1.60E-06 2.02E-07 2.28E-08 2.30E-09 2.08E-10 1.68E-11 1.22E-12 7.92E-14 4.61E-15 2.40E-16 1.12E-17 4.68E-19
   4.75  0.784  7.61E+02 3.25E+02 2.19E+03 3.25E+01 5.55E+01 6.40E+01 5.90E+01 4.60E+01 3.09E+01 1.82E+01 9.45E+00 4.35E+00 1.78E+00 6.48E-01 2.11E-01 6.13E-02 1.60E-02 3.72E-03 7.77E-04 1.46E-04 2.44E-05 3.69E-06 4.99E-07 6.06E-08 6.61E-09 6.48E-10 5.71E-11 4.52E-12 3.21E-13 2.05E-14 1.18E-15 6.10E-17 2.83E-18
   5.00  0.805  9.63E+02 4.06E+02 2.78E+03 3.93E+01 6.74E+01 7.84E+01 7.32E+01 5.78E+01 3.96E+01 2.39E+01 1.27E+01 6.01E+00 2.54E+00 9.58E-01 3.24E-01 9.83E-02 2.68E-02 6.55E-03 1.44E-03 2.85E-04 5.08E-05 8.14E-06 1.18E-06 1.53E-07 1.80E-08 1.90E-09 1.81E-10 1.55E-11 1.20E-12 8.41E-14 5.30E-15 3.01E-16 1.54E-17
   5.50  0.844  1.59E+03 6.25E+02 4.44E+03 5.70E+01 9.88E+01 1.17E+02 1.11E+02 9.04E+01 6.40E+01 4.01E+01 2.23E+01 1.11E+01 4.98E+00 2.01E+00 7.28E-01 2.38E-01 7.04E-02 1.88E-02 4.55E-03 9.96E-04 1.97E-04 3.54E-05 5.77E-06 8.50E-07 1.14E-07 1.38E-08 1.52E-09 1.51E-10 1.37E-11 1.12E-12 8.37E-14 5.66E-15 3.47E-16
   6.00  0.881  2.54E+03 9.50E+02 6.98E+03 8.21E+01 1.43E+02 1.72E+02 1.67E+02 1.39E+02 1.01E+02 6.57E+01 3.81E+01 1.99E+01 9.38E+00 3.99E+00 1.54E+00 5.40E-01 1.72E-01 4.96E-02 1.31E-02 3.12E-03 6.81E-04 1.35E-04 2.44E-05 4.02E-06 6.04E-07 8.27E-08 1.03E-08 1.18E-09 1.22E-10 1.16E-11 1.00E-12 7.90E-14 5.69E-15
   6.50  0.917  3.97E+03 1.43E+03 1.08E+04 1.17E+02 2.06E+02 2.50E+02 2.47E+02 2.10E+02 1.57E+02 1.05E+02 6.34E+01 3.45E+01 1.70E+01 7.62E+00 3.11E+00 1.16E+00 3.93E-01 1.22E-01 3.45E-02 8.94E-03 2.12E-03 4.60E-04 9.14E-05 1.66E-05 2.77E-06 4.23E-07 5.91E-08 7.58E-09 8.91E-10 9.60E-11 9.47E-12 8.58E-13 7.12E-14
   7.00  0.952  6.10E+03 2.13E+03 1.66E+04 1.66E+02 2.94E+02 3.60E+02 3.61E+02 3.13E+02 2.41E+02 1.66E+02 1.03E+02 5.81E+01 2.99E+01 1.40E+01 6.01E+00 2.36E+00 8.50E-01 2.81E-01 8.50E-02 2.37E-02 6.06E-03 1.42E-03 3.08E-04 6.12E-05 1.12E-05 1.88E-06 2.92E-07 4.16E-08 5.46E-09 6.60E-10 7.34E-11 7.52E-12 7.10E-13
   7.50  0.986  9.24E+03 3.14E+03 2.52E+04 2.34E+02 4.16E+02 5.15E+02 5.24E+02 4.62E+02 3.63E+02 2.56E+02 1.64E+02 9.57E+01 5.10E+01 2.49E+01 1.12E+01 4.62E+00 1.75E+00 6.12E-01 1.97E-01 5.86E-02 1.61E-02 4.06E-03 9.47E-04 2.04E-04 4.06E-05 7.47E-06 1.27E-06 1.99E-07 2.89E-08 3.87E-09 4.80E-10 5.50E-11 5.82E-12
   8.00  1.018  1.38E+04 4.60E+03 3.79E+04 3.27E+02 5.85E+02 7.30E+02 7.52E+02 6.75E+02 5.40E+02 3.90E+02 2.56E+02 1.54E+02 8.51E+01 4.32E+01 2.02E+01 8.70E+00 3.47E+00 1.28E+00 4.34E-01 1.37E-01 3.99E-02 1.08E-02 2.69E-03 6.24E-04 1.34E-04 2.67E-05 4.93E-06 8.45E-07 1.34E-07 1.98E-08 2.70E-09 3.43E-10 4.03E-11
   8.50  1.049  2.05E+04 6.67E+03 5.64E+04 4.54E+02 8.17E+02 1.03E+03 1.07E+03 9.75E+02 7.94E+02 5.86E+02 3.95E+02 2.44E+02 1.39E+02 7.29E+01 3.54E+01 1.59E+01 6.61E+00 2.55E+00 9.13E-01 3.03E-01 9.36E-02 2.68E-02 7.15E-03 1.77E-03 4.08E-04 8.75E-05 1.74E-05 3.23E-06 5.58E-07 8.96E-08 1.34E-08 1.86E-09 2.41E-10
   9.00  1.080  3.01E+04 9.61E+03 8.32E+04 6.27E+02 1.13E+03 1.44E+03 1.51E+03 1.40E+03 1.16E+03 8.69E+02 5.99E+02 3.80E+02 2.22E+02 1.20E+02 6.05E+01 2.82E+01 1.22E+01 4.92E+00 1.84E+00 6.43E-01 2.09E-01 6.33E-02 1.79E-02 4.71E-03 1.16E-03 2.65E-04 5.66E-05 1.13E-05 2.10E-06 3.65E-07 5.92E-08 8.96E-09 1.27E-09
   9.50  1.109  4.39E+04 1.38E+04 1.22E+05 8.62E+02 1.56E+03 2.00E+03 2.12E+03 1.98E+03 1.67E+03 1.28E+03 8.97E+02 5.82E+02 3.50E+02 1.95E+02 1.01E+02 4.87E+01 2.19E+01 9.17E+00 3.59E+00 1.31E+00 4.47E-01 1.42E-01 4.24E-02 1.18E-02 3.07E-03 7.49E-04 1.71E-04 3.64E-05 7.26E-06 1.36E-06 2.37E-07 3.88E-08 5.94E-09
  10.00  1.138  6.34E+04 1.95E+04 1.77E+05 1.18E+03 2.15E+03 2.76E+03 2.96E+03 2.79E+03 2.38E+03 1.85E+03 1.33E+03 8.80E+02 5.42E+02 3.10E+02 1.65E+02 8.23E+01 3.83E+01 1.66E+01 6.76E+00 2.57E+00 9.17E-01 3.06E-01 9.58E-02 2.81E-02 7.72E-03 1.99E-03 4.81E-04 1.09E-04 2.32E-05 4.64E-06 8.69E-07 1.53E-07 2.52E-08
  11.00  1.194  1.41E+05 3.87E+04 3.65E+05 2.17E+03 3.98E+03 5.17E+03 5.63E+03 5.43E+03 4.75E+03 3.80E+03 2.82E+03 1.94E+03 1.25E+03 7.48E+02 4.20E+02 2.21E+02 1.09E+02 5.07E+01 2.21E+01 9.06E+00 3.49E+00 1.27E+00 4.33E-01 1.39E-01 4.21E-02 1.20E-02 3.23E-03 8.17E-04 1.95E-04 4.39E-05 9.30E-06 1.86E-06 3.50E-07
  12.00  1.247  2.91E+05 7.52E+04 7.36E+05 3.95E+03 7.29E+03 9.55E+03 1.05E+04 1.03E+04 9.21E+03 7.57E+03 5.77E+03 4.10E+03 2.73E+03 1.70E+03 9.98E+02 5.50E+02 2.86E+02 1.40E+02 6.47E+01 2.82E+01 1.16E+01 4.51E+00 1.66E+00 5.75E-01 1.89E-01 5.85E-02 1.72E-02 4.76E-03 1.25E-03 3.10E-04 7.28E-05 1.62E-05 3.40E-06
  13.00  1.297  5.81E+05 1.45E+05 1.45E+06 7.33E+03 1.36E+04 1.79E+04 1.99E+04 1.96E+04 1.77E+04 1.47E+04 1.14E+04 8.24E+03 5.59E+03 3.56E+03 2.14E+03 1.21E+03 6.45E+02 3.25E+02 1.55E+02 6.98E+01 2.98E+01 1.20E+01 4.58E+00 1.66E+00 5.68E-01 1.84E-01 5.66E-02 1.65E-02 4.56E-03 1.19E-03 2.96E-04 6.97E-05 1.56E-05
  14.00  1.346  1.13E+06 2.73E+05 2.79E+06 1.34E+04 2.48E+04 3.28E+04 3.67E+04 3.66E+04 3.33E+04 2.81E+04 2.20E+04 1.62E+04 1.12E+04 7.24E+03 4.43E+03 2.57E+03 1.40E+03 7.26E+02 3.56E+02 1.65E+02 7.26E+01 3.03E+01 1.20E+01 4.49E+00 1.60E+00 5.41E-01 1.73E-01 5.28E-02 1.53E-02 4.19E-03 1.09E-03 2.71E-04 6.37E-05
  15.00  1.394  2.14E+06 5.07E+05 5.26E+06 2.40E+04 4.47E+04 5.94E+04 6.68E+04 6.71E+04 6.17E+04 5.25E+04 4.17E+04 3.10E+04 2.17E+04 1.43E+04 8.95E+03 5.29E+03 2.95E+03 1.57E+03 7.86E+02 3.75E+02 1.70E+02 7.29E+01 2.98E+01 1.15E+01 4.26E+00 1.49E+00 4.97E-01 1.58E-01 4.75E-02 1.36E-02 3.71E-03 9.63E-04 2.38E-04
  16.00  1.439  3.99E+06 9.26E+05 9.78E+06 4.26E+04 7.94E+04 1.06E+05 1.20E+05 1.21E+05 1.12E+05 9.63E+04 7.73E+04 5.83E+04 4.14E+04 2.78E+04 1.76E+04 1.06E+04 6.05E+03 3.27E+03 1.68E+03 8.22E+02 3.82E+02 1.69E+02 7.08E+01 2.83E+01 1.08E+01 3.91E+00 1.35E+00 4.43E-01 1.39E-01 4.13E-02 1.17E-02 3.17E-03 8.19E-04
  17.00  1.484  7.33E+06 1.67E+06 1.79E+07 7.45E+04 1.39E+05 1.86E+05 2.12E+05 2.15E+05 2.01E+05 1.74E+05 1.41E+05 1.08E+05 7.75E+04 5.27E+04 3.40E+04 2.08E+04 1.21E+04 6.66E+03 3.50E+03 1.75E+03 8.30E+02 3.76E+02 1.62E+02 6.67E+01 2.61E+01 9.76E+00 3.48E+00 1.18E+00 3.82E-01 1.18E-01 3.48E-02 9.79E-03 2.63E-03
  18.00  1.527  1.32E+07 2.96E+06 3.22E+07 1.29E+05 2.41E+05 3.23E+05 3.69E+05 3.78E+05 3.55E+05 3.10E+05 2.54E+05 1.95E+05 1.42E+05 9.81E+04 6.42E+04 3.98E+04 2.35E+04 1.32E+04 7.08E+03 3.61E+03 1.75E+03 8.13E+02 3.59E+02 1.51E+02 6.09E+01 2.34E+01 8.58E+00 3.01E+00 1.00E+00 3.21E-01 9.79E-02 2.85E-02 7.94E-03
  19.00  1.569  2.36E+07 5.19E+06 5.73E+07 2.20E+05 4.12E+05 5.55E+05 6.36E+05 6.54E+05 6.18E+05 5.44E+05 4.49E+05 3.50E+05 2.57E+05 1.80E+05 1.19E+05 7.50E+04 4.50E+04 2.57E+04 1.40E+04 7.27E+03 3.60E+03 1.71E+03 7.71E+02 3.33E+02 1.37E+02 5.41E+01 2.04E+01 7.34E+00 2.53E+00 8.32E-01 2.62E-01 7.88E-02 2.27E-02
  20.00  1.609  4.16E+07 8.98E+06 1.01E+08 3.72E+05 6.98E+05 9.42E+05 1.08E+06 1.12E+06 1.06E+06 9.43E+05 7.85E+05 6.16E+05 4.58E+05 3.23E+05 2.17E+05 1.38E+05 8.43E+04 4.89E+04 2.71E+04 1.43E+04 7.23E+03 3.49E+03 1.61E+03 7.11E+02 3.00E+02 1.21E+02 4.68E+01 1.73E+01 6.11E+00 2.07E+00 6.71E-01 2.08E-01 6.18E-02
  22.50  1.707  2.11E+08 3.38E+07 3.90E+08 1.32E+06 2.49E+06 3.38E+06 3.92E+06 4.10E+06 3.95E+06 3.55E+06 3.01E+06 2.41E+06 1.83E+06 1.32E+06 9.13E+05 6.00E+05 3.77E+05 2.26E+05 1.30E+05 7.14E+04 3.76E+04 1.90E+04 9.16E+03 4.24E+03 1.88E+03 8.01E+02 3.27E+02 1.28E+02 4.81E+01 1.73E+01 5.99E+00 1.99E+00 6.32E-01
  25.00  1.799  8.09E+08 1.20E+08 1.42E+09 4.45E+06 8.42E+06 1.15E+07 1.34E+07 1.41E+07 1.38E+07 1.25E+07 1.08E+07 8.79E+06 6.81E+06 5.03E+06 3.55E+06 2.39E+06 1.54E+06 9.53E+05 5.65E+05 3.21E+05 1.75E+05 9.15E+04 4.59E+04 2.22E+04 1.03E+04 4.57E+03 1.95E+03 8.04E+02 3.18E+02 1.21E+02 4.41E+01 1.55E+01 5.23E+00
  30.00  1.971  1.37E+10 1.29E+09 1.61E+10 4.40E+07 8.35E+07 1.15E+08 1.36E+08 1.45E+08 1.44E+08 1.34E+08 1.18E+08 9.87E+07 7.89E+07 6.03E+07 4.41E+07 3.10E+07 2.09E+07 1.35E+07 8.42E+06 5.05E+06 2.91E+06 1.62E+06 8.65E+05 4.46E+05 2.21E+05 1.06E+05 4.89E+04 2.18E+04 9.35E+03 3.87E+03 1.55E+03 5.95E+02 2.21E+02
  40.00  2.276  1.89E+12 9.36E+10 1.26E+12 2.78E+09 5.31E+09 7.39E+09 8.86E+09 9.67E+09 9.84E+09 9.43E+09 8.60E+09 7.49E+09 6.25E+09 5.01E+09 3.87E+09 2.87E+09 2.06E+09 1.43E+09 9.54E+08 6.16E+08 3.85E+08 2.33E+08 1.36E+08 7.71E+07 4.23E+07 2.24E+07 1.15E+07 5.74E+06 2.77E+06 1.29E+06 5.86E+05 2.57E+05 1.09E+05
  50.00  2.545  8.79E+13 4.30E+12 6.13E+13 1.15E+11 2.20E+11 3.08E+11 3.74E+11 4.14E+11 4.29E+11 4.20E+11 3.92E+11 3.50E+11 3.01E+11 2.50E+11 2.00E+11 1.54E+11 1.15E+11 8.36E+10 5.87E+10 4.00E+10 2.64E+10 1.69E+10 1.05E+10 6.35E+09 3.72E+09 2.12E+09 1.17E+09 6.31E+08 3.30E+08 1.68E+08 8.27E+07 3.97E+07 1.85E+07
  60.00  2.787  2.92E+15 1.42E+14 2.12E+15 3.45E+12 6.64E+12 9.37E+12 1.15E+13 1.28E+13 1.34E+13 1.34E+13 1.27E+13 1.16E+13 1.02E+13 8.64E+12 7.09E+12 5.65E+12 4.36E+12 3.27E+12 2.38E+12 1.68E+12 1.16E+12 7.74E+11 5.04E+11 3.19E+11 1.97E+11 1.18E+11 6.90E+10 3.93E+10 2.18E+10 1.18E+10 6.20E+09 3.18E+09 1.59E+09
  70.00  3.011  7.48E+16 3.60E+15 5.60E+16 8.12E+13 1.57E+14 2.22E+14 2.74E+14 3.09E+14 3.27E+14 3.29E+14 3.16E+14 2.93E+14 2.62E+14 2.27E+14 1.90E+14 1.55E+14 1.23E+14 9.43E+13 7.06E+13 5.15E+13 3.65E+13 2.53E+13 1.70E+13 1.12E+13 7.18E+12 4.49E+12 2.74E+12 1.63E+12 9.47E+11 5.37E+11 2.97E+11 1.60E+11 8.46E+10
  80.00  3.219  1.56E+18 7.42E+16 1.20E+18 1.57E+15 3.04E+15 4.32E+15 5.35E+15 6.07E+15 6.48E+15 6.58E+15 6.40E+15 6.01E+15 5.45E+15 4.79E+15 4.09E+15 3.39E+15 2.73E+15 2.15E+15 1.65E+15 1.23E+15 8.95E+14 6.36E+14 4.41E+14 2.99E+14 1.98E+14 1.28E+14 8.07E+13 4.98E+13 3.00E+13 1.77E+13 1.02E+13 5.74E+12 3.16E+12
  90.00  3.414  2.74E+19 1.29E+18 2.15E+19 2.58E+16 5.00E+16 7.13E+16 8.86E+16 1.01E+17 1.09E+17 1.11E+17 1.09E+17 1.04E+17 9.50E+16 8.45E+16 7.31E+16 6.16E+16 5.05E+16 4.04E+16 3.15E+16 2.40E+16 1.79E+16 1.30E+16 9.23E+15 6.41E+15 4.35E+15 2.89E+15 1.88E+15 1.19E+15 7.42E+14 4.52E+14 2.69E+14 1.57E+14 8.95E+13
 100.00  3.599  4.16E+20 1.94E+19 3.32E+20 3.68E+17 7.15E+17 1.02E+18 1.28E+18 1.46E+18 1.58E+18 1.63E+18 1.61E+18 1.54E+18 1.43E+18 1.28E+18 1.12E+18 9.59E+17 7.97E+17 6.47E+17 5.13E+17 3.98E+17 3.01E+17 2.23E+17 1.62E+17 1.15E+17 7.97E+16 5.42E+16 3.60E+16 2.35E+16 1.50E+16 9.38E+15 5.75E+15 3.45E+15 2.03E+15
 110.00  3.774  5.57E+21 2.58E+20 4.52E+21 4.66E+18 9.07E+18 1.30E+19 1.63E+19 1.87E+19 2.03E+19 2.11E+19 2.10E+19 2.02E+19 1.89E+19 1.72E+19 1.52E+19 1.31E+19 1.10E+19 9.06E+18 7.28E+18 5.73E+18 4.41E+18 3.32E+18 2.45E+18 1.77E+18 1.25E+18 8.67E+17 5.89E+17 3.93E+17 2.56E+17 1.64E+17 1.03E+17 6.35E+16 3.83E+16
 120.00  3.942  6.70E+22 3.07E+21 5.51E+22 5.32E+19 1.04E+20 1.49E+20 1.87E+20 2.16E+20 2.35E+20 2.45E+20 2.46E+20 2.38E+20 2.24E+20 2.05E+20 1.83E+20 1.59E+20 1.36E+20 1.13E+20 9.17E+19 7.31E+19 5.70E+19 4.35E+19 3.26E+19 2.39E+19 1.72E+19 1.21E+19 8.40E+18 5.70E+18 3.80E+18 2.48E+18 1.59E+18 1.00E+18 6.19E+17
