                    ************************************************************************************************
                    *  Z= 33 A= 71: Positive-Parity Spin-dependent Level Density [MeV-1] for As 71 and ldmodel= 5  *
 170.00  3.857  6.85E+26 2.88E+25 6.50E+26 3.24E+23 6.43E+23 9.58E+23 1.26E+24 1.56E+24 1.73E+24 1.88E+24 1.92E+24 1.98E+24 1.99E+24 1.88E+24 1.83E+24 1.71E+24 1.54E+24 1.38E+24 1.23E+24 1.10E+24 9.55E+23 7.95E+23 6.59E+23 5.39E+23 4.35E+23 3.54E+23 2.78E+23 2.20E+23 1.63E+23 1.25E+23 9.24E+22 6.83E+22 5.16E+22
 180.00  3.969  4.96E+27 2.07E+26 4.74E+27 2.27E+24 4.53E+24 6.74E+24 8.88E+24 1.10E+25 1.22E+25 1.32E+25 1.36E+25 1.41E+25 1.42E+25 1.34E+25 1.31E+25 1.23E+25 1.12E+25 1.00E+25 9.00E+24 8.05E+24 7.03E+24 5.89E+24 4.92E+24 4.05E+24 3.29E+24 2.70E+24 2.13E+24 1.70E+24 1.27E+24 9.85E+23 7.35E+23 5.49E+23 4.18E+23
 190.00  4.078  3.42E+28 1.42E+27 3.28E+28 1.52E+25 3.03E+25 4.50E+25 5.94E+25 7.33E+25 8.14E+25 8.90E+25 9.19E+25 9.47E+25 9.56E+25 9.14E+25 8.95E+25 8.41E+25 7.63E+25 6.91E+25 6.23E+25 5.59E+25 4.91E+25 4.14E+25 3.48E+25 2.88E+25 2.36E+25 1.95E+25 1.55E+25 1.25E+25 9.39E+24 7.32E+24 5.50E+24 4.14E+24 3.19E+24
 200.00  4.184  1.94E+29 7.77E+27 1.81E+29 8.12E+25 1.62E+26 2.41E+26 3.18E+26 3.92E+26 4.36E+26 4.78E+26 4.94E+26 5.09E+26 5.16E+26 4.95E+26 4.86E+26 4.58E+26 4.17E+26 3.79E+26 3.43E+26 3.09E+26 2.73E+26 2.31E+26 1.95E+26 1.62E+26 1.33E+26 1.10E+26 8.86E+25 7.16E+25 5.44E+25 4.28E+25 3.24E+25 2.45E+25 1.91E+25

                    ************************************************************************************************
                    *  Z= 33 A= 71: Negative-Parity Spin-dependent Level Density [MeV-1] for As 71 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.148  8.93E-01 2.92E+00 2.06E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.209  1.95E+00 3.92E+00 2.72E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.256  4.27E+00 4.40E+00 5.10E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.296  8.83E+00 1.30E+01 8.45E+01 1.00E-30 1.43E-02 3.30E-01 3.30E-01 3.30E-01 3.30E-01 6.86E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.331  1.45E+01 1.84E+01 1.05E+02 1.00E-30 2.08E-02 4.81E-01 8.10E-01 8.10E-01 4.81E-01 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.362  2.16E+01 1.93E+01 1.32E+02 1.00E-30 4.02E-02 8.36E-01 1.98E+00 1.98E+00 8.10E-01 1.33E+00 3.30E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.391  3.36E+01 2.26E+01 1.98E+02 7.00E-01 1.70E+00 3.33E+00 3.45E+00 4.19E+00 2.99E+00 1.79E+00 4.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.418  5.13E+01 3.44E+01 2.69E+02 1.34E+00 3.35E+00 5.93E+00 6.13E+00 6.62E+00 4.56E+00 2.25E+00 1.17E+00 3.56E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.444  7.75E+01 4.11E+01 3.81E+02 1.56E+00 4.26E+00 8.40E+00 9.60E+00 8.56E+00 6.71E+00 3.59E+00 2.36E+00 1.18E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.468  1.18E+02 6.90E+01 6.12E+02 2.50E+00 6.53E+00 1.16E+01 1.25E+01 1.23E+01 1.17E+01 8.05E+00 3.87E+00 2.11E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.491  1.73E+02 1.04E+02 8.60E+02 4.56E+00 9.75E+00 1.53E+01 1.65E+01 1.78E+01 1.60E+01 1.32E+01 6.54E+00 3.40E+00 6.59E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.512  2.42E+02 1.24E+02 1.10E+03 6.14E+00 1.21E+01 1.90E+01 2.18E+01 2.27E+01 2.13E+01 1.74E+01 1.12E+01 4.24E+00 9.61E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.533  3.44E+02 1.43E+02 1.58E+03 1.50E+01 2.41E+01 2.93E+01 3.04E+01 3.40E+01 3.04E+01 2.46E+01 1.54E+01 6.22E+00 2.28E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.553  4.94E+02 2.22E+02 2.27E+03 2.57E+01 3.96E+01 4.89E+01 4.93E+01 4.99E+01 4.16E+01 3.28E+01 2.01E+01 9.55E+00 4.16E+00 1.02E+00 1.30E-01 3.56E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.573  6.96E+02 3.07E+02 3.26E+03 2.72E+01 4.24E+01 6.01E+01 7.31E+01 6.48E+01 5.25E+01 4.02E+01 2.85E+01 1.47E+01 6.76E+00 1.79E+00 1.90E-01 8.49E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.592  9.73E+02 4.46E+02 4.73E+03 3.10E+01 5.00E+01 6.92E+01 8.83E+01 9.05E+01 7.19E+01 5.78E+01 3.91E+01 2.26E+01 9.69E+00 3.69E+00 5.46E-01 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.610  1.35E+03 6.35E+02 6.81E+03 3.57E+01 6.82E+01 1.02E+02 1.06E+02 1.18E+02 1.07E+02 8.40E+01 5.08E+01 3.18E+01 1.58E+01 6.52E+00 2.77E+00 1.00E+00 1.00E-30 3.56E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.628  1.85E+03 8.77E+02 9.26E+03 4.10E+01 8.68E+01 1.35E+02 1.38E+02 1.37E+02 1.38E+02 1.10E+02 7.23E+01 4.03E+01 2.27E+01 1.08E+01 5.11E+00 9.73E-01 4.33E-01 1.21E+00 3.56E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.645  2.52E+03 1.11E+03 1.29E+04 5.96E+01 1.30E+02 1.84E+02 1.84E+02 1.77E+02 1.73E+02 1.53E+02 9.91E+01 5.19E+01 3.08E+01 1.59E+01 7.48E+00 9.61E-01 1.29E+00 2.13E+00 5.19E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.662  3.43E+03 1.59E+03 1.76E+04 8.64E+01 1.82E+02 2.45E+02 2.55E+02 2.41E+02 2.24E+02 1.99E+02 1.35E+02 7.24E+01 4.49E+01 2.45E+01 1.10E+01 4.68E+00 2.67E+00 2.79E+00 6.84E-01 3.57E-01 1.78E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.694  6.71E+03 2.82E+03 3.17E+04 1.67E+02 3.17E+02 4.13E+02 4.64E+02 4.51E+02 3.98E+02 3.24E+02 2.44E+02 1.53E+02 9.75E+01 5.45E+01 2.47E+01 1.56E+01 9.23E+00 4.40E+00 1.66E+00 1.58E+00 6.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.725  1.24E+04 4.87E+03 5.54E+04 3.01E+02 5.54E+02 7.21E+02 7.71E+02 8.11E+02 7.21E+02 6.04E+02 4.23E+02 3.06E+02 1.89E+02 9.59E+01 5.69E+01 3.50E+01 1.87E+01 8.93E+00 4.30E+00 4.10E+00 1.00E+00 1.78E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.754  2.21E+04 8.04E+03 9.49E+04 4.63E+02 9.18E+02 1.28E+03 1.42E+03 1.34E+03 1.21E+03 1.05E+03 7.82E+02 5.07E+02 3.47E+02 1.95E+02 1.25E+02 7.59E+01 3.58E+01 1.99E+01 1.21E+01 6.60E+00 2.02E+00 1.04E+00 1.78E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.783  3.87E+04 1.37E+04 1.62E+05 7.57E+02 1.54E+03 2.14E+03 2.34E+03 2.30E+03 2.16E+03 1.81E+03 1.34E+03 8.88E+02 6.39E+02 3.92E+02 2.31E+02 1.44E+02 7.01E+01 4.51E+01 2.42E+01 1.06E+01 5.01E+00 2.57E+00 6.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.810  6.57E+04 2.22E+04 2.70E+05 1.26E+03 2.49E+03 3.37E+03 3.67E+03 3.77E+03 3.52E+03 3.04E+03 2.25E+03 1.58E+03 1.10E+03 6.73E+02 4.15E+02 2.54E+02 1.42E+02 8.24E+01 3.58E+01 1.72E+01 9.36E+00 4.60E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.837  1.10E+05 3.65E+04 4.52E+05 1.97E+03 3.81E+03 5.23E+03 5.97E+03 5.96E+03 5.55E+03 4.83E+03 3.76E+03 2.61E+03 1.86E+03 1.14E+03 7.52E+02 4.67E+02 2.56E+02 1.38E+02 6.45E+01 3.57E+01 1.73E+01 7.72E+00 1.86E+00 3.57E-01 1.78E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.863  1.80E+05 6.09E+04 7.46E+05 3.03E+03 5.91E+03 8.00E+03 8.96E+03 9.30E+03 8.89E+03 7.78E+03 5.96E+03 4.34E+03 3.10E+03 1.95E+03 1.26E+03 8.00E+02 4.34E+02 2.65E+02 1.34E+02 6.60E+01 3.50E+01 1.57E+01 4.66E+00 1.58E+00 6.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.888  2.90E+05 9.46E+04 1.19E+06 4.50E+03 8.90E+03 1.23E+04 1.39E+04 1.41E+04 1.34E+04 1.21E+04 9.58E+03 6.94E+03 5.03E+03 3.28E+03 2.12E+03 1.33E+03 7.76E+02 4.76E+02 2.25E+02 1.12E+02 5.87E+01 3.01E+01 1.07E+01 4.79E+00 1.36E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.912  4.61E+05 1.48E+05 1.87E+06 6.86E+03 1.36E+04 1.88E+04 2.14E+04 2.18E+04 2.08E+04 1.84E+04 1.49E+04 1.09E+04 8.15E+03 5.37E+03 3.57E+03 2.28E+03 1.33E+03 7.96E+02 3.95E+02 2.17E+02 1.15E+02 5.38E+01 2.49E+01 1.14E+01 2.79E+00 3.57E-01 1.78E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  0.936  7.20E+05 2.28E+05 2.89E+06 1.03E+04 2.03E+04 2.76E+04 3.12E+04 3.31E+04 3.19E+04 2.85E+04 2.24E+04 1.72E+04 1.28E+04 8.52E+03 5.66E+03 3.72E+03 2.16E+03 1.30E+03 7.17E+02 4.06E+02 2.17E+02 9.25E+01 4.99E+01 2.33E+01 6.54E+00 1.50E+00 7.80E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  0.981  1.87E+06 5.04E+05 6.54E+06 2.21E+04 4.35E+04 6.07E+04 6.96E+04 7.17E+04 6.96E+04 6.34E+04 5.22E+04 3.93E+04 3.05E+04 2.09E+04 1.44E+04 9.66E+03 5.60E+03 3.43E+03 1.90E+03 1.10E+03 5.74E+02 2.85E+02 1.47E+02 6.41E+01 2.72E+01 1.07E+01 2.56E+00 3.57E-01 8.90E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.025  4.29E+06 1.06E+06 1.41E+07 4.29E+04 8.50E+04 1.19E+05 1.40E+05 1.46E+05 1.44E+05 1.33E+05 1.13E+05 8.65E+04 6.72E+04 4.72E+04 3.32E+04 2.27E+04 1.37E+04 8.31E+03 4.55E+03 2.70E+03 1.45E+03 7.63E+02 3.79E+02 1.83E+02 8.78E+01 3.49E+01 9.40E+00 2.62E+00 6.91E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.067  9.11E+06 2.15E+06 2.90E+07 8.20E+04 1.62E+05 2.25E+05 2.65E+05 2.83E+05 2.82E+05 2.67E+05 2.27E+05 1.81E+05 1.41E+05 1.02E+05 7.19E+04 5.00E+04 3.11E+04 1.96E+04 1.09E+04 6.33E+03 3.60E+03 1.93E+03 9.83E+02 4.70E+02 2.28E+02 8.97E+01 3.02E+01 9.84E+00 1.90E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.107  1.84E+07 4.21E+06 5.74E+07 1.49E+05 2.96E+05 4.13E+05 4.83E+05 5.25E+05 5.31E+05 5.03E+05 4.32E+05 3.54E+05 2.84E+05 2.07E+05 1.49E+05 1.04E+05 6.53E+04 4.19E+04 2.45E+04 1.43E+04 8.22E+03 4.26E+03 2.28E+03 1.15E+03 5.65E+02 2.20E+02 8.33E+01 3.28E+01 7.48E+00 1.58E+00 4.46E-01 1.00E-30 1.00E-30
  15.00  1.146  3.53E+07 7.66E+06 1.06E+08 2.66E+05 5.25E+05 7.41E+05 8.76E+05 9.40E+05 9.54E+05 9.09E+05 8.01E+05 6.60E+05 5.40E+05 4.04E+05 2.97E+05 2.11E+05 1.34E+05 8.67E+04 5.12E+04 3.09E+04 1.73E+04 9.57E+03 5.14E+03 2.61E+03 1.30E+03 5.76E+02 2.67E+02 1.12E+02 3.69E+01 1.11E+01 3.00E+00 1.00E-30 1.00E-30
  16.00  1.183  6.48E+07 1.34E+07 1.90E+08 4.42E+05 8.71E+05 1.24E+06 1.49E+06 1.61E+06 1.66E+06 1.60E+06 1.42E+06 1.19E+06 9.78E+05 7.47E+05 5.58E+05 4.04E+05 2.63E+05 1.70E+05 1.02E+05 6.23E+04 3.51E+04 1.94E+04 1.04E+04 5.49E+03 2.75E+03 1.29E+03 5.49E+02 2.28E+02 8.85E+01 3.03E+01 6.64E+00 8.90E-02 8.90E-02
  17.00  1.220  1.15E+08 2.30E+07 3.31E+08 7.03E+05 1.39E+06 1.97E+06 2.38E+06 2.62E+06 2.72E+06 2.67E+06 2.41E+06 2.06E+06 1.70E+06 1.33E+06 1.00E+06 7.36E+05 4.88E+05 3.23E+05 1.95E+05 1.19E+05 6.92E+04 3.81E+04 2.06E+04 1.08E+04 5.57E+03 2.56E+03 1.04E+03 4.26E+02 1.57E+02 5.69E+01 1.32E+01 2.69E+00 9.58E-01
  18.00  1.255  1.97E+08 3.82E+07 5.57E+08 1.11E+06 2.21E+06 3.12E+06 3.75E+06 4.15E+06 4.34E+06 4.27E+06 3.91E+06 3.40E+06 2.88E+06 2.26E+06 1.73E+06 1.30E+06 8.72E+05 5.88E+05 3.63E+05 2.24E+05 1.31E+05 7.21E+04 3.98E+04 2.10E+04 1.09E+04 5.13E+03 2.23E+03 1.03E+03 3.90E+02 1.30E+02 4.21E+01 1.55E+01 3.34E+00
  19.00  1.290  3.28E+08 6.04E+07 8.98E+08 1.75E+06 3.45E+06 4.91E+06 5.94E+06 6.54E+06 6.83E+06 6.75E+06 6.22E+06 5.44E+06 4.68E+06 3.75E+06 2.94E+06 2.21E+06 1.52E+06 1.04E+06 6.51E+05 4.10E+05 2.38E+05 1.35E+05 7.40E+04 3.92E+04 2.05E+04 9.87E+03 4.56E+03 2.05E+03 8.29E+02 3.10E+02 1.16E+02 3.38E+01 5.22E+00
  20.00  1.323  5.30E+08 9.37E+07 1.41E+09 2.59E+06 5.12E+06 7.31E+06 8.91E+06 9.92E+06 1.05E+07 1.04E+07 9.67E+06 8.48E+06 7.34E+06 5.98E+06 4.74E+06 3.63E+06 2.53E+06 1.75E+06 1.12E+06 7.16E+05 4.21E+05 2.41E+05 1.32E+05 7.12E+04 3.66E+04 1.80E+04 8.13E+03 3.68E+03 1.49E+03 5.74E+02 1.98E+02 4.09E+01 8.20E+00
  22.50  1.403  1.92E+09 2.62E+08 4.09E+09 6.61E+06 1.30E+07 1.87E+07 2.27E+07 2.55E+07 2.71E+07 2.74E+07 2.59E+07 2.35E+07 2.08E+07 1.74E+07 1.41E+07 1.11E+07 8.15E+06 5.90E+06 3.94E+06 2.61E+06 1.60E+06 9.35E+05 5.28E+05 2.89E+05 1.52E+05 7.57E+04 3.55E+04 1.66E+04 6.97E+03 2.87E+03 1.09E+03 3.16E+02 9.26E+01
  25.00  1.479  5.44E+09 6.64E+08 1.06E+10 1.56E+07 3.08E+07 4.43E+07 5.44E+07 6.16E+07 6.62E+07 6.75E+07 6.47E+07 5.91E+07 5.28E+07 4.48E+07 3.74E+07 3.04E+07 2.29E+07 1.71E+07 1.19E+07 8.19E+06 5.23E+06 3.18E+06 1.87E+06 1.05E+06 5.64E+05 2.86E+05 1.37E+05 6.44E+04 2.84E+04 1.19E+04 4.86E+03 1.61E+03 5.73E+02
  30.00  1.620  4.48E+10 3.72E+09 6.21E+10 8.28E+07 1.64E+08 2.35E+08 2.89E+08 3.27E+08 3.53E+08 3.60E+08 3.49E+08 3.23E+08 2.95E+08 2.55E+08 2.17E+08 1.80E+08 1.42E+08 1.10E+08 8.09E+07 5.91E+07 4.07E+07 2.69E+07 1.72E+07 1.04E+07 6.08E+06 3.29E+06 1.68E+06 8.22E+05 3.79E+05 1.71E+05 7.33E+04 2.83E+04 1.07E+04
  40.00  1.871  2.43E+12 1.13E+11 1.93E+12 2.42E+09 4.81E+09 6.90E+09 8.52E+09 9.69E+09 1.04E+10 1.07E+10 1.04E+10 9.64E+09 8.80E+09 7.67E+09 6.60E+09 5.56E+09 4.41E+09 3.49E+09 2.63E+09 1.99E+09 1.43E+09 1.01E+09 6.95E+08 4.65E+08 3.05E+08 1.90E+08 1.14E+08 6.63E+07 3.62E+07 1.92E+07 9.68E+06 4.42E+06 1.97E+06
  50.00  2.092  6.66E+13 3.04E+12 5.34E+13 6.22E+10 1.23E+11 1.78E+11 2.20E+11 2.52E+11 2.73E+11 2.83E+11 2.75E+11 2.59E+11 2.39E+11 2.10E+11 1.83E+11 1.56E+11 1.26E+11 1.01E+11 7.70E+10 5.91E+10 4.32E+10 3.08E+10 2.17E+10 1.48E+10 1.00E+10 6.45E+09 4.03E+09 2.50E+09 1.48E+09 8.64E+08 4.94E+08 2.62E+08 1.38E+08
  60.00  2.292  1.57E+15 7.13E+13 1.31E+15 1.23E+12 2.44E+12 3.62E+12 4.75E+12 5.80E+12 6.14E+12 6.43E+12 6.22E+12 6.03E+12 5.73E+12 4.98E+12 4.53E+12 3.87E+12 3.13E+12 2.52E+12 2.03E+12 1.61E+12 1.25E+12 8.94E+11 6.35E+11 4.42E+11 3.01E+11 2.07E+11 1.34E+11 8.82E+10 5.20E+10 3.22E+10 1.88E+10 1.08E+10 6.44E+09
  70.00  2.475  3.24E+16 1.47E+15 2.77E+16 2.39E+13 4.74E+13 7.03E+13 9.21E+13 1.13E+14 1.21E+14 1.27E+14 1.24E+14 1.22E+14 1.17E+14 1.03E+14 9.45E+13 8.19E+13 6.75E+13 5.54E+13 4.53E+13 3.69E+13 2.89E+13 2.14E+13 1.56E+13 1.12E+13 7.85E+12 5.57E+12 3.73E+12 2.52E+12 1.55E+12 9.98E+11 6.05E+11 3.64E+11 2.25E+11
  80.00  2.646  5.62E+17 2.53E+16 4.90E+17 3.90E+14 7.74E+14 1.15E+15 1.51E+15 1.85E+15 1.98E+15 2.10E+15 2.07E+15 2.04E+15 1.98E+15 1.77E+15 1.64E+15 1.45E+15 1.21E+15 1.01E+15 8.36E+14 6.91E+14 5.53E+14 4.17E+14 3.12E+14 2.28E+14 1.64E+14 1.20E+14 8.24E+13 5.74E+13 3.65E+13 2.43E+13 1.53E+13 9.55E+12 6.15E+12
  90.00  2.807  8.40E+18 3.75E+17 7.45E+18 5.52E+15 1.10E+16 1.63E+16 2.14E+16 2.62E+16 2.83E+16 3.02E+16 2.99E+16 2.98E+16 2.89E+16 2.61E+16 2.45E+16 2.17E+16 1.84E+16 1.56E+16 1.31E+16 1.10E+16 8.92E+15 6.84E+15 5.21E+15 3.90E+15 2.86E+15 2.13E+15 1.50E+15 1.07E+15 7.01E+14 4.79E+14 3.11E+14 2.01E+14 1.33E+14
 100.00  2.958  1.11E+20 4.92E+18 9.98E+19 6.92E+16 1.38E+17 2.04E+17 2.69E+17 3.29E+17 3.58E+17 3.82E+17 3.82E+17 3.82E+17 3.73E+17 3.41E+17 3.21E+17 2.88E+17 2.46E+17 2.11E+17 1.80E+17 1.51E+17 1.25E+17 9.73E+16 7.53E+16 5.73E+16 4.29E+16 3.24E+16 2.33E+16 1.69E+16 1.14E+16 7.96E+15 5.29E+15 3.51E+15 2.39E+15
 110.00  3.103  1.31E+21 5.78E+19 1.20E+21 7.82E+17 1.55E+18 2.31E+18 3.04E+18 3.73E+18 4.06E+18 4.36E+18 4.37E+18 4.39E+18 4.32E+18 3.98E+18 3.77E+18 3.41E+18 2.95E+18 2.54E+18 2.19E+18 1.87E+18 1.55E+18 1.23E+18 9.62E+17 7.43E+17 5.64E+17 4.33E+17 3.17E+17 2.35E+17 1.61E+17 1.14E+17 7.77E+16 5.27E+16 3.67E+16
 120.00  3.241  1.41E+22 6.17E+20 1.30E+22 8.06E+18 1.60E+19 2.38E+19 3.13E+19 3.86E+19 4.21E+19 4.53E+19 4.57E+19 4.62E+19 4.55E+19 4.22E+19 4.02E+19 3.66E+19 3.19E+19 2.78E+19 2.40E+19 2.08E+19 1.74E+19 1.39E+19 1.10E+19 8.63E+18 6.64E+18 5.17E+18 3.84E+18 2.89E+18 2.01E+18 1.46E+18 1.01E+18 6.96E+17 4.94E+17
