                    ************************************************************************************************
                    *  Z= 28 A= 60: Positive-Parity Spin-dependent Level Density [MeV-1] for Ni 60 and ldmodel= 6  *
 180.00  5.032  1.16E+23 5.89E+22 1.04E+23 3.16E+19 9.37E+19 1.52E+20 2.05E+20 2.49E+20 2.86E+20 3.12E+20 3.29E+20 3.36E+20 3.34E+20 3.23E+20 3.07E+20 2.85E+20 2.59E+20 2.31E+20 2.02E+20 1.74E+20 1.47E+20 1.22E+20 9.97E+19 8.00E+19 6.31E+19 4.89E+19 3.73E+19 2.80E+19 2.06E+19 1.49E+19 1.07E+19 7.43E+18 5.10E+18
 190.00  5.170  6.42E+23 3.47E+23 5.76E+23 1.68E+20 4.98E+20 8.10E+20 1.09E+21 1.33E+21 1.53E+21 1.67E+21 1.77E+21 1.81E+21 1.80E+21 1.76E+21 1.68E+21 1.56E+21 1.43E+21 1.28E+21 1.13E+21 9.79E+20 8.35E+20 6.95E+20 5.73E+20 4.63E+20 3.69E+20 2.89E+20 2.22E+20 1.68E+20 1.26E+20 9.21E+19 6.63E+19 4.69E+19 3.27E+19
 200.00  5.304  3.33E+24 1.90E+24 2.99E+24 8.34E+20 2.48E+21 4.03E+21 5.44E+21 6.66E+21 7.64E+21 8.42E+21 8.91E+21 9.13E+21 9.13E+21 8.92E+21 8.49E+21 8.00E+21 7.29E+21 6.61E+21 5.86E+21 5.10E+21 4.36E+21 3.68E+21 3.05E+21 2.49E+21 1.99E+21 1.58E+21 1.23E+21 9.38E+20 7.06E+20 5.22E+20 3.81E+20 2.73E+20 1.93E+20

                    ************************************************************************************************
                    *  Z= 28 A= 60: Negative-Parity Spin-dependent Level Density [MeV-1] for Ni 60 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.188  5.78E-02 0.00E+00 9.00E-28 2.53E-02 1.00E-30 2.06E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.265  2.08E-01 0.00E+00 9.00E-28 6.09E-03 1.00E-30 5.97E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.325  3.77E-01 0.00E+00 9.00E-28 1.30E-03 1.00E-30 6.72E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.375  4.71E-01 0.00E+00 9.00E-28 1.65E-02 1.00E-30 3.59E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.419  6.12E-01 0.00E+00 9.00E-28 2.16E-01 1.00E-30 3.25E-01 1.00E-30 2.33E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.459  9.42E-01 0.00E+00 9.00E-28 5.61E-01 1.00E-30 6.34E-01 1.00E-30 2.29E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.496  1.46E+00 0.00E+00 9.00E-28 7.15E-01 1.00E-30 8.40E-01 1.00E-30 5.30E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.530  2.01E+00 0.00E+00 9.00E-28 4.48E-01 1.45E-01 1.02E+00 1.00E-30 5.55E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.563  2.86E+00 0.00E+00 9.00E-28 3.37E-01 7.75E-01 1.51E+00 2.34E-01 8.07E-01 1.00E-30 1.13E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.593  4.34E+00 0.00E+00 9.00E-28 6.24E-01 1.10E+00 1.87E+00 8.62E-01 1.25E+00 1.00E-30 2.56E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.622  5.92E+00 0.00E+00 9.00E-28 8.30E-01 8.77E-01 1.60E+00 1.23E+00 1.23E+00 1.00E-30 5.23E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.650  8.11E+00 0.00E+00 9.00E-28 1.03E+00 1.38E+00 2.26E+00 1.92E+00 1.58E+00 2.71E-02 5.02E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.676  1.21E+01 0.00E+00 9.00E-28 1.34E+00 2.79E+00 4.13E+00 3.64E+00 2.81E+00 6.73E-01 6.11E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.702  1.64E+01 0.00E+00 1.91E-01 1.26E+00 2.75E+00 4.22E+00 3.95E+00 3.02E+00 1.43E+00 6.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.726  2.13E+01 0.00E+00 6.93E-01 1.59E+00 2.81E+00 4.87E+00 4.14E+00 3.32E+00 1.98E+00 7.50E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.750  3.12E+01 7.06E-02 1.99E+00 3.25E+00 5.43E+00 9.53E+00 7.97E+00 6.91E+00 4.11E+00 1.88E+00 2.38E-01 1.79E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.773  4.63E+01 2.05E-01 9.18E+00 3.97E+00 7.21E+00 1.35E+01 1.22E+01 1.09E+01 6.22E+00 3.79E+00 8.09E-01 4.63E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.796  5.96E+01 5.69E-01 1.79E+01 3.09E+00 5.91E+00 1.11E+01 1.06E+01 9.29E+00 5.19E+00 3.51E+00 1.10E+00 4.95E-01 4.02E-04 4.83E-04 1.00E-30 7.45E-05 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.817  7.40E+01 2.94E+00 4.37E+01 3.76E+00 7.79E+00 9.54E+00 8.98E+00 8.15E+00 7.16E+00 3.27E+00 1.23E+00 1.40E+00 2.61E-01 4.93E-03 1.00E-30 5.39E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.839  9.45E+01 4.66E+00 8.38E+01 6.49E+00 1.48E+01 9.47E+00 8.31E+00 8.29E+00 1.53E+01 3.44E+00 1.54E+00 3.09E+00 7.16E-01 1.21E-02 1.00E-30 1.25E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.880  1.78E+02 1.64E+01 2.15E+02 1.34E+01 2.38E+01 2.29E+01 1.77E+01 2.00E+01 2.32E+01 8.88E+00 4.65E+00 5.26E+00 1.26E+00 2.73E-02 1.00E-30 3.34E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.919  3.11E+02 4.73E+01 4.24E+02 1.42E+01 2.37E+01 4.33E+01 3.47E+01 3.04E+01 3.00E+01 1.82E+01 9.38E+00 7.02E+00 2.58E+00 9.98E-01 8.76E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.956  4.92E+02 9.13E+01 6.91E+02 1.15E+01 2.20E+01 5.67E+01 5.62E+01 4.26E+01 3.48E+01 2.93E+01 1.85E+01 9.93E+00 4.24E+00 2.53E+00 4.40E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.992  7.59E+02 1.33E+02 1.03E+03 1.48E+01 4.62E+01 7.09E+01 7.82E+01 6.67E+01 4.87E+01 4.20E+01 2.76E+01 1.38E+01 6.47E+00 3.45E+00 1.12E+00 3.56E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  1.027  1.14E+03 2.06E+02 1.58E+03 2.22E+01 7.62E+01 8.34E+01 9.35E+01 1.01E+02 8.15E+01 6.10E+01 3.77E+01 2.53E+01 1.40E+01 5.35E+00 2.26E+00 7.72E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.061  1.69E+03 3.04E+02 2.40E+03 3.56E+01 8.86E+01 1.26E+02 1.34E+02 1.36E+02 1.13E+02 8.53E+01 5.50E+01 3.77E+01 2.22E+01 8.82E+00 2.89E+00 1.59E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.094  2.45E+03 4.61E+02 3.34E+03 3.43E+01 1.02E+02 2.00E+02 1.96E+02 1.73E+02 1.46E+02 1.30E+02 9.07E+01 4.98E+01 3.04E+01 1.70E+01 5.38E+00 2.21E+00 6.13E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.125  3.52E+03 6.51E+02 5.16E+03 5.63E+01 1.42E+02 2.43E+02 2.50E+02 2.45E+02 2.15E+02 1.85E+02 1.34E+02 7.95E+01 4.51E+01 2.83E+01 1.18E+01 3.40E+00 1.18E+00 2.94E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.156  4.97E+03 9.89E+02 7.35E+03 1.03E+02 2.10E+02 2.85E+02 3.05E+02 3.42E+02 3.03E+02 2.17E+02 1.63E+02 1.25E+02 6.67E+01 3.49E+01 1.98E+01 6.91E+00 1.87E+00 8.04E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.186  6.90E+03 1.38E+03 1.07E+04 1.10E+02 2.48E+02 3.77E+02 3.98E+02 4.28E+02 3.90E+02 3.01E+02 2.21E+02 1.67E+02 9.67E+01 5.14E+01 2.84E+01 1.17E+01 3.53E+00 1.62E+00 1.25E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.244  1.38E+04 3.07E+03 2.32E+04 1.34E+02 3.53E+02 6.17E+02 6.61E+02 6.82E+02 6.37E+02 5.73E+02 4.18E+02 2.94E+02 1.91E+02 1.15E+02 5.84E+01 2.74E+01 1.07E+01 4.60E+00 1.10E+00 2.54E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.299  2.59E+04 6.42E+03 4.75E+04 2.30E+02 5.79E+02 8.78E+02 1.01E+03 1.12E+03 1.04E+03 8.89E+02 7.00E+02 5.19E+02 3.36E+02 2.11E+02 1.14E+02 5.65E+01 2.31E+01 9.45E+00 3.04E+00 6.47E-01 6.29E-03 7.44E-05 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.352  4.62E+04 1.32E+04 9.42E+04 2.90E+02 8.44E+02 1.35E+03 1.55E+03 1.66E+03 1.58E+03 1.39E+03 1.09E+03 8.17E+02 5.52E+02 3.55E+02 1.98E+02 1.00E+02 4.63E+01 1.91E+01 5.88E+00 1.65E+00 1.55E-01 2.92E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.403  7.96E+04 2.52E+04 1.76E+05 4.27E+02 1.25E+03 1.96E+03 2.30E+03 2.50E+03 2.40E+03 2.11E+03 1.69E+03 1.31E+03 8.86E+02 5.71E+02 3.47E+02 1.66E+02 7.55E+01 4.02E+01 1.10E+01 2.61E+00 6.49E-01 8.02E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.453  1.33E+05 4.54E+04 3.03E+05 6.80E+02 1.85E+03 2.82E+03 3.37E+03 3.73E+03 3.62E+03 3.23E+03 2.64E+03 2.06E+03 1.46E+03 9.57E+02 5.78E+02 3.12E+02 1.49E+02 6.99E+01 2.30E+01 7.13E+00 1.66E+00 2.04E-01 2.04E-03 3.08E-05 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.500  2.17E+05 7.46E+04 4.90E+05 9.42E+02 2.62E+03 4.16E+03 5.09E+03 5.53E+03 5.42E+03 4.95E+03 4.17E+03 3.29E+03 2.38E+03 1.63E+03 1.01E+03 5.83E+02 3.02E+02 1.35E+02 5.17E+01 1.94E+01 4.68E+00 1.22E+00 9.64E-02 5.99E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.546  3.45E+05 1.19E+05 7.54E+05 1.40E+03 3.94E+03 6.16E+03 7.48E+03 8.24E+03 8.34E+03 7.68E+03 6.47E+03 5.20E+03 3.95E+03 2.75E+03 1.78E+03 1.07E+03 5.64E+02 2.95E+02 1.20E+02 4.32E+01 1.37E+01 3.27E+00 7.90E-01 1.51E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.591  5.36E+05 1.80E+05 1.12E+06 2.03E+03 5.71E+03 8.78E+03 1.08E+04 1.21E+04 1.23E+04 1.14E+04 9.78E+03 8.05E+03 6.23E+03 4.43E+03 2.98E+03 1.84E+03 1.05E+03 5.84E+02 2.36E+02 1.09E+02 3.95E+01 7.21E+00 2.67E+00 5.58E-01 3.33E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.635  8.13E+05 2.70E+05 1.68E+06 2.71E+03 7.76E+03 1.22E+04 1.52E+04 1.69E+04 1.71E+04 1.62E+04 1.42E+04 1.18E+04 9.12E+03 6.67E+03 4.56E+03 2.92E+03 1.73E+03 9.40E+02 4.58E+02 2.14E+02 7.75E+01 2.34E+01 7.33E+00 1.17E+00 9.78E-02 8.03E-05 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.677  1.21E+06 4.08E+05 2.50E+06 3.62E+03 1.03E+04 1.62E+04 2.03E+04 2.25E+04 2.30E+04 2.18E+04 1.93E+04 1.61E+04 1.26E+04 9.39E+03 6.50E+03 4.26E+03 2.59E+03 1.44E+03 7.48E+02 3.43E+02 1.34E+02 5.04E+01 1.37E+01 2.67E+00 7.33E-01 2.90E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.779  3.41E+06 1.10E+06 6.37E+06 6.84E+03 2.03E+04 3.20E+04 4.01E+04 4.49E+04 4.63E+04 4.42E+04 3.95E+04 3.34E+04 2.68E+04 2.03E+04 1.43E+04 9.76E+03 6.16E+03 3.61E+03 1.97E+03 9.64E+02 4.32E+02 1.56E+02 5.85E+01 1.63E+01 3.96E+00 4.46E-01 5.85E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  1.875  7.87E+06 2.11E+06 1.20E+07 1.54E+04 4.44E+04 6.98E+04 8.80E+04 9.94E+04 1.02E+05 9.86E+04 8.93E+04 7.66E+04 6.22E+04 4.79E+04 3.48E+04 2.41E+04 1.57E+04 9.61E+03 5.42E+03 2.78E+03 1.27E+03 4.77E+02 1.76E+02 5.69E+01 1.45E+01 2.34E+00 9.19E-01 1.89E-01 3.57E-02 5.41E-03 1.00E-30 1.00E-30 1.00E-30
  30.00  2.054  4.10E+07 8.95E+06 4.78E+07 5.42E+04 1.57E+05 2.45E+05 3.11E+05 3.50E+05 3.61E+05 3.49E+05 3.17E+05 2.73E+05 2.23E+05 1.73E+05 1.27E+05 8.90E+04 5.91E+04 3.70E+04 2.18E+04 1.21E+04 6.27E+03 3.02E+03 1.32E+03 5.18E+02 1.79E+02 5.38E+01 1.32E+01 2.90E+00 5.63E-01 1.17E+01 3.26E+00 7.05E-01 9.52E-02
  40.00  2.372  8.91E+08 1.25E+08 5.87E+08 6.24E+05 1.82E+06 2.87E+06 3.70E+06 4.23E+06 4.50E+06 4.47E+06 4.24E+06 3.81E+06 3.30E+06 2.73E+06 2.18E+06 1.67E+06 1.23E+06 8.79E+05 6.03E+05 3.99E+05 2.55E+05 1.73E+05 1.02E+05 5.65E+04 2.48E+04 1.22E+04 5.56E+03 2.35E+03 8.95E+02 3.01E+02 8.56E+01 1.89E+01 2.64E+00
  50.00  2.652  1.38E+10 2.05E+09 9.11E+09 8.96E+06 2.62E+07 4.15E+07 5.41E+07 6.26E+07 6.75E+07 6.87E+07 6.64E+07 6.14E+07 5.46E+07 4.66E+07 3.84E+07 3.04E+07 2.34E+07 1.74E+07 1.24E+07 8.60E+06 5.72E+06 3.68E+06 2.27E+06 1.35E+06 7.68E+05 4.19E+05 2.18E+05 1.07E+05 4.99E+04 2.18E+04 8.85E+03 3.28E+03 1.09E+03
  60.00  2.905  2.14E+11 3.96E+10 1.64E+11 1.14E+08 3.36E+08 5.35E+08 6.98E+08 8.21E+08 8.95E+08 9.23E+08 9.06E+08 8.55E+08 7.77E+08 6.80E+08 5.76E+08 4.74E+08 3.77E+08 2.90E+08 2.16E+08 1.57E+08 1.10E+08 7.46E+07 4.91E+07 3.13E+07 1.92E+07 1.14E+07 6.54E+06 3.60E+06 1.91E+06 9.74E+05 4.74E+05 2.21E+05 9.76E+04
  70.00  3.138  4.48E+12 9.34E+11 3.57E+12 2.31E+09 6.79E+09 1.08E+10 1.42E+10 1.68E+10 1.85E+10 1.93E+10 1.92E+10 1.83E+10 1.69E+10 1.51E+10 1.30E+10 1.09E+10 8.93E+09 7.07E+09 5.43E+09 4.06E+09 2.93E+09 2.07E+09 1.42E+09 9.46E+08 6.12E+08 3.83E+08 2.32E+08 1.36E+08 7.72E+07 4.22E+07 2.23E+07 1.13E+07 5.51E+06
  80.00  3.355  7.65E+13 1.82E+13 6.32E+13 3.62E+10 1.07E+11 1.71E+11 2.26E+11 2.67E+11 2.95E+11 3.09E+11 3.11E+11 2.99E+11 2.80E+11 2.52E+11 2.20E+11 1.88E+11 1.56E+11 1.25E+11 9.81E+10 7.49E+10 5.56E+10 4.01E+10 2.81E+10 1.93E+10 1.28E+10 8.29E+09 5.19E+09 3.17E+09 1.87E+09 1.07E+09 5.87E+08 3.13E+08 1.60E+08
  90.00  3.558  9.47E+14 2.45E+14 7.82E+14 4.16E+11 1.23E+12 1.97E+12 2.59E+12 3.09E+12 3.45E+12 3.64E+12 3.68E+12 3.57E+12 3.36E+12 3.06E+12 2.72E+12 2.35E+12 1.96E+12 1.61E+12 1.28E+12 9.95E+11 7.53E+11 5.56E+11 3.99E+11 2.80E+11 1.92E+11 1.27E+11 8.24E+10 5.19E+10 3.17E+10 1.88E+10 1.09E+10 6.07E+09 3.29E+09
 100.00  3.751  1.04E+16 2.92E+15 8.69E+15 4.26E+12 1.26E+13 2.03E+13 2.68E+13 3.22E+13 3.59E+13 3.81E+13 3.88E+13 3.80E+13 3.61E+13 3.33E+13 3.00E+13 2.61E+13 2.22E+13 1.84E+13 1.50E+13 1.18E+13 9.13E+12 6.89E+12 5.06E+12 3.64E+12 2.56E+12 1.75E+12 1.17E+12 7.59E+11 4.80E+11 2.96E+11 1.78E+11 1.04E+11 5.89E+10
 110.00  3.934  1.08E+17 3.34E+16 9.23E+16 4.19E+13 1.24E+14 2.00E+14 2.66E+14 3.18E+14 3.58E+14 3.81E+14 3.90E+14 3.86E+14 3.70E+14 3.44E+14 3.12E+14 2.75E+14 2.37E+14 1.99E+14 1.64E+14 1.31E+14 1.03E+14 7.90E+13 5.92E+13 4.34E+13 3.10E+13 2.18E+13 1.49E+13 9.93E+12 6.47E+12 4.11E+12 2.54E+12 1.54E+12 9.03E+11
 120.00  4.109  1.05E+18 3.53E+17 9.12E+17 3.87E+14 1.14E+15 1.85E+15 2.46E+15 2.97E+15 3.34E+15 3.58E+15 3.69E+15 3.66E+15 3.53E+15 3.32E+15 3.02E+15 2.69E+15 2.35E+15 2.00E+15 1.67E+15 1.35E+15 1.08E+15 8.39E+14 6.39E+14 4.78E+14 3.48E+14 2.49E+14 1.74E+14 1.19E+14 7.94E+13 5.18E+13 3.30E+13 2.05E+13 1.24E+13
 130.00  4.276  9.24E+18 3.37E+18 8.10E+18 3.21E+15 9.49E+15 1.53E+16 2.05E+16 2.47E+16 2.80E+16 3.01E+16 3.12E+16 3.12E+16 3.02E+16 2.85E+16 2.64E+16 2.37E+16 2.08E+16 1.79E+16 1.51E+16 1.24E+16 1.00E+16 7.91E+15 6.12E+15 4.65E+15 3.45E+15 2.50E+15 1.78E+15 1.25E+15 8.50E+14 5.67E+14 3.70E+14 2.37E+14 1.47E+14
 140.00  4.438  6.99E+19 2.72E+19 6.13E+19 2.28E+16 6.76E+16 1.09E+17 1.46E+17 1.77E+17 2.01E+17 2.17E+17 2.25E+17 2.26E+17 2.22E+17 2.11E+17 1.95E+17 1.77E+17 1.56E+17 1.36E+17 1.15E+17 9.62E+16 7.85E+16 6.28E+16 4.92E+16 3.78E+16 2.86E+16 2.11E+16 1.52E+16 1.08E+16 7.54E+15 5.13E+15 3.43E+15 2.24E+15 1.43E+15
