                    ************************************************************************************************
                    *  Z= 30 A= 66: Positive-Parity Spin-dependent Level Density [MeV-1] for Zn 66 and ldmodel= 2  *
 180.00  4.638  4.70E+28 2.05E+27 4.31E+28 1.44E+25 4.26E+25 6.90E+25 9.26E+25 1.13E+26 1.28E+26 1.39E+26 1.46E+26 1.48E+26 1.45E+26 1.39E+26 1.31E+26 1.20E+26 1.08E+26 9.54E+25 8.26E+25 7.02E+25 5.86E+25 4.81E+25 3.88E+25 3.08E+25 2.40E+25 1.85E+25 1.40E+25 1.04E+25 7.61E+24 5.48E+24 3.89E+24 2.72E+24 1.87E+24
 190.00  4.765  3.49E+29 1.51E+28 3.21E+29 1.03E+26 3.05E+26 4.95E+26 6.65E+26 8.10E+26 9.24E+26 1.01E+27 1.05E+27 1.07E+27 1.06E+27 1.02E+27 9.61E+26 8.87E+26 8.02E+26 7.11E+26 6.19E+26 5.29E+26 4.45E+26 3.68E+26 2.99E+26 2.39E+26 1.88E+26 1.46E+26 1.11E+26 8.33E+25 6.16E+25 4.48E+25 3.22E+25 2.27E+25 1.58E+25
 200.00  4.889  2.46E+30 1.06E+29 2.28E+30 7.04E+26 2.08E+27 3.38E+27 4.55E+27 5.54E+27 6.34E+27 6.92E+27 7.27E+27 7.40E+27 7.34E+27 7.10E+27 6.71E+27 6.22E+27 5.65E+27 5.03E+27 4.40E+27 3.79E+27 3.20E+27 2.66E+27 2.18E+27 1.75E+27 1.39E+27 1.08E+27 8.34E+26 6.31E+26 4.71E+26 3.46E+26 2.50E+26 1.79E+26 1.26E+26

                    ************************************************************************************************
                    *  Z= 30 A= 66: Negative-Parity Spin-dependent Level Density [MeV-1] for Zn 66 and ldmodel= 2  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.173  2.67E-01 5.34E-01 2.44E+00 7.71E-02 1.71E-01 1.57E-01 8.92E-02 3.45E-02 9.42E-03 1.84E-03 2.60E-04 2.67E-05 2.01E-06 1.10E-07 4.46E-09 1.33E-10 2.90E-12 4.67E-14 5.54E-16 4.86E-18 3.14E-20 1.50E-22 5.29E-25 1.38E-27 2.65E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.244  5.34E-01 5.34E-01 2.44E+00 7.71E-02 1.71E-01 1.57E-01 8.92E-02 3.45E-02 9.42E-03 1.84E-03 2.60E-04 2.67E-05 2.01E-06 1.10E-07 4.46E-09 1.33E-10 2.90E-12 4.67E-14 5.54E-16 4.86E-18 3.14E-20 1.50E-22 5.29E-25 1.38E-27 2.65E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.299  8.00E-01 5.34E-01 2.44E+00 7.71E-02 1.71E-01 1.57E-01 8.92E-02 3.45E-02 9.42E-03 1.84E-03 2.60E-04 2.67E-05 2.01E-06 1.10E-07 4.46E-09 1.33E-10 2.90E-12 4.67E-14 5.54E-16 4.86E-18 3.14E-20 1.50E-22 5.29E-25 1.38E-27 2.65E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.346  1.07E+00 5.34E-01 2.44E+00 7.71E-02 1.71E-01 1.57E-01 8.92E-02 3.45E-02 9.42E-03 1.84E-03 2.60E-04 2.67E-05 2.01E-06 1.10E-07 4.46E-09 1.33E-10 2.90E-12 4.67E-14 5.54E-16 4.86E-18 3.14E-20 1.50E-22 5.29E-25 1.38E-27 2.65E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.386  1.33E+00 5.34E-01 2.44E+00 7.71E-02 1.71E-01 1.57E-01 8.92E-02 3.45E-02 9.42E-03 1.84E-03 2.60E-04 2.67E-05 2.01E-06 1.10E-07 4.46E-09 1.33E-10 2.90E-12 4.67E-14 5.54E-16 4.86E-18 3.14E-20 1.50E-22 5.29E-25 1.38E-27 2.65E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.423  1.59E+00 5.20E-01 2.38E+00 7.51E-02 1.67E-01 1.53E-01 8.69E-02 3.37E-02 9.18E-03 1.79E-03 2.53E-04 2.61E-05 1.96E-06 1.08E-07 4.35E-09 1.29E-10 2.82E-12 4.55E-14 5.40E-16 4.73E-18 3.06E-20 1.46E-22 5.15E-25 1.34E-27 2.59E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.457  2.02E+00 8.53E-01 3.90E+00 1.23E-01 2.74E-01 2.50E-01 1.43E-01 5.52E-02 1.51E-02 2.94E-03 4.16E-04 4.27E-05 3.21E-06 1.77E-07 7.13E-09 2.12E-10 4.63E-12 7.46E-14 8.86E-16 7.76E-18 5.02E-20 2.40E-22 8.45E-25 2.20E-27 4.24E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.489  2.72E+00 1.41E+00 6.45E+00 2.04E-01 4.52E-01 4.14E-01 2.36E-01 9.12E-02 2.49E-02 4.86E-03 6.87E-04 7.06E-05 5.30E-06 2.92E-07 1.18E-08 3.50E-10 7.65E-12 1.23E-13 1.46E-15 1.28E-17 8.29E-20 3.96E-22 1.40E-24 3.64E-27 7.01E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.519  3.83E+00 2.21E+00 1.01E+01 3.19E-01 7.09E-01 6.49E-01 3.69E-01 1.43E-01 3.90E-02 7.62E-03 1.08E-03 1.11E-04 8.31E-06 4.57E-07 1.85E-08 5.49E-10 1.20E-11 1.93E-13 2.29E-15 2.01E-17 1.30E-19 6.21E-22 2.19E-24 5.70E-27 1.10E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.547  5.52E+00 3.38E+00 1.55E+01 4.89E-01 1.09E+00 9.94E-01 5.66E-01 2.19E-01 5.97E-02 1.17E-02 1.65E-03 1.70E-04 1.27E-05 7.01E-07 2.83E-08 8.41E-10 1.84E-11 2.96E-13 3.52E-15 3.08E-17 1.99E-19 9.51E-22 3.35E-24 8.74E-27 1.68E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.573  8.07E+00 5.09E+00 2.33E+01 7.36E-01 1.64E+00 1.50E+00 8.52E-01 3.30E-01 8.99E-02 1.76E-02 2.48E-03 2.55E-04 1.92E-05 1.06E-06 4.26E-08 1.27E-09 2.77E-11 4.46E-13 5.29E-15 4.64E-17 3.00E-19 1.43E-21 5.05E-24 1.32E-26 2.53E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.599  1.18E+01 7.55E+00 3.45E+01 1.09E+00 2.42E+00 2.22E+00 1.26E+00 4.88E-01 1.33E-01 2.60E-02 3.68E-03 3.78E-04 2.84E-05 1.56E-06 6.31E-08 1.87E-09 4.10E-11 6.60E-13 7.84E-15 6.87E-17 4.44E-19 2.12E-21 7.48E-24 1.95E-26 3.75E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.623  1.70E+01 1.04E+01 5.04E+01 1.34E+00 3.08E+00 3.01E+00 1.89E+00 8.36E-01 2.69E-01 6.41E-02 1.14E-02 1.53E-03 1.55E-04 1.19E-05 6.92E-07 3.06E-08 1.03E-09 2.64E-11 5.15E-13 7.67E-15 8.72E-17 7.56E-19 5.01E-21 2.53E-23 9.79E-26 2.89E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.647  2.41E+01 1.41E+01 7.24E+01 1.65E+00 3.89E+00 4.01E+00 2.73E+00 1.35E+00 4.95E-01 1.39E-01 2.98E-02 4.96E-03 6.39E-04 6.41E-05 5.01E-06 3.06E-07 1.46E-08 5.45E-10 1.59E-11 3.65E-13 6.54E-15 9.21E-17 1.02E-18 8.80E-21 5.98E-23 3.19E-25 1.34E-27 4.39E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.669  3.37E+01 1.91E+01 1.03E+02 2.03E+00 4.90E+00 5.28E+00 3.84E+00 2.06E+00 8.48E-01 2.71E-01 6.80E-02 1.35E-02 2.12E-03 2.64E-04 2.63E-05 2.09E-06 1.33E-07 6.73E-09 2.74E-10 8.90E-12 2.32E-13 4.84E-15 8.11E-17 1.09E-18 1.17E-20 1.01E-22 7.04E-25 3.92E-27 1.75E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.691  4.65E+01 2.57E+01 1.44E+02 2.50E+00 6.14E+00 6.87E+00 5.28E+00 3.05E+00 1.38E+00 4.90E-01 1.40E-01 3.20E-02 5.93E-03 8.90E-04 1.08E-04 1.07E-05 8.62E-07 5.65E-08 3.02E-09 1.32E-10 4.68E-12 1.36E-13 3.22E-15 6.23E-17 9.85E-19 1.27E-20 1.35E-22 1.16E-24 8.20E-27 4.73E-29 1.00E-30 1.00E-30 1.00E-30
   4.25  0.713  6.36E+01 3.42E+01 2.00E+02 3.08E+00 7.68E+00 8.86E+00 7.14E+00 4.39E+00 2.14E+00 8.35E-01 2.65E-01 6.88E-02 1.46E-02 2.56E-03 3.70E-04 4.40E-05 4.33E-06 3.53E-07 2.37E-08 1.32E-09 6.13E-11 2.35E-12 7.46E-14 1.97E-15 4.30E-17 7.81E-19 1.18E-20 1.47E-22 1.53E-24 1.32E-26 9.45E-29 1.00E-30 1.00E-30
   4.50  0.733  8.62E+01 4.53E+01 2.74E+02 3.79E+00 9.58E+00 1.13E+01 9.50E+00 6.16E+00 3.20E+00 1.36E+00 4.73E-01 1.36E-01 3.27E-02 6.53E-03 1.09E-03 1.52E-04 1.78E-05 1.74E-06 1.43E-07 9.85E-09 5.70E-10 2.77E-11 1.13E-12 3.89E-14 1.12E-15 2.73E-17 5.58E-19 9.58E-21 1.39E-22 1.69E-24 1.73E-26 1.49E-28 1.08E-30
   4.75  0.753  1.16E+02 5.95E+01 3.73E+02 4.65E+00 1.19E+01 1.44E+01 1.25E+01 8.49E+00 4.67E+00 2.12E+00 8.00E-01 2.53E-01 6.72E-02 1.51E-02 2.85E-03 4.56E-04 6.19E-05 7.11E-06 6.94E-07 5.75E-08 4.04E-09 2.42E-10 1.23E-11 5.30E-13 1.95E-14 6.09E-16 1.62E-17 3.66E-19 7.05E-21 1.16E-22 1.61E-24 1.91E-26 1.94E-28
   5.00  0.773  1.55E+02 7.77E+01 5.04E+02 5.71E+00 1.47E+01 1.82E+01 1.63E+01 1.15E+01 6.66E+00 3.21E+00 1.30E+00 4.45E-01 1.29E-01 3.20E-02 6.77E-03 1.22E-03 1.89E-04 2.50E-05 2.83E-06 2.75E-07 2.30E-08 1.64E-09 1.01E-10 5.33E-12 2.42E-13 9.41E-15 3.15E-16 9.07E-18 2.24E-19 4.77E-21 8.72E-23 1.37E-24 1.85E-26
   5.50  0.811  2.85E+02 1.30E+02 8.97E+02 8.52E+00 2.24E+01 2.86E+01 2.69E+01 2.03E+01 1.28E+01 6.80E+00 3.09E+00 1.21E+00 4.09E-01 1.20E-01 3.04E-02 6.71E-03 1.29E-03 2.15E-04 3.13E-05 3.98E-06 4.41E-07 4.26E-08 3.59E-09 2.65E-10 1.70E-11 9.58E-13 4.71E-14 2.02E-15 7.59E-17 2.49E-18 7.14E-20 1.79E-21 3.93E-23
   6.00  0.847  5.00E+02 2.14E+02 1.55E+03 1.26E+01 3.36E+01 4.41E+01 4.31E+01 3.44E+01 2.31E+01 1.33E+01 6.66E+00 2.90E+00 1.11E+00 3.70E-01 1.09E-01 2.81E-02 6.42E-03 1.29E-03 2.30E-04 3.61E-05 5.02E-06 6.17E-07 6.71E-08 6.45E-09 5.50E-10 4.14E-11 2.77E-12 1.64E-13 8.57E-15 3.98E-16 1.64E-17 5.96E-19 1.93E-20
   6.50  0.881  8.46E+02 3.46E+02 2.63E+03 1.86E+01 4.99E+01 6.70E+01 6.77E+01 5.63E+01 4.00E+01 2.46E+01 1.33E+01 6.31E+00 2.65E+00 9.89E-01 3.28E-01 9.67E-02 2.54E-02 5.97E-03 1.25E-03 2.34E-04 3.91E-05 5.85E-06 7.82E-07 9.36E-08 1.00E-08 9.61E-10 8.24E-11 6.33E-12 4.36E-13 2.69E-14 1.48E-15 7.33E-17 3.25E-18
   7.00  0.915  1.40E+03 5.50E+02 4.37E+03 2.70E+01 7.34E+01 1.00E+02 1.04E+02 8.99E+01 6.68E+01 4.34E+01 2.50E+01 1.28E+01 5.82E+00 2.37E+00 8.70E-01 2.86E-01 8.47E-02 2.26E-02 5.42E-03 1.17E-03 2.29E-04 4.03E-05 6.40E-06 9.18E-07 1.19E-07 1.39E-08 1.47E-09 1.41E-10 1.21E-11 9.48E-13 6.69E-14 4.26E-15 2.46E-16
   7.50  0.947  2.26E+03 8.60E+02 7.11E+03 3.91E+01 1.07E+02 1.48E+02 1.58E+02 1.40E+02 1.08E+02 7.37E+01 4.47E+01 2.43E+01 1.19E+01 5.24E+00 2.09E+00 7.53E-01 2.46E-01 7.31E-02 1.97E-02 4.82E-03 1.07E-03 2.16E-04 3.98E-05 6.66E-06 1.01E-06 1.41E-07 1.77E-08 2.04E-09 2.13E-10 2.03E-11 1.76E-12 1.39E-13 1.00E-14
   8.00  0.978  3.58E+03 1.33E+03 1.14E+04 5.60E+01 1.54E+02 2.17E+02 2.35E+02 2.15E+02 1.71E+02 1.21E+02 7.71E+01 4.42E+01 2.29E+01 1.08E+01 4.62E+00 1.80E+00 6.43E-01 2.09E-01 6.22E-02 1.69E-02 4.20E-03 9.57E-04 1.99E-04 3.80E-05 6.65E-06 1.07E-06 1.56E-07 2.10E-08 2.59E-09 2.93E-10 3.04E-11 2.89E-12 2.52E-13
   8.50  1.008  5.61E+03 2.02E+03 1.80E+04 7.98E+01 2.21E+02 3.14E+02 3.46E+02 3.24E+02 2.66E+02 1.95E+02 1.29E+02 7.72E+01 4.22E+01 2.10E+01 9.59E+00 4.01E+00 1.54E+00 5.42E-01 1.75E-01 5.23E-02 1.43E-02 3.61E-03 8.39E-04 1.79E-04 3.53E-05 6.42E-06 1.07E-06 1.66E-07 2.36E-08 3.09E-09 3.74E-10 4.17E-11 4.29E-12
   9.00  1.037  8.66E+03 3.05E+03 2.80E+04 1.13E+02 3.14E+02 4.51E+02 5.05E+02 4.82E+02 4.05E+02 3.06E+02 2.09E+02 1.31E+02 7.46E+01 3.91E+01 1.88E+01 8.36E+00 3.42E+00 1.29E+00 4.51E-01 1.46E-01 4.34E-02 1.20E-02 3.06E-03 7.23E-04 1.58E-04 3.20E-05 6.01E-06 1.05E-06 1.68E-07 2.52E-08 3.48E-09 4.46E-10 5.30E-11
   9.50  1.065  1.32E+04 4.55E+03 4.31E+04 1.59E+02 4.43E+02 6.42E+02 7.28E+02 7.07E+02 6.08E+02 4.72E+02 3.33E+02 2.15E+02 1.28E+02 7.00E+01 3.54E+01 1.66E+01 7.18E+00 2.88E+00 1.08E+00 3.72E-01 1.20E-01 3.57E-02 9.91E-03 2.56E-03 6.14E-04 1.37E-04 2.84E-05 5.50E-06 9.89E-07 1.65E-07 2.58E-08 3.74E-09 5.05E-10
  10.00  1.093  1.99E+04 6.73E+03 6.55E+04 2.21E+02 6.21E+02 9.07E+02 1.04E+03 1.03E+03 9.00E+02 7.15E+02 5.18E+02 3.46E+02 2.13E+02 1.21E+02 6.39E+01 3.14E+01 1.43E+01 6.07E+00 2.40E+00 8.84E-01 3.04E-01 9.73E-02 2.91E-02 8.11E-03 2.11E-03 5.14E-04 1.17E-04 2.48E-05 4.92E-06 9.11E-07 1.58E-07 2.55E-08 3.86E-09
  11.00  1.146  4.86E+04 1.43E+04 1.47E+05 4.24E+02 1.20E+03 1.77E+03 2.07E+03 2.10E+03 1.90E+03 1.57E+03 1.20E+03 8.41E+02 5.49E+02 3.34E+02 1.90E+02 1.01E+02 5.01E+01 2.33E+01 1.02E+01 4.18E+00 1.61E+00 5.80E-01 1.97E-01 6.27E-02 1.88E-02 5.29E-03 1.40E-03 3.48E-04 8.16E-05 1.80E-05 3.72E-06 7.25E-07 1.33E-07
  12.00  1.197  1.09E+05 3.01E+04 3.17E+05 8.48E+02 2.40E+03 3.58E+03 4.22E+03 4.33E+03 3.99E+03 3.35E+03 2.60E+03 1.87E+03 1.26E+03 7.89E+02 4.63E+02 2.55E+02 1.32E+02 6.41E+01 2.93E+01 1.26E+01 5.09E+00 1.94E+00 6.98E-01 2.36E-01 7.53E-02 2.27E-02 6.43E-03 1.72E-03 4.34E-04 1.03E-04 2.32E-05 4.93E-06 9.86E-07
  13.00  1.246  2.32E+05 6.17E+04 6.65E+05 1.66E+03 4.72E+03 7.06E+03 8.40E+03 8.70E+03 8.11E+03 6.92E+03 5.46E+03 4.01E+03 2.75E+03 1.77E+03 1.07E+03 6.06E+02 3.23E+02 1.63E+02 7.71E+01 3.45E+01 1.46E+01 5.80E+00 2.18E+00 7.76E-01 2.61E-01 8.28E-02 2.49E-02 7.06E-03 1.89E-03 4.81E-04 1.16E-04 2.63E-05 5.64E-06
  14.00  1.293  4.79E+05 1.23E+05 1.35E+06 3.18E+03 9.06E+03 1.36E+04 1.63E+04 1.70E+04 1.60E+04 1.39E+04 1.11E+04 8.31E+03 5.81E+03 3.82E+03 2.36E+03 1.37E+03 7.54E+02 3.91E+02 1.91E+02 8.86E+01 3.88E+01 1.61E+01 6.31E+00 2.34E+00 8.23E-01 2.74E-01 8.65E-02 2.59E-02 7.33E-03 1.97E-03 5.01E-04 1.21E-04 2.77E-05
  15.00  1.339  9.58E+05 2.40E+05 2.69E+06 5.97E+03 1.70E+04 2.57E+04 3.10E+04 3.26E+04 3.10E+04 2.71E+04 2.20E+04 1.67E+04 1.19E+04 7.97E+03 5.03E+03 3.00E+03 1.69E+03 8.98E+02 4.52E+02 2.16E+02 9.77E+01 4.19E+01 1.70E+01 6.58E+00 2.41E+00 8.36E-01 2.76E-01 8.64E-02 2.57E-02 7.25E-03 1.94E-03 4.95E-04 1.20E-04
  16.00  1.383  1.87E+06 4.58E+05 5.21E+06 1.10E+04 3.15E+04 4.76E+04 5.76E+04 6.11E+04 5.86E+04 5.18E+04 4.26E+04 3.28E+04 2.37E+04 1.61E+04 1.04E+04 6.31E+03 3.63E+03 1.98E+03 1.02E+03 5.03E+02 2.34E+02 1.04E+02 4.35E+01 1.74E+01 6.60E+00 2.38E+00 8.17E-01 2.66E-01 8.27E-02 2.44E-02 6.86E-03 1.83E-03 4.66E-04
  17.00  1.425  3.59E+06 8.57E+05 9.92E+06 1.99E+04 5.71E+04 8.67E+04 1.05E+05 1.12E+05 1.09E+05 9.70E+04 8.06E+04 6.28E+04 4.60E+04 3.18E+04 2.08E+04 1.29E+04 7.58E+03 4.22E+03 2.24E+03 1.12E+03 5.38E+02 2.45E+02 1.06E+02 4.36E+01 1.71E+01 6.38E+00 2.27E+00 7.69E-01 2.48E-01 7.62E-02 2.23E-02 6.23E-03 1.66E-03
  18.00  1.467  6.74E+06 1.58E+06 1.85E+07 3.56E+04 1.02E+05 1.55E+05 1.90E+05 2.03E+05 1.98E+05 1.78E+05 1.50E+05 1.18E+05 8.75E+04 6.14E+04 4.08E+04 2.57E+04 1.54E+04 8.74E+03 4.72E+03 2.43E+03 1.19E+03 5.55E+02 2.47E+02 1.05E+02 4.22E+01 1.63E+01 5.97E+00 2.09E+00 6.99E-01 2.23E-01 6.78E-02 1.97E-02 5.45E-03
  19.00  1.507  1.24E+07 2.85E+06 3.40E+07 6.26E+04 1.80E+05 2.74E+05 3.36E+05 3.62E+05 3.55E+05 3.22E+05 2.73E+05 2.17E+05 1.63E+05 1.16E+05 7.81E+04 5.00E+04 3.04E+04 1.76E+04 9.70E+03 5.09E+03 2.55E+03 1.22E+03 5.54E+02 2.41E+02 1.00E+02 3.96E+01 1.50E+01 5.41E+00 1.87E+00 6.16E-01 1.94E-01 5.84E-02 1.68E-02
  20.00  1.546  2.26E+07 5.08E+06 6.15E+07 1.09E+05 3.12E+05 4.78E+05 5.88E+05 6.36E+05 6.27E+05 5.73E+05 4.89E+05 3.93E+05 2.98E+05 2.15E+05 1.47E+05 9.51E+04 5.87E+04 3.46E+04 1.94E+04 1.04E+04 5.30E+03 2.59E+03 1.20E+03 5.36E+02 2.28E+02 9.27E+01 3.60E+01 1.34E+01 4.76E+00 1.62E+00 5.26E-01 1.64E-01 4.87E-02
  22.50  1.640  1.25E+08 2.04E+07 2.54E+08 4.10E+05 1.18E+06 1.81E+06 2.25E+06 2.46E+06 2.46E+06 2.28E+06 1.98E+06 1.63E+06 1.26E+06 9.32E+05 6.55E+05 4.38E+05 2.80E+05 1.71E+05 9.96E+04 5.55E+04 2.96E+04 1.51E+04 7.41E+03 3.47E+03 1.56E+03 6.71E+02 2.77E+02 1.09E+02 4.15E+01 1.51E+01 5.25E+00 1.76E+00 5.63E-01
  25.00  1.728  5.05E+08 7.60E+07 9.75E+08 1.45E+06 4.18E+06 6.45E+06 8.05E+06 8.89E+06 8.97E+06 8.43E+06 7.44E+06 6.21E+06 4.92E+06 3.71E+06 2.67E+06 1.83E+06 1.20E+06 7.57E+05 4.56E+05 2.63E+05 1.46E+05 7.74E+04 3.94E+04 1.93E+04 9.07E+03 4.09E+03 1.77E+03 7.38E+02 2.95E+02 1.14E+02 4.20E+01 1.49E+01 5.09E+00
  30.00  1.893  9.39E+09 8.89E+08 1.19E+10 1.54E+07 4.46E+07 6.94E+07 8.75E+07 9.79E+07 1.00E+08 9.64E+07 8.72E+07 7.48E+07 6.11E+07 4.77E+07 3.56E+07 2.55E+07 1.75E+07 1.16E+07 7.33E+06 4.47E+06 2.62E+06 1.48E+06 8.07E+05 4.23E+05 2.14E+05 1.04E+05 4.88E+04 2.20E+04 9.61E+03 4.04E+03 1.64E+03 6.41E+02 2.42E+02
  40.00  2.186  1.45E+12 7.21E+10 1.04E+12 1.08E+09 3.14E+09 4.93E+09 6.31E+09 7.19E+09 7.56E+09 7.46E+09 6.98E+09 6.22E+09 5.31E+09 4.34E+09 3.42E+09 2.59E+09 1.89E+09 1.34E+09 9.10E+08 5.99E+08 3.81E+08 2.35E+08 1.40E+08 8.06E+07 4.50E+07 2.43E+07 1.27E+07 6.46E+06 3.17E+06 1.51E+06 6.96E+05 3.11E+05 1.35E+05
  50.00  2.444  7.30E+13 3.58E+12 5.48E+13 4.78E+10 1.40E+11 2.21E+11 2.85E+11 3.29E+11 3.52E+11 3.54E+11 3.39E+11 3.10E+11 2.72E+11 2.30E+11 1.87E+11 1.48E+11 1.13E+11 8.31E+10 5.94E+10 4.12E+10 2.77E+10 1.81E+10 1.14E+10 7.03E+09 4.20E+09 2.44E+09 1.37E+09 7.52E+08 4.01E+08 2.07E+08 1.04E+08 5.10E+07 2.43E+07
  60.00  2.678  2.57E+15 1.25E+14 2.00E+15 1.52E+12 4.46E+12 7.08E+12 9.21E+12 1.07E+13 1.16E+13 1.19E+13 1.15E+13 1.07E+13 9.64E+12 8.34E+12 6.98E+12 5.66E+12 4.45E+12 3.39E+12 2.51E+12 1.81E+12 1.27E+12 8.62E+11 5.71E+11 3.68E+11 2.31E+11 1.41E+11 8.40E+10 4.87E+10 2.75E+10 1.51E+10 8.12E+09 4.25E+09 2.16E+09
  70.00  2.892  6.94E+16 3.34E+15 5.56E+16 3.77E+13 1.10E+14 1.76E+14 2.30E+14 2.70E+14 2.95E+14 3.04E+14 3.00E+14 2.84E+14 2.59E+14 2.28E+14 1.95E+14 1.61E+14 1.30E+14 1.02E+14 7.74E+13 5.73E+13 4.14E+13 2.91E+13 2.00E+13 1.34E+13 8.72E+12 5.55E+12 3.44E+12 2.09E+12 1.23E+12 7.12E+11 4.01E+11 2.21E+11 1.19E+11
  80.00  3.092  1.51E+18 7.20E+16 1.24E+18 7.59E+14 2.23E+15 3.56E+15 4.68E+15 5.53E+15 6.08E+15 6.33E+15 6.30E+15 6.03E+15 5.57E+15 4.98E+15 4.32E+15 3.65E+15 2.99E+15 2.39E+15 1.86E+15 1.41E+15 1.05E+15 7.55E+14 5.33E+14 3.67E+14 2.47E+14 1.62E+14 1.04E+14 6.54E+13 4.01E+13 2.41E+13 1.41E+13 8.09E+12 4.54E+12
  90.00  3.279  2.75E+19 1.30E+18 2.31E+19 1.29E+16 3.80E+16 6.09E+16 8.03E+16 9.53E+16 1.05E+17 1.11E+17 1.11E+17 1.07E+17 1.00E+17 9.07E+16 7.98E+16 6.83E+16 5.69E+16 4.63E+16 3.67E+16 2.84E+16 2.15E+16 1.58E+16 1.14E+16 8.07E+15 5.57E+15 3.76E+15 2.48E+15 1.61E+15 1.02E+15 6.29E+14 3.81E+14 2.26E+14 1.31E+14
 100.00  3.457  4.33E+20 2.02E+19 3.69E+20 1.91E+17 5.62E+17 9.02E+17 1.19E+18 1.42E+18 1.58E+18 1.67E+18 1.69E+18 1.64E+18 1.55E+18 1.42E+18 1.26E+18 1.09E+18 9.23E+17 7.61E+17 6.13E+17 4.82E+17 3.71E+17 2.79E+17 2.05E+17 1.48E+17 1.04E+17 7.21E+16 4.88E+16 3.23E+16 2.10E+16 1.33E+16 8.31E+15 5.07E+15 3.04E+15
 110.00  3.625  5.98E+21 2.78E+20 5.18E+21 2.49E+18 7.35E+18 1.18E+19 1.57E+19 1.87E+19 2.09E+19 2.22E+19 2.26E+19 2.22E+19 2.11E+19 1.95E+19 1.75E+19 1.53E+19 1.31E+19 1.09E+19 8.91E+18 7.11E+18 5.55E+18 4.24E+18 3.18E+18 2.33E+18 1.67E+18 1.18E+18 8.13E+17 5.50E+17 3.65E+17 2.38E+17 1.52E+17 9.49E+16 5.83E+16
 120.00  3.787  7.41E+22 3.41E+21 6.49E+22 2.93E+19 8.64E+19 1.39E+20 1.85E+20 2.22E+20 2.49E+20 2.65E+20 2.71E+20 2.68E+20 2.56E+20 2.38E+20 2.16E+20 1.91E+20 1.65E+20 1.39E+20 1.15E+20 9.27E+19 7.33E+19 5.69E+19 4.32E+19 3.22E+19 2.35E+19 1.68E+19 1.18E+19 8.15E+18 5.51E+18 3.66E+18 2.38E+18 1.52E+18 9.57E+17
 130.00  3.941  8.32E+23 3.79E+22 7.37E+23 3.13E+20 9.24E+20 1.49E+21 1.98E+21 2.39E+21 2.69E+21 2.87E+21 2.95E+21 2.93E+21 2.82E+21 2.64E+21 2.41E+21 2.15E+21 1.87E+21 1.60E+21 1.33E+21 1.09E+21 8.70E+20 6.82E+20 5.25E+20 3.96E+20 2.94E+20 2.14E+20 1.52E+20 1.07E+20 7.35E+19 4.96E+19 3.29E+19 2.15E+19 1.38E+19
 140.00  4.090  8.56E+24 3.86E+23 7.65E+24 3.08E+21 9.08E+21 1.47E+22 1.96E+22 2.36E+22 2.66E+22 2.86E+22 2.95E+22 2.94E+22 2.85E+22 2.69E+22 2.47E+22 2.22E+22 1.94E+22 1.67E+22 1.41E+22 1.16E+22 9.38E+21 7.44E+21 5.79E+21 4.42E+21 3.32E+21 2.45E+21 1.77E+21 1.26E+21 8.79E+20 6.03E+20 4.07E+20 2.70E+20 1.76E+20
