                    ************************************************************************************************
                    *  Z= 25 A= 55: Positive-Parity Spin-dependent Level Density [MeV-1] for Mn 55 and ldmodel= 2  *
 170.00  5.189  2.90E+25 1.25E+24 2.19E+25 2.24E+22 4.35E+22 6.24E+22 7.81E+22 8.99E+22 9.77E+22 1.01E+23 1.01E+23 9.75E+22 9.12E+22 8.30E+22 7.35E+22 6.35E+22 5.36E+22 4.41E+22 3.56E+22 2.80E+22 2.16E+22 1.63E+22 1.21E+22 8.74E+21 6.21E+21 4.32E+21 2.94E+21 1.97E+21 1.29E+21 8.29E+20 5.22E+20 3.23E+20 1.96E+20
 180.00  5.339  1.94E+26 8.23E+24 1.47E+26 1.43E+23 2.79E+23 4.01E+23 5.03E+23 5.81E+23 6.33E+23 6.58E+23 6.59E+23 6.39E+23 6.00E+23 5.49E+23 4.89E+23 4.25E+23 3.61E+23 3.00E+23 2.44E+23 1.94E+23 1.51E+23 1.15E+23 8.58E+22 6.28E+22 4.51E+22 3.17E+22 2.19E+22 1.48E+22 9.84E+21 6.41E+21 4.10E+21 2.57E+21 1.58E+21
 190.00  5.485  1.23E+27 5.17E+25 9.37E+26 8.78E+23 1.71E+24 2.46E+24 3.09E+24 3.57E+24 3.90E+24 4.07E+24 4.09E+24 3.98E+24 3.76E+24 3.45E+24 3.10E+24 2.71E+24 2.31E+24 1.93E+24 1.58E+24 1.27E+24 9.94E+23 7.64E+23 5.76E+23 4.26E+23 3.09E+23 2.20E+23 1.53E+23 1.05E+23 7.05E+22 4.65E+22 3.01E+22 1.91E+22 1.20E+22
 200.00  5.628  7.43E+27 3.10E+26 5.70E+27 5.13E+24 1.00E+25 1.44E+25 1.81E+25 2.10E+25 2.30E+25 2.41E+25 2.43E+25 2.37E+25 2.25E+25 2.07E+25 1.87E+25 1.64E+25 1.41E+25 1.19E+25 9.78E+24 7.89E+24 6.24E+24 4.84E+24 3.68E+24 2.74E+24 2.01E+24 1.44E+24 1.02E+24 7.03E+23 4.78E+23 3.19E+23 2.09E+23 1.34E+23 8.50E+22

                    ************************************************************************************************
                    *  Z= 25 A= 55: Negative-Parity Spin-dependent Level Density [MeV-1] for Mn 55 and ldmodel= 2  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.199  5.38E-01 1.08E+00 5.41E+00 1.71E-01 2.64E-01 2.56E-01 1.86E-01 1.07E-01 4.92E-02 1.85E-02 5.76E-03 1.48E-03 3.16E-04 5.61E-05 8.30E-06 1.03E-06 1.06E-07 9.14E-09 6.60E-10 4.00E-11 2.02E-12 8.59E-14 3.06E-15 9.13E-17 2.28E-18 4.79E-20 8.44E-22 1.25E-23 1.55E-25 1.61E-27 1.41E-29 1.00E-30 1.00E-30
   0.50  0.281  1.27E+00 1.47E+00 7.37E+00 2.33E-01 3.60E-01 3.50E-01 2.54E-01 1.45E-01 6.70E-02 2.53E-02 7.86E-03 2.02E-03 4.31E-04 7.65E-05 1.13E-05 1.40E-06 1.44E-07 1.25E-08 9.01E-10 5.45E-11 2.76E-12 1.17E-13 4.17E-15 1.24E-16 3.11E-18 6.54E-20 1.15E-21 1.70E-23 2.11E-25 2.20E-27 1.92E-29 1.00E-30 1.00E-30
   0.75  0.345  2.26E+00 1.98E+00 9.97E+00 3.16E-01 4.87E-01 4.73E-01 3.43E-01 1.96E-01 9.07E-02 3.42E-02 1.06E-02 2.73E-03 5.83E-04 1.03E-04 1.53E-05 1.89E-06 1.95E-07 1.69E-08 1.22E-09 7.37E-11 3.73E-12 1.58E-13 5.64E-15 1.68E-16 4.21E-18 8.84E-20 1.56E-21 2.30E-23 2.85E-25 2.97E-27 2.59E-29 1.00E-30 1.00E-30
   1.00  0.398  3.59E+00 2.66E+00 1.34E+01 4.24E-01 6.53E-01 6.35E-01 4.61E-01 2.64E-01 1.22E-01 4.59E-02 1.43E-02 3.67E-03 7.82E-04 1.39E-04 2.06E-05 2.54E-06 2.62E-07 2.26E-08 1.63E-09 9.89E-11 5.01E-12 2.13E-13 7.57E-15 2.26E-16 5.65E-18 1.19E-19 2.09E-21 3.09E-23 3.83E-25 3.99E-27 3.48E-29 1.00E-30 1.00E-30
   1.25  0.445  5.37E+00 3.55E+00 1.78E+01 5.65E-01 8.70E-01 8.46E-01 6.14E-01 3.51E-01 1.62E-01 6.12E-02 1.90E-02 4.88E-03 1.04E-03 1.85E-04 2.74E-05 3.38E-06 3.49E-07 3.02E-08 2.18E-09 1.32E-10 6.68E-12 2.83E-13 1.01E-14 3.01E-16 7.53E-18 1.58E-19 2.78E-21 4.11E-23 5.10E-25 5.31E-27 4.64E-29 1.00E-30 1.00E-30
   1.50  0.487  7.71E+00 4.69E+00 2.36E+01 7.47E-01 1.15E+00 1.12E+00 8.12E-01 4.65E-01 2.15E-01 8.09E-02 2.51E-02 6.46E-03 1.38E-03 2.45E-04 3.62E-05 4.48E-06 4.62E-07 3.99E-08 2.88E-09 1.74E-10 8.83E-12 3.75E-13 1.33E-14 3.98E-16 9.96E-18 2.09E-19 3.68E-21 5.44E-23 6.75E-25 7.03E-27 6.14E-29 1.00E-30 1.00E-30
   1.75  0.526  1.08E+01 6.17E+00 3.10E+01 9.82E-01 1.51E+00 1.47E+00 1.07E+00 6.11E-01 2.82E-01 1.06E-01 3.30E-02 8.49E-03 1.81E-03 3.22E-04 4.76E-05 5.88E-06 6.07E-07 5.24E-08 3.79E-09 2.29E-10 1.16E-11 4.93E-13 1.75E-14 5.23E-16 1.31E-17 2.75E-19 4.84E-21 7.15E-23 8.87E-25 9.23E-27 8.07E-29 1.00E-30 1.00E-30
   2.00  0.563  1.48E+01 8.05E+00 4.05E+01 1.28E+00 1.98E+00 1.92E+00 1.39E+00 7.97E-01 3.68E-01 1.39E-01 4.31E-02 1.11E-02 2.36E-03 4.20E-04 6.21E-05 7.68E-06 7.93E-07 6.84E-08 4.94E-09 2.99E-10 1.52E-11 6.43E-13 2.29E-14 6.83E-16 1.71E-17 3.59E-19 6.32E-21 9.34E-23 1.16E-24 1.21E-26 1.05E-28 1.00E-30 1.00E-30
   2.25  0.597  2.00E+01 1.04E+01 5.25E+01 1.66E+00 2.56E+00 2.49E+00 1.81E+00 1.03E+00 4.78E-01 1.80E-01 5.60E-02 1.44E-02 3.07E-03 5.45E-04 8.06E-05 9.96E-06 1.03E-06 8.88E-08 6.41E-09 3.88E-10 1.97E-11 8.35E-13 2.97E-14 8.86E-16 2.22E-17 4.66E-19 8.20E-21 1.21E-22 1.50E-24 1.56E-26 1.37E-28 1.00E-30 1.00E-30
   2.50  0.629  2.67E+01 1.34E+01 6.78E+01 2.12E+00 3.27E+00 3.19E+00 2.33E+00 1.34E+00 6.26E-01 2.39E-01 7.51E-02 1.96E-02 4.24E-03 7.66E-04 1.16E-04 1.46E-05 1.54E-06 1.36E-07 1.01E-08 6.28E-10 3.28E-11 1.43E-12 5.27E-14 1.63E-15 4.22E-17 9.21E-19 1.69E-20 2.60E-22 3.36E-24 3.65E-26 3.34E-28 2.57E-30 1.00E-30
   2.75  0.660  3.52E+01 1.69E+01 8.74E+01 2.56E+00 4.00E+00 3.97E+00 2.97E+00 1.77E+00 8.57E-01 3.42E-01 1.14E-01 3.14E-02 7.29E-03 1.42E-03 2.32E-04 3.20E-05 3.72E-06 3.65E-07 3.02E-08 2.11E-09 1.25E-10 6.23E-12 2.63E-13 9.40E-15 2.84E-16 7.26E-18 1.57E-19 2.88E-21 4.47E-23 5.87E-25 6.52E-27 6.14E-29 1.00E-30
   3.00  0.689  4.57E+01 2.11E+01 1.12E+02 3.09E+00 4.87E+00 4.91E+00 3.76E+00 2.31E+00 1.16E+00 4.83E-01 1.68E-01 4.92E-02 1.21E-02 2.53E-03 4.47E-04 6.69E-05 8.49E-06 9.16E-07 8.39E-08 6.53E-09 4.33E-10 2.44E-11 1.17E-12 4.78E-14 1.66E-15 4.92E-17 1.24E-18 2.67E-20 4.90E-22 7.65E-24 1.02E-25 1.16E-27 1.12E-29
   3.25  0.717  5.89E+01 2.63E+01 1.43E+02 3.71E+00 5.90E+00 6.05E+00 4.73E+00 2.98E+00 1.55E+00 6.71E-01 2.45E-01 7.54E-02 1.97E-02 4.38E-03 8.28E-04 1.34E-04 1.84E-05 2.17E-06 2.18E-07 1.87E-08 1.38E-09 8.70E-11 4.70E-12 2.17E-13 8.60E-15 2.92E-16 8.49E-18 2.12E-19 4.53E-21 8.30E-23 1.30E-24 1.76E-26 2.03E-28
   3.50  0.745  7.52E+01 3.26E+01 1.81E+02 4.45E+00 7.14E+00 7.42E+00 5.92E+00 3.82E+00 2.05E+00 9.20E-01 3.50E-01 1.13E-01 3.12E-02 7.35E-03 1.48E-03 2.57E-04 3.81E-05 4.86E-06 5.34E-07 5.03E-08 4.09E-09 2.86E-10 1.72E-11 8.92E-13 3.99E-14 1.53E-15 5.09E-17 1.46E-18 3.59E-20 7.64E-22 1.40E-23 2.21E-25 3.02E-27
   3.75  0.771  9.54E+01 4.04E+01 2.29E+02 5.32E+00 8.61E+00 9.07E+00 7.37E+00 4.87E+00 2.68E+00 1.25E+00 4.93E-01 1.67E-01 4.83E-02 1.20E-02 2.57E-03 4.75E-04 7.57E-05 1.04E-05 1.24E-06 1.27E-07 1.13E-08 8.72E-10 5.81E-11 3.35E-12 1.67E-13 7.25E-15 2.72E-16 8.83E-18 2.49E-19 6.07E-21 1.28E-22 2.35E-24 3.74E-26
   4.00  0.796  1.20E+02 4.98E+01 2.88E+02 6.36E+00 1.04E+01 1.10E+01 9.12E+00 6.16E+00 3.49E+00 1.67E+00 6.86E-01 2.41E-01 7.32E-02 1.92E-02 4.34E-03 8.52E-04 1.45E-04 2.14E-05 2.74E-06 3.06E-07 2.96E-08 2.49E-09 1.82E-10 1.16E-11 6.44E-13 3.11E-14 1.31E-15 4.78E-17 1.52E-18 4.23E-20 1.02E-21 2.15E-23 3.94E-25
   4.25  0.820  1.51E+02 6.12E+01 3.61E+02 7.57E+00 1.24E+01 1.34E+01 1.12E+01 7.75E+00 4.50E+00 2.22E+00 9.42E-01 3.45E-01 1.09E-01 3.00E-02 7.15E-03 1.48E-03 2.68E-04 4.23E-05 5.82E-06 6.98E-07 7.32E-08 6.70E-09 5.36E-10 3.75E-11 2.29E-12 1.22E-13 5.72E-15 2.34E-16 8.35E-18 2.61E-19 7.15E-21 1.71E-22 3.59E-24
   4.50  0.844  1.88E+02 7.50E+01 4.51E+02 9.00E+00 1.49E+01 1.62E+01 1.38E+01 9.69E+00 5.76E+00 2.92E+00 1.28E+00 4.85E-01 1.60E-01 4.59E-02 1.15E-02 2.52E-03 4.82E-04 8.08E-05 1.19E-05 1.53E-06 1.72E-07 1.71E-08 1.48E-09 1.13E-10 7.57E-12 4.45E-13 2.30E-14 1.04E-15 4.15E-17 1.45E-18 4.46E-20 1.21E-21 2.86E-23
   4.75  0.867  2.34E+02 9.17E+01 5.62E+02 1.07E+01 1.77E+01 1.95E+01 1.69E+01 1.21E+01 7.32E+00 3.82E+00 1.72E+00 6.75E-01 2.31E-01 6.92E-02 1.81E-02 4.17E-03 8.43E-04 1.50E-04 2.34E-05 3.21E-06 3.88E-07 4.14E-08 3.88E-09 3.21E-10 2.34E-11 1.51E-12 8.53E-14 4.26E-15 1.88E-16 7.31E-18 2.51E-19 7.59E-21 2.03E-22
   5.00  0.890  2.90E+02 1.12E+02 6.97E+02 1.26E+01 2.11E+01 2.35E+01 2.05E+01 1.49E+01 9.26E+00 4.94E+00 2.29E+00 9.28E-01 3.29E-01 1.02E-01 2.80E-02 6.76E-03 1.44E-03 2.69E-04 4.45E-05 6.51E-06 8.41E-07 9.60E-08 9.69E-09 8.65E-10 6.83E-11 4.78E-12 2.95E-13 1.62E-14 7.84E-16 3.37E-17 1.28E-18 4.31E-20 1.28E-21
   5.50  0.933  4.55E+02 1.65E+02 1.06E+03 1.76E+01 2.98E+01 3.36E+01 3.01E+01 2.26E+01 1.45E+01 8.12E+00 3.97E+00 1.70E+00 6.44E-01 2.15E-01 6.37E-02 1.67E-02 3.90E-03 8.07E-04 1.48E-04 2.43E-05 3.53E-06 4.58E-07 5.28E-08 5.42E-09 4.96E-10 4.04E-11 2.94E-12 1.90E-13 1.10E-14 5.64E-16 2.59E-17 1.06E-18 3.86E-20
   6.00  0.975  6.95E+02 2.40E+02 1.60E+03 2.44E+01 4.16E+01 4.77E+01 4.37E+01 3.37E+01 2.24E+01 1.30E+01 6.66E+00 3.01E+00 1.21E+00 4.30E-01 1.37E-01 3.87E-02 9.78E-03 2.21E-03 4.47E-04 8.09E-05 1.31E-05 1.90E-06 2.47E-07 2.87E-08 2.99E-09 2.80E-10 2.35E-11 1.76E-12 1.19E-13 7.18E-15 3.90E-16 1.90E-17 8.27E-19
   6.50  1.015  1.04E+03 3.48E+02 2.39E+03 3.36E+01 5.78E+01 6.72E+01 6.27E+01 4.96E+01 3.40E+01 2.04E+01 1.09E+01 5.15E+00 2.18E+00 8.22E-01 2.78E-01 8.43E-02 2.30E-02 5.62E-03 1.24E-03 2.45E-04 4.36E-05 7.00E-06 1.01E-06 1.32E-07 1.55E-08 1.63E-09 1.56E-10 1.34E-11 1.04E-12 7.25E-14 4.57E-15 2.60E-16 1.33E-17
   7.00  1.053  1.54E+03 4.99E+02 3.52E+03 4.61E+01 7.97E+01 9.38E+01 8.91E+01 7.20E+01 5.07E+01 3.15E+01 1.74E+01 8.60E+00 3.81E+00 1.51E+00 5.42E-01 1.75E-01 5.09E-02 1.34E-02 3.18E-03 6.83E-04 1.33E-04 2.33E-05 3.71E-06 5.35E-07 6.98E-08 8.25E-09 8.83E-10 8.56E-11 7.53E-12 6.00E-13 4.33E-14 2.84E-15 1.68E-16
   7.50  1.090  2.25E+03 7.11E+02 5.15E+03 6.27E+01 1.09E+02 1.30E+02 1.25E+02 1.03E+02 7.47E+01 4.78E+01 2.73E+01 1.40E+01 6.47E+00 2.70E+00 1.02E+00 3.47E-01 1.07E-01 3.01E-02 7.67E-03 1.77E-03 3.73E-04 7.12E-05 1.24E-05 1.95E-06 2.81E-07 3.67E-08 4.36E-09 4.72E-10 4.66E-11 4.18E-12 3.41E-13 2.54E-14 1.72E-15
   8.00  1.126  3.26E+03 1.00E+03 7.48E+03 8.49E+01 1.49E+02 1.79E+02 1.75E+02 1.47E+02 1.09E+02 7.14E+01 4.21E+01 2.23E+01 1.07E+01 4.67E+00 1.84E+00 6.62E-01 2.16E-01 6.44E-02 1.75E-02 4.33E-03 9.77E-04 2.01E-04 3.78E-05 6.50E-06 1.02E-06 1.46E-07 1.91E-08 2.29E-09 2.51E-10 2.51E-11 2.29E-12 1.91E-13 1.46E-14
   8.50  1.160  4.67E+03 1.41E+03 1.08E+04 1.14E+02 2.02E+02 2.45E+02 2.43E+02 2.07E+02 1.56E+02 1.05E+02 6.38E+01 3.50E+01 1.74E+01 7.87E+00 3.25E+00 1.22E+00 4.20E-01 1.32E-01 3.80E-02 9.99E-03 2.41E-03 5.32E-04 1.08E-04 2.00E-05 3.39E-06 5.29E-07 7.56E-08 9.92E-09 1.19E-09 1.32E-10 1.34E-11 1.24E-12 1.06E-13
   9.00  1.194  6.64E+03 1.97E+03 1.54E+04 1.54E+02 2.72E+02 3.33E+02 3.34E+02 2.90E+02 2.23E+02 1.53E+02 9.53E+01 5.38E+01 2.77E+01 1.30E+01 5.57E+00 2.19E+00 7.88E-01 2.60E-01 7.90E-02 2.20E-02 5.63E-03 1.32E-03 2.87E-04 5.70E-05 1.04E-05 1.76E-06 2.73E-07 3.89E-08 5.11E-09 6.18E-10 6.88E-11 7.06E-12 6.66E-13
   9.50  1.227  9.37E+03 2.73E+03 2.18E+04 2.05E+02 3.65E+02 4.50E+02 4.57E+02 4.02E+02 3.14E+02 2.21E+02 1.41E+02 8.16E+01 4.32E+01 2.10E+01 9.33E+00 3.81E+00 1.43E+00 4.96E-01 1.58E-01 4.64E-02 1.25E-02 3.13E-03 7.20E-04 1.53E-04 3.00E-05 5.42E-06 9.05E-07 1.40E-07 1.99E-08 2.61E-09 3.18E-10 3.57E-11 3.70E-12
  10.00  1.258  1.31E+04 3.77E+03 3.08E+04 2.73E+02 4.87E+02 6.06E+02 6.21E+02 5.54E+02 4.40E+02 3.15E+02 2.05E+02 1.22E+02 6.65E+01 3.32E+01 1.53E+01 6.49E+00 2.54E+00 9.16E-01 3.05E-01 9.40E-02 2.68E-02 7.05E-03 1.72E-03 3.88E-04 8.09E-05 1.56E-05 2.80E-06 4.63E-07 7.11E-08 1.01E-08 1.33E-09 1.62E-10 1.84E-11
  11.00  1.320  2.74E+04 7.15E+03 6.00E+04 4.91E+02 8.83E+02 1.11E+03 1.15E+03 1.04E+03 8.47E+02 6.22E+02 4.17E+02 2.56E+02 1.45E+02 7.53E+01 3.62E+01 1.61E+01 6.63E+00 2.53E+00 8.94E-01 2.93E-01 8.93E-02 2.52E-02 6.62E-03 1.61E-03 3.66E-04 7.70E-05 1.51E-05 2.74E-06 4.63E-07 7.29E-08 1.07E-08 1.45E-09 1.83E-10
  12.00  1.379  5.41E+04 1.33E+04 1.14E+05 8.79E+02 1.59E+03 2.01E+03 2.11E+03 1.94E+03 1.60E+03 1.19E+03 8.18E+02 5.15E+02 2.99E+02 1.61E+02 7.99E+01 3.69E+01 1.58E+01 6.29E+00 2.33E+00 8.02E-01 2.57E-01 7.67E-02 2.13E-02 5.52E-03 1.33E-03 3.00E-04 6.29E-05 1.23E-05 2.24E-06 3.81E-07 6.05E-08 8.95E-09 1.24E-09
  13.00  1.435  1.03E+05 2.44E+04 2.14E+05 1.55E+03 2.81E+03 3.57E+03 3.78E+03 3.52E+03 2.94E+03 2.24E+03 1.57E+03 1.01E+03 6.00E+02 3.31E+02 1.70E+02 8.10E+01 3.59E+01 1.49E+01 5.73E+00 2.06E+00 6.91E-01 2.17E-01 6.34E-02 1.73E-02 4.42E-03 1.06E-03 2.35E-04 4.91E-05 9.57E-06 1.74E-06 2.97E-07 4.74E-08 7.07E-09
  14.00  1.489  1.90E+05 4.38E+04 3.93E+05 2.69E+03 4.89E+03 6.26E+03 6.69E+03 6.29E+03 5.33E+03 4.12E+03 2.93E+03 1.92E+03 1.17E+03 6.63E+02 3.49E+02 1.71E+02 7.85E+01 3.36E+01 1.34E+01 5.02E+00 1.75E+00 5.74E-01 1.76E-01 5.04E-02 1.35E-02 3.41E-03 8.03E-04 1.77E-04 3.67E-05 7.12E-06 1.29E-06 2.21E-07 3.53E-08
  15.00  1.541  3.46E+05 7.77E+04 7.10E+05 4.61E+03 8.42E+03 1.08E+04 1.17E+04 1.11E+04 9.48E+03 7.43E+03 5.37E+03 3.59E+03 2.23E+03 1.29E+03 6.96E+02 3.51E+02 1.66E+02 7.30E+01 3.02E+01 1.17E+01 4.24E+00 1.44E+00 4.60E-01 1.38E-01 3.87E-02 1.02E-02 2.53E-03 5.89E-04 1.29E-04 2.64E-05 5.09E-06 9.21E-07 1.57E-07
  16.00  1.592  6.18E+05 1.36E+05 1.26E+06 7.82E+03 1.43E+04 1.85E+04 2.00E+04 1.92E+04 1.66E+04 1.32E+04 9.66E+03 6.57E+03 4.16E+03 2.45E+03 1.35E+03 6.99E+02 3.38E+02 1.53E+02 6.53E+01 2.61E+01 9.79E+00 3.45E+00 1.14E+00 3.56E-01 1.04E-01 2.88E-02 7.45E-03 1.82E-03 4.17E-04 9.00E-05 1.83E-05 3.50E-06 6.30E-07
  17.00  1.641  1.09E+06 2.34E+05 2.22E+06 1.31E+04 2.40E+04 3.12E+04 3.40E+04 3.28E+04 2.87E+04 2.31E+04 1.71E+04 1.18E+04 7.60E+03 4.57E+03 2.57E+03 1.36E+03 6.73E+02 3.13E+02 1.37E+02 5.63E+01 2.18E+01 7.94E+00 2.72E+00 8.79E-01 2.67E-01 7.66E-02 2.07E-02 5.27E-03 1.26E-03 2.86E-04 6.09E-05 1.23E-05 2.32E-06
  18.00  1.688  1.88E+06 3.99E+05 3.84E+06 2.17E+04 3.99E+04 5.21E+04 5.71E+04 5.55E+04 4.90E+04 3.97E+04 2.98E+04 2.09E+04 1.36E+04 8.34E+03 4.78E+03 2.58E+03 1.30E+03 6.21E+02 2.79E+02 1.18E+02 4.69E+01 1.76E+01 6.22E+00 2.08E+00 6.54E-01 1.94E-01 5.45E-02 1.44E-02 3.61E-03 8.52E-04 1.90E-04 4.00E-05 7.95E-06
  19.00  1.735  3.23E+06 6.73E+05 6.56E+06 3.56E+04 6.57E+04 8.60E+04 9.48E+04 9.27E+04 8.25E+04 6.76E+04 5.13E+04 3.64E+04 2.41E+04 1.50E+04 8.73E+03 4.79E+03 2.48E+03 1.20E+03 5.53E+02 2.39E+02 9.78E+01 3.77E+01 1.37E+01 4.73E+00 1.54E+00 4.72E-01 1.37E-01 3.77E-02 9.78E-03 2.40E-03 5.57E-04 1.22E-04 2.54E-05
  20.00  1.780  5.47E+06 1.12E+06 1.11E+07 5.79E+04 1.07E+05 1.41E+05 1.56E+05 1.53E+05 1.37E+05 1.14E+05 8.72E+04 6.25E+04 4.19E+04 2.64E+04 1.57E+04 8.74E+03 4.60E+03 2.28E+03 1.07E+03 4.74E+02 1.98E+02 7.85E+01 2.94E+01 1.04E+01 3.48E+00 1.10E+00 3.31E-01 9.40E-02 2.53E-02 6.44E-03 1.55E-03 3.55E-04 7.67E-05
  22.50  1.888  2.47E+07 3.85E+06 3.93E+07 1.88E+05 3.49E+05 4.62E+05 5.17E+05 5.16E+05 4.70E+05 3.96E+05 3.11E+05 2.29E+05 1.58E+05 1.03E+05 6.31E+04 3.66E+04 2.01E+04 1.04E+04 5.12E+03 2.38E+03 1.05E+03 4.40E+02 1.75E+02 6.58E+01 2.35E+01 7.98E+00 2.57E+00 7.86E-01 2.28E-01 6.31E-02 1.65E-02 4.12E-03 9.74E-04
  25.00  1.990  8.74E+07 1.25E+07 1.32E+08 5.80E+05 1.08E+06 1.44E+06 1.63E+06 1.64E+06 1.52E+06 1.30E+06 1.04E+06 7.83E+05 5.55E+05 3.71E+05 2.34E+05 1.40E+05 7.97E+04 4.29E+04 2.19E+04 1.07E+04 4.92E+03 2.16E+03 9.01E+02 3.58E+02 1.35E+02 4.86E+01 1.66E+01 5.42E+00 1.68E+00 4.97E-01 1.40E-01 3.75E-02 9.56E-03
  30.00  2.180  1.24E+09 1.15E+08 1.27E+09 4.88E+06 9.14E+06 1.23E+07 1.41E+07 1.45E+07 1.37E+07 1.21E+07 9.98E+06 7.77E+06 5.73E+06 4.00E+06 2.65E+06 1.67E+06 1.00E+06 5.74E+05 3.13E+05 1.63E+05 8.09E+04 3.83E+04 1.73E+04 7.50E+03 3.10E+03 1.22E+03 4.62E+02 1.67E+02 5.74E+01 1.89E+01 5.98E+00 1.80E+00 5.20E-01
  40.00  2.517  1.27E+11 6.30E+09 7.53E+10 2.31E+08 4.37E+08 5.98E+08 6.99E+08 7.38E+08 7.21E+08 6.59E+08 5.69E+08 4.66E+08 3.62E+08 2.69E+08 1.91E+08 1.29E+08 8.41E+07 5.24E+07 3.13E+07 1.79E+07 9.84E+06 5.20E+06 2.64E+06 1.28E+06 6.02E+05 2.71E+05 1.17E+05 4.88E+04 1.95E+04 7.52E+03 2.78E+03 9.91E+02 3.40E+02
  50.00  2.814  4.61E+12 2.24E+11 2.85E+12 7.38E+09 1.40E+10 1.94E+10 2.30E+10 2.47E+10 2.46E+10 2.31E+10 2.06E+10 1.74E+10 1.41E+10 1.09E+10 8.09E+09 5.77E+09 3.95E+09 2.61E+09 1.65E+09 1.01E+09 5.97E+08 3.39E+08 1.86E+08 9.83E+07 5.01E+07 2.47E+07 1.17E+07 5.38E+06 2.38E+06 1.02E+06 4.21E+05 1.68E+05 6.48E+04
  60.00  3.083  1.21E+14 5.83E+12 7.78E+13 1.75E+11 3.35E+11 4.65E+11 5.57E+11 6.07E+11 6.16E+11 5.89E+11 5.36E+11 4.65E+11 3.86E+11 3.08E+11 2.37E+11 1.75E+11 1.25E+11 8.60E+10 5.71E+10 3.67E+10 2.28E+10 1.37E+10 7.92E+09 4.45E+09 2.42E+09 1.27E+09 6.47E+08 3.19E+08 1.52E+08 7.05E+07 3.16E+07 1.37E+07 5.75E+06
  70.00  3.330  2.50E+15 1.19E+14 1.65E+15 3.31E+12 6.34E+12 8.87E+12 1.07E+13 1.18E+13 1.21E+13 1.18E+13 1.09E+13 9.62E+12 8.17E+12 6.68E+12 5.27E+12 4.01E+12 2.95E+12 2.10E+12 1.44E+12 9.61E+11 6.21E+11 3.89E+11 2.36E+11 1.39E+11 7.91E+10 4.38E+10 2.35E+10 1.23E+10 6.21E+09 3.05E+09 1.45E+09 6.73E+08 3.02E+08
  80.00  3.559  4.23E+16 1.99E+15 2.87E+16 5.20E+13 9.99E+13 1.40E+14 1.70E+14 1.89E+14 1.96E+14 1.93E+14 1.81E+14 1.62E+14 1.40E+14 1.17E+14 9.43E+13 7.34E+13 5.53E+13 4.04E+13 2.86E+13 1.97E+13 1.31E+13 8.49E+12 5.34E+12 3.26E+12 1.93E+12 1.12E+12 6.26E+11 3.41E+11 1.81E+11 9.33E+10 4.68E+10 2.28E+10 1.08E+10
  90.00  3.775  6.12E+17 2.85E+16 4.24E+17 7.00E+14 1.35E+15 1.90E+15 2.32E+15 2.60E+15 2.72E+15 2.70E+15 2.56E+15 2.33E+15 2.04E+15 1.73E+15 1.42E+15 1.12E+15 8.64E+14 6.45E+14 4.68E+14 3.30E+14 2.26E+14 1.50E+14 9.73E+13 6.13E+13 3.76E+13 2.24E+13 1.30E+13 7.38E+12 4.07E+12 2.18E+12 1.14E+12 5.81E+11 2.88E+11
 100.00  3.980  7.71E+18 3.55E+17 5.43E+18 8.29E+15 1.60E+16 2.26E+16 2.78E+16 3.12E+16 3.29E+16 3.29E+16 3.15E+16 2.90E+16 2.57E+16 2.21E+16 1.84E+16 1.48E+16 1.16E+16 8.82E+15 6.52E+15 4.69E+15 3.29E+15 2.24E+15 1.49E+15 9.63E+14 6.07E+14 3.73E+14 2.23E+14 1.30E+14 7.42E+13 4.12E+13 2.23E+13 1.18E+13 6.08E+12
 110.00  4.174  8.65E+19 3.94E+18 6.19E+19 8.77E+16 1.70E+17 2.41E+17 2.96E+17 3.35E+17 3.55E+17 3.58E+17 3.45E+17 3.21E+17 2.88E+17 2.50E+17 2.10E+17 1.72E+17 1.37E+17 1.06E+17 7.95E+16 5.82E+16 4.16E+16 2.89E+16 1.96E+16 1.30E+16 8.38E+15 5.28E+15 3.25E+15 1.95E+15 1.14E+15 6.52E+14 3.64E+14 1.98E+14 1.06E+14
 120.00  4.359  8.77E+20 3.95E+19 6.35E+20 8.43E+17 1.63E+18 2.32E+18 2.87E+18 3.25E+18 3.47E+18 3.52E+18 3.42E+18 3.20E+18 2.90E+18 2.54E+18 2.16E+18 1.79E+18 1.44E+18 1.13E+18 8.63E+17 6.42E+17 4.66E+17 3.30E+17 2.28E+17 1.54E+17 1.02E+17 6.54E+16 4.11E+16 2.53E+16 1.52E+16 8.89E+15 5.09E+15 2.85E+15 1.56E+15
