                    ************************************************************************************************
                    *  Z= 28 A= 61: Positive-Parity Spin-dependent Level Density [MeV-1] for Ni 61 and ldmodel= 2  *
 170.00  4.988  6.83E+26 2.98E+25 5.59E+26 4.74E+23 9.25E+23 1.33E+24 1.68E+24 1.95E+24 2.15E+24 2.26E+24 2.29E+24 2.24E+24 2.14E+24 1.99E+24 1.81E+24 1.60E+24 1.39E+24 1.18E+24 9.81E+23 8.00E+23 6.40E+23 5.02E+23 3.87E+23 2.92E+23 2.17E+23 1.58E+23 1.13E+23 7.96E+22 5.50E+22 3.73E+22 2.49E+22 1.63E+22 1.05E+22
 180.00  5.133  5.04E+27 2.18E+26 4.15E+27 3.37E+24 6.58E+24 9.49E+24 1.20E+25 1.40E+25 1.54E+25 1.62E+25 1.65E+25 1.63E+25 1.56E+25 1.45E+25 1.33E+25 1.18E+25 1.03E+25 8.82E+24 7.39E+24 6.07E+24 4.90E+24 3.87E+24 3.01E+24 2.30E+24 1.72E+24 1.27E+24 9.17E+23 6.52E+23 4.56E+23 3.13E+23 2.12E+23 1.41E+23 9.19E+22
 190.00  5.274  3.53E+28 1.51E+27 2.92E+28 2.28E+25 4.45E+25 6.43E+25 8.13E+25 9.49E+25 1.05E+26 1.11E+26 1.13E+26 1.12E+26 1.07E+26 1.01E+26 9.24E+25 8.28E+25 7.27E+25 6.25E+25 5.27E+25 4.36E+25 3.54E+25 2.82E+25 2.21E+25 1.70E+25 1.29E+25 9.56E+24 6.99E+24 5.02E+24 3.55E+24 2.46E+24 1.68E+24 1.13E+24 7.49E+23
 200.00  5.411  2.35E+29 1.00E+28 1.96E+29 1.47E+26 2.87E+26 4.15E+26 5.25E+26 6.14E+26 6.80E+26 7.20E+26 7.37E+26 7.31E+26 7.06E+26 6.65E+26 6.12E+26 5.51E+26 4.86E+26 4.21E+26 3.57E+26 2.97E+26 2.43E+26 1.95E+26 1.54E+26 1.19E+26 9.10E+25 6.83E+25 5.03E+25 3.65E+25 2.61E+25 1.83E+25 1.26E+25 8.59E+24 5.74E+24

                    ************************************************************************************************
                    *  Z= 28 A= 61: Negative-Parity Spin-dependent Level Density [MeV-1] for Ni 61 and ldmodel= 2  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.191  2.65E-01 5.29E-01 2.88E+00 7.45E-02 1.19E-01 1.22E-01 9.54E-02 6.02E-02 3.13E-02 1.36E-02 4.98E-03 1.54E-03 4.04E-04 9.03E-05 1.72E-05 2.78E-06 3.86E-07 4.57E-08 4.63E-09 4.01E-10 2.98E-11 1.89E-12 1.03E-13 4.80E-15 1.92E-16 6.58E-18 1.93E-19 4.87E-21 1.05E-22 1.95E-24 3.11E-26 4.24E-28 4.97E-30
   0.50  0.271  6.51E-01 7.72E-01 4.21E+00 1.09E-01 1.73E-01 1.78E-01 1.39E-01 8.79E-02 4.57E-02 1.99E-02 7.27E-03 2.25E-03 5.90E-04 1.32E-04 2.51E-05 4.06E-06 5.63E-07 6.67E-08 6.75E-09 5.85E-10 4.34E-11 2.76E-12 1.50E-13 7.01E-15 2.80E-16 9.60E-18 2.82E-19 7.11E-21 1.54E-22 2.85E-24 4.54E-26 6.19E-28 7.25E-30
   0.75  0.331  1.20E+00 1.10E+00 5.97E+00 1.54E-01 2.46E-01 2.52E-01 1.98E-01 1.25E-01 6.49E-02 2.82E-02 1.03E-02 3.19E-03 8.38E-04 1.87E-04 3.56E-05 5.77E-06 8.00E-07 9.47E-08 9.59E-09 8.31E-10 6.17E-11 3.92E-12 2.13E-13 9.95E-15 3.98E-16 1.36E-17 4.01E-19 1.01E-20 2.18E-22 4.05E-24 6.44E-26 8.79E-28 1.03E-29
   1.00  0.383  1.97E+00 1.54E+00 8.37E+00 2.16E-01 3.45E-01 3.54E-01 2.77E-01 1.75E-01 9.10E-02 3.96E-02 1.45E-02 4.48E-03 1.17E-03 2.62E-04 4.99E-05 8.09E-06 1.12E-06 1.33E-07 1.34E-08 1.16E-09 8.64E-11 5.49E-12 2.99E-13 1.39E-14 5.58E-16 1.91E-17 5.62E-19 1.42E-20 3.06E-22 5.68E-24 9.03E-26 1.23E-27 1.44E-29
   1.25  0.428  3.03E+00 2.13E+00 1.16E+01 3.00E-01 4.78E-01 4.91E-01 3.85E-01 2.43E-01 1.26E-01 5.49E-02 2.01E-02 6.21E-03 1.63E-03 3.64E-04 6.92E-05 1.12E-05 1.56E-06 1.84E-07 1.87E-08 1.62E-09 1.20E-10 7.62E-12 4.15E-13 1.94E-14 7.74E-16 2.65E-17 7.80E-19 1.97E-20 4.25E-22 7.88E-24 1.25E-25 1.71E-27 2.00E-29
   1.50  0.469  4.50E+00 2.94E+00 1.60E+01 4.13E-01 6.58E-01 6.76E-01 5.29E-01 3.34E-01 1.74E-01 7.56E-02 2.76E-02 8.55E-03 2.24E-03 5.01E-04 9.52E-05 1.55E-05 2.14E-06 2.54E-07 2.57E-08 2.23E-09 1.65E-10 1.05E-11 5.71E-13 2.66E-14 1.07E-15 3.65E-17 1.07E-18 2.70E-20 5.85E-22 1.08E-23 1.72E-25 2.35E-27 2.76E-29
   1.75  0.506  6.48E+00 3.96E+00 2.19E+01 5.45E-01 8.72E-01 9.03E-01 7.17E-01 4.60E-01 2.44E-01 1.09E-01 4.09E-02 1.30E-02 3.54E-03 8.22E-04 1.63E-04 2.77E-05 4.03E-06 5.03E-07 5.39E-08 4.96E-09 3.93E-10 2.67E-11 1.56E-12 7.84E-14 3.39E-15 1.26E-16 4.04E-18 1.12E-19 2.65E-21 5.41E-23 9.51E-25 1.44E-26 1.88E-28
   2.00  0.541  9.11E+00 5.25E+00 2.97E+01 6.99E-01 1.13E+00 1.18E+00 9.57E-01 6.29E-01 3.44E-01 1.59E-01 6.22E-02 2.08E-02 5.94E-03 1.46E-03 3.08E-04 5.60E-05 8.77E-06 1.18E-06 1.38E-07 1.39E-08 1.21E-09 9.08E-11 5.90E-12 3.32E-13 1.61E-14 6.77E-16 2.46E-17 7.76E-19 2.11E-20 4.99E-22 1.02E-23 1.80E-25 2.76E-27
   2.25  0.574  1.26E+01 6.93E+00 3.99E+01 8.91E-01 1.45E+00 1.54E+00 1.27E+00 8.52E-01 4.79E-01 2.28E-01 9.29E-02 3.24E-02 9.72E-03 2.52E-03 5.63E-04 1.09E-04 1.83E-05 2.65E-06 3.34E-07 3.66E-08 3.48E-09 2.87E-10 2.06E-11 1.28E-12 6.93E-14 3.27E-15 1.34E-16 4.76E-18 1.48E-19 3.98E-21 9.33E-23 1.90E-24 3.38E-26
   2.50  0.605  1.71E+01 9.07E+00 5.33E+01 1.13E+00 1.85E+00 1.99E+00 1.66E+00 1.14E+00 6.60E-01 3.24E-01 1.36E-01 4.95E-02 1.55E-02 4.23E-03 9.98E-04 2.05E-04 3.66E-05 5.69E-06 7.71E-07 9.12E-08 9.40E-09 8.46E-10 6.65E-11 4.56E-12 2.73E-13 1.43E-14 6.54E-16 2.61E-17 9.12E-19 2.78E-20 7.43E-22 1.73E-23 3.54E-25
   2.75  0.634  2.30E+01 1.18E+01 7.07E+01 1.42E+00 2.35E+00 2.55E+00 2.17E+00 1.52E+00 8.98E-01 4.54E-01 1.98E-01 7.44E-02 2.43E-02 6.93E-03 1.72E-03 3.73E-04 7.07E-05 1.17E-05 1.70E-06 2.16E-07 2.41E-08 2.35E-09 2.01E-10 1.51E-11 9.93E-13 5.73E-14 2.91E-15 1.29E-16 5.05E-18 1.73E-19 5.21E-21 1.38E-22 3.20E-24
   3.00  0.663  3.06E+01 1.53E+01 9.32E+01 1.79E+00 2.96E+00 3.25E+00 2.81E+00 2.00E+00 1.21E+00 6.28E-01 2.82E-01 1.10E-01 3.74E-02 1.11E-02 2.90E-03 6.61E-04 1.32E-04 2.33E-05 3.60E-06 4.90E-07 5.86E-08 6.17E-09 5.72E-10 4.67E-11 3.36E-12 2.13E-13 1.19E-14 5.84E-16 2.53E-17 9.68E-19 3.26E-20 9.70E-22 2.54E-23
   3.25  0.690  4.04E+01 1.96E+01 1.22E+02 2.23E+00 3.72E+00 4.13E+00 3.61E+00 2.62E+00 1.62E+00 8.60E-01 3.98E-01 1.60E-01 5.65E-02 1.75E-02 4.76E-03 1.14E-03 2.41E-04 4.48E-05 7.35E-06 1.06E-06 1.36E-07 1.54E-08 1.54E-09 1.36E-10 1.06E-11 7.34E-13 4.49E-14 2.43E-15 1.16E-16 4.91E-18 1.84E-19 6.11E-21 1.79E-22
   3.50  0.716  5.30E+01 2.51E+01 1.59E+02 2.77E+00 4.65E+00 5.20E+00 4.61E+00 3.40E+00 2.14E+00 1.17E+00 5.54E-01 2.30E-01 8.41E-02 2.70E-02 7.67E-03 1.92E-03 4.26E-04 8.35E-05 1.45E-05 2.23E-06 3.04E-07 3.68E-08 3.94E-09 3.75E-10 3.17E-11 2.37E-12 1.58E-13 9.33E-15 4.90E-16 2.28E-17 9.44E-19 3.47E-20 1.13E-21
   3.75  0.741  6.90E+01 3.19E+01 2.06E+02 3.43E+00 5.79E+00 6.53E+00 5.85E+00 4.38E+00 2.81E+00 1.57E+00 7.64E-01 3.27E-01 1.23E-01 4.11E-02 1.21E-02 3.17E-03 7.35E-04 1.51E-04 2.77E-05 4.51E-06 6.53E-07 8.41E-08 9.64E-09 9.83E-10 8.93E-11 7.23E-12 5.21E-13 3.35E-14 1.92E-15 9.77E-17 4.44E-18 1.80E-19 6.50E-21
   4.00  0.765  8.92E+01 4.05E+01 2.65E+02 4.23E+00 7.17E+00 8.16E+00 7.39E+00 5.62E+00 3.67E+00 2.09E+00 1.04E+00 4.59E-01 1.78E-01 6.15E-02 1.88E-02 5.12E-03 1.24E-03 2.68E-04 5.15E-05 8.84E-06 1.35E-06 1.85E-07 2.26E-08 2.46E-09 2.40E-10 2.08E-11 1.62E-12 1.13E-13 7.00E-15 3.89E-16 1.93E-17 8.58E-19 3.41E-20
   4.25  0.789  1.15E+02 5.11E+01 3.40E+02 5.20E+00 8.86E+00 1.02E+01 9.30E+00 7.17E+00 4.76E+00 2.76E+00 1.41E+00 6.36E-01 2.55E-01 9.07E-02 2.87E-02 8.13E-03 2.05E-03 4.63E-04 9.33E-05 1.68E-05 2.72E-06 3.93E-07 5.09E-08 5.90E-09 6.14E-10 5.72E-11 4.77E-12 3.58E-13 2.40E-14 1.45E-15 7.80E-17 3.78E-18 1.64E-19
   4.50  0.812  1.47E+02 6.42E+01 4.34E+02 6.37E+00 1.09E+01 1.26E+01 1.16E+01 9.09E+00 6.13E+00 3.63E+00 1.89E+00 8.75E-01 3.60E-01 1.32E-01 4.33E-02 1.27E-02 3.33E-03 7.83E-04 1.65E-04 3.12E-05 5.30E-06 8.08E-07 1.11E-07 1.36E-08 1.51E-09 1.50E-10 1.34E-11 1.07E-12 7.76E-14 5.04E-15 2.95E-16 1.55E-17 7.33E-19
   4.75  0.834  1.87E+02 8.04E+01 5.52E+02 7.79E+00 1.34E+01 1.55E+01 1.45E+01 1.15E+01 7.86E+00 4.73E+00 2.52E+00 1.19E+00 5.03E-01 1.90E-01 6.42E-02 1.95E-02 5.30E-03 1.30E-03 2.85E-04 5.65E-05 1.01E-05 1.61E-06 2.33E-07 3.03E-08 3.55E-09 3.76E-10 3.58E-11 3.07E-12 2.38E-13 1.66E-14 1.05E-15 5.95E-17 3.05E-18
   5.00  0.855  2.37E+02 1.00E+02 6.99E+02 9.48E+00 1.63E+01 1.91E+01 1.80E+01 1.44E+01 1.00E+01 6.13E+00 3.33E+00 1.61E+00 6.96E-01 2.70E-01 9.41E-02 2.95E-02 8.31E-03 2.11E-03 4.83E-04 9.98E-05 1.86E-05 3.13E-06 4.75E-07 6.52E-08 8.09E-09 9.06E-10 9.17E-11 8.39E-12 6.94E-13 5.19E-14 3.51E-15 2.15E-16 1.19E-17
   5.50  0.897  3.92E+02 1.55E+02 1.11E+03 1.39E+01 2.42E+01 2.87E+01 2.74E+01 2.24E+01 1.60E+01 1.01E+01 5.69E+00 2.87E+00 1.30E+00 5.30E-01 1.95E-01 6.48E-02 1.95E-02 5.31E-03 1.31E-03 2.93E-04 5.94E-05 1.09E-05 1.82E-06 2.76E-07 3.79E-08 4.73E-09 5.36E-10 5.52E-11 5.16E-12 4.38E-13 3.38E-14 2.37E-15 1.51E-16
   6.00  0.937  6.27E+02 2.35E+02 1.73E+03 2.03E+01 3.54E+01 4.24E+01 4.13E+01 3.44E+01 2.51E+01 1.63E+01 9.50E+00 4.97E+00 2.34E+00 1.00E+00 3.87E-01 1.36E-01 4.34E-02 1.26E-02 3.32E-03 7.99E-04 1.75E-04 3.48E-05 6.32E-06 1.05E-06 1.58E-07 2.18E-08 2.73E-09 3.13E-10 3.27E-11 3.12E-12 2.71E-13 2.15E-14 1.56E-15
   6.50  0.975  9.82E+02 3.55E+02 2.68E+03 2.93E+01 5.14E+01 6.22E+01 6.13E+01 5.20E+01 3.89E+01 2.59E+01 1.55E+01 8.40E+00 4.12E+00 1.83E+00 7.42E-01 2.74E-01 9.23E-02 2.83E-02 7.96E-03 2.04E-03 4.79E-04 1.03E-04 2.01E-05 3.62E-06 5.95E-07 8.96E-08 1.23E-08 1.56E-09 1.80E-10 1.91E-11 1.85E-12 1.65E-13 1.34E-14
   7.00  1.012  1.51E+03 5.28E+02 4.09E+03 4.18E+01 7.39E+01 9.02E+01 9.01E+01 7.77E+01 5.92E+01 4.04E+01 2.49E+01 1.39E+01 7.05E+00 3.26E+00 1.38E+00 5.32E-01 1.88E-01 6.09E-02 1.81E-02 4.93E-03 1.23E-03 2.83E-04 5.95E-05 1.15E-05 2.05E-06 3.35E-07 5.02E-08 6.94E-09 8.80E-10 1.03E-10 1.10E-11 1.09E-12 9.86E-14
   7.50  1.048  2.29E+03 7.80E+02 6.17E+03 5.93E+01 1.05E+02 1.30E+02 1.31E+02 1.15E+02 8.91E+01 6.22E+01 3.92E+01 2.25E+01 1.18E+01 5.65E+00 2.48E+00 9.99E-01 3.70E-01 1.26E-01 3.93E-02 1.13E-02 3.00E-03 7.32E-04 1.65E-04 3.41E-05 6.52E-06 1.15E-06 1.86E-07 2.79E-08 3.86E-09 4.92E-10 5.79E-11 6.28E-12 6.29E-13
   8.00  1.082  3.43E+03 1.14E+03 9.24E+03 8.39E+01 1.50E+02 1.86E+02 1.89E+02 1.68E+02 1.33E+02 9.42E+01 6.08E+01 3.57E+01 1.92E+01 9.50E+00 4.31E+00 1.80E+00 6.93E-01 2.46E-01 8.03E-02 2.42E-02 6.76E-03 1.74E-03 4.14E-04 9.10E-05 1.85E-05 3.48E-06 6.04E-07 9.71E-08 1.44E-08 1.99E-09 2.53E-10 2.98E-11 3.25E-12
   8.50  1.115  5.10E+03 1.67E+03 1.37E+04 1.19E+02 2.13E+02 2.65E+02 2.73E+02 2.44E+02 1.95E+02 1.41E+02 9.24E+01 5.55E+01 3.05E+01 1.54E+01 7.20E+00 3.09E+00 1.23E+00 4.50E-01 1.52E-01 4.78E-02 1.39E-02 3.73E-03 9.28E-04 2.14E-04 4.57E-05 9.04E-06 1.66E-06 2.82E-07 4.45E-08 6.51E-09 8.83E-10 1.11E-10 1.30E-11
   9.00  1.148  7.51E+03 2.41E+03 2.01E+04 1.67E+02 3.00E+02 3.76E+02 3.90E+02 3.53E+02 2.85E+02 2.08E+02 1.39E+02 8.49E+01 4.77E+01 2.47E+01 1.18E+01 5.20E+00 2.12E+00 8.02E-01 2.81E-01 9.12E-02 2.75E-02 7.67E-03 1.99E-03 4.79E-04 1.07E-04 2.22E-05 4.29E-06 7.68E-07 1.28E-07 1.98E-08 2.84E-09 3.80E-10 4.72E-11
   9.50  1.179  1.10E+04 3.46E+03 2.94E+04 2.34E+02 4.21E+02 5.30E+02 5.53E+02 5.05E+02 4.13E+02 3.06E+02 2.07E+02 1.28E+02 7.34E+01 3.88E+01 1.89E+01 8.56E+00 3.59E+00 1.40E+00 5.04E-01 1.69E-01 5.26E-02 1.52E-02 4.11E-03 1.03E-03 2.40E-04 5.20E-05 1.05E-05 1.97E-06 3.45E-07 5.62E-08 8.53E-09 1.21E-09 1.59E-10
  10.00  1.210  1.59E+04 4.94E+03 4.25E+04 3.25E+02 5.87E+02 7.43E+02 7.80E+02 7.18E+02 5.93E+02 4.44E+02 3.05E+02 1.92E+02 1.12E+02 6.01E+01 3.00E+01 1.39E+01 5.95E+00 2.38E+00 8.82E-01 3.05E-01 9.80E-02 2.93E-02 8.19E-03 2.13E-03 5.16E-04 1.16E-04 2.45E-05 4.82E-06 8.83E-07 1.51E-07 2.40E-08 3.58E-09 4.96E-10
  11.00  1.269  3.57E+04 9.88E+03 8.74E+04 6.20E+02 1.13E+03 1.44E+03 1.53E+03 1.42E+03 1.20E+03 9.16E+02 6.43E+02 4.17E+02 2.50E+02 1.39E+02 7.21E+01 3.47E+01 1.56E+01 6.51E+00 2.54E+00 9.26E-01 3.15E-01 1.00E-01 2.98E-02 8.27E-03 2.15E-03 5.22E-04 1.19E-04 2.52E-05 5.02E-06 9.34E-07 1.63E-07 2.65E-08 4.05E-09
  12.00  1.325  7.43E+04 1.93E+04 1.75E+05 1.16E+03 2.12E+03 2.72E+03 2.92E+03 2.76E+03 2.35E+03 1.84E+03 1.32E+03 8.75E+02 5.39E+02 3.09E+02 1.65E+02 8.24E+01 3.84E+01 1.67E+01 6.83E+00 2.61E+00 9.32E-01 3.12E-01 9.80E-02 2.88E-02 7.96E-03 2.06E-03 5.01E-04 1.14E-04 2.44E-05 4.89E-06 9.21E-07 1.63E-07 2.70E-08
  13.00  1.379  1.48E+05 3.70E+04 3.44E+05 2.14E+03 3.92E+03 5.06E+03 5.48E+03 5.24E+03 4.53E+03 3.59E+03 2.62E+03 1.78E+03 1.12E+03 6.61E+02 3.64E+02 1.87E+02 9.02E+01 4.08E+01 1.73E+01 6.87E+00 2.57E+00 9.01E-01 2.97E-01 9.20E-02 2.68E-02 7.33E-03 1.89E-03 4.57E-04 1.04E-04 2.23E-05 4.51E-06 8.55E-07 1.53E-07
  14.00  1.432  2.88E+05 6.97E+04 6.60E+05 3.88E+03 7.12E+03 9.26E+03 1.01E+04 9.76E+03 8.54E+03 6.87E+03 5.11E+03 3.53E+03 2.27E+03 1.37E+03 7.73E+02 4.09E+02 2.03E+02 9.49E+01 4.16E+01 1.72E+01 6.67E+00 2.44E+00 8.39E-01 2.72E-01 8.31E-02 2.39E-02 6.49E-03 1.66E-03 4.00E-04 9.10E-05 1.95E-05 3.94E-06 7.52E-07
  15.00  1.482  5.46E+05 1.29E+05 1.25E+06 6.94E+03 1.28E+04 1.67E+04 1.83E+04 1.79E+04 1.58E+04 1.29E+04 9.72E+03 6.83E+03 4.49E+03 2.76E+03 1.59E+03 8.65E+02 4.41E+02 2.12E+02 9.59E+01 4.09E+01 1.65E+01 6.24E+00 2.23E+00 7.55E-01 2.41E-01 7.24E-02 2.06E-02 5.53E-03 1.40E-03 3.37E-04 7.62E-05 1.63E-05 3.30E-06
  16.00  1.530  1.02E+06 2.35E+05 2.31E+06 1.22E+04 2.26E+04 2.96E+04 3.28E+04 3.22E+04 2.88E+04 2.37E+04 1.81E+04 1.29E+04 8.65E+03 5.43E+03 3.20E+03 1.78E+03 9.28E+02 4.58E+02 2.13E+02 9.36E+01 3.89E+01 1.52E+01 5.65E+00 1.98E+00 6.56E-01 2.06E-01 6.11E-02 1.71E-02 4.56E-03 1.15E-03 2.73E-04 6.15E-05 1.31E-05
  17.00  1.577  1.86E+06 4.22E+05 4.22E+06 2.13E+04 3.94E+04 5.19E+04 5.78E+04 5.72E+04 5.16E+04 4.30E+04 3.33E+04 2.41E+04 1.63E+04 1.04E+04 6.27E+03 3.55E+03 1.90E+03 9.58E+02 4.58E+02 2.07E+02 8.82E+01 3.57E+01 1.37E+01 4.95E+00 1.70E+00 5.53E-01 1.71E-01 4.99E-02 1.38E-02 3.63E-03 9.04E-04 2.14E-04 4.78E-05
  18.00  1.623  3.35E+06 7.47E+05 7.60E+06 3.67E+04 6.80E+04 8.99E+04 1.01E+05 1.00E+05 9.11E+04 7.66E+04 6.00E+04 4.40E+04 3.03E+04 1.96E+04 1.20E+04 6.93E+03 3.78E+03 1.95E+03 9.54E+02 4.42E+02 1.94E+02 8.05E+01 3.17E+01 1.19E+01 4.21E+00 1.42E+00 4.53E-01 1.37E-01 3.95E-02 1.08E-02 2.81E-03 6.92E-04 1.62E-04
  19.00  1.668  5.96E+06 1.31E+06 1.35E+07 6.24E+04 1.16E+05 1.54E+05 1.73E+05 1.73E+05 1.59E+05 1.35E+05 1.07E+05 7.92E+04 5.52E+04 3.63E+04 2.26E+04 1.33E+04 7.37E+03 3.88E+03 1.94E+03 9.17E+02 4.12E+02 1.76E+02 7.12E+01 2.74E+01 1.00E+01 3.48E+00 1.15E+00 3.60E-01 1.07E-01 3.04E-02 8.21E-03 2.11E-03 5.13E-04
  20.00  1.711  1.05E+07 2.26E+06 2.36E+07 1.05E+05 1.96E+05 2.61E+05 2.94E+05 2.96E+05 2.74E+05 2.34E+05 1.87E+05 1.40E+05 9.91E+04 6.61E+04 4.16E+04 2.48E+04 1.41E+04 7.54E+03 3.84E+03 1.86E+03 8.53E+02 3.73E+02 1.55E+02 6.11E+01 2.30E+01 8.20E+00 2.79E+00 9.03E-01 2.78E-01 8.17E-02 2.28E-02 6.07E-03 1.54E-03
  22.50  1.815  5.27E+07 8.45E+06 9.16E+07 3.71E+05 6.94E+05 9.30E+05 1.06E+06 1.08E+06 1.01E+06 8.84E+05 7.22E+05 5.54E+05 4.02E+05 2.76E+05 1.80E+05 1.11E+05 6.52E+04 3.65E+04 1.94E+04 9.82E+03 4.74E+03 2.18E+03 9.57E+02 4.00E+02 1.60E+02 6.08E+01 2.21E+01 7.66E+00 2.54E+00 8.02E-01 2.42E-01 6.97E-02 1.92E-02
  25.00  1.913  2.02E+08 2.98E+07 3.32E+08 1.24E+06 2.33E+06 3.14E+06 3.61E+06 3.72E+06 3.54E+06 3.13E+06 2.60E+06 2.04E+06 1.51E+06 1.06E+06 7.12E+05 4.53E+05 2.75E+05 1.59E+05 8.77E+04 4.62E+04 2.33E+04 1.12E+04 5.14E+03 2.26E+03 9.47E+02 3.80E+02 1.46E+02 5.37E+01 1.89E+01 6.36E+00 2.05E+00 6.31E-01 1.86E-01
  30.00  2.096  3.38E+09 3.18E+08 3.73E+09 1.21E+07 2.28E+07 3.10E+07 3.61E+07 3.79E+07 3.68E+07 3.34E+07 2.85E+07 2.31E+07 1.78E+07 1.30E+07 9.10E+06 6.07E+06 3.88E+06 2.37E+06 1.39E+06 7.79E+05 4.19E+05 2.16E+05 1.07E+05 5.08E+04 2.31E+04 1.01E+04 4.25E+03 1.72E+03 6.65E+02 2.48E+02 8.86E+01 3.05E+01 1.01E+01
  40.00  2.420  4.53E+11 2.25E+10 2.86E+11 7.39E+08 1.41E+09 1.94E+09 2.30E+09 2.48E+09 2.47E+09 2.32E+09 2.07E+09 1.75E+09 1.42E+09 1.10E+09 8.15E+08 5.81E+08 3.99E+08 2.63E+08 1.67E+08 1.03E+08 6.05E+07 3.44E+07 1.89E+07 1.00E+07 5.12E+06 2.52E+06 1.20E+06 5.52E+05 2.45E+05 1.05E+05 4.35E+04 1.74E+04 6.72E+03
  50.00  2.705  2.05E+13 1.00E+12 1.35E+13 2.94E+10 5.62E+10 7.83E+10 9.40E+10 1.03E+11 1.05E+11 1.01E+11 9.20E+10 8.03E+10 6.73E+10 5.41E+10 4.19E+10 3.13E+10 2.25E+10 1.57E+10 1.05E+10 6.85E+09 4.31E+09 2.62E+09 1.54E+09 8.79E+08 4.86E+08 2.60E+08 1.35E+08 6.76E+07 3.29E+07 1.55E+07 7.09E+06 3.14E+06 1.35E+06
  60.00  2.963  6.55E+14 3.17E+13 4.51E+14 8.50E+11 1.63E+12 2.29E+12 2.77E+12 3.07E+12 3.17E+12 3.10E+12 2.89E+12 2.58E+12 2.22E+12 1.83E+12 1.46E+12 1.13E+12 8.43E+11 6.09E+11 4.27E+11 2.90E+11 1.91E+11 1.22E+11 7.56E+10 4.55E+10 2.66E+10 1.51E+10 8.32E+09 4.46E+09 2.32E+09 1.17E+09 5.77E+08 2.75E+08 1.28E+08
  70.00  3.201  1.61E+16 7.74E+14 1.15E+16 1.92E+13 3.69E+13 5.20E+13 6.35E+13 7.09E+13 7.42E+13 7.35E+13 6.96E+13 6.32E+13 5.54E+13 4.68E+13 3.82E+13 3.03E+13 2.32E+13 1.73E+13 1.25E+13 8.78E+12 5.99E+12 3.98E+12 2.57E+12 1.61E+12 9.83E+11 5.84E+11 3.38E+11 1.90E+11 1.04E+11 5.58E+10 2.90E+10 1.47E+10 7.24E+09
  80.00  3.422  3.22E+17 1.53E+16 2.35E+17 3.55E+14 6.85E+14 9.69E+14 1.19E+15 1.34E+15 1.41E+15 1.41E+15 1.36E+15 1.25E+15 1.11E+15 9.55E+14 7.96E+14 6.43E+14 5.05E+14 3.85E+14 2.85E+14 2.06E+14 1.45E+14 9.89E+13 6.59E+13 4.28E+13 2.71E+13 1.67E+13 1.00E+13 5.88E+12 3.36E+12 1.88E+12 1.02E+12 5.42E+11 2.81E+11
  90.00  3.630  5.42E+18 2.55E+17 4.04E+18 5.57E+15 1.08E+16 1.53E+16 1.89E+16 2.14E+16 2.27E+16 2.29E+16 2.22E+16 2.07E+16 1.87E+16 1.63E+16 1.38E+16 1.13E+16 9.04E+15 7.03E+15 5.33E+15 3.93E+15 2.83E+15 1.98E+15 1.36E+15 9.05E+14 5.90E+14 3.75E+14 2.33E+14 1.41E+14 8.35E+13 4.83E+13 2.73E+13 1.50E+13 8.11E+12
 100.00  3.826  7.88E+19 3.67E+18 5.99E+19 7.61E+16 1.48E+17 2.10E+17 2.60E+17 2.96E+17 3.17E+17 3.22E+17 3.15E+17 2.96E+17 2.70E+17 2.38E+17 2.04E+17 1.70E+17 1.38E+17 1.09E+17 8.42E+16 6.33E+16 4.65E+16 3.33E+16 2.33E+16 1.59E+16 1.06E+16 6.93E+15 4.42E+15 2.76E+15 1.68E+15 1.00E+15 5.84E+14 3.33E+14 1.86E+14
 110.00  4.013  1.01E+21 4.67E+19 7.81E+20 9.23E+17 1.79E+18 2.56E+18 3.18E+18 3.63E+18 3.90E+18 4.00E+18 3.94E+18 3.74E+18 3.44E+18 3.06E+18 2.66E+18 2.24E+18 1.84E+18 1.48E+18 1.16E+18 8.85E+17 6.61E+17 4.82E+17 3.44E+17 2.40E+17 1.63E+17 1.09E+17 7.12E+16 4.55E+16 2.84E+16 1.74E+16 1.04E+16 6.10E+15 3.50E+15
 120.00  4.191  1.17E+22 5.33E+20 9.13E+21 1.01E+19 1.96E+19 2.80E+19 3.50E+19 4.01E+19 4.33E+19 4.46E+19 4.42E+19 4.23E+19 3.92E+19 3.53E+19 3.09E+19 2.63E+19 2.19E+19 1.78E+19 1.41E+19 1.09E+19 8.29E+18 6.15E+18 4.46E+18 3.16E+18 2.20E+18 1.49E+18 9.95E+17 6.49E+17 4.15E+17 2.60E+17 1.59E+17 9.56E+16 5.63E+16
