                    ************************************************************************************************
                    *  Z= 22 A= 46: Positive-Parity Spin-dependent Level Density [MeV-1] for Ti 46 and ldmodel= 5  *
 180.00  5.042  3.17E+22 1.20E+21 2.29E+22 2.31E+19 2.42E+19 6.96E+19 6.88E+19 1.02E+20 9.78E+19 1.17E+20 1.05E+20 1.15E+20 9.50E+19 9.84E+19 7.49E+19 7.19E+19 5.50E+19 4.75E+19 3.61E+19 2.90E+19 2.03E+19 1.55E+19 1.08E+19 7.52E+18 5.19E+18 3.39E+18 2.16E+18 1.38E+18 8.02E+17 5.05E+17 2.64E+17 1.57E+17 8.14E+16
 190.00  5.180  1.63E+23 6.16E+21 1.18E+23 1.15E+20 1.20E+20 3.46E+20 3.43E+20 5.07E+20 4.88E+20 5.85E+20 5.29E+20 5.76E+20 4.82E+20 5.01E+20 3.84E+20 3.71E+20 2.86E+20 2.48E+20 1.91E+20 1.55E+20 1.10E+20 8.43E+19 5.95E+19 4.18E+19 2.92E+19 1.94E+19 1.25E+19 8.15E+18 4.80E+18 3.09E+18 1.65E+18 9.98E+17 5.29E+17
 200.00  5.315  7.18E+23 2.60E+22 5.04E+23 4.75E+20 4.97E+20 1.43E+21 1.41E+21 2.10E+21 2.02E+21 2.43E+21 2.21E+21 2.41E+21 2.03E+21 2.11E+21 1.63E+21 1.59E+21 1.22E+21 1.07E+21 8.28E+20 6.76E+20 4.82E+20 3.76E+20 2.68E+20 1.90E+20 1.35E+20 9.02E+19 5.88E+19 3.89E+19 2.33E+19 1.51E+19 8.24E+18 5.07E+18 2.74E+18

                    ************************************************************************************************
                    *  Z= 22 A= 46: Negative-Parity Spin-dependent Level Density [MeV-1] for Ti 46 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.188  5.90E-02 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.76E-02 1.00E-30 2.18E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.266  1.18E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 2.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.325  1.77E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 2.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.376  5.31E-01 0.00E+00 9.00E-28 3.48E-02 2.18E-01 9.26E-01 1.00E-30 2.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.420  1.31E+00 0.00E+00 9.00E-28 4.32E-02 1.17E+00 1.22E+00 3.97E-02 7.25E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.460  2.70E+00 0.00E+00 9.00E-28 4.37E-02 1.28E+00 1.67E+00 1.40E+00 9.82E-01 1.00E-30 2.18E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.497  4.71E+00 0.00E+00 9.00E-28 1.19E+00 1.28E+00 2.62E+00 1.73E+00 1.00E+00 1.00E-30 2.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.531  7.98E+00 0.00E+00 1.92E+01 1.24E+00 1.06E+00 2.22E+00 1.97E+00 1.66E+00 2.18E-01 2.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.564  1.11E+01 0.00E+00 2.18E+01 1.24E+00 1.15E-01 1.96E+00 2.17E+00 1.21E+00 2.36E-01 2.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.594  1.48E+01 4.95E+00 2.89E+01 2.14E+00 5.41E-02 2.64E+00 1.74E+00 1.25E+00 1.17E+00 1.76E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.623  1.88E+01 5.18E+00 3.40E+01 1.09E+00 5.52E-02 2.02E+00 1.71E+00 2.16E+00 1.88E+00 2.18E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.651  2.21E+01 6.12E+00 2.41E+01 1.00E+00 5.52E-02 1.53E+00 1.92E+00 2.47E+00 2.16E+00 2.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.677  2.66E+01 6.83E+00 2.85E+01 1.46E+00 7.09E-01 2.82E+00 2.85E+00 2.49E+00 2.39E+00 1.17E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.703  3.24E+01 3.63E+00 3.68E+01 1.94E+00 1.85E+00 3.14E+00 2.40E+00 3.55E+00 2.63E+00 2.09E+00 1.00E-30 2.18E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.728  4.11E+01 4.10E+00 6.02E+01 2.41E+00 3.95E+00 4.20E+00 4.32E+00 4.51E+00 2.56E+00 3.09E+00 2.18E-01 2.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.752  5.27E+01 5.68E+00 9.94E+01 2.49E+00 5.52E+00 5.59E+00 4.97E+00 4.87E+00 2.98E+00 4.30E+00 2.36E-01 2.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.775  6.92E+01 9.51E+00 1.91E+02 2.49E+00 5.59E+00 5.66E+00 6.09E+00 7.98E+00 3.94E+00 4.58E+00 1.11E+00 2.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.797  9.21E+01 1.58E+01 3.02E+02 5.12E+00 6.71E+00 6.79E+00 7.32E+00 1.08E+01 3.75E+00 4.40E+00 2.29E+00 7.25E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.819  1.21E+02 2.95E+01 3.76E+02 7.93E+00 6.76E+00 9.63E+00 8.34E+00 1.25E+01 5.22E+00 5.90E+00 3.25E+00 9.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.840  1.57E+02 4.50E+01 4.67E+02 1.19E+01 6.70E+00 1.38E+01 9.45E+00 1.43E+01 7.51E+00 8.13E+00 4.48E+00 1.22E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.881  2.52E+02 6.60E+01 6.71E+02 1.52E+01 5.01E+00 2.02E+01 1.58E+01 1.52E+01 1.49E+01 1.04E+01 4.73E+00 2.58E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.921  3.80E+02 8.74E+01 9.85E+02 1.42E+01 8.42E+00 2.26E+01 1.94E+01 2.51E+01 1.92E+01 1.12E+01 7.05E+00 6.16E+00 4.53E-01 2.27E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.958  5.79E+02 1.24E+02 1.61E+03 1.46E+01 1.88E+01 3.78E+01 2.77E+01 3.51E+01 2.06E+01 2.04E+01 1.25E+01 7.48E+00 2.34E+00 9.72E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.994  8.86E+02 2.04E+02 2.67E+03 1.74E+01 3.07E+01 5.90E+01 4.38E+01 5.17E+01 2.93E+01 3.11E+01 1.98E+01 9.79E+00 4.71E+00 1.23E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  1.029  1.37E+03 3.21E+02 4.30E+03 3.26E+01 4.24E+01 8.81E+01 7.01E+01 7.95E+01 4.96E+01 5.02E+01 2.77E+01 1.81E+01 1.03E+01 3.13E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.063  2.09E+03 5.10E+02 6.41E+03 5.17E+01 4.81E+01 1.34E+02 1.11E+02 1.14E+02 8.44E+01 6.74E+01 3.86E+01 2.97E+01 1.44E+01 6.25E+00 7.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.096  3.06E+03 7.48E+02 8.85E+03 7.33E+01 5.86E+01 1.65E+02 1.54E+02 1.59E+02 1.32E+02 9.20E+01 5.35E+01 4.09E+01 1.72E+01 1.00E+01 2.92E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.127  4.45E+03 9.92E+02 1.30E+04 9.98E+01 8.92E+01 2.20E+02 2.04E+02 2.30E+02 1.86E+02 1.48E+02 7.93E+01 5.42E+01 3.09E+01 1.65E+01 4.57E+00 9.63E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.158  6.52E+03 1.44E+03 1.92E+04 1.27E+02 1.58E+02 3.48E+02 2.81E+02 3.43E+02 2.47E+02 2.25E+02 1.37E+02 8.37E+01 4.88E+01 2.61E+01 8.84E+00 2.69E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.188  9.48E+03 2.12E+03 2.79E+04 1.80E+02 2.22E+02 4.86E+02 4.14E+02 4.97E+02 3.55E+02 3.23E+02 2.08E+02 1.26E+02 7.53E+01 4.17E+01 1.57E+01 5.93E+00 1.84E+00 7.37E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.246  2.12E+04 4.28E+03 5.64E+04 3.58E+02 3.85E+02 9.11E+02 8.33E+02 9.78E+02 7.30E+02 6.38E+02 4.34E+02 2.92E+02 1.59E+02 9.58E+01 4.49E+01 2.08E+01 5.90E+00 1.38E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.302  4.35E+04 8.09E+03 1.10E+05 6.26E+02 6.64E+02 1.69E+03 1.53E+03 1.81E+03 1.42E+03 1.26E+03 8.49E+02 6.13E+02 3.35E+02 1.99E+02 1.05E+02 4.79E+01 1.65E+01 3.76E+00 1.10E+00 3.68E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.355  8.52E+04 1.56E+04 2.12E+05 1.06E+03 1.26E+03 3.06E+03 2.73E+03 3.31E+03 2.61E+03 2.42E+03 1.67E+03 1.18E+03 7.30E+02 4.22E+02 2.27E+02 1.13E+02 4.97E+01 2.12E+01 5.30E+00 1.61E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.406  1.60E+05 2.85E+04 3.91E+05 1.88E+03 2.17E+03 5.28E+03 4.75E+03 5.86E+03 4.67E+03 4.39E+03 3.08E+03 2.29E+03 1.40E+03 8.75E+02 4.68E+02 2.50E+02 1.15E+02 5.14E+01 1.68E+01 3.85E+00 7.37E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.455  2.92E+05 5.11E+04 7.00E+05 3.17E+03 3.61E+03 9.00E+03 8.19E+03 1.01E+04 8.09E+03 7.73E+03 5.50E+03 4.14E+03 2.61E+03 1.68E+03 9.09E+02 4.86E+02 2.39E+02 1.07E+02 3.81E+01 1.20E+01 2.78E+00 3.68E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.503  5.16E+05 8.75E+04 1.21E+06 5.27E+03 6.01E+03 1.49E+04 1.36E+04 1.70E+04 1.37E+04 1.32E+04 9.57E+03 7.36E+03 4.69E+03 3.06E+03 1.76E+03 9.41E+02 4.88E+02 2.27E+02 1.00E+02 3.87E+01 1.03E+01 4.19E+00 7.37E-01 3.68E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.549  8.88E+05 1.47E+05 2.04E+06 8.51E+03 9.69E+03 2.39E+04 2.21E+04 2.79E+04 2.26E+04 2.23E+04 1.62E+04 1.28E+04 8.26E+03 5.47E+03 3.18E+03 1.77E+03 9.08E+02 4.58E+02 2.10E+02 8.81E+01 3.23E+01 1.12E+01 2.58E+00 3.96E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.594  1.49E+06 2.38E+05 3.33E+06 1.34E+04 1.52E+04 3.80E+04 3.52E+04 4.50E+04 3.69E+04 3.65E+04 2.68E+04 2.14E+04 1.41E+04 9.49E+03 5.63E+03 3.24E+03 1.69E+03 8.66E+02 4.02E+02 1.71E+02 6.84E+01 2.39E+01 6.76E+00 1.95E+00 3.68E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.638  2.44E+06 3.77E+05 5.31E+06 2.06E+04 2.33E+04 5.86E+04 5.43E+04 7.02E+04 5.83E+04 5.83E+04 4.34E+04 3.51E+04 2.33E+04 1.61E+04 9.62E+03 5.59E+03 2.95E+03 1.51E+03 7.33E+02 3.21E+02 1.34E+02 5.15E+01 1.51E+01 5.38E+00 1.24E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.681  3.90E+06 5.90E+05 8.28E+06 3.08E+04 3.47E+04 8.75E+04 8.12E+04 1.06E+05 8.87E+04 9.01E+04 6.78E+04 5.60E+04 3.75E+04 2.63E+04 1.57E+04 9.39E+03 5.00E+03 2.60E+03 1.29E+03 5.87E+02 2.52E+02 9.80E+01 3.08E+01 9.78E+00 2.31E+00 3.39E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.783  1.40E+07 1.67E+06 2.36E+07 7.86E+04 8.84E+04 2.27E+05 2.12E+05 2.80E+05 2.36E+05 2.48E+05 1.89E+05 1.64E+05 1.12E+05 8.28E+04 5.07E+04 3.13E+04 1.72E+04 9.21E+03 4.51E+03 2.10E+03 9.11E+02 3.69E+02 1.38E+02 4.28E+01 9.78E+00 2.20E+00 1.93E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  1.879  3.88E+07 4.19E+06 6.00E+07 1.84E+05 2.06E+05 5.28E+05 4.99E+05 6.73E+05 5.70E+05 6.11E+05 4.72E+05 4.21E+05 2.95E+05 2.26E+05 1.42E+05 9.14E+04 5.16E+04 2.83E+04 1.42E+04 6.86E+03 2.98E+03 1.23E+03 4.49E+02 1.49E+02 4.39E+01 7.55E+00 3.35E+00 3.51E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  30.00  2.058  2.85E+08 2.15E+07 3.13E+08 8.24E+05 9.24E+05 2.38E+06 2.26E+06 3.09E+06 2.68E+06 2.97E+06 2.35E+06 2.19E+06 1.60E+06 1.29E+06 8.53E+05 5.98E+05 3.52E+05 2.12E+05 1.10E+05 5.57E+04 2.52E+04 1.09E+04 4.34E+03 1.59E+03 5.19E+02 1.42E+02 3.17E+01 4.70E+00 8.14E+00 1.43E+00 2.46E-01 1.00E-30 1.00E-30
  40.00  2.377  7.20E+09 3.09E+08 4.76E+09 1.01E+07 1.12E+07 2.97E+07 2.83E+07 3.99E+07 3.48E+07 3.98E+07 3.22E+07 3.16E+07 2.38E+07 2.09E+07 1.45E+07 1.13E+07 7.24E+06 5.04E+06 2.91E+06 1.76E+06 8.97E+05 4.61E+05 2.01E+05 8.51E+04 3.09E+04 1.05E+04 3.13E+03 8.48E+02 2.07E+02 3.71E+01 6.45E+00 5.68E+00 6.07E-01
  50.00  2.657  7.49E+10 2.95E+09 4.76E+10 9.65E+07 1.06E+08 2.81E+08 2.67E+08 3.79E+08 3.33E+08 3.83E+08 3.14E+08 3.11E+08 2.36E+08 2.12E+08 1.50E+08 1.22E+08 8.05E+07 5.96E+07 3.65E+07 2.44E+07 1.36E+07 8.20E+06 4.12E+06 2.12E+06 9.15E+05 3.89E+05 1.38E+05 4.62E+04 1.32E+04 3.48E+03 7.74E+02 1.48E+02 1.63E+01
  60.00  2.911  9.57E+11 3.93E+10 6.35E+11 1.16E+09 1.26E+09 3.48E+09 3.41E+09 4.73E+09 4.42E+09 4.86E+09 4.10E+09 4.08E+09 3.04E+09 2.88E+09 1.88E+09 1.62E+09 1.05E+09 7.85E+08 5.03E+08 3.41E+08 1.92E+08 1.22E+08 6.67E+07 3.66E+07 1.94E+07 9.50E+06 4.23E+06 1.85E+06 6.41E+05 2.39E+05 5.84E+04 1.61E+04 3.27E+03
  70.00  3.144  1.08E+13 4.34E+11 7.11E+12 1.27E+10 1.36E+10 3.81E+10 3.75E+10 5.21E+10 4.90E+10 5.42E+10 4.60E+10 4.60E+10 3.46E+10 3.30E+10 2.17E+10 1.88E+10 1.24E+10 9.17E+09 5.96E+09 4.02E+09 2.30E+09 1.46E+09 8.20E+08 4.56E+08 2.50E+08 1.29E+08 6.16E+07 3.06E+07 1.24E+07 5.75E+06 1.83E+06 6.86E+05 1.82E+05
  80.00  3.361  1.14E+14 4.63E+12 7.68E+13 1.28E+11 1.37E+11 3.85E+11 3.79E+11 5.31E+11 5.01E+11 5.60E+11 4.81E+11 4.85E+11 3.71E+11 3.56E+11 2.39E+11 2.09E+11 1.41E+11 1.06E+11 7.04E+10 4.82E+10 2.80E+10 1.79E+10 1.02E+10 5.70E+09 3.19E+09 1.64E+09 8.06E+08 4.06E+08 1.72E+08 8.55E+07 3.10E+07 1.38E+07 4.62E+06
  90.00  3.565  1.11E+15 4.48E+13 7.59E+14 1.20E+12 1.27E+12 3.58E+12 3.52E+12 4.98E+12 4.71E+12 5.31E+12 4.59E+12 4.69E+12 3.62E+12 3.52E+12 2.41E+12 2.14E+12 1.46E+12 1.13E+12 7.63E+11 5.34E+11 3.20E+11 2.08E+11 1.23E+11 7.00E+10 4.02E+10 2.10E+10 1.06E+10 5.36E+09 2.34E+09 1.17E+09 4.40E+08 2.02E+08 7.38E+07
 100.00  3.758  9.91E+15 3.96E+14 6.81E+15 1.01E+13 1.07E+13 3.02E+13 2.97E+13 4.24E+13 4.02E+13 4.57E+13 3.98E+13 4.11E+13 3.22E+13 3.16E+13 2.20E+13 1.98E+13 1.39E+13 1.08E+13 7.48E+12 5.34E+12 3.28E+12 2.20E+12 1.33E+12 7.82E+11 4.62E+11 2.50E+11 1.30E+11 6.79E+10 3.09E+10 1.56E+10 6.08E+09 2.81E+09 1.07E+09
 110.00  3.941  8.08E+16 3.20E+15 5.61E+16 7.81E+13 8.27E+13 2.34E+14 2.31E+14 3.31E+14 3.15E+14 3.61E+14 3.16E+14 3.29E+14 2.61E+14 2.58E+14 1.83E+14 1.67E+14 1.18E+14 9.42E+13 6.61E+13 4.83E+13 3.04E+13 2.09E+13 1.29E+13 7.83E+12 4.77E+12 2.65E+12 1.44E+12 7.77E+11 3.69E+11 1.93E+11 7.89E+10 3.76E+10 1.49E+10
 120.00  4.117  6.10E+17 2.40E+16 4.26E+17 5.62E+14 5.94E+14 1.69E+15 1.67E+15 2.40E+15 2.29E+15 2.64E+15 2.33E+15 2.45E+15 1.95E+15 1.96E+15 1.40E+15 1.29E+15 9.25E+14 7.50E+14 5.34E+14 3.97E+14 2.55E+14 1.79E+14 1.14E+14 7.07E+13 4.41E+13 2.54E+13 1.42E+13 7.93E+12 3.91E+12 2.12E+12 9.13E+11 4.53E+11 1.89E+11
 130.00  4.285  4.28E+18 1.67E+17 3.02E+18 3.78E+15 3.99E+15 1.14E+16 1.13E+16 1.62E+16 1.55E+16 1.80E+16 1.60E+16 1.69E+16 1.36E+16 1.37E+16 9.95E+15 9.22E+15 6.72E+15 5.52E+15 3.99E+15 3.01E+15 1.97E+15 1.41E+15 9.13E+14 5.81E+14 3.71E+14 2.20E+14 1.26E+14 7.28E+13 3.72E+13 2.09E+13 9.37E+12 4.84E+12 2.11E+12
 140.00  4.447  2.82E+19 1.09E+18 2.01E+19 2.40E+16 2.52E+16 7.19E+16 7.11E+16 1.03E+17 9.89E+16 1.16E+17 1.03E+17 1.09E+17 8.89E+16 9.00E+16 6.62E+16 6.19E+16 4.56E+16 3.79E+16 2.77E+16 2.13E+16 1.41E+16 1.03E+16 6.77E+15 4.41E+15 2.87E+15 1.74E+15 1.02E+15 6.07E+14 3.20E+14 1.85E+14 8.63E+13 4.62E+13 2.11E+13
